場,レース,買い目,推定確率%,オッズ(取得時),回収率%
宮島,10R,1-5-2,10.48,66.5,696.9
津,9R,1-4-3,13.96,49.2,686.6
平和島,2R,1-4-2,11.59,55.3,641.0
住之江,6R,4-2-1,8.68,73.8,640.5
津,4R,4-1-3,6.98,90.8,633.6
大村,4R,1-4-3,8.72,67.2,585.7
津,6R,1-3-4,6.10,89.2,543.8
住之江,5R,1-4-5,10.05,53.9,541.7
戸田,8R,1-2-4,7.65,70.3,537.9
下関,7R,1-5-4,8.62,62.0,534.4
戸田,8R,1-4-3,8.24,64.6,532.4
平和島,5R,3-2-1,8.97,59.3,532.0
平和島,4R,4-1-2,6.10,86.9,530.1
住之江,5R,1-4-3,8.14,64.7,526.9
平和島,4R,4-1-3,5.69,91.4,520.4
三国,10R,1-4-5,5.82,87.7,510.7
戸田,8R,1-3-2,5.93,85.3,505.6
三国,10R,5-1-4,5.01,100.0,501.2
津,8R,2-4-3,5.62,88.8,498.8
下関,5R,1-3-4,18.64,26.6,495.8
平和島,1R,2-1-3,9.57,51.8,495.5
津,4R,1-4-3,9.41,52.6,495.0
津,9R,1-3-2,7.07,69.5,491.7
下関,9R,1-2-4,7.55,64.9,490.3
平和島,4R,4-3-1,5.18,93.8,485.8
津,6R,1-4-3,5.70,84.1,479.0
戸田,8R,1-2-3,6.03,78.9,475.8
平和島,5R,3-1-2,7.99,59.3,473.6
住之江,6R,4-1-2,5.68,83.4,473.6
大村,11R,4-1-2,6.05,77.6,469.2
津,1R,2-1-5,5.12,90.8,464.7
戸田,8R,1-4-2,8.55,53.7,459.0
徳山,5R,4-1-3,9.33,49.2,458.8
戸田,4R,1-2-5,7.08,64.5,457.0
平和島,6R,3-2-1,5.80,78.6,456.2
大村,8R,4-1-3,5.12,89.0,455.7
大村,8R,1-4-3,14.10,31.5,444.2
平和島,5R,2-3-1,8.30,53.3,442.6
大村,10R,1-3-4,7.75,56.2,435.8
平和島,4R,4-2-1,5.70,75.8,432.0
宮島,5R,2-1-3,4.83,88.9,429.8
津,1R,2-1-3,5.97,71.0,424.1
大村,11R,1-4-2,12.62,33.2,418.9
宮島,6R,1-6-3,4.33,95.7,414.7
徳山,12R,1-5-4,6.02,68.3,411.3
鳴門,11R,5-3-1,5.56,74.0,411.1
下関,10R,1-5-3,8.57,47.9,410.7
