場,レース,買い目,推定確率%,オッズ(取得時),回収率%
浜名湖,8R,1-3-4,10.70,33.6,359.6
戸田,9R,1-2-4,14.20,25.3,359.1
宮島,7R,1-4-2,5.91,60.7,358.8
三国,5R,1-3-2,7.14,50.1,357.9
徳山,11R,2-1-3,11.49,31.1,357.3
若松,12R,2-1-5,8.59,41.5,356.3
児島,11R,4-1-2,6.65,53.6,356.2
三国,8R,5-1-2,5.48,64.8,355.4
桐生,5R,1-2-3,5.37,66.1,355.0
徳山,11R,3-2-1,3.93,90.0,353.4
戸田,5R,1-5-4,3.97,88.9,352.9
桐生,4R,1-3-2,13.98,25.2,352.4
常滑,4R,3-4-1,4.91,71.4,350.3
常滑,4R,3-1-4,7.60,45.8,348.0
福岡,7R,1-4-2,12.98,26.8,347.8
児島,5R,1-3-2,6.40,54.1,346.5
戸田,10R,1-4-2,4.53,76.4,345.7
福岡,10R,1-2-4,18.76,18.4,345.2
住之江,6R,2-1-3,4.12,83.8,345.1
徳山,10R,4-1-2,6.24,55.0,343.4
若松,10R,3-2-1,5.90,57.8,340.9
江戸川,6R,1-2-4,12.87,26.4,339.8
福岡,9R,1-2-4,16.25,20.9,339.6
江戸川,8R,1-4-3,7.67,44.2,338.9
福岡,8R,1-4-3,9.68,35.0,338.8
浜名湖,8R,1-2-4,10.30,32.7,336.8
若松,10R,2-3-1,4.78,70.4,336.3
福岡,7R,4-1-2,14.07,23.9,336.3
三国,10R,5-1-4,3.71,90.4,335.7
戸田,10R,1-3-2,11.41,29.4,335.4
児島,12R,4-2-1,4.07,82.4,335.2
常滑,8R,1-3-4,15.59,21.5,335.2
児島,7R,1-4-5,4.05,82.8,335.0
戸田,3R,4-1-2,4.46,74.9,333.9
徳山,5R,2-3-1,7.43,44.9,333.7
福岡,4R,4-1-3,4.50,73.6,331.1
戸田,11R,1-2-4,3.77,87.6,330.4
桐生,2R,1-3-4,6.15,53.3,327.7
徳山,11R,2-1-4,5.11,64.1,327.5
児島,3R,3-1-2,3.97,82.2,326.3
びわこ,12R,2-4-1,3.34,97.4,325.0
桐生,1R,1-2-3,10.43,31.0,323.3
桐生,11R,3-1-2,3.41,94.8,322.9
桐生,2R,4-1-3,3.75,85.7,321.3
徳山,12R,1-5-3,15.11,21.1,318.8
江戸川,6R,1-2-5,10.52,30.3,318.7
戸田,3R,1-4-5,7.88,40.4,318.3
戸田,7R,1-4-3,4.18,75.9,317.4
桐生,5R,4-1-2,4.12,76.7,316.2
児島,11R,1-4-2,17.56,18.0,316.1
戸田,6R,2-3-1,6.61,47.5,314.0
住之江,5R,1-2-4,4.93,62.9,310.1
戸田,3R,1-4-2,9.90,31.3,309.9
戸田,5R,1-4-5,7.75,39.9,309.4
徳山,12R,1-5-4,8.13,37.8,307.3
戸田,11R,1-4-2,4.35,70.2,305.6
桐生,12R,3-1-2,6.17,49.5,305.5
徳山,10R,4-2-1,4.33,70.4,304.7
びわこ,12R,2-1-4,6.68,45.6,304.5
びわこ,3R,2-4-1,3.16,96.2,303.6
若松,2R,1-2-4,18.70,16.1,301.0
浜名湖,11R,4-1-2,4.00,74.9,299.2
江戸川,7R,1-4-2,5.63,53.1,298.8
びわこ,8R,5-1-2,3.76,79.3,297.9
常滑,8R,3-1-4,10.95,27.2,297.9
桐生,10R,1-2-3,7.04,42.2,297.1
徳山,1R,1-4-2,6.76,43.9,296.9
びわこ,4R,1-5-3,4.02,73.9,296.8
住之江,7R,1-4-3,6.44,45.9,295.7
三国,12R,1-2-4,10.63,27.8,295.5
徳山,6R,2-1-4,11.93,24.7,294.7
桐生,6R,1-4-3,11.70,25.0,292.5
宮島,8R,4-1-3,3.33,87.3,291.0
宮島,5R,1-2-3,7.85,37.0,290.4
浜名湖,10R,1-4-3,13.67,21.2,289.9
若松,12R,2-1-4,5.97,48.4,289.2
徳山,3R,1-2-5,4.09,70.6,288.8
三国,2R,4-1-2,4.63,62.1,287.5
三国,8R,1-3-5,3.64,78.7,286.7
三国,4R,4-1-2,4.43,64.5,285.7
桐生,7R,1-2-3,10.42,27.4,285.6
徳山,6R,2-4-1,15.01,19.0,285.1
児島,7R,1-2-4,8.20,34.7,284.7
びわこ,9R,4-1-3,4.55,62.5,284.1
宮島,2R,3-4-1,5.04,56.1,282.9
浜名湖,7R,3-2-1,6.68,42.3,282.6
徳山,1R,1-4-3,7.21,39.1,281.8
浜名湖,4R,1-5-2,3.23,87.2,281.6
びわこ,3R,2-1-4,4.39,64.0,281.2
戸田,12R,3-1-2,3.25,85.8,279.3
住之江,7R,1-2-3,9.95,28.0,278.5
福岡,12R,3-4-1,4.13,67.3,277.8
住之江,6R,1-2-3,13.74,20.2,277.6
江戸川,2R,2-1-4,10.71,25.9,277.4
戸田,11R,1-3-4,14.20,19.5,276.9
若松,11R,2-1-5,5.98,46.0,275.1
児島,3R,3-2-1,2.75,100.0,274.8
戸田,3R,4-1-5,3.55,77.0,273.1
児島,5R,1-3-4,3.94,69.3,272.9
若松,2R,2-1-4,7.45,36.5,271.8
常滑,12R,1-5-4,12.29,22.1,271.7
桐生,11R,1-2-4,5.33,50.9,271.3
戸田,12R,1-2-3,17.96,15.1,271.2
戸田,9R,1-4-2,7.32,37.0,271.0
福岡,7R,4-2-1,5.00,54.1,270.7
江戸川,5R,2-1-4,3.33,80.9,269.6
三国,3R,1-5-4,4.31,62.2,267.9
住之江,4R,3-1-2,3.74,71.5,267.7
三国,5R,1-2-3,3.88,68.9,267.5
宮島,11R,2-3-1,4.48,59.5,266.6
びわこ,12R,4-1-2,6.44,41.4,266.5
福岡,5R,1-3-5,5.89,45.2,266.2
びわこ,8R,5-3-1,2.76,96.3,265.9
びわこ,8R,2-1-5,2.87,92.5,265.4
戸田,11R,3-1-4,3.56,74.5,265.0
福岡,7R,4-1-3,6.26,42.3,264.9
桐生,6R,1-4-2,8.22,32.2,264.7
児島,10R,2-1-4,2.89,91.6,264.3
宮島,3R,4-1-3,5.43,48.6,264.0
住之江,7R,1-3-2,10.87,24.3,264.0
江戸川,8R,1-3-2,9.30,28.3,263.1
三国,11R,3-1-6,4.14,63.4,262.7
桐生,1R,3-1-2,4.49,58.5,262.4
児島,12R,4-1-2,5.99,43.7,261.9
江戸川,8R,1-2-3,5.55,47.2,261.8
宮島,2R,4-1-2,3.22,81.3,261.8
宮島,7R,1-5-2,4.12,63.3,261.1
住之江,9R,3-1-2,3.51,74.2,260.2
福岡,10R,1-2-5,5.72,45.4,259.9
住之江,5R,1-2-3,5.08,50.7,257.5
びわこ,1R,1-5-2,3.78,68.1,257.3
福岡,4R,1-4-3,8.42,30.5,256.9
徳山,11R,2-1-6,2.77,92.5,256.5
児島,5R,2-1-3,4.16,61.6,256.0
びわこ,7R,1-4-3,9.65,26.5,255.8
福岡,10R,1-4-2,11.56,22.1,255.5
三国,10R,5-3-1,2.79,91.5,254.8
常滑,12R,1-5-2,14.07,18.1,254.7
桐生,7R,1-4-3,3.50,72.8,254.6
戸田,4R,1-4-3,3.64,69.9,254.6
若松,11R,2-1-4,6.03,42.2,254.3
常滑,4R,1-3-4,5.10,49.9,254.3
江戸川,10R,4-1-3,3.02,84.0,253.5
三国,1R,1-2-3,8.33,30.3,252.3
びわこ,8R,5-1-3,3.82,66.0,252.3
若松,2R,1-4-2,10.33,24.4,252.0
常滑,3R,5-3-1,2.96,85.0,251.3
浜名湖,10R,1-3-2,6.22,40.4,251.2
住之江,5R,1-3-2,4.94,50.7,250.5
浜名湖,7R,3-4-1,8.15,30.7,250.2
戸田,8R,1-4-3,3.96,62.7,248.1
戸田,8R,1-3-2,12.84,19.3,247.9
びわこ,4R,5-1-4,2.87,86.1,247.1
桐生,8R,4-1-3,2.88,85.7,247.1
びわこ,9R,1-4-3,11.27,21.9,246.9
住之江,9R,1-3-2,17.00,14.5,246.6
住之江,1R,1-2-4,7.87,31.3,246.2
福岡,2R,1-4-2,6.26,39.3,246.0
児島,6R,1-5-2,2.59,94.7,245.3
三国,8R,5-1-4,2.82,87.0,245.1
戸田,10R,1-2-3,17.99,13.6,244.7
三国,2R,1-3-2,3.15,77.7,244.6
住之江,2R,1-3-5,3.84,63.5,244.1
浜名湖,2R,3-1-2,2.79,87.4,243.9
戸田,10R,2-1-3,5.28,46.2,243.8
戸田,9R,4-1-2,3.57,68.2,243.7
びわこ,3R,4-1-2,9.30,26.2,243.7
江戸川,10R,1-5-4,7.92,30.7,243.2
児島,7R,4-1-3,2.62,92.8,242.9
三国,8R,3-1-5,2.46,98.3,241.6
桐生,10R,1-5-2,4.50,53.5,240.7
宮島,5R,1-2-4,7.55,31.9,240.7
住之江,12R,4-1-2,5.46,44.0,240.4
住之江,3R,1-2-5,2.86,83.9,239.8
宮島,8R,2-1-3,3.12,76.9,239.8
桐生,3R,2-4-1,5.36,44.7,239.6
江戸川,10R,1-4-2,4.65,51.5,239.3
三国,7R,4-1-2,5.14,46.5,239.2
宮島,6R,1-3-5,2.62,91.1,239.0
江戸川,9R,1-4-3,5.53,43.2,239.0
戸田,2R,1-4-2,2.41,99.2,238.8
江戸川,2R,1-2-3,3.55,67.1,237.9
若松,8R,1-4-3,11.17,21.3,237.9
若松,6R,3-1-2,2.62,90.6,237.8
戸田,4R,1-4-2,3.76,63.2,237.7
宮島,7R,1-2-4,8.69,27.3,237.3
住之江,12R,2-1-4,2.58,92.0,237.1
常滑,9R,3-5-1,2.81,84.3,236.8
三国,10R,5-1-3,3.46,68.5,236.8
桐生,1R,2-1-3,11.10,21.3,236.4
浜名湖,12R,4-1-2,5.78,40.8,236.0
三国,10R,1-5-4,2.93,80.4,235.8
浜名湖,1R,1-5-2,2.57,91.8,235.8
若松,7R,1-4-2,6.95,33.9,235.5
桐生,6R,1-2-3,4.07,57.8,235.3
三国,7R,4-2-1,7.40,31.8,235.3
浜名湖,2R,3-2-1,3.19,73.7,235.1
若松,2R,4-1-2,3.28,71.6,235.0
住之江,11R,3-1-2,8.04,29.2,234.9
江戸川,7R,1-2-5,4.57,51.3,234.7
住之江,10R,2-1-4,4.98,47.1,234.6
戸田,6R,2-1-3,5.60,41.8,234.1
桐生,1R,3-2-1,4.81,48.6,234.0
戸田,12R,2-1-3,2.64,88.7,233.9
徳山,12R,1-5-2,7.20,32.5,233.9
児島,8R,1-2-4,3.86,60.6,233.7
徳山,10R,2-4-1,5.39,43.4,233.7
浜名湖,4R,2-1-3,3.33,70.2,233.6
戸田,1R,1-3-2,13.72,17.0,233.2
戸田,9R,1-2-3,12.08,19.3,233.1
びわこ,10R,3-2-1,3.33,69.8,232.2
三国,12R,1-4-2,12.20,19.0,231.9
常滑,8R,3-4-1,5.15,45.0,231.9
桐生,1R,2-1-4,2.92,79.3,231.7
江戸川,6R,1-4-2,5.27,43.9,231.6
若松,1R,1-4-3,5.20,44.4,230.9
三国,4R,4-1-3,6.63,34.8,230.7
児島,6R,1-4-2,4.57,50.5,230.7
宮島,12R,3-1-4,2.81,82.1,230.4
桐生,3R,2-1-3,5.15,44.7,230.1
戸田,1R,1-2-3,7.45,30.9,230.1
若松,7R,1-2-4,7.18,32.0,229.8
児島,11R,2-1-4,7.27,31.6,229.7
桐生,3R,1-2-4,2.56,89.5,229.4
三国,1R,1-3-4,9.93,23.1,229.3
徳山,3R,1-5-4,2.42,94.6,229.2
桐生,12R,4-1-3,3.64,62.9,228.7
江戸川,7R,2-1-4,6.69,34.1,228.0
常滑,11R,2-1-4,7.04,32.4,228.0
児島,3R,1-4-2,3.01,75.7,227.7
三国,10R,1-5-3,2.73,83.4,227.7
浜名湖,2R,3-1-4,2.71,83.9,227.6
児島,4R,1-6-3,2.36,96.5,227.5
若松,12R,2-1-3,8.36,27.2,227.4
江戸川,5R,1-2-4,2.57,88.6,227.4
びわこ,4R,5-2-1,3.84,59.2,227.4
三国,6R,1-4-2,3.54,64.2,227.0
福岡,10R,4-1-2,2.65,85.4,226.6
桐生,4R,3-1-2,3.24,69.8,226.1
桐生,3R,2-3-1,5.71,39.6,226.0
福岡,9R,1-2-5,3.19,70.7,225.6
宮島,5R,1-3-2,6.69,33.7,225.3
桐生,12R,2-1-3,3.36,66.7,224.3
びわこ,1R,1-5-3,3.81,58.9,224.1
戸田,11R,3-1-2,2.34,95.5,223.8
浜名湖,7R,3-1-2,8.22,27.2,223.5
徳山,7R,3-1-2,2.67,83.6,223.1
宮島,11R,3-2-1,2.80,79.7,223.0
びわこ,3R,4-2-1,4.12,54.0,222.7
三国,11R,3-1-2,6.24,35.7,222.7
浜名湖,5R,2-1-3,2.68,83.1,222.4
三国,8R,1-5-2,6.38,34.8,222.1
戸田,4R,1-3-2,9.86,22.5,221.8
桐生,11R,1-3-2,7.88,28.1,221.5
戸田,6R,3-1-2,13.34,16.6,221.5
住之江,6R,1-3-4,5.59,39.6,221.4
三国,3R,1-5-2,4.12,53.6,220.9
桐生,3R,2-1-4,4.94,44.7,220.7
福岡,4R,4-1-2,7.00,31.5,220.5
桐生,11R,1-2-3,8.99,24.5,220.1
徳山,9R,4-1-2,3.77,58.3,219.8
三国,10R,5-1-2,3.75,58.6,219.5
浜名湖,10R,1-2-3,3.79,57.9,219.4
三国,12R,1-2-3,6.64,33.0,219.2
浜名湖,2R,2-3-1,2.65,82.7,219.1
児島,1R,1-4-3,6.56,33.4,219.1
三国,8R,1-5-4,3.28,66.8,219.0
住之江,3R,3-1-2,4.52,48.4,218.9
びわこ,10R,2-1-3,3.24,67.3,217.9
常滑,2R,5-1-2,4.60,47.4,217.9
若松,5R,5-1-4,4.59,47.5,217.8
常滑,9R,1-2-3,5.47,39.8,217.7
常滑,5R,1-2-4,7.11,30.6,217.5
江戸川,9R,1-2-5,2.42,89.9,217.5
三国,5R,3-1-2,10.77,20.2,217.5
三国,6R,1-4-3,3.57,60.7,216.6
桐生,10R,1-2-5,5.28,41.0,216.5
児島,8R,1-3-4,2.96,73.1,216.2
浜名湖,5R,3-1-2,4.38,49.3,216.0
徳山,7R,4-3-1,6.15,35.0,215.4
びわこ,6R,1-4-2,2.74,78.4,215.1
桐生,7R,1-3-4,7.42,29.0,215.0
常滑,10R,1-3-2,10.53,20.4,214.7
浜名湖,9R,1-3-4,2.64,81.3,214.6
浜名湖,4R,1-5-3,2.41,88.9,214.5
戸田,6R,1-3-5,4.05,52.9,214.4
三国,11R,3-2-1,3.85,55.7,214.3
びわこ,10R,2-3-1,2.30,93.0,214.2
若松,3R,4-1-3,2.32,92.1,214.0
びわこ,4R,1-5-4,4.48,47.7,213.6
徳山,2R,3-1-4,5.35,39.9,213.4
浜名湖,8R,1-2-6,2.13,99.9,213.0
江戸川,12R,1-5-4,6.04,35.2,212.7
常滑,6R,5-1-3,4.75,44.7,212.4
児島,12R,2-4-1,3.39,62.6,212.3
びわこ,11R,1-2-4,20.97,10.1,211.8
桐生,1R,1-2-5,4.60,46.0,211.6
桐生,12R,3-4-1,3.07,68.8,211.4
宮島,8R,3-1-2,4.13,51.1,211.2
浜名湖,5R,3-2-1,3.95,53.5,211.2
児島,5R,1-2-3,9.26,22.8,211.0
若松,9R,2-1-4,3.06,69.0,210.9
宮島,1R,1-5-3,3.69,57.1,210.7
戸田,3R,1-5-4,6.27,33.6,210.6
戸田,10R,1-4-3,2.22,94.9,210.4
福岡,6R,1-2-4,2.36,89.0,210.1
福岡,3R,4-3-1,2.32,90.4,210.1
児島,6R,3-1-2,2.33,90.1,210.0
住之江,7R,1-4-2,5.41,38.8,209.8
住之江,4R,1-2-5,4.50,46.6,209.7
びわこ,9R,1-3-4,15.40,13.6,209.4
徳山,11R,3-1-2,3.44,60.8,209.0
福岡,10R,2-1-4,5.04,41.4,208.7
福岡,7R,1-2-4,4.25,49.0,208.4
住之江,8R,1-2-3,21.43,9.7,207.9
戸田,8R,1-3-4,4.99,41.7,207.9
江戸川,9R,1-3-2,16.30,12.7,207.1
児島,11R,2-4-1,2.23,92.5,206.6
児島,11R,1-2-4,18.73,11.0,206.1
常滑,12R,1-5-3,4.65,44.3,206.0
びわこ,10R,1-3-2,13.11,15.7,205.9
児島,11R,4-2-1,2.18,94.5,205.9
江戸川,7R,1-2-3,14.19,14.5,205.8
徳山,3R,1-3-2,15.35,13.4,205.7
福岡,8R,1-4-2,6.08,33.8,205.7
徳山,3R,1-3-5,7.43,27.6,205.2
江戸川,12R,1-5-3,4.72,43.4,204.7
江戸川,2R,2-4-1,9.49,21.5,204.0
住之江,6R,1-4-3,3.97,51.4,204.0
戸田,10R,2-1-4,2.58,79.1,203.8
若松,10R,3-1-2,6.86,29.7,203.7
戸田,5R,1-4-3,15.79,12.9,203.7
浜名湖,9R,1-2-4,2.17,94.0,203.7
戸田,7R,2-1-3,4.60,44.1,202.8
住之江,7R,1-2-4,6.10,33.2,202.7
三国,5R,1-3-5,2.91,69.6,202.7
桐生,6R,1-2-4,5.99,33.8,202.6
浜名湖,9R,1-3-2,7.34,27.6,202.6
浜名湖,5R,5-3-1,2.08,97.2,202.4
浜名湖,1R,1-5-3,5.63,35.9,202.3
徳山,7R,4-1-3,5.68,35.6,202.2
常滑,3R,3-5-1,2.70,74.8,202.2
戸田,11R,1-2-3,6.14,32.9,202.0
児島,4R,1-5-4,3.13,64.6,201.9
三国,11R,3-1-4,6.25,32.3,201.8
若松,5R,5-4-1,4.48,45.0,201.7
住之江,3R,1-2-3,14.10,14.3,201.7
桐生,7R,1-3-2,17.52,11.5,201.5
桐生,12R,2-3-1,2.31,87.2,201.2
桐生,6R,1-3-4,9.62,20.9,201.0
徳山,3R,1-2-3,12.40,16.2,200.9
戸田,9R,4-2-1,2.39,84.1,200.7
浜名湖,11R,2-1-4,3.00,66.9,200.6
戸田,4R,3-1-2,6.04,33.2,200.6
江戸川,10R,1-4-3,7.44,26.9,200.2
浜名湖,10R,1-3-4,15.89,12.6,200.2
常滑,10R,1-2-3,13.52,14.8,200.1
戸田,10R,1-3-4,2.73,73.3,200.1
福岡,10R,2-1-3,3.19,62.6,200.0
児島,9R,1-2-3,2.95,67.7,199.8
江戸川,10R,5-1-4,2.96,67.5,199.7
江戸川,7R,3-1-2,2.18,91.6,199.6
福岡,7R,2-4-1,2.66,75.1,199.6
桐生,8R,4-1-5,2.88,69.3,199.3
住之江,5R,1-4-2,4.74,41.9,198.6
徳山,5R,2-1-3,11.21,17.7,198.5
びわこ,10R,3-1-2,9.43,21.0,198.1
浜名湖,6R,4-1-2,4.46,44.4,198.1
常滑,2R,1-2-4,2.94,67.4,197.9
福岡,8R,1-4-5,3.15,62.7,197.7
江戸川,8R,1-4-2,2.54,77.8,197.6
三国,8R,5-2-1,3.55,55.6,197.6
桐生,12R,1-3-2,8.78,22.5,197.5
桐生,12R,3-1-4,6.47,30.5,197.4
桐生,2R,1-4-2,4.60,42.8,197.0
戸田,8R,1-4-2,5.29,37.2,196.8
住之江,2R,1-5-3,2.44,80.5,196.8
江戸川,6R,1-5-2,4.15,47.4,196.5
浜名湖,3R,4-1-2,5.17,38.0,196.5
江戸川,1R,1-4-2,4.96,39.6,196.4
三国,3R,1-5-3,4.27,46.0,196.4
桐生,5R,1-4-2,8.01,24.5,196.3
江戸川,12R,1-4-5,4.49,43.7,196.1
びわこ,10R,1-2-3,6.50,30.1,195.7
児島,9R,3-1-4,5.94,32.9,195.4
常滑,5R,1-2-5,2.74,71.2,195.3
三国,11R,3-1-5,1.98,98.7,195.2
若松,7R,2-1-3,2.46,79.2,195.2
戸田,2R,3-1-2,2.14,91.2,194.9
江戸川,12R,1-5-2,15.32,12.7,194.6
江戸川,3R,3-2-1,2.64,73.6,194.4
住之江,4R,1-5-3,2.29,84.7,194.2
江戸川,11R,1-4-2,4.36,44.5,193.9
桐生,11R,5-1-2,2.14,90.6,193.7
常滑,11R,1-2-4,5.98,32.4,193.6
児島,7R,4-1-2,2.31,83.7,193.5
江戸川,3R,3-1-2,4.36,44.4,193.5
宮島,6R,1-2-5,2.89,66.9,193.4
福岡,2R,1-2-5,6.92,27.9,193.0
児島,11R,1-4-5,3.07,62.8,192.7
宮島,11R,2-1-6,4.70,40.8,191.9
常滑,11R,2-1-3,10.10,19.0,191.9
浜名湖,4R,1-2-5,5.40,35.5,191.6
児島,6R,1-3-2,8.08,23.7,191.6
三国,2R,4-2-1,2.52,76.1,191.6
児島,9R,3-4-1,3.22,59.4,191.3
三国,5R,2-1-3,3.62,52.9,191.2
児島,8R,1-4-2,2.07,92.3,191.2
戸田,4R,1-2-3,10.06,19.0,191.2
宮島,10R,1-4-2,11.05,17.3,191.1
住之江,1R,1-4-5,6.65,28.7,190.9
児島,3R,2-3-1,3.14,60.8,190.7
住之江,4R,2-1-3,4.56,41.8,190.6
桐生,2R,1-2-4,4.45,42.8,190.5
児島,8R,1-2-5,5.39,35.3,190.4
常滑,5R,1-4-5,3.13,60.7,190.3
浜名湖,3R,3-4-1,6.16,30.9,190.3
戸田,9R,2-3-1,2.72,69.8,190.1
戸田,11R,1-3-2,9.35,20.3,189.9
宮島,5R,1-2-5,4.43,42.7,189.3
徳山,4R,1-3-4,6.53,29.0,189.3
福岡,6R,2-1-6,2.67,70.9,189.1
徳山,4R,1-4-3,8.44,22.4,189.0
江戸川,5R,2-1-3,14.20,13.3,188.9
三国,1R,1-4-3,10.98,17.2,188.8
徳山,8R,1-4-2,3.24,58.2,188.6
福岡,11R,1-3-5,4.09,46.1,188.5
常滑,9R,1-3-5,3.74,50.3,188.3
江戸川,5R,1-2-3,10.94,17.2,188.2
若松,6R,2-1-3,3.36,55.9,188.1
桐生,4R,1-2-3,19.18,9.8,188.0
福岡,6R,2-1-3,3.15,59.7,188.0
住之江,4R,1-3-5,3.09,60.7,187.8
常滑,9R,1-5-3,2.18,85.9,187.6
常滑,3R,3-1-5,2.63,71.4,187.5
三国,12R,4-1-2,2.25,83.0,187.1
児島,6R,1-2-5,8.57,21.8,186.8
福岡,12R,3-1-4,4.96,37.6,186.6
児島,5R,1-4-3,4.30,43.4,186.6
児島,8R,1-3-5,4.14,45.1,186.5
江戸川,4R,1-6-2,2.01,92.7,186.4
びわこ,4R,1-2-5,10.17,18.3,186.1
福岡,5R,3-1-5,4.65,40.0,186.1
若松,10R,2-1-3,4.22,44.0,185.7
桐生,8R,1-4-2,3.19,58.2,185.5
江戸川,8R,1-3-4,11.96,15.5,185.5
びわこ,12R,2-1-5,2.03,91.5,185.4
徳山,9R,5-1-4,2.18,85.0,185.4
江戸川,10R,1-2-4,3.14,59.1,185.4
三国,1R,1-2-5,2.61,71.0,185.2
宮島,2R,3-4-2,3.01,61.6,185.2
住之江,3R,1-3-2,11.43,16.2,185.2
桐生,10R,1-3-2,6.73,27.5,185.1
江戸川,9R,1-3-4,6.95,26.6,184.9
徳山,10R,2-1-4,11.77,15.7,184.7
びわこ,10R,1-3-5,6.99,26.4,184.6
戸田,7R,1-4-2,3.48,53.1,184.6
戸田,5R,1-3-5,2.40,76.8,184.6
戸田,6R,3-2-1,9.36,19.7,184.5
常滑,3R,1-4-3,1.97,93.5,184.3
児島,1R,1-4-5,5.49,33.6,184.3
常滑,11R,2-1-5,15.23,12.1,184.3
住之江,10R,1-4-2,7.87,23.4,184.2
住之江,8R,2-1-3,8.14,22.6,184.0
常滑,2R,1-5-2,8.51,21.6,183.9
常滑,10R,2-1-3,2.32,79.3,183.9
常滑,10R,2-1-4,2.32,79.3,183.8
徳山,1R,2-1-3,2.53,72.5,183.7
福岡,5R,1-4-3,3.20,57.4,183.7
江戸川,8R,1-5-3,6.27,29.3,183.7
桐生,1R,1-2-4,2.74,66.9,183.6
江戸川,1R,2-1-3,2.66,69.1,183.6
浜名湖,2R,3-4-1,3.06,60.0,183.4
福岡,11R,2-1-3,2.99,61.2,183.2
福岡,7R,1-4-3,5.78,31.7,183.1
びわこ,9R,1-3-5,4.48,40.8,182.7
常滑,7R,1-5-3,2.34,78.0,182.6
常滑,10R,1-2-4,13.51,13.5,182.4
浜名湖,8R,2-1-4,1.88,97.2,182.4
びわこ,11R,1-4-3,6.31,28.9,182.3
常滑,10R,1-4-3,6.60,27.6,182.3
戸田,3R,1-5-3,2.18,83.6,182.2
常滑,10R,1-4-2,10.52,17.3,182.0
福岡,12R,1-4-3,7.42,24.5,181.8
福岡,5R,3-5-1,2.55,71.1,181.5
児島,4R,1-3-5,3.88,46.8,181.4
江戸川,1R,1-2-3,9.01,20.1,181.0
びわこ,3R,4-1-3,3.75,48.3,181.0
宮島,12R,3-1-2,2.98,60.7,180.9
若松,8R,4-1-3,3.20,56.4,180.7
児島,4R,3-1-5,2.00,90.4,180.4
