場,レース,買い目,推定確率%,オッズ(取得時),回収率%
徳山,10R,1-5-4,10.46,99.8,1044.4
尼崎,9R,2-1-3,9.88,86.0,850.0
徳山,5R,3-1-2,7.64,96.4,736.9
桐生,4R,1-5-4,8.09,82.9,671.0
住之江,6R,1-4-2,13.65,47.0,641.4
徳山,10R,1-4-5,9.59,60.7,582.4
徳山,5R,3-1-4,7.49,73.9,553.2
桐生,4R,1-4-5,6.67,82.9,553.0
住之江,3R,1-4-5,7.11,77.5,551.0
多摩川,8R,3-2-1,7.51,72.3,542.9
多摩川,7R,1-4-3,9.66,55.8,538.9
尼崎,8R,4-1-3,7.47,70.6,527.6
多摩川,7R,4-1-3,6.39,80.8,516.6
尼崎,8R,4-1-2,8.62,58.7,505.8
尼崎,4R,4-3-1,5.02,99.5,499.7
大村,2R,3-2-1,6.46,77.0,497.2
桐生,8R,1-4-3,5.90,82.8,488.2
多摩川,3R,1-3-2,8.05,58.7,472.5
多摩川,3R,1-3-4,7.51,62.6,469.9
住之江,3R,1-5-4,8.65,54.2,469.0
多摩川,5R,1-3-5,6.29,74.4,468.0
徳山,10R,1-5-2,10.37,45.1,467.6
多摩川,3R,1-4-3,5.06,92.2,466.8
戸田,4R,1-4-2,7.08,65.6,464.6
大村,11R,1-4-3,8.82,52.5,463.0
多摩川,10R,1-4-2,11.94,38.7,462.0
尼崎,3R,4-1-2,12.10,37.9,458.6
戸田,4R,1-2-4,9.10,50.1,455.7
若松,9R,1-4-3,7.60,58.8,447.2
常滑,4R,4-1-3,6.98,63.5,443.2
多摩川,5R,3-1-2,6.91,63.6,439.6
びわこ,9R,2-1-3,11.64,37.6,437.5
住之江,10R,4-2-1,4.63,94.0,435.0
びわこ,11R,4-1-3,6.43,67.2,431.8
多摩川,5R,1-3-2,11.94,36.1,431.2
大村,2R,2-3-1,6.74,63.2,426.2
桐生,3R,1-4-5,6.42,66.3,425.5
多摩川,6R,1-2-4,7.67,55.4,425.0
常滑,8R,1-2-3,7.46,56.8,423.8
徳山,11R,4-1-2,4.38,95.7,418.7
若松,3R,1-4-5,4.65,88.4,411.2
戸田,8R,2-1-3,6.41,63.1,404.7
若松,9R,1-3-4,10.71,37.6,402.6
戸田,8R,1-2-3,13.14,30.5,400.6
徳山,1R,1-3-5,5.17,76.1,393.3
若松,2R,1-4-3,4.75,81.6,387.9
多摩川,8R,3-1-2,10.33,37.5,387.4
常滑,2R,2-4-1,4.04,95.7,386.3
住之江,6R,1-4-3,7.67,50.2,384.8
多摩川,7R,1-5-4,4.63,82.9,383.8
桐生,5R,5-1-2,4.70,80.7,379.3
びわこ,11R,4-1-2,6.32,59.9,378.3
常滑,8R,2-1-4,4.42,85.3,377.5
桐生,5R,1-5-2,7.29,51.7,377.1
多摩川,4R,2-1-3,5.36,70.2,376.4
若松,1R,1-5-3,6.91,54.2,374.6
