場,レース,買い目,推定確率%,オッズ(取得時),回収率%
びわこ,12R,2-1-4,9.65,84.8,818.5
三国,7R,2-1-4,9.40,74.4,699.1
常滑,6R,2-1-3,13.37,46.8,625.6
尼崎,8R,2-1-3,9.14,62.2,568.3
下関,6R,4-3-1,5.81,89.5,519.6
徳山,2R,3-1-2,6.28,79.2,497.7
多摩川,12R,4-1-3,5.45,91.3,497.5
びわこ,4R,4-1-3,9.33,52.2,487.2
芦屋,3R,3-1-2,13.39,35.2,471.5
びわこ,4R,4-1-2,4.80,97.6,468.6
若松,6R,1-5-2,7.88,58.7,462.6
常滑,3R,3-1-4,5.87,78.5,460.9
尼崎,8R,1-2-5,5.80,79.4,460.6
尼崎,9R,1-5-2,13.45,34.2,460.1
徳山,4R,2-3-1,5.43,83.9,455.4
びわこ,5R,5-1-3,5.06,88.7,448.6
津,7R,3-1-5,5.05,88.7,448.3
福岡,7R,4-1-2,5.25,85.4,448.1
若松,6R,1-2-5,7.67,58.2,446.2
徳山,8R,3-1-2,9.35,47.0,439.4
津,8R,1-2-4,7.45,59.0,439.3
桐生,2R,1-3-2,11.15,39.3,438.2
尼崎,8R,2-3-1,4.52,95.8,433.0
三国,1R,3-1-2,4.81,89.4,429.6
若松,4R,3-5-1,4.65,92.1,428.5
桐生,5R,1-2-4,5.41,78.6,425.5
常滑,9R,2-4-1,7.23,58.5,422.7
桐生,7R,1-5-2,7.86,53.6,421.2
下関,6R,3-4-1,8.94,47.1,421.1
常滑,7R,1-2-3,4.93,84.9,418.9
下関,4R,3-2-1,7.09,58.0,411.1
桐生,8R,3-2-1,6.34,64.8,410.8
常滑,9R,2-1-4,10.61,38.7,410.5
桐生,3R,1-4-5,5.52,73.0,402.9
津,8R,1-4-2,5.57,71.5,398.1
常滑,3R,3-1-2,6.85,57.7,395.0
津,8R,1-2-3,4.09,96.4,394.6
徳山,1R,3-1-2,9.86,39.9,393.5
徳山,7R,2-1-4,4.12,95.3,392.4
びわこ,1R,4-1-2,11.18,35.1,392.3
福岡,12R,1-5-2,9.12,42.9,391.4
多摩川,3R,1-5-2,5.11,76.2,389.7
徳山,8R,3-1-6,4.90,78.9,386.3
常滑,6R,1-2-3,17.27,22.3,385.2
若松,4R,3-1-5,5.49,69.1,379.7
福岡,4R,4-1-2,8.48,44.7,379.1
徳山,8R,3-1-4,11.92,31.7,378.0
下関,10R,1-5-4,6.71,56.2,376.8
常滑,8R,1-3-4,4.28,87.2,373.2
桐生,9R,1-4-3,6.58,56.5,371.7
常滑,2R,3-1-2,6.21,59.8,371.5
三国,12R,4-3-1,3.71,99.1,367.2
福岡,7R,4-2-1,4.71,77.8,366.7
桐生,4R,1-2-3,5.01,73.1,366.3
若松,6R,1-5-4,7.66,47.7,365.5
多摩川,8R,1-2-4,10.18,35.7,363.3
福岡,7R,2-4-1,5.37,67.3,361.5
常滑,11R,1-4-2,16.42,22.0,361.2
常滑,11R,1-4-5,4.34,82.6,358.7
尼崎,9R,1-2-5,17.07,21.0,358.5
徳山,11R,2-1-4,6.13,58.5,358.4
三国,7R,2-1-3,12.93,27.7,358.1
びわこ,1R,4-1-3,4.16,85.7,356.9
徳山,6R,3-2-1,6.60,53.8,355.2
福岡,6R,4-3-1,5.34,66.1,352.7
