場,レース,買い目,推定確率%,オッズ(取得時),回収率%
浜名湖,10R,2-1-4,9.75,74.0,721.4
芦屋,5R,4-1-2,7.44,83.6,621.9
多摩川,3R,1-3-4,12.44,48.7,605.7
宮島,5R,4-1-2,5.88,98.5,579.3
多摩川,6R,1-2-3,10.01,56.6,566.6
大村,10R,5-1-4,5.70,98.6,562.1
児島,9R,1-5-4,11.94,46.7,557.8
多摩川,3R,1-4-3,12.03,45.9,552.2
児島,10R,4-1-2,12.35,44.5,549.7
戸田,7R,1-5-4,6.78,79.7,540.5
常滑,3R,1-5-4,5.47,95.6,522.6
多摩川,6R,1-3-2,13.33,39.1,521.3
若松,9R,1-4-2,5.94,86.8,515.5
戸田,8R,1-5-2,13.53,38.0,514.3
徳山,1R,2-1-4,4.87,99.9,486.7
宮島,9R,4-1-2,7.98,60.1,479.5
戸田,3R,1-4-3,4.85,97.3,471.5
児島,10R,4-1-3,5.81,80.0,465.0
多摩川,12R,1-6-3,6.08,76.1,462.6
浜名湖,8R,1-2-4,7.16,64.4,461.4
芦屋,12R,4-1-2,7.55,59.9,452.1
児島,11R,4-2-1,8.03,56.1,450.2
徳山,9R,5-1-3,5.53,81.4,450.1
徳山,2R,2-1-5,6.55,68.4,448.0
戸田,8R,1-2-5,10.60,41.8,443.2
児島,9R,1-5-3,7.05,62.7,442.3
芦屋,6R,1-4-2,6.71,65.7,440.7
徳山,5R,3-2-1,6.43,68.2,438.8
児島,4R,4-1-3,4.46,98.1,438.0
宮島,1R,2-1-3,5.10,85.6,436.3
児島,4R,4-3-1,5.68,76.0,431.4
児島,9R,5-1-4,4.43,97.3,431.4
大村,3R,3-4-1,6.07,71.1,431.2
大村,3R,3-1-4,10.64,40.4,429.7
徳山,5R,3-2-4,5.94,71.8,426.8
宮島,9R,1-4-2,8.55,49.3,421.6
宮島,11R,4-1-2,4.66,89.3,416.2
浜名湖,2R,4-1-3,4.93,84.3,415.5
津,10R,1-6-3,5.90,70.0,412.8
