場,レース,買い目,推定確率%,オッズ(取得時),回収率%
桐生,11R,1-4-2,10.80,75.5,815.3
びわこ,8R,1-2-4,9.41,82.2,773.7
大村,4R,2-1-3,7.98,96.9,773.7
桐生,2R,1-4-2,12.06,60.8,733.1
桐生,8R,1-2-4,7.36,87.5,643.6
児島,3R,2-1-4,7.86,78.6,617.6
桐生,2R,1-4-3,6.53,90.1,588.1
桐生,12R,3-1-2,7.58,76.1,577.1
津,2R,4-2-1,7.73,74.5,576.0
児島,3R,1-2-3,5.84,96.1,561.6
大村,7R,2-1-4,10.66,50.4,537.4
桐生,4R,1-2-3,9.24,56.0,517.5
三国,7R,4-1-2,7.18,71.1,510.3
江戸川,9R,1-4-2,13.43,37.6,505.1
桐生,2R,1-2-4,11.41,44.2,504.5
平和島,9R,1-4-3,11.23,44.5,499.8
平和島,3R,4-1-2,5.44,90.3,491.5
桐生,1R,3-2-1,5.38,91.1,490.4
津,8R,5-1-2,6.32,77.3,488.9
桐生,8R,1-4-3,8.76,55.8,488.8
びわこ,8R,1-4-3,7.65,63.8,488.0
鳴門,1R,1-4-5,6.51,74.6,485.3
桐生,4R,1-2-4,6.36,76.3,485.2
児島,9R,1-3-2,10.98,43.5,477.6
児島,12R,4-2-1,5.16,92.1,475.5
津,2R,2-4-1,5.65,83.5,472.0
蒲郡,2R,1-4-3,11.49,40.7,467.5
江戸川,8R,4-1-2,11.24,41.5,466.3
大村,5R,1-4-3,13.67,33.8,462.0
桐生,10R,1-2-4,7.15,64.6,461.8
蒲郡,6R,1-6-2,4.73,95.6,452.7
平和島,9R,4-1-3,5.68,79.2,449.7
津,8R,5-1-4,4.90,91.5,448.6
児島,12R,4-1-2,10.33,43.3,447.4
津,9R,2-4-1,4.50,98.9,444.9
三国,12R,4-1-3,8.78,50.4,442.7
尼崎,8R,2-1-3,5.18,84.8,439.4
児島,3R,1-2-4,8.55,50.7,433.5
平和島,3R,4-1-5,4.47,96.5,431.5
児島,11R,1-2-4,6.88,62.6,431.0
江戸川,8R,1-4-2,10.44,40.8,426.1
大村,12R,1-6-2,8.11,52.5,425.5
児島,7R,1-4-2,7.45,56.7,422.1
鳴門,10R,1-4-3,6.08,68.4,415.9
津,9R,4-1-2,4.48,92.7,415.8
蒲郡,11R,1-4-2,7.53,54.3,409.0
大村,1R,3-1-2,6.57,61.9,406.8
桐生,5R,1-4-5,4.38,92.7,405.9
大村,7R,2-1-3,13.87,29.0,402.3
大村,4R,2-1-4,4.14,96.9,401.4
大村,11R,2-1-3,8.44,47.4,400.0
津,4R,3-1-2,6.26,63.6,398.2
児島,7R,1-2-4,15.75,25.0,393.7
尼崎,9R,1-4-3,4.77,81.0,386.3
蒲郡,8R,3-1-2,4.12,93.5,385.1
桐生,2R,4-1-2,7.61,50.6,384.9
平和島,8R,1-4-2,6.78,56.6,383.9
津,2R,4-1-2,10.20,37.3,380.5
桐生,10R,1-4-2,4.31,88.3,380.4
びわこ,11R,4-1-3,6.18,61.3,378.8
鳴門,2R,4-1-2,4.89,76.3,373.0
尼崎,10R,1-3-2,6.04,61.8,373.0
津,5R,1-5-4,12.73,29.2,371.9
大村,12R,1-6-3,4.71,78.5,369.4
児島,2R,3-1-2,5.11,72.1,368.7
大村,7R,2-3-1,7.19,50.9,365.9
蒲郡,10R,3-1-2,5.68,64.3,365.4
江戸川,6R,1-2-4,5.51,66.2,364.8
平和島,11R,1-4-2,4.16,87.4,363.4
江戸川,10R,4-1-3,4.40,82.4,362.5
大村,8R,4-1-3,6.06,59.8,362.4
平和島,1R,2-1-3,5.36,67.4,361.6
桐生,1R,2-3-1,10.26,34.9,358.1
児島,7R,2-1-3,6.22,57.5,357.4
びわこ,3R,4-1-2,7.29,49.0,357.3
児島,7R,2-1-4,10.95,32.5,355.8
津,2R,4-1-3,3.78,93.8,354.2
鳴門,11R,1-4-2,6.02,58.6,352.9
蒲郡,4R,1-2-4,3.77,93.4,352.4
桐生,7R,1-4-3,11.51,30.6,352.2
江戸川,12R,1-5-2,8.35,41.8,349.2
蒲郡,3R,1-4-2,3.68,94.8,348.7
桐生,2R,1-3-2,4.29,81.1,348.2
蒲郡,5R,2-3-1,4.29,81.0,347.5
津,3R,1-4-3,11.99,28.9,346.4
津,5R,4-1-5,6.38,53.8,343.2
蒲郡,3R,2-4-1,4.78,71.7,342.6
尼崎,10R,3-1-2,4.44,76.5,340.0
大村,11R,3-1-2,4.38,77.4,338.9
津,1R,2-1-5,5.78,58.6,338.7
桐生,11R,1-4-3,4.95,68.3,338.4
平和島,8R,1-4-3,4.75,71.1,337.7
児島,12R,2-4-1,3.72,90.5,336.9
江戸川,10R,1-4-3,10.17,33.1,336.7
児島,9R,1-4-3,5.65,59.3,334.8
児島,9R,1-2-3,6.64,50.2,333.4
児島,12R,1-4-2,11.77,28.3,333.1
平和島,6R,3-1-2,6.49,51.0,331.2
鳴門,10R,1-3-4,3.86,85.6,330.6
児島,11R,1-5-2,11.64,28.3,329.5
桐生,10R,1-2-3,9.66,33.9,327.5
平和島,3R,4-2-1,5.53,59.0,326.3
尼崎,7R,1-4-3,4.33,75.2,325.8
鳴門,12R,2-1-3,6.38,51.0,325.5
大村,5R,1-4-2,10.79,30.1,324.8
桐生,10R,1-3-2,6.34,50.9,322.5
平和島,2R,1-4-3,8.08,39.9,322.5
鳴門,4R,1-3-5,4.77,67.4,321.3
鳴門,4R,3-1-5,5.50,58.3,320.7
平和島,6R,1-2-3,4.64,69.0,319.9
蒲郡,2R,1-5-4,4.29,74.4,319.5
桐生,3R,2-1-4,3.46,92.0,318.2
平和島,11R,1-2-4,4.85,65.6,318.1
蒲郡,6R,6-1-2,4.26,74.4,317.1
児島,12R,2-1-4,4.30,73.4,315.8
平和島,10R,1-2-3,17.08,18.4,314.2
びわこ,6R,4-1-3,3.85,81.6,314.1
大村,7R,2-4-1,5.11,61.2,312.8
児島,11R,1-2-5,16.55,18.8,311.1
大村,8R,4-1-2,5.87,52.8,310.0
びわこ,2R,4-1-2,5.56,55.7,309.8
びわこ,10R,4-1-2,3.39,90.8,308.2
桐生,9R,4-3-1,4.49,68.6,307.7
