場,レース,買い目,推定確率%,オッズ(取得時),回収率%
浜名湖,6R,1-3-2,5.20,87.2,453.3
尼崎,4R,2-1-3,6.77,66.6,450.8
丸亀,7R,1-3-2,13.02,34.2,445.1
江戸川,10R,1-4-2,9.64,45.6,439.6
下関,2R,1-2-5,6.88,63.5,437.1
丸亀,5R,1-4-2,4.88,89.4,436.4
大村,4R,3-1-2,11.16,39.1,436.2
蒲郡,6R,1-4-5,7.77,56.1,436.1
平和島,10R,1-3-4,9.34,46.7,436.1
丸亀,3R,2-3-4,4.40,99.0,435.7
平和島,6R,3-1-4,6.30,68.8,433.5
蒲郡,3R,1-3-2,7.98,53.8,429.6
浜名湖,5R,3-1-2,5.57,76.3,425.1
児島,10R,1-3-2,14.36,29.6,425.1
蒲郡,8R,1-2-5,7.56,55.4,418.7
大村,6R,1-3-4,5.32,78.6,418.4
浜名湖,3R,1-4-2,4.44,94.0,417.6
下関,8R,4-1-2,11.22,37.0,415.1
唐津,11R,1-4-3,16.93,24.4,413.2
丸亀,1R,1-3-5,7.10,57.9,411.2
平和島,7R,1-2-3,14.37,28.6,411.1
蒲郡,3R,1-2-4,8.35,48.9,408.4
江戸川,6R,1-3-4,5.90,69.0,407.3
下関,7R,1-2-4,6.12,66.5,407.0
丸亀,1R,1-5-3,6.32,64.2,406.0
下関,4R,1-4-3,4.34,93.5,405.5
戸田,6R,1-2-4,12.19,33.0,402.3
丸亀,9R,1-4-2,4.78,84.1,402.1
戸田,4R,4-1-3,4.88,82.3,401.9
芦屋,8R,2-1-4,7.28,55.1,401.1
芦屋,8R,2-3-1,4.16,96.0,399.8
浜名湖,3R,1-2-3,9.04,43.9,396.9
平和島,1R,1-3-4,8.04,49.2,395.7
平和島,7R,3-1-2,4.45,88.7,394.8
芦屋,5R,1-4-2,6.98,56.6,394.8
蒲郡,10R,1-4-5,6.33,62.3,394.2
浜名湖,11R,1-3-4,19.21,20.5,393.8
浜名湖,2R,3-1-2,7.02,55.7,391.1
平和島,1R,1-4-3,4.14,94.5,390.8
江戸川,8R,1-3-4,7.21,54.2,390.6
蒲郡,5R,1-2-3,7.79,50.0,389.5
丸亀,3R,2-4-3,5.05,77.0,389.2
児島,10R,2-1-3,8.27,47.0,388.5
丸亀,8R,3-1-2,5.78,67.2,388.2
戸田,3R,1-3-2,9.60,40.4,387.9
蒲郡,3R,1-4-2,5.04,76.8,387.1
尼崎,8R,3-1-2,8.84,43.7,386.2
唐津,10R,1-4-3,8.48,45.5,386.1
下関,6R,2-1-3,10.48,36.8,385.8
戸田,11R,1-5-2,5.60,68.8,385.6
丸亀,2R,1-3-5,5.75,66.9,384.9
児島,11R,2-1-5,4.21,91.3,384.7
江戸川,10R,1-4-3,8.71,44.1,384.3
江戸川,6R,1-3-2,4.92,77.6,381.6
唐津,9R,1-2-3,8.31,45.7,379.6
平和島,6R,3-1-2,6.06,62.5,378.8
平和島,5R,1-2-3,5.38,70.4,378.6
児島,6R,1-3-2,9.24,40.8,376.9
江戸川,4R,1-3-5,10.73,35.1,376.5
唐津,9R,2-1-3,7.00,53.7,375.9
浜名湖,10R,1-5-2,3.95,95.0,375.4
唐津,10R,4-1-3,4.08,91.8,375.0
下関,6R,3-1-2,7.94,47.0,373.3
江戸川,6R,1-2-4,6.31,59.1,373.1
戸田,12R,1-4-3,11.54,32.2,371.7
戸田,11R,1-2-6,8.77,42.2,370.2
平和島,8R,1-5-4,7.28,50.6,368.3
大村,6R,3-4-1,6.24,58.9,367.7
下関,10R,2-1-4,4.28,85.9,367.4
児島,10R,1-2-5,4.58,80.0,366.8
浜名湖,6R,1-2-6,4.19,87.2,365.8
大村,9R,1-3-4,5.43,66.9,363.5
戸田,6R,4-1-2,8.11,44.8,363.4
下関,12R,1-4-3,4.03,90.1,363.1
江戸川,5R,3-1-2,10.76,33.7,362.8
蒲郡,1R,1-2-4,5.37,67.3,361.5
戸田,3R,2-1-4,5.09,71.0,361.1
江戸川,2R,1-2-4,4.80,74.7,358.7
蒲郡,8R,1-2-4,7.96,44.7,355.7
芦屋,8R,2-1-3,13.02,27.3,355.4
大村,4R,1-3-2,13.02,27.2,354.2
平和島,7R,3-2-1,4.87,72.2,351.7
芦屋,6R,1-4-2,7.90,44.5,351.5
大村,7R,1-5-4,3.78,92.3,348.7
唐津,3R,1-4-2,5.58,62.5,348.5
江戸川,7R,2-4-1,4.65,74.7,347.5
戸田,8R,1-3-2,5.90,58.8,347.0
唐津,3R,1-2-4,5.41,64.0,346.5
唐津,6R,4-2-1,6.30,55.0,346.3
唐津,10R,1-4-5,4.57,75.8,346.1
戸田,3R,2-1-3,9.20,37.6,346.1
児島,12R,4-1-2,5.03,68.8,346.0
芦屋,9R,1-4-3,7.21,48.0,345.9
尼崎,6R,1-2-4,12.70,27.0,342.8
浜名湖,9R,2-1-4,3.96,86.5,342.3
平和島,9R,1-5-2,7.33,46.5,340.7
下関,3R,2-4-1,7.09,47.8,338.7
江戸川,2R,1-4-2,5.26,64.3,338.4
江戸川,12R,4-1-3,3.40,98.9,336.0
平和島,5R,1-2-6,6.94,48.3,335.1
浜名湖,8R,1-4-2,21.90,15.3,335.1
尼崎,11R,4-1-2,3.80,88.2,335.0
芦屋,8R,1-2-3,15.42,21.7,334.5
浜名湖,5R,1-3-2,3.68,90.9,334.5
大村,5R,4-1-3,3.40,98.3,334.5
芦屋,12R,4-1-3,3.50,95.5,334.3
芦屋,1R,2-1-4,4.28,77.8,333.1
浜名湖,6R,1-4-3,3.34,99.6,332.3
唐津,2R,1-4-3,3.90,84.9,331.1
大村,12R,1-4-3,8.13,40.6,330.1
浜名湖,1R,3-4-1,5.15,64.0,329.8
芦屋,8R,1-2-4,8.62,38.2,329.2
浜名湖,12R,4-1-3,3.36,97.6,328.2
下関,5R,1-2-4,15.32,21.3,326.3
戸田,4R,4-2-1,4.63,69.7,323.0
児島,8R,2-1-3,3.98,80.6,321.0
大村,10R,1-4-2,6.81,47.1,321.0
戸田,4R,4-3-1,4.08,78.5,320.2
児島,9R,3-1-2,4.14,77.3,319.9
大村,9R,3-2-1,7.15,44.6,318.8
唐津,7R,1-4-2,6.84,46.6,318.7
芦屋,6R,4-2-1,3.27,97.0,317.3
江戸川,8R,1-2-3,9.24,34.2,316.1
丸亀,4R,1-4-5,5.28,59.8,315.5
平和島,5R,1-5-2,5.61,55.8,313.1
下関,2R,2-1-5,4.60,68.0,312.6
江戸川,10R,1-2-4,6.97,44.8,312.2
戸田,5R,4-1-2,12.39,25.1,310.9
浜名湖,10R,1-2-5,7.01,44.3,310.8
戸田,10R,1-3-2,8.04,38.6,310.5
浜名湖,9R,1-3-2,6.90,44.9,309.7
大村,9R,1-3-2,6.06,51.0,309.3
大村,8R,1-5-2,4.52,68.3,308.7
蒲郡,6R,4-1-2,13.94,22.1,308.1
戸田,4R,4-1-2,5.34,57.7,307.9
尼崎,8R,2-1-3,6.76,45.5,307.8
戸田,2R,2-1-5,5.23,58.8,307.7
唐津,3R,1-5-3,4.24,72.5,307.4
江戸川,11R,2-1-4,6.82,45.0,307.0
江戸川,2R,1-3-4,8.16,37.6,306.7
大村,7R,1-5-2,4.21,72.2,303.9
浜名湖,6R,1-2-3,5.55,54.7,303.7
丸亀,1R,1-5-2,5.24,57.9,303.7
平和島,9R,5-1-2,9.78,31.0,303.2
唐津,7R,1-2-4,13.88,21.8,302.6
芦屋,6R,1-4-5,3.66,82.6,302.4
蒲郡,10R,1-5-4,6.88,43.9,302.2
平和島,4R,2-1-4,5.34,56.6,302.1
浜名湖,1R,4-3-1,7.31,41.1,300.6
大村,9R,3-1-2,10.64,28.2,300.0
丸亀,6R,1-3-2,4.00,74.9,299.8
尼崎,11R,2-1-4,3.57,83.6,298.8
下関,4R,4-1-3,3.90,76.5,298.4
江戸川,7R,2-5-1,5.69,52.4,298.2
江戸川,3R,3-2-1,3.87,76.8,297.5
戸田,4R,2-4-1,3.67,81.0,297.4
戸田,11R,1-2-3,10.25,29.0,297.3
唐津,2R,1-4-2,5.32,55.7,296.3
大村,11R,4-1-2,3.41,86.8,296.1
下関,1R,2-3-1,4.37,67.8,296.1
下関,3R,1-4-3,3.45,85.0,293.2
戸田,1R,1-4-3,4.78,61.2,292.6
平和島,10R,4-1-3,6.43,45.5,292.5
大村,1R,3-1-2,4.04,72.4,292.4
浜名湖,2R,1-2-3,11.36,25.7,292.0
平和島,7R,2-1-3,15.58,18.7,291.3
蒲郡,7R,4-1-3,4.77,61.1,291.3
浜名湖,3R,2-4-1,4.75,61.2,290.6
尼崎,3R,2-1-5,10.08,28.8,290.4
児島,12R,4-2-1,3.02,95.4,288.5
江戸川,4R,1-3-2,4.46,64.5,287.4
戸田,4R,1-3-4,3.09,93.0,287.3
浜名湖,10R,1-2-4,3.73,76.7,286.2
下関,3R,2-1-4,9.34,30.6,285.8
下関,3R,1-2-4,11.57,24.6,284.6
蒲郡,4R,1-3-2,9.56,29.7,284.0
江戸川,4R,3-4-1,3.07,92.5,283.8
平和島,9R,5-2-1,8.86,32.0,283.7
丸亀,4R,4-3-1,3.55,79.8,283.3
大村,9R,3-1-4,9.53,29.7,283.0
児島,9R,3-1-4,3.68,76.9,282.9
蒲郡,1R,2-1-4,4.45,63.6,282.9
戸田,12R,1-4-2,3.15,89.8,282.9
尼崎,8R,2-3-1,4.09,69.2,282.8
戸田,5R,4-2-1,5.72,49.4,282.7
浜名湖,3R,2-1-3,9.34,30.2,282.0
戸田,8R,2-1-5,2.87,98.1,281.8
丸亀,10R,1-5-2,3.88,72.6,281.4
児島,11R,2-1-3,6.16,45.6,281.0
芦屋,5R,1-2-4,9.42,29.8,280.8
戸田,11R,1-3-2,6.87,40.8,280.4
大村,8R,1-6-4,2.83,98.7,279.7
平和島,1R,1-3-5,5.67,49.2,278.8
丸亀,10R,1-4-2,2.94,94.7,278.3
下関,5R,2-1-4,8.43,33.0,278.3
大村,5R,4-1-5,5.52,50.3,277.6
唐津,9R,1-4-2,4.80,57.8,277.3
丸亀,8R,1-3-2,11.40,24.3,276.9
浜名湖,2R,1-3-2,14.73,18.8,276.9
尼崎,8R,1-3-2,13.44,20.6,276.9
蒲郡,2R,1-3-4,12.81,21.6,276.7
丸亀,11R,4-1-2,10.17,27.2,276.5
浜名湖,1R,4-1-3,9.45,29.2,276.0
江戸川,4R,3-1-4,7.36,37.5,276.0
江戸川,4R,3-1-5,10.24,26.9,275.5
戸田,6R,4-2-1,6.66,41.3,274.9
大村,9R,3-4-1,6.16,44.6,274.7
平和島,12R,2-1-5,5.37,51.1,274.6
下関,5R,1-2-3,5.27,51.9,273.6
丸亀,3R,4-2-3,3.36,81.5,273.4
浜名湖,9R,2-1-3,4.68,58.4,273.4
蒲郡,2R,1-5-3,6.87,39.8,273.3
大村,1R,1-3-2,14.93,18.3,273.2
蒲郡,7R,1-2-4,4.46,61.1,272.7
戸田,5R,1-3-4,3.32,82.0,271.8
下関,3R,1-4-2,11.77,23.1,271.8
下関,10R,1-4-2,16.44,16.5,271.2
大村,1R,1-4-3,3.23,83.8,271.1
浜名湖,6R,1-3-4,3.59,75.4,270.7
芦屋,9R,1-2-4,4.05,66.6,270.1
下関,5R,1-4-2,11.54,23.4,270.0
大村,12R,3-1-4,5.97,45.1,269.2
浜名湖,10R,2-1-3,4.05,66.5,269.2
尼崎,3R,2-1-4,7.21,37.3,269.1
下関,3R,4-1-3,2.81,95.6,269.0
平和島,5R,1-6-2,2.99,90.0,268.9
平和島,11R,1-2-4,4.44,60.5,268.7
平和島,10R,1-2-4,7.75,34.6,268.2
蒲郡,2R,3-1-4,6.99,38.3,267.6
江戸川,7R,2-1-5,6.72,39.8,267.5
浜名湖,8R,4-1-2,12.47,21.4,266.9
平和島,10R,1-4-5,3.13,84.9,266.0
大村,11R,3-1-2,3.94,67.5,265.9
唐津,6R,2-4-1,7.88,33.6,264.9
芦屋,7R,2-4-1,3.50,75.6,264.9
唐津,4R,3-1-5,7.12,37.2,264.8
下関,2R,1-2-3,6.66,39.7,264.5
尼崎,7R,1-4-3,7.33,35.8,262.4
平和島,6R,3-2-1,4.20,62.5,262.2
江戸川,4R,3-1-2,4.25,61.6,262.0
唐津,11R,4-1-2,8.34,31.4,261.8
江戸川,7R,2-1-4,5.78,45.3,261.7
蒲郡,5R,2-1-4,3.48,75.1,261.6
浜名湖,4R,1-4-2,6.44,40.6,261.5
浜名湖,6R,1-2-5,3.27,79.7,260.9
下関,3R,4-2-1,7.16,36.4,260.6
尼崎,9R,1-4-3,6.63,39.3,260.5
平和島,10R,1-4-2,12.39,21.0,260.3
浜名湖,9R,1-2-3,12.04,21.6,260.1
江戸川,3R,3-1-2,4.89,53.1,259.7
児島,10R,2-1-5,2.68,96.9,259.4
江戸川,9R,1-2-4,5.67,45.7,259.1
江戸川,8R,1-5-3,2.68,96.3,258.5
戸田,9R,1-2-3,5.77,44.8,258.5
大村,5R,1-4-6,2.86,90.1,257.9
戸田,4R,3-1-4,2.71,94.8,256.8
戸田,7R,3-1-4,3.06,83.7,256.1
江戸川,7R,2-5-4,3.34,76.6,256.1
尼崎,5R,1-5-2,3.03,84.6,256.1
平和島,8R,1-2-4,3.06,83.5,255.7
浜名湖,4R,1-2-4,7.29,35.0,255.3
唐津,3R,1-4-5,3.16,80.6,255.1
尼崎,5R,1-5-3,3.60,70.9,255.0
江戸川,6R,1-3-6,3.07,82.8,254.5
尼崎,1R,1-5-3,3.42,74.3,254.4
児島,6R,3-1-2,3.27,77.7,254.3
浜名湖,3R,1-3-2,4.44,57.2,254.0
蒲郡,9R,1-5-4,7.46,34.0,253.8
蒲郡,9R,1-4-2,10.61,23.9,253.5
大村,7R,1-4-5,4.73,53.6,253.5
浜名湖,10R,1-2-3,14.97,16.9,253.1
芦屋,6R,1-5-2,2.92,86.5,253.0
児島,3R,4-1-2,12.22,20.7,252.9
蒲郡,12R,1-6-3,8.19,30.9,252.9
尼崎,9R,2-1-4,2.63,96.0,252.9
下関,10R,1-2-4,13.38,18.9,252.9
蒲郡,1R,2-1-3,9.71,26.0,252.6
戸田,2R,2-5-1,3.22,78.5,252.4
浜名湖,6R,1-5-2,2.61,96.2,251.3
下関,12R,1-4-2,10.09,24.8,250.1
戸田,8R,3-2-1,5.47,45.7,250.1
尼崎,6R,4-2-1,3.69,67.7,250.0
戸田,5R,4-3-1,2.79,89.6,249.7
大村,8R,1-3-5,3.94,63.4,249.7
下関,11R,1-2-4,4.57,54.6,249.7
児島,10R,3-1-2,8.45,29.5,249.2
尼崎,7R,2-1-3,2.95,84.5,248.9
蒲郡,2R,1-3-2,4.25,58.5,248.8
丸亀,1R,3-1-2,3.24,76.6,248.5
浜名湖,11R,1-3-2,9.63,25.8,248.4
浜名湖,3R,2-1-4,9.34,26.6,248.4
大村,12R,3-1-2,4.99,49.8,248.4
平和島,11R,1-5-2,9.44,26.3,248.3
唐津,6R,1-2-5,2.61,95.0,248.1
唐津,6R,2-4-5,4.25,58.2,247.6
丸亀,2R,1-3-2,5.17,47.8,247.3
江戸川,9R,1-3-4,4.92,50.2,247.2
下関,11R,1-4-5,2.90,85.0,246.9
大村,8R,1-5-6,4.44,55.5,246.4
戸田,4R,3-4-1,3.14,78.5,246.3
児島,5R,1-4-3,5.15,47.8,246.3
下関,1R,2-1-3,7.84,31.4,246.1
丸亀,7R,1-5-3,6.28,39.2,246.0
平和島,1R,1-5-3,2.71,90.7,245.9
尼崎,3R,1-2-5,11.37,21.6,245.6
江戸川,1R,1-6-3,2.66,92.4,245.4
下関,4R,1-5-4,3.49,70.1,244.7
蒲郡,11R,2-1-3,9.19,26.6,244.3
丸亀,7R,1-3-5,9.84,24.7,243.1
浜名湖,2R,1-3-4,2.79,86.9,242.5
江戸川,11R,1-4-3,2.61,93.0,242.3
江戸川,8R,1-3-5,7.63,31.7,241.8
下関,7R,4-2-1,6.19,39.0,241.6
丸亀,2R,1-5-4,3.03,79.7,241.2
唐津,6R,4-1-2,4.42,54.5,241.1
平和島,4R,2-3-1,4.50,53.6,241.0
蒲郡,5R,3-1-2,3.38,71.1,240.6
江戸川,6R,1-4-5,3.78,63.6,240.6
丸亀,3R,2-3-6,2.43,99.0,240.1
芦屋,2R,4-1-2,4.66,51.5,240.1
唐津,6R,2-1-5,3.45,69.6,240.1
浜名湖,9R,1-2-5,11.32,21.2,240.0
唐津,3R,1-4-3,9.78,24.4,238.7
唐津,9R,2-3-1,2.45,97.2,238.4
唐津,3R,1-2-3,8.80,27.0,237.7
江戸川,7R,2-4-5,3.18,74.7,237.5
江戸川,11R,1-4-2,8.53,27.7,236.3
蒲郡,3R,1-2-3,11.86,19.9,236.1
平和島,10R,3-1-4,3.52,66.7,235.0
浜名湖,10R,1-3-2,10.47,22.4,234.6
下関,2R,1-3-5,3.19,73.3,234.0
戸田,2R,2-4-1,3.09,75.7,233.6
平和島,8R,4-1-3,5.18,45.1,233.5
下関,8R,4-2-1,3.14,74.1,233.0
浜名湖,6R,1-6-2,3.58,64.9,232.0
江戸川,6R,1-5-3,2.33,99.3,231.8
児島,9R,1-4-3,3.93,58.9,231.6
浜名湖,7R,1-2-3,3.52,65.6,231.0
平和島,7R,1-2-5,6.16,37.5,230.9
江戸川,8R,1-3-6,5.06,45.6,230.8
丸亀,4R,3-4-1,2.89,79.8,230.4
尼崎,5R,1-3-2,9.92,23.2,230.3
芦屋,7R,2-1-4,3.46,66.5,230.1
江戸川,5R,1-3-4,3.95,58.2,230.1
丸亀,2R,3-1-2,2.47,93.0,229.8
大村,8R,1-3-6,4.40,52.2,229.6
芦屋,3R,5-1-3,2.40,95.6,229.5
江戸川,9R,4-1-5,4.57,50.2,229.5
浜名湖,12R,3-1-4,3.62,63.3,229.2
大村,10R,1-4-3,5.07,45.2,229.1
浜名湖,9R,1-5-2,6.37,35.9,228.6
蒲郡,9R,1-5-2,7.75,29.5,228.5
浜名湖,1R,1-4-3,7.84,29.1,228.2
丸亀,2R,1-2-3,5.19,44.0,228.2
丸亀,1R,1-2-5,5.38,42.4,228.0
芦屋,5R,1-4-5,3.24,70.3,228.0
平和島,4R,2-1-3,4.94,46.1,227.9
江戸川,7R,2-3-1,4.65,49.0,227.8
大村,11R,1-4-2,7.68,29.6,227.5
江戸川,5R,3-2-1,4.45,51.1,227.4
丸亀,6R,1-2-4,7.92,28.7,227.2
蒲郡,11R,2-3-1,3.88,58.5,227.1
丸亀,6R,1-2-3,7.41,30.6,226.7
戸田,2R,2-3-1,10.05,22.5,226.2
浜名湖,8R,4-2-1,4.17,54.1,225.8
江戸川,4R,1-5-3,5.12,44.0,225.4
戸田,12R,1-3-4,15.97,14.1,225.2
芦屋,3R,1-4-3,5.88,38.3,225.1
平和島,9R,5-1-3,3.38,66.4,224.5
児島,6R,1-2-4,5.29,42.4,224.4
蒲郡,8R,2-1-4,2.42,92.4,223.9
平和島,4R,2-1-5,5.83,38.4,223.9
戸田,9R,1-2-6,9.38,23.8,223.1
児島,7R,2-1-5,2.54,87.6,222.9
平和島,3R,5-2-1,4.09,54.5,222.8
平和島,7R,1-2-4,2.40,92.9,222.7
芦屋,4R,1-4-3,6.77,32.9,222.6
大村,6R,4-1-3,6.85,32.5,222.5
平和島,4R,2-3-4,3.78,58.8,222.1
戸田,9R,2-1-4,2.32,95.4,221.5
児島,8R,1-2-3,6.05,36.6,221.4
戸田,10R,1-3-5,2.65,83.5,221.0
児島,8R,1-3-2,5.98,36.9,220.8
江戸川,7R,2-3-4,2.73,80.8,220.7
江戸川,11R,4-1-2,3.98,55.4,220.6
下関,6R,1-3-2,7.31,30.2,220.6
戸田,2R,2-1-3,12.39,17.8,220.6
児島,10R,1-5-3,2.96,74.2,219.9
尼崎,7R,3-1-2,2.78,78.9,219.7
尼崎,6R,1-2-5,3.15,69.6,219.3
唐津,8R,2-1-5,3.01,72.9,219.2
唐津,10R,1-5-4,3.81,57.5,219.1
尼崎,9R,1-2-5,4.65,47.1,219.0
丸亀,3R,2-4-6,3.76,57.7,217.0
児島,12R,2-1-3,5.70,38.0,216.5
丸亀,10R,1-5-3,3.08,70.3,216.4
浜名湖,8R,1-4-3,5.17,41.8,216.1
大村,7R,1-4-3,9.12,23.7,216.1
大村,8R,1-6-5,4.62,46.7,215.7
尼崎,9R,1-4-5,3.96,54.5,215.5
下関,8R,1-4-2,16.58,13.0,215.5
蒲郡,10R,5-1-2,2.79,77.3,215.4
戸田,7R,1-5-3,4.19,51.4,215.3
江戸川,2R,4-1-3,2.55,84.2,215.0
江戸川,12R,1-4-3,7.90,27.2,214.9
戸田,8R,2-3-1,5.33,40.3,214.9
下関,2R,3-1-2,2.93,73.3,214.8
大村,8R,1-3-4,2.42,88.8,214.5
大村,6R,4-1-2,3.18,67.3,214.3
芦屋,10R,3-1-2,3.94,54.4,214.3
芦屋,5R,1-4-3,3.59,59.7,214.3
尼崎,6R,1-4-2,13.14,16.3,214.2
尼崎,3R,2-1-3,11.63,18.4,213.9
戸田,10R,1-2-3,7.45,28.7,213.8
丸亀,4R,4-1-3,6.61,32.3,213.4
蒲郡,7R,3-1-4,5.04,42.3,213.1
江戸川,2R,1-5-3,4.42,48.2,212.9
浜名湖,6R,2-1-3,2.21,96.2,212.6
下関,12R,1-2-4,15.06,14.1,212.3
戸田,1R,1-5-3,2.18,97.3,212.2
下関,8R,1-4-5,5.73,37.0,212.0
下関,8R,1-2-4,6.92,30.6,211.9
蒲郡,4R,3-1-2,7.32,28.9,211.6
大村,6R,3-1-4,5.38,39.3,211.3
戸田,3R,1-3-4,2.45,86.3,211.3
戸田,5R,1-4-2,13.51,15.6,210.8
唐津,4R,1-3-5,7.98,26.4,210.8
尼崎,4R,1-2-4,15.13,13.9,210.4
丸亀,5R,1-3-2,9.17,22.9,209.9
江戸川,11R,1-3-2,3.85,54.4,209.6
江戸川,7R,2-4-3,2.73,76.6,209.2
戸田,2R,1-2-5,2.37,88.3,208.9
江戸川,12R,4-1-5,2.95,70.8,208.9
浜名湖,4R,1-4-3,2.63,79.5,208.9
蒲郡,1R,1-2-3,11.73,17.8,208.8
蒲郡,10R,2-1-4,2.16,96.6,208.5
平和島,11R,1-5-4,2.40,86.8,208.5
戸田,9R,2-1-3,3.19,65.4,208.4
浜名湖,3R,2-3-1,4.75,43.9,208.4
尼崎,3R,1-2-4,8.13,25.6,208.2
芦屋,12R,1-4-3,8.78,23.7,208.1
蒲郡,1R,2-1-5,2.09,99.5,207.9
丸亀,2R,1-5-2,6.09,34.1,207.7
丸亀,4R,1-2-4,3.12,66.5,207.7
大村,4R,3-2-1,2.29,90.0,206.4
蒲郡,5R,3-1-4,3.05,67.6,206.3
芦屋,9R,4-1-3,2.44,84.6,206.2
丸亀,7R,1-4-3,2.31,89.0,206.0
平和島,4R,2-5-1,5.63,36.6,206.0
戸田,8R,1-2-3,5.70,36.1,205.9
戸田,12R,1-2-4,2.49,82.6,205.8
江戸川,9R,4-1-6,2.33,88.3,205.7
芦屋,11R,1-5-4,3.31,62.2,205.6
丸亀,11R,1-4-2,24.76,8.3,205.5
大村,4R,3-1-4,15.11,13.6,205.5
浜名湖,12R,1-4-3,6.99,29.4,205.4
大村,5R,1-4-2,12.37,16.6,205.3
浜名湖,1R,4-1-2,4.13,49.6,205.0
江戸川,10R,1-5-3,3.02,67.8,205.0
唐津,11R,1-4-2,16.25,12.6,204.8
児島,3R,1-4-2,11.12,18.4,204.7
大村,3R,2-1-3,15.27,13.4,204.7
戸田,1R,1-3-4,7.28,28.1,204.7
戸田,8R,2-1-3,5.46,37.4,204.1
戸田,9R,2-1-6,5.18,39.4,204.1
戸田,12R,1-3-2,7.42,27.5,204.0
蒲郡,10R,1-2-3,3.80,53.7,203.9
唐津,1R,3-1-2,2.16,94.3,203.9
芦屋,12R,4-1-2,2.53,80.6,203.8
児島,9R,1-3-2,10.14,20.1,203.8
江戸川,2R,1-3-2,6.46,31.5,203.4
戸田,12R,1-4-6,2.07,98.3,203.4
芦屋,7R,4-1-3,4.56,44.6,203.3
戸田,1R,1-3-5,3.81,53.2,202.8
平和島,7R,2-3-1,7.79,26.0,202.7
尼崎,4R,2-1-6,8.40,24.1,202.4
戸田,1R,1-3-2,12.80,15.8,202.2
戸田,11R,1-6-2,5.62,35.9,201.9
浜名湖,7R,1-5-3,7.23,27.9,201.6
丸亀,9R,1-2-4,6.57,30.7,201.6
尼崎,4R,1-4-2,4.32,46.6,201.2
平和島,11R,1-2-5,11.75,17.1,201.0
唐津,8R,1-2-4,3.35,60.0,200.9
尼崎,12R,3-1-2,2.90,69.2,200.9
丸亀,7R,1-2-5,3.31,60.6,200.9
大村,7R,1-4-2,10.39,19.3,200.5
丸亀,4R,3-1-4,3.85,52.0,200.1
江戸川,1R,1-5-3,5.09,39.3,200.0
大村,6R,3-4-2,2.97,67.3,199.6
蒲郡,4R,1-2-4,3.02,66.0,199.6
大村,2R,1-5-4,5.07,39.3,199.4
丸亀,9R,1-3-4,5.54,36.0,199.3
