場,レース,買い目,推定確率%,オッズ(取得時),回収率%
平和島,8R,1-4-3,12.60,82.2,1035.8
丸亀,4R,1-4-2,9.55,89.4,854.0
丸亀,6R,2-3-1,8.59,94.9,815.5
徳山,7R,1-5-4,9.81,82.5,809.3
徳山,2R,1-4-3,10.69,71.7,766.4
徳山,2R,1-4-2,17.65,41.5,732.3
多摩川,7R,1-4-2,7.88,91.5,720.9
津,6R,1-2-4,8.54,79.3,677.3
丸亀,7R,1-4-5,10.27,65.7,674.8
徳山,2R,1-4-5,7.18,90.9,652.5
戸田,7R,1-4-2,13.35,47.4,632.9
戸田,2R,1-3-2,6.27,99.8,625.8
下関,8R,4-3-1,8.10,76.7,621.4
戸田,6R,1-2-3,10.24,59.7,611.4
大村,12R,2-1-4,6.73,90.7,610.0
平和島,8R,1-3-4,6.32,96.0,606.8
戸田,6R,1-3-2,17.82,34.0,606.0
戸田,8R,3-2-1,8.85,67.0,592.9
鳴門,7R,2-3-1,8.94,65.8,588.1
大村,7R,1-4-2,12.40,47.2,585.4
丸亀,6R,3-2-1,12.32,47.4,584.0
戸田,8R,2-3-1,8.28,68.2,564.9
若松,6R,1-2-3,11.72,47.3,554.4
大村,2R,1-4-3,6.46,84.0,542.7
徳山,8R,4-1-2,5.25,99.8,523.7
丸亀,3R,1-4-3,12.63,41.4,522.7
三国,9R,1-4-3,10.19,51.1,520.6
若松,6R,2-1-3,7.90,64.7,511.1
丸亀,3R,4-1-3,8.11,60.8,493.1
児島,11R,2-1-3,6.22,79.1,492.0
丸亀,7R,1-5-4,5.42,90.3,489.0
津,6R,1-3-4,5.14,94.0,483.1
多摩川,9R,1-4-3,5.44,87.7,477.3
津,5R,1-2-5,12.51,37.8,473.0
戸田,7R,1-2-4,17.04,27.5,468.6
若松,10R,1-4-2,8.27,56.0,462.9
多摩川,5R,1-5-4,8.13,56.8,462.0
多摩川,7R,1-2-4,12.86,35.8,460.3
丸亀,7R,1-4-3,5.67,80.3,455.2
戸田,9R,1-5-3,6.09,74.6,454.7
下関,8R,4-1-3,11.70,38.3,448.0
大村,12R,4-2-1,5.90,75.9,447.9
戸田,8R,2-1-3,5.42,82.5,447.4
丸亀,5R,4-1-3,4.65,95.5,444.1
多摩川,6R,1-3-2,18.03,24.6,443.6
児島,4R,1-4-3,6.56,67.3,441.8
津,4R,1-5-3,6.50,67.8,440.8
下関,9R,1-3-2,5.77,76.4,440.8
多摩川,2R,1-2-5,19.90,22.1,439.8
宮島,5R,3-2-1,4.39,99.8,438.5
津,4R,1-5-4,4.69,92.9,435.5
徳山,6R,4-1-3,4.48,97.2,435.5
徳山,1R,4-1-2,7.25,59.5,431.1
徳山,7R,1-5-3,10.24,41.9,429.0
平和島,10R,1-2-5,14.47,29.6,428.3
丸亀,9R,1-3-4,6.30,68.0,428.1
下関,7R,1-3-2,6.93,61.5,426.4
平和島,8R,4-1-3,4.80,88.6,425.1
児島,1R,5-1-3,4.43,95.4,423.0
丸亀,5R,4-1-2,10.88,38.8,422.1
戸田,4R,2-1-4,6.16,68.3,420.6
宮島,7R,1-4-3,14.24,29.3,417.4
鳴門,2R,4-1-2,12.06,34.4,414.7
三国,12R,3-2-1,8.08,51.3,414.6
津,3R,1-3-2,5.56,74.4,413.7
下関,6R,1-4-2,6.95,58.9,409.4
徳山,7R,1-5-2,5.69,71.7,407.9
戸田,3R,1-2-3,6.17,66.0,407.2
三国,5R,1-4-3,5.27,76.5,403.0
戸田,5R,1-4-3,8.54,47.1,402.3
住之江,8R,1-4-2,9.29,43.3,402.2
津,3R,3-2-1,5.54,72.5,401.8
丸亀,11R,1-4-3,8.78,45.6,400.6
津,4R,1-3-5,6.68,59.7,398.9
丸亀,2R,1-3-2,10.21,39.0,398.3
下関,11R,2-1-4,10.32,38.4,396.3
宮島,7R,1-4-2,9.97,39.6,395.0
徳山,7R,1-3-5,8.25,47.8,394.3
多摩川,6R,2-1-3,7.73,51.0,394.1
下関,8R,1-4-3,7.79,50.5,393.3
徳山,7R,1-4-5,7.78,50.5,392.9
宮島,10R,4-1-2,4.58,85.6,392.0
鳴門,8R,1-3-2,5.08,77.1,391.6
戸田,2R,3-1-2,6.78,57.6,390.7
若松,6R,1-2-5,4.41,87.8,386.9
宮島,6R,1-4-3,10.96,35.2,385.8
多摩川,6R,1-2-3,12.36,31.2,385.5
多摩川,2R,1-5-2,10.14,38.0,385.4
鳴門,10R,2-1-4,13.24,29.1,385.3
平和島,3R,3-2-1,4.21,91.4,384.9
戸田,6R,1-3-4,5.50,69.9,384.8
三国,12R,2-3-1,8.86,43.4,384.5
児島,10R,1-2-3,12.32,31.2,384.5
宮島,7R,1-3-4,12.28,31.2,383.0
戸田,12R,1-3-2,17.15,22.3,382.5
大村,12R,2-4-1,4.92,77.3,380.0
住之江,7R,1-2-4,14.71,25.8,379.6
平和島,3R,1-3-2,5.34,71.0,378.8
平和島,9R,1-2-3,15.02,25.2,378.5
大村,6R,1-2-3,12.45,30.3,377.3
大村,8R,2-1-5,4.99,75.4,376.3
平和島,5R,5-1-4,4.18,89.9,375.4
戸田,5R,1-3-4,4.64,80.9,375.4
戸田,7R,1-4-3,6.35,59.1,375.3
住之江,8R,1-4-5,4.68,79.9,374.0
児島,6R,1-3-4,4.77,78.2,373.4
丸亀,7R,1-4-2,17.95,20.6,369.7
平和島,1R,4-1-3,6.54,56.2,367.7
丸亀,9R,1-3-2,16.85,21.8,367.4
鳴門,3R,4-1-3,5.59,65.3,365.0
平和島,1R,1-4-3,6.90,52.9,364.7
戸田,4R,2-4-1,4.72,76.9,362.7
多摩川,8R,1-3-5,8.78,41.2,361.6
鳴門,7R,2-1-3,8.71,41.4,360.6
住之江,3R,1-3-5,10.07,35.7,359.4
三国,9R,1-5-4,4.60,77.7,357.6
戸田,6R,2-1-3,4.44,80.5,357.0
津,5R,1-2-3,16.13,22.0,354.8
戸田,7R,2-1-4,4.90,72.1,353.3
下関,6R,1-4-3,4.84,72.3,350.0
若松,6R,1-2-4,5.41,64.7,349.8
住之江,8R,1-2-4,5.29,66.0,349.4
戸田,12R,1-2-3,14.66,23.8,348.9
下関,3R,5-1-2,3.54,98.3,348.0
若松,7R,1-2-5,7.58,45.9,347.8
鳴門,9R,1-2-5,3.50,99.1,347.1
三国,6R,4-1-3,9.97,34.7,346.0
鳴門,10R,1-2-4,8.17,42.3,345.5
宮島,9R,1-3-4,16.54,20.8,344.1
多摩川,10R,1-2-3,11.92,28.8,343.4
多摩川,12R,2-1-5,3.60,95.2,342.9
平和島,8R,1-4-2,17.69,19.3,341.4
鳴門,2R,4-2-1,6.46,52.7,340.5
若松,4R,1-2-3,6.55,51.9,340.2
多摩川,7R,1-2-3,10.28,32.9,338.2
鳴門,8R,1-5-2,4.57,74.0,338.2
平和島,5R,1-4-2,6.33,53.4,338.2
下関,9R,2-1-3,8.33,40.5,337.5
下関,9R,2-3-1,4.41,76.4,336.9
丸亀,10R,1-2-5,6.41,52.5,336.7
多摩川,5R,1-5-2,4.38,76.8,336.3
鳴門,11R,2-1-3,5.91,56.9,336.2
平和島,7R,1-4-3,4.81,69.8,336.0
下関,11R,2-4-1,6.16,54.5,335.6
丸亀,10R,2-1-3,15.53,21.6,335.5
津,4R,5-1-3,4.41,76.0,335.4
若松,12R,1-4-5,3.82,87.4,334.1
