場,レース,買い目,推定確率%,オッズ(取得時),回収率%
若松,6R,1-4-3,10.05,68.4,687.6
桐生,5R,1-3-5,6.72,88.7,596.5
芦屋,4R,3-1-2,6.30,94.0,591.9
住之江,10R,4-1-2,9.88,58.7,579.9
桐生,5R,1-3-2,8.73,61.4,536.0
桐生,2R,1-3-2,9.66,55.4,535.3
津,6R,1-4-3,5.73,91.0,521.2
桐生,6R,1-4-3,7.07,72.8,514.5
芦屋,6R,2-1-4,7.98,62.7,500.5
平和島,9R,1-3-2,8.49,58.4,495.8
平和島,9R,1-2-3,11.59,42.6,493.7
桐生,3R,2-3-1,6.11,79.7,486.8
若松,1R,1-4-2,8.11,57.2,464.0
平和島,7R,3-1-2,4.82,94.8,456.7
住之江,11R,3-2-1,7.51,59.6,447.3
平和島,4R,1-2-4,5.76,77.5,446.5
桐生,5R,1-5-3,6.11,72.6,443.5
平和島,7R,3-2-1,5.31,83.3,442.3
芦屋,10R,3-1-4,4.73,93.1,440.2
津,11R,4-1-2,5.64,78.0,439.6
鳴門,5R,1-4-2,6.23,70.5,439.5
芦屋,12R,3-1-2,8.38,51.8,434.1
若松,6R,1-3-4,17.14,25.2,431.9
桐生,6R,1-4-2,4.89,86.0,420.7
浜名湖,8R,1-4-3,10.76,38.6,415.2
芦屋,9R,1-4-2,6.30,65.4,411.9
平和島,9R,1-2-4,11.05,37.2,411.1
浜名湖,6R,1-3-2,8.64,47.4,409.5
鳴門,3R,1-4-2,6.08,67.3,408.9
芦屋,9R,1-2-6,8.00,50.9,407.3
若松,5R,2-1-3,7.57,53.7,406.4
桐生,9R,1-4-2,6.70,60.3,404.0
若松,1R,1-2-4,16.28,24.8,403.6
宮島,12R,2-1-4,5.22,77.3,403.5
浜名湖,2R,1-4-2,8.76,45.9,402.0
桐生,7R,1-4-3,5.66,70.6,399.7
宮島,7R,5-1-3,7.53,53.0,399.0
住之江,10R,2-4-1,5.57,70.9,395.2
若松,2R,2-1-3,4.90,80.4,394.2
江戸川,9R,1-4-3,5.95,66.2,394.0
戸田,5R,1-2-4,6.94,56.5,392.2
若松,5R,2-3-1,4.11,95.5,392.1
若松,7R,1-3-5,10.60,37.0,392.0
下関,3R,1-3-2,17.51,22.3,390.4
鳴門,5R,1-4-3,5.92,65.9,390.4
桐生,2R,3-1-2,4.20,92.3,387.3
芦屋,5R,1-4-3,5.86,66.1,387.2
平和島,9R,1-4-2,7.96,48.3,384.7
鳴門,1R,1-4-2,4.41,87.2,384.6
若松,3R,2-3-1,4.50,85.3,384.2
平和島,11R,4-1-3,7.82,49.0,383.3
鳴門,4R,3-1-2,4.01,95.2,381.9
下関,6R,1-2-5,10.29,37.0,380.8
浜名湖,1R,4-2-3,5.15,73.3,377.5
戸田,9R,3-1-2,3.80,99.1,376.9
住之江,12R,3-1-2,8.46,44.5,376.5
江戸川,9R,1-3-4,5.39,69.7,375.6
桐生,9R,4-1-2,3.89,96.5,375.4
住之江,2R,1-2-5,7.92,47.3,374.8
住之江,1R,2-1-4,4.59,81.6,374.3
下関,3R,1-3-4,8.48,44.1,374.0
下関,4R,1-2-5,10.65,34.8,370.6
三国,7R,4-1-5,3.73,98.5,367.7
若松,8R,1-2-4,4.84,75.5,365.5
住之江,9R,4-2-3,3.84,95.0,364.5
桐生,2R,1-2-3,12.31,29.6,364.4
鳴門,3R,1-2-4,8.81,41.3,364.0
平和島,7R,1-3-2,4.22,86.3,363.8
下関,6R,5-1-2,8.48,42.9,363.7
宮島,7R,5-1-2,7.69,47.1,362.2
住之江,10R,4-1-3,4.74,75.7,358.8
桐生,9R,2-1-4,4.43,80.4,356.5
住之江,4R,2-5-1,5.66,62.6,354.4
宮島,7R,5-3-1,4.76,74.2,353.2
鳴門,11R,5-2-1,3.91,90.4,353.1
下関,4R,1-2-3,13.22,26.6,351.7
三国,9R,4-2-1,7.52,46.3,348.1
若松,3R,2-1-3,5.63,61.7,347.5
若松,7R,3-1-2,5.55,62.2,345.4
平和島,6R,1-2-4,7.79,44.0,342.9
桐生,3R,2-1-4,4.95,68.7,339.9
鳴門,9R,3-1-4,7.89,43.0,339.3
桐生,5R,1-3-6,3.81,88.7,337.9
桐生,1R,4-1-3,5.56,60.6,336.8
住之江,4R,5-1-2,7.49,44.7,335.0
住之江,4R,5-2-1,6.03,55.2,333.1
住之江,3R,5-4-1,4.35,76.5,332.9
若松,1R,1-2-5,7.18,46.1,331.2
桐生,8R,2-1-3,5.07,65.2,330.4
下関,3R,1-2-3,10.25,32.1,328.9
三国,9R,4-1-2,5.88,55.7,327.6
平和島,6R,1-4-2,3.53,92.9,327.5
下関,6R,1-5-2,9.83,33.3,327.2
平和島,8R,1-2-4,11.76,27.8,326.9
若松,3R,3-2-1,4.19,77.9,326.8
三国,7R,1-4-5,6.19,52.7,326.3
若松,12R,1-4-5,4.91,66.2,325.3
下関,2R,5-1-3,3.47,93.2,323.0
浜名湖,5R,2-1-3,6.54,49.2,321.8
下関,6R,5-2-1,7.24,44.4,321.5
平和島,10R,4-1-3,5.17,61.8,319.4
桐生,1R,1-4-3,8.32,38.3,318.5
平和島,4R,2-1-4,7.02,45.2,317.3
戸田,6R,1-4-2,5.92,53.6,317.1
津,7R,2-1-4,4.74,66.6,315.8
津,11R,4-1-3,6.67,47.3,315.7
芦屋,3R,1-4-3,4.42,71.4,315.7
津,7R,1-2-4,3.90,80.7,314.8
江戸川,12R,1-4-3,9.44,33.3,314.5
桐生,7R,1-3-4,13.54,23.2,314.0
江戸川,9R,1-5-3,6.46,48.4,312.5
戸田,6R,1-2-4,3.28,95.1,311.5
江戸川,6R,1-5-4,4.11,75.7,311.4
下関,1R,3-1-2,6.68,46.4,309.9
若松,11R,2-1-3,3.66,84.6,309.8
若松,2R,3-2-1,3.18,97.3,309.8
住之江,7R,4-2-3,3.93,78.0,306.5
住之江,11R,3-2-5,3.08,99.4,306.0
桐生,4R,2-1-3,4.25,71.9,305.8
桐生,10R,3-1-2,3.74,81.6,305.6
津,8R,4-3-1,4.80,63.7,305.5
平和島,6R,1-2-3,10.05,30.2,303.6
津,11R,4-1-6,3.46,87.4,302.7
平和島,2R,1-2-4,4.70,64.3,302.5
浜名湖,1R,3-2-4,3.45,87.4,301.7
若松,7R,1-3-2,8.91,33.8,301.2
住之江,3R,5-1-4,5.18,58.0,300.4
下関,8R,2-1-3,5.07,59.1,299.8
三国,11R,1-4-2,13.07,22.9,299.3
津,8R,3-1-2,6.57,45.5,299.1
住之江,9R,4-2-1,7.54,39.6,298.7
津,2R,2-5-1,3.59,83.1,298.4
住之江,7R,1-2-4,2.99,99.7,298.4
桐生,8R,3-1-2,4.04,73.7,298.0
宮島,2R,3-1-4,3.17,93.8,296.9
桐生,3R,2-5-1,7.13,41.5,295.9
桐生,6R,1-4-5,4.06,72.8,295.8
桐生,5R,1-6-3,2.96,99.8,295.0
若松,12R,1-3-5,4.27,69.0,295.0
