場,レース,買い目,推定確率%,オッズ(取得時),回収率%
福岡,10R,3-1-2,17.63,41.4,729.8
宮島,2R,1-2-4,10.16,67.2,682.8
住之江,8R,1-5-3,8.26,81.3,671.5
下関,6R,1-3-4,8.66,76.6,663.2
宮島,6R,4-2-1,7.27,87.9,638.8
大村,6R,4-1-3,10.10,61.1,617.4
津,2R,4-1-3,6.90,89.4,617.3
児島,3R,4-1-2,7.77,78.6,610.9
徳山,6R,4-1-2,7.08,85.4,604.2
尼崎,12R,2-1-4,6.43,84.6,543.6
福岡,2R,4-1-3,6.64,80.2,532.7
宮島,2R,2-1-4,7.22,73.0,527.0
福岡,7R,1-2-4,11.06,47.6,526.3
若松,12R,2-1-3,9.67,53.9,521.4
常滑,10R,3-2-1,5.33,96.3,513.7
宮島,9R,1-2-3,5.96,85.6,510.2
常滑,11R,4-1-2,8.11,61.7,500.1
尼崎,8R,3-1-2,13.89,35.6,494.6
宮島,6R,4-1-2,4.96,98.9,491.0
宮島,3R,3-2-4,6.64,73.5,488.4
福岡,4R,5-1-2,8.10,60.2,487.5
大村,3R,4-1-3,10.12,47.7,482.9
大村,3R,4-1-2,10.43,46.2,481.8
徳山,10R,4-3-1,5.03,95.1,478.8
常滑,11R,4-1-5,5.29,90.3,477.3
若松,7R,1-3-2,7.63,62.5,476.9
住之江,9R,1-4-2,6.66,70.6,470.1
戸田,3R,1-4-2,4.96,93.0,461.0
大村,3R,1-4-2,11.30,40.7,459.8
常滑,7R,2-1-3,5.50,83.6,459.7
宮島,9R,2-1-3,5.10,89.3,455.2
津,5R,2-1-3,5.08,87.6,445.0
大村,4R,3-2-1,6.16,71.4,440.1
児島,6R,1-2-4,7.77,56.4,438.1
若松,7R,1-3-6,7.12,61.4,437.2
住之江,1R,1-4-3,6.72,65.0,437.1
住之江,10R,4-1-3,5.21,83.1,432.7
大村,9R,3-1-2,7.08,60.9,431.0
福岡,8R,1-4-3,5.51,77.8,428.8
下関,11R,4-1-2,5.85,72.9,426.6
尼崎,8R,1-3-2,10.54,40.3,424.7
児島,6R,1-2-3,8.17,51.9,424.0
大村,3R,1-4-3,10.97,38.5,422.2
若松,1R,4-2-1,4.32,97.7,422.0
尼崎,7R,2-1-3,7.60,55.3,420.3
福岡,5R,1-4-3,5.40,77.5,418.7
尼崎,9R,1-4-3,5.38,77.3,415.8
宮島,6R,2-4-1,8.98,45.8,411.2
福岡,2R,4-1-2,8.49,48.4,411.1
福岡,4R,5-2-1,6.63,61.6,408.6
徳山,6R,1-4-5,7.56,53.7,406.2
宮島,11R,1-4-3,5.84,69.5,406.1
下関,6R,3-1-4,5.46,73.0,398.6
住之江,5R,1-4-3,4.38,90.8,397.8
下関,6R,3-1-2,9.86,40.3,397.3
戸田,9R,2-4-1,9.41,42.1,396.2
浜名湖,7R,1-2-4,6.24,63.4,395.5
宮島,6R,2-1-4,7.94,49.4,392.2
住之江,1R,1-4-2,6.44,60.3,388.5
徳山,6R,1-5-4,4.11,94.5,388.5
戸田,8R,1-2-3,5.16,74.4,384.2
下関,5R,4-1-2,5.56,69.0,383.5
児島,4R,1-4-5,8.52,44.8,381.8
尼崎,8R,3-2-1,12.36,30.8,380.7
住之江,10R,4-1-2,7.00,54.2,379.4
尼崎,12R,1-2-4,14.75,25.4,374.7
児島,6R,1-3-2,7.29,51.3,373.7
宮島,12R,1-5-2,6.80,54.6,371.2
児島,4R,1-4-3,5.08,72.9,370.3
住之江,12R,2-1-5,4.23,87.5,370.3
三国,2R,3-1-2,5.77,63.9,368.9
尼崎,4R,5-1-2,3.75,97.8,366.7
大村,11R,3-2-1,5.76,63.6,366.2
津,2R,4-1-2,8.53,42.5,362.4
尼崎,7R,1-2-3,15.36,23.6,362.4
福岡,10R,3-2-1,6.01,60.1,360.9
児島,4R,1-5-4,9.71,37.0,359.1
三国,12R,3-1-2,9.11,39.2,357.2
尼崎,7R,1-3-2,4.89,73.0,357.0
宮島,6R,1-2-4,5.94,59.7,354.6
尼崎,10R,1-3-4,14.10,24.8,349.6
常滑,6R,1-2-4,6.96,50.2,349.3
尼崎,4R,2-1-5,6.74,51.8,349.3
児島,6R,1-4-3,5.41,64.5,349.2
下関,5R,1-4-2,12.47,27.6,344.2
児島,11R,4-1-2,11.87,29.0,344.1
下関,10R,1-5-2,7.82,43.9,343.1
戸田,9R,2-1-4,8.70,39.2,341.2
宮島,5R,1-3-4,10.29,33.1,340.6
福岡,1R,4-1-2,4.60,74.0,340.5
三国,12R,3-2-1,3.87,87.5,338.9
若松,11R,4-1-3,5.00,67.5,337.8
戸田,12R,4-1-3,4.70,71.7,337.0
児島,5R,1-4-3,4.60,73.2,336.9
宮島,11R,1-2-3,9.35,36.0,336.7
若松,6R,1-2-4,8.35,40.2,335.5
浜名湖,6R,1-4-6,3.59,93.2,334.2
児島,3R,4-1-3,11.14,30.0,334.2
宮島,8R,1-4-5,4.58,72.3,330.9
大村,12R,1-4-5,4.01,82.4,330.5
大村,6R,4-1-2,4.27,77.4,330.4
徳山,6R,1-4-3,5.58,58.9,328.9
大村,10R,3-2-1,10.73,30.6,328.3
浜名湖,9R,1-5-3,7.23,45.4,328.2
福岡,5R,4-1-3,6.32,51.7,326.6
浜名湖,5R,1-4-2,3.58,91.1,326.1
住之江,2R,1-3-2,6.42,50.2,322.5
戸田,6R,4-1-2,4.70,68.6,322.4
下関,4R,1-3-4,4.24,76.0,322.3
宮島,2R,1-2-3,8.50,37.9,322.3
徳山,11R,2-3-1,7.22,44.5,321.5
徳山,1R,1-4-3,18.84,16.9,318.4
大村,7R,2-1-5,4.52,70.1,317.1
戸田,8R,1-4-2,3.44,92.0,316.3
徳山,12R,4-1-3,5.57,56.7,315.9
下関,4R,1-4-3,4.75,66.5,315.6
宮島,11R,1-3-2,6.81,46.3,315.3
児島,5R,1-3-4,7.76,40.6,315.1
尼崎,3R,4-1-2,8.56,36.7,314.0
住之江,7R,4-2-1,3.70,84.9,313.9
児島,8R,4-1-3,3.62,86.6,313.3
若松,9R,4-1-2,4.83,64.8,313.2
戸田,10R,1-4-3,5.46,57.2,312.5
浜名湖,6R,1-6-4,3.80,82.0,311.2
戸田,11R,1-5-2,10.65,29.2,310.9
福岡,10R,2-1-3,3.45,90.1,310.6
戸田,6R,4-2-1,3.91,79.4,310.1
大村,6R,1-4-3,17.37,17.8,309.2
宮島,2R,2-1-3,6.04,51.1,308.7
下関,4R,1-4-2,9.28,33.2,308.1
住之江,2R,1-2-5,9.22,33.4,307.8
大村,2R,4-1-2,3.50,87.7,306.7
浜名湖,7R,1-2-6,5.15,59.3,305.6
常滑,11R,1-4-3,7.42,41.1,305.0
常滑,11R,1-4-2,18.43,16.5,304.1
下関,3R,3-1-2,3.48,87.3,304.0
大村,6R,4-3-1,3.40,89.3,303.9
大村,4R,3-1-2,7.55,40.1,302.6
尼崎,2R,1-2-4,4.98,60.4,300.7
尼崎,9R,1-2-4,3.89,77.3,300.7
住之江,8R,1-3-5,10.32,29.1,300.2
児島,6R,1-4-2,6.78,44.2,299.5
津,8R,1-3-2,13.07,22.9,299.2
尼崎,3R,4-1-3,5.59,53.5,299.1
常滑,10R,2-3-1,7.52,39.7,298.6
常滑,8R,1-4-2,4.74,62.7,297.5
戸田,5R,1-3-4,14.09,21.1,297.3
常滑,7R,3-2-1,3.22,92.2,296.8
大村,11R,2-1-3,15.35,19.3,296.3
住之江,8R,1-2-5,5.75,51.5,296.1
津,2R,4-2-1,3.10,95.2,294.8
浜名湖,6R,1-3-4,5.28,55.6,293.8
宮島,10R,2-1-4,3.45,85.1,293.8
宮島,7R,1-4-3,5.09,57.5,292.9
徳山,11R,3-2-1,6.77,43.2,292.6
児島,6R,3-1-2,3.18,92.1,292.6
三国,12R,2-3-1,3.15,92.7,291.8
尼崎,3R,4-3-1,3.81,76.2,290.4
浜名湖,12R,1-5-3,7.89,36.7,289.6
児島,6R,2-1-4,3.59,80.6,289.5
福岡,10R,3-1-4,5.84,49.4,288.3
戸田,5R,1-3-2,4.56,63.1,288.0
宮島,8R,1-5-2,8.07,35.5,286.5
福岡,8R,4-1-3,3.67,77.8,285.9
戸田,8R,2-3-1,4.29,66.6,285.5
戸田,10R,1-5-3,6.08,46.9,285.3
戸田,9R,1-2-4,5.98,47.7,285.0
常滑,9R,4-1-2,3.17,90.0,285.0
大村,2R,4-1-3,3.24,87.7,284.3
若松,6R,4-2-1,4.20,67.6,284.2
福岡,7R,2-1-4,6.08,46.7,284.1
宮島,10R,1-2-5,8.35,34.0,283.9
戸田,1R,2-1-4,3.93,72.2,283.8
徳山,12R,3-1-2,3.23,87.9,283.7
戸田,10R,1-3-5,4.51,62.9,283.6
戸田,8R,4-2-1,3.04,93.3,283.5
福岡,11R,1-3-5,8.46,33.5,283.3
常滑,8R,1-4-3,6.14,45.9,281.7
尼崎,12R,1-4-2,7.19,39.1,280.9
住之江,3R,1-3-2,7.64,36.7,280.3
大村,1R,1-4-2,7.06,39.7,280.3
三国,2R,3-2-1,4.54,61.7,280.1
戸田,6R,1-4-2,4.50,62.3,280.1
徳山,10R,3-4-1,4.44,63.0,279.9
尼崎,9R,1-4-2,5.53,50.6,279.9
宮島,10R,2-1-5,6.18,45.3,279.9
宮島,8R,1-5-3,5.65,49.5,279.9
徳山,11R,2-1-3,10.17,27.5,279.8
大村,1R,1-4-3,9.01,31.0,279.4
下関,7R,1-4-3,4.04,69.0,278.6
住之江,3R,3-2-1,5.37,51.7,277.7
宮島,8R,1-4-3,3.24,85.5,276.7
下関,10R,1-5-3,6.45,42.9,276.6
大村,2R,1-4-3,4.95,55.8,276.1
福岡,6R,4-1-2,3.42,80.6,276.0
児島,5R,1-3-2,16.51,16.7,275.7
津,11R,4-1-3,4.67,58.9,274.9
大村,7R,1-5-2,2.99,91.7,274.6
若松,10R,4-1-3,3.49,78.2,273.3
住之江,2R,1-2-3,21.34,12.8,273.2
大村,2R,2-1-4,2.88,94.5,272.5
戸田,1R,1-2-4,3.68,73.9,272.1
下関,9R,1-4-2,4.86,55.9,271.6
児島,8R,1-4-3,7.49,36.2,271.0
児島,4R,5-1-4,3.80,71.3,270.8
常滑,11R,1-4-5,12.02,22.5,270.4
若松,8R,3-2-1,5.49,49.2,270.3
若松,1R,4-1-3,6.43,42.0,270.1
児島,4R,4-1-5,3.14,85.9,269.7
浜名湖,3R,1-3-2,2.71,99.6,269.6
福岡,9R,1-4-2,4.59,58.6,269.1
常滑,6R,1-3-2,6.63,40.6,269.0
若松,7R,1-2-3,5.60,48.0,268.8
大村,11R,2-3-1,8.93,30.1,268.7
三国,12R,2-1-3,4.98,53.9,268.6
若松,1R,3-4-1,3.22,83.2,267.6
尼崎,9R,1-4-5,14.06,19.0,267.1
常滑,10R,3-1-2,3.57,74.7,266.8
住之江,4R,1-4-2,3.86,69.1,266.7
下関,1R,1-4-3,3.66,72.9,266.6
下関,7R,1-4-2,4.15,64.1,266.2
戸田,12R,1-4-3,11.26,23.6,265.8
尼崎,11R,1-2-5,14.44,18.4,265.7
宮島,8R,1-5-4,5.36,49.5,265.3
若松,12R,2-3-1,5.35,49.5,264.7
福岡,7R,1-4-2,4.81,54.9,264.2
大村,10R,2-3-1,10.96,24.0,263.1
津,12R,2-1-4,3.97,66.2,262.8
大村,6R,3-4-1,2.71,96.8,262.0
若松,6R,1-4-2,3.31,79.2,262.0
若松,1R,4-2-3,3.15,83.2,261.9
戸田,1R,1-2-5,4.45,58.9,261.9
福岡,12R,1-5-2,5.36,48.8,261.4
徳山,10R,4-2-3,2.75,95.0,260.9
浜名湖,7R,1-4-2,6.30,41.3,260.4
徳山,12R,3-1-4,5.29,49.2,260.1
大村,10R,3-1-2,10.53,24.7,260.1
戸田,9R,4-2-1,6.78,38.3,259.6
下関,9R,2-4-1,3.62,71.6,258.9
津,8R,3-1-2,3.49,74.1,258.3
大村,3R,4-1-5,4.28,60.2,257.9
宮島,8R,1-2-5,8.11,31.8,257.8
下関,11R,1-4-2,19.53,13.2,257.8
戸田,8R,1-3-2,3.69,69.9,257.8
戸田,10R,1-3-4,4.21,60.9,256.3
福岡,1R,1-4-2,9.45,27.1,256.2
戸田,9R,1-4-2,4.03,63.6,256.0
