場,レース,買い目,推定確率%,オッズ(取得時),回収率%
若松,3R,1-4-2,8.36,88.0,735.6
常滑,8R,4-1-2,9.15,73.2,669.8
津,8R,1-4-3,9.98,66.9,667.6
津,7R,2-1-3,10.74,61.5,660.6
丸亀,4R,2-1-5,10.49,60.1,630.5
常滑,8R,4-2-1,7.78,78.8,613.3
津,8R,4-1-3,6.68,88.6,591.5
戸田,1R,2-1-4,6.43,87.2,561.1
津,6R,3-1-4,10.93,49.2,537.5
唐津,4R,2-4-1,5.81,90.9,528.2
常滑,6R,3-1-4,8.65,59.2,512.1
丸亀,6R,1-2-4,6.30,79.0,497.7
下関,4R,3-1-5,8.28,59.6,493.4
常滑,11R,1-4-3,7.31,67.2,491.1
福岡,4R,2-5-1,6.61,71.7,474.1
浜名湖,11R,3-1-2,10.10,46.9,473.6
津,10R,4-1-2,6.81,69.4,472.4
唐津,7R,4-1-2,12.79,36.2,463.2
津,6R,1-3-4,8.06,57.2,461.3
戸田,4R,1-2-4,4.79,96.3,460.8
浜名湖,5R,4-1-3,4.72,97.1,458.0
津,7R,2-3-1,6.32,72.4,457.4
福岡,4R,2-1-5,6.82,67.0,457.2
下関,5R,1-4-2,8.45,53.2,449.4
福岡,7R,1-2-4,4.87,91.4,445.5
丸亀,4R,1-2-5,10.22,43.5,444.5
丸亀,6R,1-2-5,8.93,49.5,442.2
戸田,1R,2-1-3,5.11,86.5,442.1
下関,7R,1-4-2,7.39,58.4,431.9
児島,4R,1-4-2,6.76,63.8,431.1
常滑,6R,4-1-3,5.12,83.6,427.7
若松,3R,1-2-4,4.44,96.3,427.2
三国,6R,4-1-5,7.75,54.2,420.0
鳴門,4R,1-4-2,6.18,67.7,418.5
下関,4R,5-1-3,8.40,49.5,415.9
常滑,10R,1-3-4,8.74,47.0,410.6
若松,3R,1-4-5,7.06,58.1,410.3
下関,5R,1-2-4,6.63,60.4,400.6
児島,2R,1-3-2,4.78,83.4,398.7
常滑,4R,3-1-2,4.26,93.4,398.2
三国,11R,1-3-4,5.92,66.7,394.7
丸亀,4R,2-5-1,7.00,56.1,392.7
若松,2R,1-3-4,5.99,65.4,391.6
下関,6R,1-2-5,4.53,85.7,388.1
戸田,11R,1-5-4,7.57,51.2,387.7
びわこ,5R,1-2-3,4.75,81.5,387.3
常滑,10R,1-4-3,11.39,33.9,386.1
福岡,6R,2-4-1,8.98,42.9,385.2
鳴門,4R,1-4-3,4.27,90.0,384.4
びわこ,3R,4-1-3,5.99,64.1,383.7
児島,6R,4-1-2,5.60,68.4,382.8
丸亀,7R,1-5-4,4.96,77.1,382.7
下関,8R,2-1-3,5.23,72.9,381.5
丸亀,5R,3-1-4,9.11,41.3,376.2
下関,9R,1-3-5,5.38,69.8,375.6
常滑,12R,2-1-3,6.54,57.2,373.9
下関,3R,4-1-2,4.37,85.2,372.6
鳴門,10R,4-2-1,4.78,77.7,371.3
三国,6R,1-4-3,6.70,55.4,371.2
浜名湖,5R,1-4-3,9.07,40.8,370.0
びわこ,6R,1-4-2,10.09,36.6,369.5
福岡,4R,5-2-1,4.12,89.6,369.0
戸田,7R,1-4-2,11.60,31.8,368.7
丸亀,2R,3-1-2,5.15,71.1,366.0
若松,7R,1-4-2,3.88,93.8,364.0
福岡,10R,1-2-4,17.29,21.0,363.1
丸亀,4R,1-5-2,6.61,54.9,363.0
鳴門,2R,2-1-3,8.07,45.0,362.9
津,9R,1-2-3,10.50,34.3,360.1
若松,4R,2-1-4,5.89,61.1,360.0
びわこ,6R,4-1-2,8.09,44.5,359.9
唐津,8R,1-5-4,6.79,52.6,357.1
丸亀,2R,1-2-4,4.69,75.5,354.4
児島,6R,4-2-1,5.72,61.9,354.3
若松,7R,1-4-5,5.85,60.4,353.4
若松,4R,2-3-1,5.63,62.3,350.6
若松,11R,3-1-2,4.58,76.5,350.2
津,8R,1-3-4,14.82,23.6,349.7
びわこ,5R,1-2-4,5.61,62.2,349.1
唐津,7R,4-1-3,5.90,59.0,348.2
福岡,11R,2-1-3,8.25,41.9,345.6
びわこ,1R,4-2-1,4.47,77.2,345.0
戸田,2R,1-4-2,11.16,30.9,344.7
福岡,4R,2-1-4,5.07,67.7,343.5
浜名湖,7R,1-3-2,5.38,63.7,342.5
唐津,11R,3-1-4,6.70,51.1,342.2
若松,6R,1-4-2,4.28,79.8,341.6
三国,3R,1-3-2,5.20,65.7,341.6
びわこ,9R,2-1-3,3.64,93.0,338.8
丸亀,3R,1-5-2,5.44,62.0,337.3
福岡,4R,2-4-1,4.32,78.1,337.1
常滑,8R,1-4-2,7.44,45.2,336.4
鳴門,6R,1-5-4,3.91,85.0,332.5
びわこ,5R,1-3-2,6.54,50.7,331.7
若松,7R,1-2-4,3.42,97.1,331.7
津,7R,1-2-3,11.31,29.3,331.4
唐津,8R,1-5-3,13.14,25.2,331.0
唐津,4R,1-4-2,4.89,67.6,330.4
下関,4R,5-3-1,4.65,70.9,329.5
若松,3R,4-1-5,6.30,52.2,328.9
鳴門,11R,2-1-5,4.02,81.7,328.1
若松,3R,1-4-3,4.35,75.1,326.8
鳴門,1R,2-1-3,4.56,71.1,324.5
鳴門,3R,2-1-3,4.24,76.5,324.4
福岡,7R,1-2-6,8.11,40.0,324.3
若松,4R,2-1-5,3.87,83.6,323.8
下関,12R,2-1-3,5.95,54.4,323.7
福岡,7R,1-6-4,5.07,63.4,321.2
下関,1R,1-3-4,8.98,35.7,320.6
福岡,3R,4-1-3,4.82,66.4,320.4
福岡,12R,2-3-4,3.71,86.3,319.9
下関,7R,1-2-4,5.66,56.5,319.7
戸田,7R,1-2-4,12.95,24.6,318.6
唐津,5R,4-1-2,3.44,92.4,318.2
若松,7R,1-5-4,6.08,52.3,318.1
常滑,1R,4-1-2,5.31,59.9,318.0
戸田,3R,2-1-4,4.51,70.4,317.3
丸亀,6R,1-4-2,4.23,75.0,317.0
津,10R,4-2-1,5.95,53.2,316.5
若松,7R,1-4-3,3.93,80.0,314.6
児島,2R,3-1-4,5.01,62.8,314.6
下関,2R,1-2-5,7.25,43.3,314.1
丸亀,6R,1-3-2,3.97,79.0,314.0
下関,8R,3-1-2,3.44,91.2,313.5
下関,7R,1-4-3,10.70,29.2,312.3
