場,レース,買い目,推定確率%,オッズ(取得時),回収率%
多摩川,6R,1-4-3,11.40,63.2,720.2
住之江,5R,1-3-4,8.18,86.3,706.2
宮島,7R,1-4-3,8.49,83.2,706.1
宮島,10R,2-4-1,7.06,95.4,673.4
住之江,4R,1-4-3,8.61,75.5,649.9
宮島,7R,1-3-4,13.71,45.3,621.0
浜名湖,2R,3-1-2,9.69,60.8,589.4
芦屋,8R,1-5-4,6.25,94.1,588.2
宮島,10R,2-1-4,8.33,64.4,536.6
津,7R,1-2-4,10.05,53.3,535.7
宮島,4R,1-4-2,5.32,99.2,527.3
桐生,9R,1-4-3,8.72,59.9,522.5
多摩川,10R,4-1-2,9.04,57.2,517.0
浜名湖,4R,1-4-3,6.81,74.8,509.3
多摩川,8R,1-4-3,6.20,79.5,493.2
津,8R,1-4-3,9.45,51.6,487.4
下関,6R,1-2-3,5.56,87.3,485.1
三国,2R,3-1-2,5.06,94.2,477.1
下関,10R,1-4-3,7.11,66.8,474.8
平和島,8R,1-2-4,9.98,46.5,464.2
下関,10R,4-1-3,5.53,83.5,461.7
多摩川,7R,2-1-4,4.73,97.0,459.1
芦屋,7R,4-1-3,6.05,75.6,457.7
住之江,1R,4-2-1,4.59,99.6,457.1
多摩川,2R,1-4-2,5.21,86.8,452.3
住之江,4R,4-1-3,5.13,85.0,435.8
平和島,7R,1-4-2,4.70,92.8,435.8
宮島,11R,1-5-4,6.78,64.0,434.1
津,5R,1-4-3,4.41,98.3,433.6
宮島,12R,4-1-2,4.72,91.4,431.5
桐生,9R,1-3-4,6.94,61.7,428.2
住之江,9R,1-5-4,5.61,75.1,421.6
平和島,9R,3-2-1,6.31,66.5,419.6
三国,11R,1-4-2,9.34,44.9,419.2
平和島,7R,4-1-2,4.34,96.3,417.8
多摩川,7R,2-1-3,6.12,68.1,417.0
鳴門,2R,1-4-3,5.67,73.4,415.9
平和島,3R,1-5-2,10.85,38.2,414.5
平和島,8R,1-4-2,21.04,19.6,412.4
津,8R,1-3-4,7.41,55.6,411.7
下関,5R,1-4-2,14.82,27.5,407.6
芦屋,1R,1-4-3,8.53,47.7,406.7
平和島,8R,1-4-3,16.32,24.8,404.6
津,3R,4-1-2,5.09,79.1,402.7
鳴門,12R,5-1-4,4.16,96.5,401.8
住之江,1R,2-4-1,4.16,96.7,401.8
宮島,4R,1-2-4,7.60,52.5,399.1
鳴門,2R,1-3-4,4.19,94.8,397.5
下関,6R,2-1-3,6.42,61.1,392.6
