場,レース,買い目,推定確率%,オッズ(取得時),回収率%
丸亀,3R,2-3-1,4.60,70.8,325.5
福岡,3R,1-4-3,12.51,26.0,325.3
福岡,8R,3-1-5,7.33,44.1,323.3
鳴門,3R,2-4-1,5.24,61.6,322.6
下関,4R,3-1-2,4.89,65.9,322.5
江戸川,10R,1-2-4,4.88,65.9,321.8
鳴門,11R,4-2-1,6.98,46.0,321.1
丸亀,6R,1-4-2,8.76,36.6,320.6
丸亀,1R,1-4-2,4.02,79.7,320.4
桐生,8R,1-3-4,3.92,81.6,320.1
江戸川,11R,1-4-2,5.45,58.7,319.8
丸亀,4R,2-1-5,11.88,26.9,319.6
芦屋,6R,3-1-4,4.11,77.7,319.3
尼崎,12R,1-4-3,17.66,18.0,317.9
大村,8R,1-4-3,3.57,88.9,317.2
福岡,8R,1-3-5,9.23,34.2,315.6
丸亀,11R,1-6-3,5.60,56.3,315.3
桐生,3R,1-2-5,3.34,94.3,315.1
多摩川,3R,1-2-4,4.49,69.7,313.1
大村,12R,1-5-4,9.16,34.1,312.3
多摩川,7R,2-1-5,3.63,86.0,312.0
福岡,5R,1-2-5,6.56,47.2,309.8
丸亀,5R,4-3-1,3.31,93.7,309.7
下関,6R,3-1-2,7.55,40.9,308.8
津,10R,2-1-5,8.81,34.9,307.4
鳴門,2R,5-1-4,3.55,86.4,306.4
鳴門,11R,2-4-1,4.97,61.6,306.3
福岡,8R,5-1-3,3.62,84.5,306.3
大村,3R,2-1-3,5.79,52.9,306.1
丸亀,2R,3-1-2,7.85,39.0,306.0
鳴門,12R,2-1-4,5.14,59.5,305.8
大村,10R,2-1-4,5.19,58.9,305.6
尼崎,9R,1-5-3,4.66,65.5,305.4
尼崎,10R,4-1-3,5.75,53.1,305.2
丸亀,1R,2-1-4,4.49,68.0,305.2
丸亀,5R,1-3-4,5.42,56.2,304.5
丸亀,12R,1-2-5,12.43,24.5,304.4
多摩川,11R,1-5-3,6.30,48.3,304.2
下関,5R,1-4-2,7.74,39.3,304.2
丸亀,4R,1-2-5,16.99,17.9,304.1
多摩川,8R,2-4-1,4.35,69.7,303.5
江戸川,2R,4-1-3,6.23,48.7,303.2
桐生,2R,1-2-3,6.23,48.7,303.2
津,5R,4-1-3,3.78,80.2,303.1
下関,10R,3-2-1,5.95,50.9,302.6
津,8R,2-1-4,7.53,40.2,302.6
桐生,12R,3-2-1,5.78,52.3,302.5
鳴門,12R,1-2-3,9.49,31.8,301.8
桐生,3R,1-2-3,6.40,47.1,301.6
江戸川,9R,1-2-5,14.40,20.9,301.0
桐生,9R,1-3-2,25.60,11.7,299.5
福岡,8R,1-3-2,8.15,36.6,298.3
多摩川,7R,1-4-2,3.26,91.1,297.0
福岡,12R,3-1-2,12.10,24.5,296.5
常滑,3R,3-2-1,4.23,69.9,295.5
常滑,8R,1-2-3,4.10,72.0,295.2
桐生,3R,1-4-2,4.20,69.5,292.0
大村,11R,1-3-2,6.86,42.5,291.6
唐津,4R,1-2-4,7.84,37.1,290.7
津,12R,2-5-1,3.29,88.2,290.2
桐生,5R,2-3-4,3.83,75.5,289.5
江戸川,10R,1-5-3,5.97,48.4,289.2
大村,11R,1-4-2,12.18,23.7,288.7
常滑,3R,3-1-2,6.24,45.9,286.6
尼崎,7R,4-1-3,3.78,75.8,286.2
多摩川,2R,4-1-3,3.18,89.9,286.0
常滑,12R,1-4-2,6.34,45.0,285.5
福岡,8R,3-1-2,6.47,44.1,285.5
江戸川,10R,1-3-5,3.98,71.7,285.4
大村,6R,3-1-2,11.02,25.9,285.4
尼崎,9R,1-3-2,15.31,18.6,284.8
多摩川,11R,1-5-2,6.64,42.8,284.1
津,12R,2-3-1,3.12,90.9,284.0
多摩川,6R,2-4-1,3.69,76.5,282.6
津,2R,2-1-4,5.78,48.9,282.5
福岡,8R,5-3-1,2.83,99.8,282.0
尼崎,10R,1-3-4,11.51,24.5,281.9
常滑,7R,1-4-2,3.36,84.0,281.9
芦屋,5R,4-1-2,3.28,85.6,280.9
多摩川,10R,3-1-5,4.29,65.3,280.1
芦屋,12R,2-1-4,4.49,62.4,280.0
多摩川,4R,1-4-3,14.35,19.5,279.8
尼崎,3R,1-2-4,3.46,80.6,279.1
福岡,3R,1-3-2,7.42,37.6,278.9
津,4R,4-1-3,7.63,36.5,278.5
鳴門,5R,1-2-3,22.58,12.3,277.7
丸亀,7R,4-1-2,4.70,59.0,277.5
下関,4R,1-3-6,3.47,79.9,277.5
常滑,5R,1-4-5,3.20,86.5,276.9
大村,10R,2-3-1,5.10,54.3,276.7
津,1R,2-4-1,4.43,62.3,276.2
多摩川,10R,1-6-3,2.97,92.8,276.0
江戸川,2R,4-1-2,10.73,25.7,275.8
江戸川,11R,1-2-3,13.75,20.0,275.0
江戸川,8R,1-2-4,3.44,79.8,274.6
津,4R,4-1-5,6.13,44.7,274.1
尼崎,10R,1-4-2,6.01,45.5,273.5
唐津,4R,4-2-1,5.26,52.0,273.5
桐生,5R,4-2-1,5.07,53.9,273.3
鳴門,11R,1-4-2,7.76,35.2,273.1
多摩川,10R,3-1-4,5.99,45.5,272.7
桐生,3R,1-3-2,6.40,42.6,272.6
桐生,6R,1-4-2,5.50,49.6,272.6
江戸川,4R,4-2-1,6.28,43.4,272.6
唐津,4R,4-1-2,5.03,54.0,271.7
芦屋,7R,1-4-3,3.57,76.0,271.6
芦屋,6R,1-3-2,3.30,82.3,271.4
常滑,3R,1-3-2,8.86,30.6,271.0
常滑,5R,1-5-4,4.03,67.2,270.7
大村,6R,2-1-3,2.80,96.6,270.6
江戸川,10R,1-5-2,13.45,20.1,270.3
江戸川,4R,1-2-4,6.28,43.0,270.2
大村,10R,3-1-2,4.31,62.5,269.6
常滑,7R,1-2-4,7.81,34.5,269.6
江戸川,9R,5-1-2,9.13,29.5,269.3
津,8R,2-1-5,3.80,70.6,268.6
桐生,5R,4-2-3,5.51,48.7,268.5
桐生,4R,1-6-2,4.17,64.0,267.1
大村,9R,1-4-5,8.39,31.8,266.8
福岡,10R,1-4-3,12.18,21.9,266.7
尼崎,9R,1-3-5,9.04,29.5,266.6
下関,10R,3-1-2,7.26,36.7,266.4
多摩川,6R,4-3-1,3.25,81.9,265.8
鳴門,2R,1-5-4,10.80,24.6,265.6
福岡,9R,1-4-2,21.77,12.2,265.6
江戸川,4R,2-4-1,8.62,30.7,264.6
多摩川,2R,3-1-4,3.78,69.9,264.5
唐津,5R,4-1-3,3.19,82.8,264.2
桐生,8R,2-1-3,2.91,90.7,264.2
常滑,8R,1-3-5,8.43,31.3,263.8
尼崎,10R,1-4-5,7.53,35.0,263.7
桐生,1R,1-3-6,5.88,44.8,263.4
桐生,9R,1-2-3,23.29,11.3,263.2
尼崎,8R,2-1-4,12.96,20.3,263.1
丸亀,7R,1-2-4,11.48,22.8,261.8
桐生,4R,1-2-6,5.15,50.8,261.5
多摩川,8R,4-2-1,3.91,66.6,260.6
桐生,2R,3-1-2,8.39,31.0,260.0
多摩川,10R,1-3-4,12.20,21.3,259.9
尼崎,5R,4-1-3,10.95,23.7,259.4
福岡,5R,1-4-5,9.13,28.4,259.4
尼崎,12R,4-1-3,2.93,88.5,259.0
桐生,3R,1-3-5,3.33,77.7,259.0
桐生,8R,3-1-2,3.63,71.0,257.6
丸亀,11R,1-6-4,3.33,77.4,257.5
多摩川,3R,2-1-4,3.26,78.8,257.2
桐生,12R,2-3-1,3.62,71.0,257.0
江戸川,2R,4-3-1,4.29,59.9,257.0
多摩川,6R,1-2-4,6.19,41.4,256.3
鳴門,6R,1-3-5,7.71,33.2,256.1
津,1R,1-4-2,6.53,39.2,256.1
唐津,4R,1-4-2,5.93,43.2,256.1
常滑,8R,3-1-2,4.61,55.5,255.7
丸亀,10R,1-4-2,10.60,24.1,255.4
下関,1R,2-1-5,7.67,33.2,254.7
江戸川,10R,1-4-5,5.12,49.7,254.4
丸亀,6R,1-3-4,3.22,79.0,254.1
津,8R,1-2-4,14.74,17.2,253.5
桐生,10R,1-2-3,9.95,25.4,252.6
鳴門,5R,1-2-4,7.53,33.5,252.1
丸亀,3R,1-2-3,4.80,52.5,252.1
丸亀,8R,2-1-4,3.86,65.3,252.0
常滑,2R,1-5-4,4.25,59.2,251.9
丸亀,1R,1-2-5,8.18,30.8,251.9
常滑,7R,1-2-5,6.75,37.3,251.8
丸亀,1R,1-5-2,6.10,41.3,251.7
常滑,12R,1-2-4,6.58,38.2,251.4
鳴門,11R,2-1-4,4.11,61.2,251.2
常滑,8R,3-1-4,6.21,40.4,250.9
尼崎,9R,1-4-3,6.83,36.7,250.8
桐生,8R,1-2-3,5.54,45.3,250.7
唐津,10R,5-1-4,5.54,45.2,250.5
尼崎,8R,2-1-3,11.68,21.4,250.0
下関,4R,1-2-3,7.86,31.7,249.2
江戸川,8R,1-4-5,3.94,63.0,248.3
多摩川,6R,2-1-4,4.25,58.3,247.8
桐生,6R,1-3-4,15.68,15.8,247.7
津,1R,1-2-4,16.49,15.0,247.4
多摩川,5R,2-1-4,3.15,78.5,247.3
鳴門,11R,1-2-4,4.89,50.6,247.2
下関,9R,3-1-2,3.30,74.8,247.1
唐津,11R,1-4-3,10.42,23.6,246.0
江戸川,4R,1-4-2,4.24,57.9,245.7
江戸川,10R,1-4-2,3.95,62.2,245.4
丸亀,2R,1-2-3,7.82,31.4,245.4
江戸川,8R,1-4-2,3.11,78.8,245.3
下関,1R,2-5-1,3.38,72.4,245.0
唐津,9R,4-2-3,2.57,95.4,245.0
多摩川,8R,4-1-2,3.98,61.3,244.0
丸亀,10R,1-4-3,8.01,30.3,242.6
津,9R,1-3-2,8.54,28.4,242.5
江戸川,5R,4-1-3,2.85,84.9,242.3
下関,9R,1-4-3,3.52,68.8,242.2
多摩川,8R,1-4-2,4.49,53.8,241.8
芦屋,8R,2-1-4,5.12,47.1,241.3
江戸川,8R,1-3-5,5.12,47.1,241.0
芦屋,6R,3-1-2,2.42,99.0,239.9
丸亀,2R,3-2-1,5.81,41.3,239.8
大村,7R,1-6-2,4.03,59.4,239.7
大村,7R,1-2-3,7.58,31.6,239.4
桐生,11R,1-4-2,2.98,80.4,239.4
桐生,1R,1-3-4,8.03,29.8,239.2
鳴門,10R,4-5-1,5.23,45.6,238.5
丸亀,2R,1-3-5,2.47,96.4,238.2
桐生,7R,1-3-4,6.20,38.2,236.9
桐生,7R,3-2-1,4.61,51.4,236.9
江戸川,5R,1-3-4,6.61,35.8,236.8
尼崎,9R,1-2-3,9.03,26.1,235.7
江戸川,5R,1-4-3,4.12,57.2,235.7
丸亀,11R,3-1-6,3.52,66.9,235.5
尼崎,5R,1-4-2,4.31,54.5,234.8
丸亀,3R,2-1-3,4.61,50.9,234.7
常滑,9R,3-5-4,4.36,53.8,234.5
桐生,2R,2-1-3,3.44,68.2,234.3
尼崎,9R,3-1-2,2.94,79.6,234.2
大村,6R,1-3-2,7.71,30.3,233.6
下関,12R,2-1-3,2.71,86.1,233.4
常滑,2R,1-4-5,4.57,51.1,233.3
常滑,10R,1-2-4,12.21,19.1,233.3
鳴門,9R,1-5-2,5.32,43.8,233.0
桐生,12R,3-1-2,8.00,29.0,232.1
多摩川,9R,4-2-1,2.81,82.5,232.0
尼崎,7R,4-1-2,9.84,23.5,231.3
桐生,2R,3-2-1,3.56,64.9,231.0
常滑,8R,1-5-3,4.24,54.4,230.8
尼崎,3R,4-3-1,3.22,71.6,230.8
鳴門,12R,2-1-5,3.52,65.5,230.8
唐津,10R,1-5-4,6.86,33.6,230.5
多摩川,9R,2-4-1,2.39,96.3,230.3
津,8R,2-1-3,5.96,38.6,230.2
桐生,10R,1-2-4,7.62,30.2,230.1
芦屋,10R,1-4-2,12.43,18.5,229.9
多摩川,10R,3-1-2,4.66,49.3,229.8
多摩川,8R,1-2-4,5.17,44.4,229.6
津,9R,1-6-3,4.47,51.3,229.5
大村,4R,4-3-1,5.18,44.3,229.5
津,8R,1-2-5,7.45,30.8,229.4
下関,7R,1-3-2,8.05,28.5,229.4
唐津,10R,1-4-5,4.48,51.2,229.3
桐生,10R,2-1-5,7.45,30.7,228.8
津,10R,2-1-3,9.60,23.8,228.6
江戸川,8R,1-5-3,5.87,38.9,228.5
津,11R,4-1-3,4.54,50.3,228.4
大村,8R,1-5-6,2.42,94.5,228.4
下関,3R,3-1-2,7.73,29.5,228.2
常滑,10R,2-1-4,3.55,64.2,228.1
丸亀,12R,1-5-2,12.73,17.9,227.8
丸亀,3R,3-1-2,5.03,45.2,227.4
多摩川,7R,1-5-2,5.36,42.4,227.3
鳴門,12R,4-1-2,2.74,82.9,227.0
津,6R,2-1-5,4.44,51.0,226.4
尼崎,1R,1-5-3,2.73,82.9,226.1
桐生,12R,4-1-3,2.32,97.2,226.0
多摩川,5R,1-5-4,4.17,54.1,225.5
多摩川,9R,2-4-3,2.73,82.5,225.5
尼崎,11R,1-3-5,7.29,30.9,225.3
大村,5R,1-4-2,5.61,40.1,224.8
福岡,12R,3-1-4,11.58,19.4,224.6
唐津,12R,4-1-3,2.34,96.0,224.2
常滑,12R,1-2-3,9.46,23.7,224.2
桐生,11R,1-3-4,19.60,11.4,223.4
常滑,6R,3-1-5,3.33,67.0,223.4
津,5R,1-4-2,20.11,11.1,223.2
桐生,10R,2-1-6,5.88,37.9,222.8
桐生,5R,1-4-2,2.95,75.5,222.7
尼崎,5R,4-1-2,2.80,79.5,222.5
大村,3R,2-3-4,4.08,54.4,222.1
尼崎,5R,1-3-4,15.00,14.8,222.0
鳴門,2R,1-4-5,9.17,24.2,221.9
福岡,3R,1-3-4,13.46,16.4,220.8
桐生,12R,3-1-4,7.26,30.4,220.7
尼崎,6R,1-4-2,10.35,21.3,220.4
福岡,3R,1-2-3,5.44,40.5,220.3
多摩川,9R,4-1-3,4.10,53.7,220.2
福岡,4R,1-4-2,10.74,20.5,220.1
多摩川,7R,2-5-1,2.56,86.0,220.0
下関,10R,2-3-1,6.98,31.5,219.9
福岡,3R,1-3-6,3.80,57.9,219.8
多摩川,7R,1-2-4,3.62,60.7,219.5
丸亀,2R,1-3-2,8.96,24.5,219.5
下関,11R,3-1-2,2.77,79.1,219.4
尼崎,3R,1-4-3,6.91,31.7,219.1
唐津,10R,4-5-1,2.19,99.8,218.8
津,8R,2-1-6,6.75,32.3,217.9
尼崎,1R,3-5-1,3.06,71.1,217.8
江戸川,12R,1-2-4,12.71,17.1,217.4
下関,2R,2-1-3,2.39,90.9,217.4
江戸川,4R,2-1-4,8.62,25.2,217.3
下関,6R,2-1-3,3.32,65.5,217.1
大村,8R,1-5-4,3.01,72.0,217.0
丸亀,4R,1-5-2,7.53,28.8,216.9
鳴門,5R,2-1-3,5.88,36.9,216.9
下関,9R,1-4-2,6.12,35.4,216.7
常滑,7R,2-1-5,7.01,30.9,216.5
丸亀,9R,3-1-2,6.25,34.6,216.3
常滑,4R,2-3-1,7.27,29.7,215.8
唐津,10R,5-4-1,2.89,74.6,215.6
桐生,10R,1-6-2,2.23,96.8,215.5
下関,3R,1-3-2,11.34,19.0,215.5
唐津,12R,1-4-2,9.41,22.9,215.4
芦屋,6R,1-3-5,2.65,81.1,215.2
尼崎,9R,1-2-4,2.83,75.9,215.1
丸亀,12R,1-2-3,7.26,29.6,215.0
江戸川,5R,4-3-1,2.74,78.5,215.0
江戸川,12R,1-4-2,8.76,24.5,214.6
江戸川,5R,1-3-5,3.02,71.0,214.4
唐津,4R,2-1-3,2.85,75.2,214.3
丸亀,4R,1-2-4,4.65,46.1,214.3
尼崎,8R,1-2-5,7.38,29.0,214.2
下関,4R,1-3-2,11.14,19.2,213.9
江戸川,7R,4-1-2,6.74,31.7,213.5
尼崎,11R,3-1-5,3.00,70.8,212.6
江戸川,10R,1-2-5,11.65,18.2,212.0
常滑,10R,1-4-5,9.46,22.4,211.9
江戸川,5R,3-1-4,6.36,33.3,211.9
大村,9R,1-2-3,3.86,54.9,211.7
丸亀,11R,4-1-3,2.65,79.9,211.7
芦屋,10R,4-1-2,3.97,53.1,211.0
常滑,9R,4-3-5,3.09,68.3,211.0
津,11R,3-4-1,2.13,99.2,210.9
津,4R,1-5-4,3.50,60.3,210.8
江戸川,6R,2-1-3,10.86,19.4,210.7
桐生,3R,1-3-6,4.14,50.8,210.5
鳴門,9R,4-2-1,2.40,87.7,210.3
大村,8R,1-6-3,2.64,79.5,210.1
福岡,8R,1-2-3,5.03,41.7,209.9
常滑,4R,3-2-1,7.80,26.9,209.7
芦屋,4R,1-4-3,7.01,29.9,209.6
江戸川,6R,1-2-4,2.53,82.7,209.6
常滑,5R,1-5-2,7.84,26.7,209.3
大村,6R,2-3-1,4.13,50.6,209.1
常滑,6R,1-5-2,3.43,60.9,208.7
多摩川,10R,1-3-5,8.73,23.9,208.7
津,6R,1-2-5,4.54,45.9,208.6
唐津,4R,2-1-5,2.84,73.4,208.4
唐津,3R,1-2-4,3.37,61.8,208.3
下関,2R,2-3-1,2.23,93.3,208.2
下関,5R,1-2-4,4.84,43.0,208.1
桐生,1R,1-3-2,5.01,41.5,207.8
津,3R,3-5-1,3.54,58.6,207.7
尼崎,11R,1-4-5,7.54,27.5,207.5
芦屋,6R,1-2-3,2.23,92.9,207.3
桐生,1R,1-3-5,2.09,98.8,206.3
芦屋,3R,1-5-3,7.53,27.4,206.3
常滑,7R,1-5-2,2.80,73.5,206.0
津,9R,1-3-4,4.45,46.3,206.0
下関,12R,3-1-2,5.06,40.7,205.9
多摩川,11R,3-1-2,3.20,64.2,205.6
多摩川,8R,2-1-4,5.10,40.3,205.4
大村,7R,1-3-4,2.81,73.1,205.3
津,11R,3-1-4,3.90,52.6,205.1
桐生,9R,1-4-2,2.77,73.9,205.0
常滑,10R,1-5-4,7.73,26.5,204.8
丸亀,9R,3-2-1,2.22,92.4,204.7
桐生,8R,3-1-5,3.76,54.4,204.5
津,2R,4-1-2,5.07,40.3,204.1
鳴門,12R,1-2-4,13.61,15.0,204.1
桐生,6R,1-2-4,5.16,39.5,204.0
大村,3R,1-2-3,3.65,55.9,204.0
芦屋,10R,1-5-4,2.25,90.5,203.6
下関,12R,1-3-2,14.34,14.2,203.6
大村,8R,1-5-2,3.90,52.1,203.3
尼崎,2R,2-3-1,2.46,82.6,203.3
福岡,9R,1-2-4,11.15,18.2,202.9
大村,7R,1-3-2,4.70,43.2,202.9
江戸川,4R,4-1-2,4.24,47.7,202.4
丸亀,5R,3-6-1,2.28,88.8,202.3
唐津,7R,1-4-2,8.29,24.4,202.3
鳴門,7R,4-2-1,2.75,73.4,202.0
津,7R,2-1-3,4.75,42.5,201.9
多摩川,3R,1-2-3,15.59,12.9,201.1
桐生,12R,3-2-4,2.97,67.6,201.1
常滑,11R,1-4-5,4.02,50.0,201.0
桐生,12R,3-4-2,2.87,70.1,200.9
下関,6R,1-3-2,15.22,13.2,200.9
芦屋,7R,1-3-4,2.69,74.6,200.5
丸亀,2R,1-4-3,2.22,90.3,200.3
常滑,5R,1-6-2,2.95,68.0,200.3
桐生,10R,1-2-5,9.10,22.0,200.2
津,11R,3-1-2,2.36,84.7,200.0
多摩川,7R,1-5-4,4.20,47.6,199.9
桐生,5R,1-2-4,2.78,71.9,199.6
丸亀,3R,3-2-1,4.78,41.8,199.6
大村,3R,2-5-1,2.65,75.3,199.6
大村,12R,1-4-3,12.15,16.4,199.2
多摩川,5R,1-5-2,3.05,65.4,199.2
福岡,5R,1-4-2,7.03,28.3,198.9
鳴門,10R,1-4-2,2.88,69.0,198.8
福岡,5R,4-1-5,3.34,59.5,198.7
福岡,8R,1-5-2,2.55,78.0,198.7
福岡,6R,1-4-3,4.62,43.0,198.7
唐津,7R,4-1-3,2.93,67.8,198.6
大村,3R,2-4-1,4.56,43.5,198.4
尼崎,10R,3-1-4,2.67,74.2,198.2
大村,8R,1-4-2,8.92,22.2,198.0
江戸川,9R,2-1-5,8.35,23.7,197.8
丸亀,6R,4-1-2,8.99,22.0,197.8
芦屋,1R,1-5-2,2.30,86.0,197.8
福岡,7R,1-4-2,5.09,38.8,197.6
常滑,2R,1-4-3,4.53,43.6,197.6
下関,11R,2-1-3,2.98,66.1,196.8
江戸川,9R,5-1-3,2.33,84.6,196.7
津,9R,1-5-3,8.95,21.9,196.0
尼崎,7R,1-4-3,5.50,35.6,195.9
芦屋,10R,1-4-5,5.16,37.9,195.4
常滑,3R,1-2-5,2.50,78.2,195.2
丸亀,7R,1-4-3,6.72,29.0,194.9
常滑,7R,1-2-3,3.56,54.7,194.7
芦屋,9R,2-1-3,3.76,51.6,194.3
多摩川,11R,1-4-3,2.61,74.4,194.3
常滑,11R,1-2-4,7.38,26.3,194.2
津,5R,2-4-1,2.51,77.3,194.2
多摩川,4R,4-3-1,4.00,48.6,194.2
常滑,10R,4-1-5,2.81,69.0,194.1
津,4R,1-4-2,4.07,47.7,194.1
唐津,11R,3-4-1,4.94,39.3,194.0
津,8R,1-4-2,4.12,47.0,193.7
尼崎,5R,1-2-4,2.31,83.4,192.7
福岡,3R,3-1-4,3.70,52.0,192.5
福岡,11R,4-3-1,2.46,78.0,192.3
尼崎,7R,1-4-2,14.35,13.4,192.2
多摩川,8R,2-1-3,3.01,63.9,192.2
桐生,11R,3-1-4,5.02,38.3,192.1
多摩川,7R,1-2-5,5.10,37.7,192.1
唐津,6R,1-4-2,2.22,86.4,192.0
下関,8R,3-1-2,2.41,79.6,191.8
多摩川,10R,1-5-3,3.64,52.7,191.7
多摩川,9R,2-3-1,2.07,92.4,191.6
芦屋,6R,3-4-1,2.34,81.9,191.6
丸亀,11R,1-4-3,6.49,29.5,191.5
丸亀,11R,6-1-3,2.24,85.4,191.0
常滑,12R,1-4-3,8.34,22.9,190.9
桐生,5R,2-1-4,3.41,55.9,190.8
常滑,7R,2-1-4,8.11,23.5,190.6
下関,2R,3-2-1,3.25,58.7,190.6
