場,レース,買い目,推定確率%,オッズ(取得時),回収率%
大村,1R,4-1-2,10.52,90.7,954.5
大村,9R,4-1-2,14.01,67.5,945.6
宮島,10R,1-2-3,15.24,57.9,882.5
若松,7R,1-3-4,9.03,96.8,874.6
児島,8R,3-1-4,12.60,67.9,855.4
若松,3R,1-4-3,11.36,73.6,836.2
宮島,8R,1-4-3,9.35,87.7,819.9
児島,8R,1-3-4,20.42,39.7,810.7
若松,6R,1-4-2,14.04,56.1,787.4
若松,6R,1-2-4,8.71,86.7,754.8
多摩川,5R,4-1-2,7.89,89.4,705.7
児島,8R,1-3-2,9.60,69.7,668.9
宮島,8R,1-4-2,10.23,63.0,644.2
大村,1R,4-1-3,7.46,85.6,638.9
若松,11R,1-5-4,6.50,98.1,637.6
児島,2R,4-1-3,8.15,76.4,622.6
若松,2R,1-4-2,16.46,35.7,587.6
若松,6R,1-4-3,9.49,61.5,583.6
大村,7R,4-1-2,8.93,65.0,580.3
宮島,10R,1-2-5,8.71,66.3,577.6
児島,2R,1-4-2,6.82,84.3,574.9
若松,9R,1-4-2,15.44,35.6,549.5
住之江,7R,1-4-3,9.80,56.0,548.9
鳴門,6R,1-4-2,10.77,49.5,533.2
鳴門,4R,1-3-4,6.85,76.1,521.6
大村,9R,4-1-3,8.04,64.8,520.8
宮島,8R,1-2-4,8.77,59.3,519.9
若松,2R,1-2-4,13.26,39.1,518.6
多摩川,4R,4-1-2,7.05,73.1,515.3
浜名湖,5R,1-2-3,7.17,71.5,512.9
戸田,4R,1-2-4,5.46,93.4,510.3
児島,10R,3-1-2,6.52,77.2,503.0
戸田,8R,1-3-2,11.80,42.5,501.4
大村,5R,2-1-3,11.84,42.2,499.5
戸田,8R,1-3-4,6.73,74.1,498.4
芦屋,5R,1-3-2,6.83,72.6,496.1
大村,7R,4-2-1,5.00,98.8,494.1
浜名湖,6R,1-2-3,7.16,67.7,484.5
鳴門,8R,2-1-4,8.01,60.1,481.4
多摩川,5R,4-2-1,4.90,97.7,479.1
江戸川,5R,1-2-4,11.29,42.4,478.6
江戸川,5R,1-4-2,11.36,41.5,471.3
戸田,4R,1-2-5,7.34,64.2,471.1
宮島,8R,1-2-3,6.03,77.6,467.7
住之江,7R,1-4-2,5.38,86.9,467.7
江戸川,5R,1-4-3,5.39,86.7,467.6
住之江,4R,1-4-3,4.81,96.2,462.2
戸田,8R,3-1-2,13.27,34.4,456.5
多摩川,5R,1-4-2,6.99,64.6,451.3
宮島,8R,1-3-2,5.80,77.6,450.0
住之江,5R,1-2-4,5.35,83.1,444.7
宮島,8R,1-3-4,7.71,57.6,444.2
若松,6R,1-3-4,5.30,82.9,439.1
