場,レース,買い目,推定確率%,オッズ(取得時),回収率%
徳山,1R,3-1-2,4.83,80.1,386.9
戸田,11R,3-1-2,7.96,48.6,386.9
宮島,6R,4-1-3,6.09,63.3,385.5
児島,10R,1-3-2,22.13,17.4,385.1
蒲郡,6R,1-2-4,14.19,27.1,384.7
蒲郡,11R,3-1-4,5.36,71.5,383.1
児島,10R,2-1-3,4.32,88.4,381.8
蒲郡,4R,4-3-2,5.42,69.5,376.3
桐生,6R,1-4-3,7.72,48.7,376.2
尼崎,9R,1-3-2,11.74,31.7,372.2
蒲郡,3R,4-1-2,4.57,80.9,369.7
宮島,6R,3-1-4,13.19,27.9,368.0
びわこ,8R,1-2-4,8.28,44.4,367.6
大村,8R,4-1-2,3.87,94.9,366.8
桐生,6R,1-2-3,9.99,36.5,364.5
びわこ,3R,1-2-4,6.29,57.9,364.3
蒲郡,6R,1-4-2,7.36,49.3,362.7
尼崎,6R,1-2-4,8.29,43.2,357.9
芦屋,1R,3-1-2,4.61,77.6,357.7
蒲郡,11R,3-1-2,3.99,89.5,357.2
宮島,12R,3-1-4,5.37,66.1,355.3
宮島,11R,4-1-2,5.52,64.3,354.9
びわこ,8R,1-4-2,8.23,43.1,354.7
宮島,10R,1-3-5,11.54,30.7,354.2
宮島,7R,1-3-4,4.46,78.8,351.7
大村,6R,1-4-6,3.55,98.7,350.5
桐生,4R,1-2-3,10.19,34.4,350.5
児島,3R,1-4-2,4.62,75.6,349.5
芦屋,10R,5-1-4,4.73,73.7,348.3
桐生,3R,1-4-2,4.25,81.9,348.0
児島,9R,2-1-3,7.07,49.1,347.4
びわこ,12R,1-5-2,4.08,85.0,347.1
児島,8R,1-2-3,13.15,26.3,345.8
桐生,7R,1-2-3,25.69,13.4,344.3
戸田,2R,3-2-1,4.94,69.6,344.0
常滑,6R,1-3-2,5.69,60.4,343.8
芦屋,11R,1-2-5,7.58,45.3,343.4
児島,3R,1-4-5,3.44,99.1,341.1
児島,9R,2-3-1,5.48,62.2,340.9
桐生,12R,3-1-2,3.85,88.5,340.5
常滑,3R,4-1-2,4.43,76.5,339.0
住之江,10R,1-4-2,14.59,23.2,338.6
びわこ,7R,3-2-1,4.59,73.8,338.5
蒲郡,3R,4-2-1,3.36,99.7,334.8
常滑,2R,3-2-1,5.07,66.1,334.8
蒲郡,3R,2-1-4,9.13,36.6,334.2
住之江,10R,1-2-4,8.83,37.8,333.7
宮島,8R,2-1-5,5.23,63.7,333.4
桐生,4R,1-4-2,6.33,52.4,331.6
芦屋,10R,1-4-5,4.61,71.8,331.3
蒲郡,5R,4-1-3,10.28,32.2,331.1
宮島,6R,1-3-4,12.27,26.8,328.9
芦屋,8R,3-1-2,3.69,88.8,327.8
児島,12R,4-1-3,5.40,60.6,327.5
桐生,4R,1-3-2,4.01,81.5,326.9
常滑,10R,1-4-3,15.41,21.2,326.8
戸田,7R,1-2-4,6.76,48.2,325.7
児島,3R,1-3-4,10.67,30.5,325.5
びわこ,10R,1-2-4,13.44,24.2,325.1
蒲郡,7R,1-4-2,17.78,18.1,321.9
戸田,10R,3-1-2,4.65,69.1,321.5
大村,5R,1-4-3,6.71,47.9,321.3
びわこ,2R,4-1-2,5.97,53.8,321.1
住之江,2R,1-3-2,6.39,50.1,320.3
桐生,8R,1-3-2,10.59,30.2,319.7
常滑,6R,1-2-3,4.36,73.1,319.0
宮島,8R,1-2-5,4.86,65.3,317.1
戸田,6R,1-4-3,6.65,47.5,316.1
芦屋,2R,1-3-2,9.28,34.0,315.6
大村,9R,2-3-1,4.97,63.5,315.6
児島,10R,1-2-3,16.10,19.5,314.0
宮島,7R,1-4-5,4.68,67.0,313.5
びわこ,8R,4-1-2,5.47,57.3,313.4
徳山,8R,4-2-3,4.67,66.7,311.7
芦屋,4R,2-1-3,8.25,37.8,311.7
住之江,11R,2-5-1,5.77,53.9,311.2
大村,10R,1-4-3,10.40,29.9,310.9
戸田,12R,1-5-2,5.85,52.7,308.3
宮島,9R,2-1-3,5.89,52.3,307.9
桐生,9R,4-1-3,4.09,75.3,307.8
宮島,8R,2-1-4,6.71,45.8,307.3
宮島,7R,1-3-5,8.71,35.2,306.6
常滑,5R,1-3-2,5.49,55.4,304.4
芦屋,2R,1-3-5,5.63,53.9,303.6
戸田,11R,1-3-4,9.23,32.9,303.5
宮島,3R,2-6-1,3.70,81.8,302.9
尼崎,5R,1-5-2,3.57,84.3,300.8
常滑,11R,3-1-2,3.38,88.7,299.7
びわこ,10R,2-1-4,5.81,51.2,297.6
戸田,6R,1-3-2,8.40,35.4,297.5
宮島,12R,1-3-5,10.02,29.6,296.6
大村,3R,2-1-3,7.11,41.7,296.6
戸田,6R,2-1-4,3.85,77.0,296.3
びわこ,12R,1-2-5,6.27,46.9,294.1
大村,5R,2-1-4,3.80,77.2,293.7
大村,9R,2-1-3,3.97,74.0,293.5
宮島,11R,1-4-3,11.97,24.5,293.4
宮島,6R,3-4-1,9.02,32.5,293.2
びわこ,9R,2-1-3,7.08,41.4,292.9
宮島,6R,3-1-5,3.47,84.4,292.7
戸田,2R,1-3-2,5.31,55.1,292.5
蒲郡,9R,2-1-5,4.24,68.8,291.8
大村,12R,3-1-2,5.00,58.1,290.8
桐生,8R,1-3-4,6.26,46.4,290.5
尼崎,9R,1-4-3,7.05,41.2,290.5
尼崎,9R,1-3-4,12.20,23.8,290.5
住之江,4R,2-3-1,4.70,61.5,289.3
徳山,1R,3-1-4,5.05,57.2,288.8
戸田,6R,2-1-3,4.04,71.5,288.7
大村,5R,1-4-2,6.23,46.3,288.5
芦屋,4R,2-1-4,4.44,64.9,288.4
徳山,5R,1-4-3,5.77,49.9,288.1
尼崎,4R,4-1-2,4.36,65.9,287.6
戸田,8R,1-4-3,10.85,26.5,287.6
桐生,2R,1-4-2,7.03,40.9,287.4
徳山,12R,4-1-2,3.10,92.8,287.3
尼崎,4R,4-1-3,11.62,24.7,287.0
住之江,11R,2-1-5,7.56,37.9,286.3
住之江,2R,1-4-3,2.99,95.4,285.7
児島,6R,1-4-3,8.53,33.4,285.0
蒲郡,5R,4-3-1,4.39,64.9,284.9
住之江,8R,1-3-2,12.64,22.5,284.4
尼崎,5R,2-1-4,4.56,62.0,282.5
住之江,7R,3-1-2,6.27,44.8,280.8
常滑,7R,2-1-3,5.24,53.5,280.1
戸田,12R,1-5-6,5.33,52.5,279.9
びわこ,6R,2-4-1,3.96,70.7,279.8
桐生,7R,1-2-4,11.05,25.3,279.7
児島,8R,1-4-2,2.84,98.2,278.7
戸田,6R,1-3-4,6.81,40.9,278.4
戸田,4R,2-1-3,4.84,57.4,278.1
びわこ,6R,4-1-2,7.23,38.4,277.8
蒲郡,5R,3-1-4,5.37,51.7,277.7
戸田,2R,1-2-3,11.28,24.6,277.5
桐生,10R,1-4-3,12.62,21.9,276.4
住之江,11R,2-1-4,4.51,61.2,276.1
戸田,6R,1-2-3,9.17,30.1,276.0
常滑,4R,4-1-3,3.94,70.0,275.5
戸田,10R,1-3-2,11.86,23.2,275.3
芦屋,7R,1-4-2,12.43,22.1,274.8
桐生,5R,2-3-1,6.13,44.7,274.2
常滑,1R,1-5-2,4.19,65.3,273.9
住之江,11R,5-2-1,4.29,63.7,273.4
徳山,9R,2-4-1,3.38,80.7,273.0
宮島,2R,4-3-1,3.69,74.0,272.9
芦屋,12R,2-1-5,4.99,54.6,272.6
徳山,8R,2-4-3,5.42,50.2,272.3
宮島,7R,1-5-3,9.86,27.6,272.1
住之江,3R,1-3-2,9.05,30.0,271.6
児島,3R,1-2-4,3.33,81.5,271.4
びわこ,9R,2-3-1,4.08,66.4,271.2
宮島,11R,4-1-3,7.00,38.7,271.1
桐生,5R,2-1-5,5.13,52.8,270.9
びわこ,10R,4-1-3,2.85,95.1,270.7
常滑,7R,2-1-6,4.10,65.7,269.6
大村,2R,3-1-4,6.42,42.0,269.6
戸田,10R,2-1-3,3.21,84.0,269.5
桐生,5R,2-5-1,2.93,91.8,269.4
住之江,7R,2-3-4,4.86,55.3,268.8
住之江,3R,1-2-4,3.33,80.6,268.7
住之江,5R,1-6-4,2.90,92.6,268.7
芦屋,2R,1-2-5,5.09,52.8,268.5
蒲郡,1R,4-3-1,2.90,92.5,268.1
蒲郡,4R,4-1-3,4.49,59.4,266.8
大村,12R,4-1-2,2.69,98.8,266.2
大村,4R,3-1-2,6.43,41.3,265.7
芦屋,11R,2-1-5,6.27,42.3,265.4
宮島,4R,1-2-4,3.88,68.2,264.8
戸田,3R,2-3-1,6.58,40.2,264.5
宮島,7R,1-4-3,3.75,70.5,264.5
蒲郡,2R,2-1-4,8.02,32.9,264.0
蒲郡,7R,1-4-5,10.15,26.0,263.9
児島,8R,2-1-4,8.37,31.5,263.6
戸田,9R,1-4-2,10.49,25.1,263.4
びわこ,5R,1-5-2,4.92,53.4,262.6
宮島,2R,4-1-3,4.52,58.0,262.3
常滑,2R,3-1-2,4.86,53.9,262.0
芦屋,5R,1-4-3,17.23,15.2,261.9
宮島,9R,1-5-2,5.72,45.5,260.2
戸田,1R,5-1-4,2.77,93.9,260.1
桐生,4R,1-2-6,3.19,81.5,259.9
大村,6R,1-3-4,5.69,45.5,259.1
住之江,1R,1-2-3,10.20,25.4,259.0
桐生,2R,3-1-2,3.23,79.9,258.0
常滑,7R,1-5-2,5.30,48.5,257.1
桐生,7R,1-2-6,3.21,80.1,257.0
児島,3R,4-1-3,3.35,76.4,256.2
戸田,9R,1-4-3,4.21,60.8,256.2
桐生,5R,1-2-5,3.52,72.6,255.7
芦屋,7R,4-1-2,5.17,49.4,255.3
住之江,9R,1-4-5,6.34,40.2,254.8
児島,5R,2-5-1,3.86,65.8,254.1
常滑,7R,1-2-3,6.85,37.1,254.0
徳山,4R,4-1-2,4.96,51.1,253.3
住之江,7R,2-3-1,7.96,31.8,253.2
宮島,7R,3-1-5,3.97,63.8,253.0
宮島,10R,3-1-2,14.70,17.2,252.9
住之江,12R,1-6-2,4.78,52.8,252.5
蒲郡,1R,4-1-3,2.72,92.5,251.2
芦屋,12R,5-1-2,5.58,45.0,251.2
蒲郡,4R,3-4-1,3.50,71.7,250.8
蒲郡,1R,5-3-4,2.92,85.9,250.8
びわこ,9R,2-1-4,3.62,69.3,250.6
芦屋,2R,1-2-3,8.97,27.9,250.4
戸田,7R,1-4-2,8.02,31.2,250.3
徳山,11R,4-1-2,3.76,66.6,250.2
住之江,3R,1-2-3,8.01,31.2,249.9
びわこ,2R,4-2-1,2.92,85.5,249.9
住之江,1R,1-4-3,5.23,47.8,249.8
住之江,9R,1-4-3,8.05,31.0,249.7
住之江,8R,1-2-4,5.89,42.4,249.6
びわこ,8R,1-2-5,3.47,71.6,248.5
びわこ,10R,1-4-2,14.12,17.6,248.5
宮島,12R,1-5-3,6.47,38.4,248.4
常滑,1R,1-4-5,6.38,38.9,248.3
尼崎,1R,4-1-3,2.88,86.2,247.9
戸田,9R,1-2-4,10.68,23.2,247.8
蒲郡,2R,2-1-5,4.97,49.8,247.7
尼崎,2R,1-3-5,4.30,57.6,247.6
徳山,5R,1-3-4,5.29,46.8,247.5
蒲郡,1R,4-5-3,3.24,76.4,247.2
大村,6R,1-4-2,4.17,59.2,247.1
常滑,1R,1-5-3,4.70,52.6,247.1
児島,6R,1-4-5,3.79,65.1,247.1
桐生,9R,1-4-3,6.80,36.3,246.9
戸田,4R,1-3-2,5.71,43.2,246.6
宮島,7R,1-2-5,2.85,86.5,246.5
びわこ,7R,3-4-2,3.77,65.2,246.0
蒲郡,10R,4-1-3,3.14,78.4,245.8
児島,6R,1-2-3,9.81,25.0,245.2
大村,7R,1-4-3,3.05,80.2,244.8
住之江,1R,2-1-4,3.46,70.7,244.5
蒲郡,5R,3-4-1,3.51,69.4,243.9
大村,1R,1-2-4,18.04,13.5,243.6
桐生,6R,1-3-2,10.49,23.2,243.3
戸田,4R,1-2-3,7.21,33.7,242.9
宮島,6R,1-3-5,3.23,75.2,242.6
びわこ,7R,3-1-2,3.90,62.1,242.3
児島,7R,1-2-3,4.57,52.9,241.9
蒲郡,7R,1-5-4,5.09,47.3,240.7
住之江,2R,1-2-3,3.83,62.6,240.0
芦屋,11R,3-1-2,3.17,75.6,240.0
宮島,10R,3-1-5,9.51,25.2,239.6
大村,6R,3-1-4,2.63,91.1,239.4
児島,5R,1-2-5,5.25,45.6,239.3
桐生,3R,1-4-5,2.92,81.9,239.0
戸田,4R,1-2-5,5.78,41.3,238.7
芦屋,7R,4-1-3,9.25,25.8,238.7
徳山,10R,2-1-5,2.70,88.3,238.4
住之江,3R,1-4-2,2.49,95.8,238.1
宮島,12R,3-1-2,2.54,93.7,238.0
住之江,5R,1-5-3,3.51,67.7,237.8
桐生,4R,2-1-3,8.30,28.6,237.4
常滑,5R,3-1-5,6.46,36.7,237.0
児島,11R,2-1-3,4.76,49.7,236.5
徳山,12R,2-1-4,3.55,66.6,236.5
住之江,7R,4-2-3,2.39,99.0,236.4
びわこ,11R,1-2-3,25.69,9.2,236.4
尼崎,5R,1-2-5,4.17,56.6,236.2
戸田,2R,1-2-4,3.44,68.6,236.0
尼崎,10R,2-1-5,2.61,90.5,235.9
桐生,8R,2-1-3,3.22,73.2,235.9
蒲郡,8R,1-4-3,7.05,33.4,235.6
住之江,10R,4-1-2,6.37,36.9,235.2
児島,7R,1-3-4,2.40,97.9,235.1
びわこ,9R,3-1-2,3.25,72.4,235.0
常滑,8R,4-1-2,2.66,88.3,234.7
尼崎,3R,1-4-5,2.61,89.8,234.5
桐生,2R,4-1-2,4.67,50.2,234.5
戸田,1R,5-4-1,2.71,86.6,234.5
戸田,11R,1-4-3,4.04,57.9,234.0
児島,1R,1-5-2,3.79,61.7,233.9
蒲郡,10R,4-1-2,2.47,94.3,232.8
蒲郡,1R,4-5-1,2.82,82.5,232.2
戸田,4R,2-1-5,3.88,59.7,231.9
常滑,8R,5-4-2,2.46,94.0,231.2
戸田,2R,2-1-3,13.81,16.7,230.7
蒲郡,9R,6-1-2,2.48,92.6,230.0
児島,6R,1-3-4,11.16,20.6,229.9
児島,6R,1-5-4,3.52,65.1,229.2
常滑,11R,1-5-2,6.11,37.5,229.1
大村,3R,1-2-3,8.01,28.6,229.1
住之江,6R,1-4-3,4.92,46.5,228.9
びわこ,7R,3-1-4,2.81,81.5,228.9
住之江,4R,3-2-1,8.11,28.2,228.8
蒲郡,3R,1-4-2,7.75,29.5,228.6
徳山,3R,3-2-1,4.55,50.2,228.4
桐生,3R,1-4-3,5.30,43.0,228.1
児島,3R,1-5-4,2.33,97.8,228.0
芦屋,8R,3-1-4,3.08,74.0,227.8
びわこ,5R,1-5-4,9.30,24.5,227.7
住之江,8R,1-4-2,6.83,33.3,227.3
びわこ,5R,4-1-5,3.61,63.0,227.2
宮島,9R,1-5-3,4.10,55.4,227.1
蒲郡,4R,3-4-2,3.98,57.1,227.1
桐生,8R,1-4-2,3.93,57.7,226.9
桐生,5R,2-1-3,9.10,24.9,226.5
常滑,4R,1-4-3,5.36,42.2,226.4
桐生,8R,1-2-3,9.63,23.5,226.3
蒲郡,2R,1-2-3,12.71,17.8,226.3
蒲郡,12R,4-1-5,6.31,35.8,226.0
桐生,1R,1-5-2,7.63,29.6,225.8
常滑,8R,5-4-1,3.87,58.3,225.7
戸田,12R,1-6-5,3.26,69.0,225.0
常滑,11R,1-2-5,4.99,45.0,224.7
戸田,8R,1-3-4,8.08,27.8,224.6
戸田,6R,1-2-5,2.82,79.6,224.4
徳山,10R,1-2-5,4.68,47.9,224.4
尼崎,7R,4-1-3,11.92,18.8,224.1
戸田,9R,2-1-4,5.43,41.2,223.7
びわこ,11R,1-2-5,7.57,29.5,223.4
大村,4R,3-2-1,5.11,43.7,223.1
常滑,2R,2-3-1,6.20,36.0,223.0
桐生,8R,1-4-3,4.68,47.6,222.8
宮島,11R,1-4-6,2.34,95.0,222.6
蒲郡,4R,4-2-3,5.44,40.7,221.3
宮島,10R,1-3-4,7.57,29.2,221.1
住之江,5R,1-3-5,3.52,62.8,221.0
住之江,3R,3-4-1,2.30,95.8,220.8
徳山,11R,1-4-2,6.91,31.9,220.5
蒲郡,8R,1-5-3,3.66,60.1,220.3
常滑,6R,1-3-5,8.08,27.2,219.9
蒲郡,9R,2-6-1,2.46,89.5,219.7
蒲郡,8R,4-1-3,2.41,91.2,219.7
蒲郡,12R,1-5-4,6.37,34.5,219.7
芦屋,12R,2-5-1,2.42,90.8,219.4
桐生,8R,1-3-5,6.92,31.7,219.3
桐生,1R,1-2-5,10.09,21.7,219.0
住之江,8R,1-2-3,8.55,25.6,218.9
住之江,3R,2-1-4,2.71,80.6,218.8
常滑,11R,1-5-3,12.06,18.1,218.4
児島,11R,3-1-2,3.50,62.3,218.2
徳山,8R,2-3-1,3.74,58.4,218.2
大村,1R,1-4-2,10.67,20.4,217.7
蒲郡,5R,1-4-3,14.98,14.5,217.2
芦屋,6R,6-1-2,2.56,84.7,217.0
蒲郡,12R,5-1-4,2.75,78.9,216.9
児島,1R,1-5-4,3.67,59.0,216.5
徳山,4R,2-1-4,6.07,35.6,216.0
戸田,7R,1-5-2,4.69,46.0,215.8
尼崎,11R,3-2-1,4.06,53.2,215.7
尼崎,1R,1-4-3,4.45,48.4,215.3
宮島,7R,1-5-2,4.26,50.6,215.3
戸田,8R,4-1-2,4.25,50.6,215.0
住之江,1R,1-4-2,5.72,37.6,215.0
住之江,2R,3-1-2,3.97,54.1,214.6
住之江,1R,1-2-4,7.09,30.2,214.3
大村,12R,2-1-4,5.36,39.8,213.2
びわこ,5R,1-4-5,7.32,29.1,213.1
徳山,3R,3-1-2,10.05,21.2,213.0
戸田,11R,4-1-3,2.20,96.6,213.0
びわこ,11R,1-2-4,10.04,21.2,212.8
桐生,2R,4-1-3,3.02,70.3,212.6
戸田,3R,2-4-1,3.00,70.8,212.3
大村,8R,1-3-2,4.74,44.7,211.8
大村,10R,2-1-4,2.52,84.0,211.5
尼崎,9R,3-1-2,3.57,59.2,211.5
桐生,5R,1-2-4,2.91,72.6,211.4
蒲郡,2R,1-2-4,17.47,12.1,211.3
徳山,10R,2-1-3,6.65,31.8,211.3
尼崎,10R,2-1-3,8.31,25.4,211.1
徳山,8R,2-1-4,3.99,52.9,211.1
びわこ,10R,4-2-1,2.30,91.8,211.0
桐生,10R,4-1-3,5.89,35.8,210.9
戸田,1R,1-5-4,3.53,59.7,210.8
びわこ,6R,4-2-3,4.41,47.7,210.5
戸田,5R,1-4-2,9.07,23.2,210.4
尼崎,7R,3-1-4,3.87,54.4,210.3
常滑,5R,1-3-4,7.01,30.0,210.2
蒲郡,7R,1-3-4,4.88,43.1,210.2
児島,9R,1-3-2,10.40,20.2,210.2
常滑,9R,1-2-4,7.02,29.9,210.0
大村,8R,1-2-3,6.97,30.1,209.7
蒲郡,1R,4-3-5,3.27,64.1,209.4
蒲郡,1R,5-1-4,2.39,87.7,209.2
芦屋,4R,3-1-2,3.63,57.6,209.1
宮島,2R,3-1-2,2.36,88.5,208.9
住之江,9R,4-2-1,2.79,74.9,208.7
常滑,3R,2-4-1,8.96,23.3,208.7
尼崎,1R,3-1-2,5.48,38.0,208.3
びわこ,3R,2-1-4,3.62,57.4,207.9
戸田,12R,5-1-6,2.08,100.0,207.6
児島,1R,4-1-2,5.33,38.9,207.5
大村,7R,1-4-6,3.30,62.8,207.1
芦屋,7R,1-4-3,22.26,9.3,207.0
桐生,11R,1-4-2,13.25,15.6,206.7
桐生,10R,1-3-4,15.42,13.4,206.6
びわこ,11R,1-5-2,3.21,64.2,206.4
びわこ,5R,5-4-1,2.20,93.8,206.2
芦屋,1R,1-4-2,2.17,95.0,206.2
住之江,10R,1-3-4,4.14,49.8,206.0
尼崎,8R,1-4-3,13.62,15.1,205.7
戸田,2R,2-3-1,8.15,25.2,205.4
大村,12R,3-2-1,2.91,70.5,205.0
びわこ,8R,1-5-2,2.47,82.9,204.9
児島,8R,1-2-5,3.12,65.4,204.1
蒲郡,12R,1-4-5,11.08,18.4,203.9
戸田,7R,1-2-5,4.63,44.0,203.5
芦屋,11R,1-5-2,2.78,73.3,203.5
桐生,6R,1-3-4,8.75,23.2,202.9
蒲郡,9R,2-1-6,4.78,42.4,202.9
住之江,2R,1-5-3,8.52,23.8,202.8
びわこ,10R,1-3-4,4.42,45.9,202.7
芦屋,12R,5-1-3,2.94,68.8,202.5
住之江,3R,1-3-4,4.50,45.0,202.5
徳山,5R,1-4-2,6.77,29.9,202.4
常滑,8R,1-4-3,2.15,94.0,201.8
常滑,12R,1-5-2,2.61,77.3,201.7
常滑,4R,2-4-1,2.98,67.7,201.7
蒲郡,4R,4-2-1,4.82,41.8,201.6
戸田,9R,4-1-2,5.28,38.1,201.3
大村,11R,2-1-5,6.91,29.1,201.2
桐生,1R,2-1-5,5.39,37.3,201.0
大村,2R,3-4-1,3.05,65.8,200.6
宮島,6R,1-4-3,7.69,26.0,199.9
戸田,8R,1-4-6,4.11,48.6,199.8
尼崎,3R,1-4-3,2.04,97.9,199.7
びわこ,8R,1-4-3,3.60,55.3,199.3
大村,6R,1-6-4,3.20,62.3,199.3
常滑,7R,5-1-2,2.78,71.7,199.3
びわこ,6R,4-2-1,7.16,27.8,199.1
戸田,9R,1-3-4,3.01,66.0,198.5
蒲郡,12R,4-1-2,2.19,90.7,198.3
びわこ,9R,3-2-1,2.99,66.4,198.3
戸田,3R,1-2-3,6.93,28.6,198.2
住之江,2R,1-3-4,5.24,37.8,197.9
大村,1R,1-5-2,2.07,95.6,197.8
児島,5R,2-1-5,4.16,47.4,197.1
桐生,3R,4-1-3,4.13,47.7,196.9
常滑,5R,1-3-5,4.84,40.6,196.7
児島,4R,1-4-3,3.56,55.3,196.6
児島,11R,2-1-4,2.25,87.2,196.5
徳山,6R,4-1-2,3.76,52.3,196.4
大村,7R,2-1-3,2.58,76.0,196.4
住之江,9R,4-1-3,7.52,26.1,196.3
児島,8R,3-1-2,2.40,81.6,196.1
桐生,4R,2-3-1,2.67,73.4,196.0
徳山,11R,3-1-4,1.99,98.6,196.0
宮島,12R,1-3-4,13.24,14.8,196.0
芦屋,5R,1-4-5,3.00,65.4,196.0
大村,12R,1-4-2,5.56,35.2,195.9
児島,5R,1-5-4,3.53,55.3,195.5
住之江,1R,2-1-3,4.97,39.3,195.4
芦屋,1R,1-4-3,3.39,57.6,195.3
蒲郡,7R,4-1-2,5.34,36.5,194.9
桐生,11R,2-1-4,2.50,78.1,194.9
桐生,5R,2-1-4,4.24,45.9,194.8
芦屋,2R,1-5-4,3.47,56.1,194.7
びわこ,6R,4-2-5,2.20,88.3,194.6
戸田,3R,1-2-4,3.67,53.0,194.4
住之江,7R,3-2-4,4.75,40.9,194.2
徳山,8R,3-2-1,3.04,63.7,193.9
児島,6R,1-2-4,5.57,34.8,193.8
尼崎,9R,1-3-5,4.32,44.8,193.8
桐生,5R,2-4-1,2.33,83.0,193.5
尼崎,5R,2-4-1,2.76,70.1,193.5
児島,9R,1-2-3,9.30,20.8,193.4
児島,12R,1-4-3,13.23,14.6,193.1
常滑,2R,2-3-4,2.92,66.2,193.1
桐生,9R,1-3-4,8.17,23.6,192.9
児島,4R,3-2-1,3.06,62.9,192.8
戸田,10R,1-3-4,7.06,27.3,192.6
大村,7R,1-2-4,8.56,22.5,192.6
児島,8R,3-2-1,2.25,85.5,192.6
桐生,2R,1-2-4,8.03,24.0,192.6
住之江,12R,2-1-6,6.05,31.8,192.4
常滑,10R,3-1-4,6.35,30.3,192.4
蒲郡,3R,2-1-3,5.94,32.4,192.3
常滑,7R,1-2-6,5.37,35.8,192.1
びわこ,2R,2-4-1,2.67,71.9,192.1
桐生,10R,1-4-2,4.30,44.6,191.9
常滑,4R,4-1-2,6.03,31.8,191.8
宮島,2R,4-1-2,5.79,33.1,191.7
大村,8R,1-3-4,3.97,48.2,191.6
常滑,9R,1-4-2,3.34,57.4,191.5
児島,11R,1-2-3,9.25,20.7,191.5
大村,12R,2-1-3,7.81,24.5,191.4
常滑,8R,5-4-3,3.28,58.3,191.4
戸田,4R,1-5-2,4.22,45.3,191.3
戸田,10R,1-4-3,4.59,41.7,191.3
住之江,3R,3-1-2,8.00,23.9,191.2
尼崎,6R,2-1-4,2.80,68.1,191.0
常滑,3R,2-3-1,3.40,56.2,190.9
住之江,10R,4-1-3,3.53,54.1,190.8
常滑,2R,4-1-2,2.50,76.3,190.7
びわこ,5R,5-1-4,5.21,36.6,190.5
戸田,9R,1-5-4,2.42,78.7,190.4
芦屋,12R,2-1-3,2.33,81.6,190.3
戸田,3R,2-1-4,6.70,28.4,190.3
宮島,3R,4-2-1,2.12,89.9,190.2
大村,2R,1-5-4,2.26,84.1,190.1
尼崎,10R,1-2-5,6.78,28.0,189.9
宮島,2R,3-1-4,2.91,65.1,189.7
びわこ,12R,1-5-3,1.98,95.4,189.1
びわこ,7R,2-4-1,2.12,88.9,188.8
尼崎,7R,4-1-2,5.59,33.8,188.8
徳山,11R,1-4-3,5.20,36.3,188.8
常滑,10R,1-4-5,4.97,37.9,188.5
住之江,12R,3-1-2,2.35,80.3,188.4
常滑,6R,1-5-6,2.71,69.5,188.2
児島,11R,1-2-5,5.21,36.1,188.2
大村,5R,4-1-2,3.93,47.9,188.2
尼崎,9R,1-4-2,2.42,77.8,188.1
