場,レース,買い目,推定確率%,オッズ(取得時),回収率%
戸田,10R,1-4-2,17.75,69.9,1241.0
平和島,5R,1-2-5,9.32,96.0,894.4
児島,7R,1-4-3,8.81,89.9,792.1
桐生,2R,1-2-3,8.47,90.0,762.1
唐津,9R,1-2-5,7.84,94.2,738.1
桐生,2R,2-1-3,7.82,90.0,704.0
下関,7R,1-2-4,8.35,83.5,697.0
戸田,8R,1-4-2,6.80,99.7,678.2
戸田,8R,1-2-4,7.36,91.4,673.2
唐津,8R,1-3-2,7.83,80.9,633.6
桐生,5R,1-4-2,7.74,79.7,617.1
住之江,5R,1-2-3,14.96,40.2,601.5
唐津,8R,1-2-3,6.82,87.9,599.2
尼崎,7R,4-1-3,7.06,84.2,594.8
戸田,10R,4-1-2,9.35,62.1,580.8
大村,3R,1-4-2,5.95,97.1,577.4
戸田,10R,1-2-4,9.40,61.0,573.2
蒲郡,8R,1-4-2,9.78,58.4,571.2
住之江,5R,1-2-4,5.83,95.9,559.4
戸田,11R,1-4-2,7.03,79.5,559.0
児島,3R,3-1-2,5.90,92.9,548.4
福岡,8R,1-4-3,6.91,78.5,542.3
尼崎,9R,4-1-3,7.08,75.0,531.2
児島,7R,1-3-4,9.75,54.2,528.5
唐津,9R,2-1-4,5.38,97.7,525.9
平和島,10R,1-5-2,5.86,89.6,525.4
児島,8R,3-1-2,5.39,96.6,521.0
戸田,8R,1-2-3,5.78,89.9,519.7
平和島,8R,1-3-4,9.12,56.9,518.9
蒲郡,6R,1-2-4,11.96,42.8,512.0
児島,8R,2-1-3,8.12,60.8,493.8
戸田,9R,4-1-3,6.10,80.9,493.4
常滑,4R,1-3-4,8.18,59.7,488.3
蒲郡,6R,1-4-2,7.59,64.2,487.4
平和島,7R,3-1-2,6.70,71.8,481.1
下関,6R,1-2-3,5.13,92.0,472.3
大村,5R,3-1-2,7.10,66.3,470.7
平和島,1R,1-2-4,9.22,51.0,470.2
平和島,5R,1-5-2,5.86,80.0,468.5
蒲郡,4R,3-1-2,4.73,98.8,467.6
戸田,4R,1-4-2,13.18,35.4,466.7
戸田,9R,1-4-3,7.04,65.5,461.4
江戸川,6R,1-2-4,12.90,35.7,460.6
尼崎,11R,2-1-4,8.24,55.6,458.0
蒲郡,4R,1-2-3,5.64,81.2,457.6
平和島,1R,1-4-2,6.33,72.1,456.2
蒲郡,8R,1-4-3,7.59,59.7,453.4
蒲郡,9R,1-4-3,8.72,51.5,449.1
平和島,6R,1-2-5,6.83,65.7,448.4
下関,7R,1-2-5,5.77,77.6,447.6
常滑,2R,3-1-5,4.60,96.6,444.1
戸田,6R,3-2-1,6.41,69.3,444.0
蒲郡,9R,1-2-4,4.62,95.9,442.8
住之江,8R,4-1-3,6.63,66.5,441.2
戸田,12R,1-4-3,9.95,44.0,437.9
戸田,11R,1-2-4,8.23,53.0,436.2
尼崎,7R,1-4-3,14.61,29.7,434.1
常滑,2R,1-5-3,7.91,54.8,433.3
児島,7R,1-4-2,7.51,57.7,433.1
尼崎,11R,4-1-2,7.71,56.1,432.3
戸田,11R,1-4-3,5.79,74.6,432.1
蒲郡,6R,1-2-3,4.47,96.3,430.4
唐津,9R,1-5-2,4.53,94.9,429.9
尼崎,6R,2-1-3,6.74,63.3,426.9
下関,10R,1-3-4,5.86,72.7,426.3
桐生,2R,2-3-1,5.68,74.4,422.7
尼崎,9R,4-3-1,5.09,82.7,420.6
福岡,6R,4-1-2,5.27,79.2,417.7
住之江,5R,2-1-3,7.41,56.2,416.7
常滑,2R,1-3-5,6.39,65.2,416.5
桐生,1R,2-1-3,5.77,71.7,413.7
常滑,4R,1-4-2,5.29,77.6,410.3
蒲郡,4R,2-1-3,4.14,98.8,409.5
福岡,6R,1-4-2,7.84,51.8,406.0
平和島,7R,1-2-3,4.97,81.5,404.9
戸田,3R,1-2-4,6.10,65.8,401.6
平和島,1R,2-1-4,4.49,89.4,401.1
蒲郡,3R,2-1-4,4.81,83.3,401.1
下関,11R,4-1-2,4.16,96.1,399.7
戸田,7R,1-4-3,12.59,31.6,398.0
戸田,9R,1-3-4,9.63,41.1,395.9
桐生,11R,2-1-3,7.78,50.6,393.7
浜名湖,7R,3-1-2,9.02,43.5,392.3
戸田,3R,1-2-5,4.36,88.9,388.0
住之江,3R,4-2-3,5.14,75.2,386.2
戸田,6R,3-1-2,8.18,47.1,385.4
唐津,5R,2-1-5,7.24,53.1,384.6
唐津,9R,1-2-4,8.49,45.3,384.5
桐生,11R,3-2-1,4.53,84.4,382.0
戸田,9R,4-3-1,6.70,56.9,381.0
蒲郡,2R,1-2-5,6.57,57.9,380.2
浜名湖,4R,1-5-2,6.27,60.6,380.1
福岡,12R,2-1-4,6.25,60.6,378.7
大村,3R,4-1-2,4.65,81.3,378.0
平和島,12R,1-4-2,7.95,47.4,377.0
蒲郡,3R,2-1-3,8.37,45.0,376.6
大村,11R,1-3-2,10.01,37.6,376.4
平和島,7R,2-1-3,4.49,83.7,376.0
平和島,6R,1-2-3,11.81,31.8,375.5
大村,9R,1-4-3,6.20,60.5,375.0
平和島,6R,1-5-2,4.15,90.3,374.8
福岡,5R,2-1-4,6.89,54.4,374.8
蒲郡,4R,1-3-2,6.10,61.4,374.5
児島,7R,1-2-4,7.68,48.0,368.5
桐生,1R,3-2-1,4.44,82.9,368.4
浜名湖,10R,1-3-2,4.78,77.1,368.3
戸田,8R,1-3-4,4.16,88.4,368.1
下関,8R,1-3-2,10.81,34.0,367.4
住之江,8R,4-1-2,3.71,98.7,365.9
児島,3R,3-2-1,4.65,78.4,364.3
児島,1R,4-1-2,4.38,83.1,364.2
桐生,3R,1-4-3,5.59,64.7,361.9
平和島,9R,1-2-3,7.55,47.9,361.7
戸田,3R,1-2-3,11.37,31.7,360.4
福岡,10R,1-4-5,4.14,87.1,360.3
福岡,5R,2-1-3,8.40,42.8,359.5
平和島,8R,1-4-3,11.30,31.8,359.4
福岡,3R,1-2-3,5.23,68.7,359.2
平和島,5R,1-2-3,7.94,45.2,358.9
平和島,7R,3-2-1,5.82,61.5,358.0
桐生,9R,2-4-1,4.16,85.7,356.2
大村,5R,1-3-2,11.95,29.8,356.2
常滑,5R,4-2-1,4.55,78.1,355.6
浜名湖,6R,2-1-5,4.84,73.4,355.2
平和島,9R,1-3-2,16.90,21.0,354.9
平和島,5R,2-1-5,8.29,42.8,354.7
戸田,4R,1-4-5,3.57,99.2,354.6
平和島,3R,1-2-3,5.69,62.3,354.6
福岡,8R,1-2-3,4.69,75.5,353.8
下関,12R,1-4-2,11.72,30.1,352.8
浜名湖,8R,1-4-2,17.02,20.7,352.3
福岡,6R,2-1-4,7.41,47.5,352.0
蒲郡,2R,1-3-2,4.43,79.3,351.4
平和島,6R,1-2-4,6.79,51.6,350.3
浜名湖,10R,1-5-4,4.95,70.8,350.2
児島,5R,4-1-3,10.41,33.5,348.8
福岡,6R,2-4-1,4.40,79.2,348.5
桐生,3R,1-2-4,8.36,41.6,347.8
桐生,2R,3-2-1,4.88,71.3,347.6
戸田,6R,1-3-2,5.82,59.5,346.3
児島,5R,4-1-2,5.53,62.6,346.0
児島,2R,1-4-3,5.31,65.0,345.0
常滑,7R,2-1-3,9.54,36.1,344.5
桐生,11R,3-1-2,7.64,44.9,342.8
浜名湖,3R,4-1-3,4.10,83.4,342.3
平和島,1R,2-1-3,6.37,53.6,341.6
平和島,3R,2-1-3,6.35,53.8,341.6
浜名湖,8R,1-2-4,9.74,34.9,340.0
児島,1R,4-1-3,5.56,60.9,338.8
大村,9R,1-3-4,4.76,70.7,336.8
江戸川,2R,1-4-3,4.96,67.9,336.7
蒲郡,4R,1-3-5,5.32,63.1,335.6
戸田,7R,1-3-4,20.33,16.5,335.5
戸田,8R,2-1-4,5.63,59.6,335.3
戸田,1R,4-1-3,10.31,32.5,335.1
下関,9R,1-6-3,3.71,90.4,334.9
常滑,4R,1-6-3,5.42,61.7,334.5
桐生,1R,2-3-1,4.79,69.8,334.3
下関,6R,1-3-2,4.96,67.2,333.2
常滑,6R,2-1-5,3.34,99.6,332.6
平和島,11R,1-3-4,10.10,32.9,332.2
浜名湖,4R,1-2-5,12.16,27.3,332.1
常滑,9R,3-1-2,4.09,81.1,331.6
常滑,12R,1-5-3,7.30,45.4,331.5
戸田,12R,4-1-3,3.46,94.9,328.8
住之江,5R,1-3-2,11.22,29.3,328.8
戸田,2R,1-4-3,7.72,42.6,328.7
平和島,7R,2-3-1,4.90,67.0,328.3
戸田,9R,3-1-4,10.38,31.5,327.0
福岡,6R,1-2-3,4.12,79.2,326.7
蒲郡,5R,1-5-4,3.85,84.5,325.2
