場,レース,買い目,推定確率%,オッズ(取得時),回収率%
下関,8R,1-3-2,21.72,17.4,377.9
戸田,6R,3-2-1,5.01,75.3,377.5
芦屋,8R,3-2-1,5.48,67.6,370.1
徳山,5R,3-1-2,5.38,68.3,367.3
若松,10R,2-1-3,7.24,50.7,367.1
津,7R,1-2-3,6.90,53.2,367.0
若松,3R,4-1-2,4.45,82.2,365.6
平和島,9R,1-2-4,15.07,24.0,361.6
芦屋,8R,2-1-3,4.37,82.3,359.7
蒲郡,4R,2-1-3,4.59,78.2,359.3
徳山,6R,1-4-3,5.19,69.2,358.8
戸田,11R,1-4-2,22.71,15.8,358.8
蒲郡,9R,1-2-4,4.97,72.0,357.5
浜名湖,5R,1-2-6,6.36,56.1,356.8
福岡,7R,1-2-3,11.01,32.4,356.7
徳山,5R,3-4-1,3.90,91.2,355.6
戸田,11R,1-4-3,7.17,49.4,354.4
下関,4R,1-5-4,4.46,79.2,353.2
福岡,7R,2-1-3,4.24,83.3,353.2
芦屋,9R,2-1-4,6.63,52.9,350.5
住之江,4R,1-3-4,8.42,41.5,349.4
びわこ,3R,4-1-3,5.06,69.0,349.2
徳山,8R,1-4-3,8.39,41.6,349.2
若松,7R,3-1-2,4.20,83.1,349.1
浜名湖,1R,1-5-4,5.54,63.0,348.8
常滑,9R,1-4-2,4.08,84.6,345.0
福岡,8R,1-4-3,3.94,87.4,344.4
蒲郡,6R,1-2-5,3.51,97.8,342.9
若松,1R,1-4-2,16.62,20.6,342.4
平和島,9R,1-2-3,10.89,31.3,341.0
福岡,11R,1-4-3,9.06,37.5,339.7
福岡,11R,1-4-5,13.23,25.6,338.6
住之江,8R,1-3-2,10.68,31.7,338.4
福岡,3R,4-3-1,3.47,97.5,338.2
若松,7R,2-1-3,4.51,74.8,337.3
びわこ,2R,3-1-4,11.20,30.1,337.1
びわこ,9R,1-3-5,7.18,46.9,336.6
住之江,7R,1-4-2,5.71,58.7,335.3
びわこ,6R,1-4-5,3.49,96.0,335.1
徳山,8R,1-4-2,8.14,41.1,334.6
住之江,8R,1-4-3,3.85,86.5,332.7
三国,12R,2-1-4,9.50,35.0,332.7
住之江,12R,1-4-3,7.42,44.8,332.3
津,10R,1-4-3,14.57,22.8,332.1
三国,12R,2-1-5,3.36,98.7,331.6
蒲郡,9R,1-4-2,8.53,38.8,330.9
蒲郡,4R,2-3-1,3.94,83.8,330.4
下関,3R,1-4-3,10.37,31.8,329.7
蒲郡,3R,4-1-3,5.26,62.6,329.5
蒲郡,3R,1-4-3,6.05,54.2,327.8
芦屋,8R,1-2-3,5.33,61.5,327.6
蒲郡,8R,1-2-3,20.82,15.7,326.8
下関,4R,1-4-2,10.94,29.7,324.9
戸田,7R,2-1-3,6.73,48.2,324.6
蒲郡,7R,2-1-3,3.50,92.6,324.3
徳山,9R,1-4-3,11.50,28.2,324.2
下関,11R,5-1-3,4.03,80.2,322.9
蒲郡,12R,3-1-2,6.86,46.9,322.0
津,5R,1-4-2,7.42,43.3,321.4
戸田,7R,2-1-4,7.95,40.4,321.2
津,10R,1-4-6,5.02,63.5,319.0
平和島,8R,1-3-4,13.05,24.4,318.5
蒲郡,1R,1-4-2,3.25,98.1,318.4
びわこ,2R,4-1-3,8.06,39.5,318.2
徳山,2R,2-1-4,4.21,75.5,318.1
下関,4R,1-2-5,6.46,49.2,317.9
徳山,5R,3-1-4,7.88,40.1,316.0
住之江,2R,1-4-2,4.58,68.9,315.2
下関,4R,1-2-4,11.51,27.4,315.2
福岡,8R,2-1-4,3.76,83.9,315.1
三国,8R,1-3-2,7.48,42.1,314.7
三国,12R,2-1-6,7.90,39.8,314.5
戸田,8R,2-5-1,5.26,59.8,314.5
平和島,8R,1-4-2,4.84,65.0,314.4
平和島,7R,1-3-2,12.42,25.2,312.9
住之江,10R,1-3-4,4.19,74.6,312.2
蒲郡,12R,1-3-2,13.05,23.9,311.9
平和島,7R,1-4-3,4.84,64.4,311.9
蒲郡,10R,4-1-3,3.25,96.0,311.8
下関,12R,2-4-1,3.76,83.0,311.7
びわこ,2R,1-3-4,16.56,18.8,311.4
福岡,12R,1-5-2,3.19,97.6,311.3
住之江,1R,4-1-2,4.95,62.7,310.1
住之江,4R,1-3-2,3.67,84.6,310.1
津,2R,2-1-5,3.23,95.8,309.8
常滑,4R,1-2-4,3.33,93.0,309.5
住之江,5R,1-3-4,4.03,76.6,308.7
蒲郡,8R,1-2-4,5.37,57.4,308.2
徳山,5R,3-1-5,5.70,54.1,308.1
平和島,5R,1-5-4,3.68,83.8,308.1
平和島,11R,1-4-3,6.86,44.7,306.6
福岡,6R,4-2-1,3.07,99.7,305.7
福岡,12R,2-1-4,3.62,84.4,305.6
常滑,10R,1-3-2,6.49,46.8,303.5
徳山,2R,2-1-3,3.13,96.5,302.2
徳山,7R,4-1-3,5.25,57.5,301.7
住之江,5R,1-3-2,3.40,88.5,301.1
常滑,9R,2-1-3,3.60,83.6,300.9
下関,7R,1-5-3,8.64,34.8,300.7
びわこ,12R,2-1-3,5.52,54.4,300.5
三国,11R,4-1-3,10.02,30.0,300.5
下関,3R,4-1-3,4.94,60.7,300.0
下関,3R,1-2-4,8.93,33.4,298.3
住之江,7R,4-2-1,3.98,74.9,298.1
蒲郡,7R,1-2-3,12.81,23.1,295.9
常滑,3R,2-1-3,9.90,29.9,295.9
住之江,6R,1-4-5,3.59,82.3,295.8
徳山,11R,2-4-1,5.86,50.4,295.2
三国,6R,2-4-1,6.66,44.2,294.5
若松,1R,1-4-3,8.53,34.3,292.7
平和島,5R,1-4-3,5.16,56.4,291.0
三国,8R,4-3-1,3.56,81.7,290.9
福岡,7R,1-3-5,5.61,51.8,290.5
平和島,8R,1-2-4,3.37,86.0,289.7
福岡,11R,1-5-4,5.13,56.2,288.6
戸田,8R,2-3-1,5.89,49.0,288.4
蒲郡,7R,1-2-4,6.63,43.5,288.3
びわこ,11R,4-1-2,4.95,58.0,287.1
蒲郡,2R,4-1-2,12.27,23.4,287.0
平和島,1R,1-4-3,5.37,53.3,286.4
平和島,4R,4-2-3,3.29,87.0,286.2
芦屋,2R,3-1-2,3.14,90.8,285.4
常滑,9R,1-3-2,2.91,97.9,284.9
三国,8R,1-4-3,4.49,63.4,284.4
三国,2R,1-4-3,6.41,44.3,283.7
若松,2R,5-4-1,3.68,77.0,283.7
平和島,5R,1-2-4,3.81,74.4,283.6
常滑,7R,1-3-2,11.89,23.8,283.1
福岡,3R,1-4-2,3.40,82.6,280.8
津,3R,4-3-1,5.74,48.8,280.2
蒲郡,5R,1-2-3,12.67,22.1,280.0
浜名湖,8R,2-3-1,4.06,68.6,278.8
住之江,8R,1-3-4,8.65,32.2,278.7
浜名湖,3R,4-3-1,3.71,74.9,277.8
住之江,11R,1-3-2,18.01,15.4,277.4
若松,3R,4-1-3,3.95,70.0,276.8
浜名湖,11R,4-1-3,9.38,29.5,276.6
戸田,5R,4-1-2,7.75,35.7,276.6
常滑,9R,4-1-2,3.01,91.9,276.4
福岡,10R,1-4-3,4.48,61.6,275.9
徳山,2R,3-4-2,3.24,85.1,275.8
戸田,4R,4-1-3,2.85,96.8,275.8
下関,7R,1-5-4,4.03,68.3,275.5
平和島,9R,1-2-5,21.53,12.8,275.5
住之江,3R,1-5-2,11.82,23.3,275.4
下関,2R,1-5-4,4.19,65.6,274.9
若松,1R,1-4-5,5.40,50.8,274.4
浜名湖,5R,1-2-3,5.59,49.1,274.2
蒲郡,2R,2-1-4,7.41,37.0,274.2
住之江,7R,1-5-2,3.64,74.9,272.7
蒲郡,6R,1-5-3,2.79,97.8,272.5
津,5R,1-4-3,5.27,51.5,271.5
若松,2R,5-1-4,5.02,54.1,271.4
徳山,7R,4-1-5,6.11,44.4,271.1
びわこ,9R,1-5-3,3.68,73.5,270.8
津,8R,5-1-2,2.89,93.4,270.3
三国,9R,4-1-2,6.81,39.7,270.2
平和島,12R,4-1-3,2.77,97.5,269.8
戸田,5R,4-1-3,9.94,27.1,269.4
三国,8R,1-3-4,10.32,26.0,268.3
蒲郡,4R,1-3-2,6.07,44.2,268.1
びわこ,3R,3-4-1,11.07,24.2,267.9
徳山,7R,4-1-2,3.82,69.9,267.2
住之江,5R,1-2-3,4.05,65.9,267.2
福岡,10R,1-2-5,3.37,79.2,266.8
浜名湖,5R,1-5-2,6.24,42.6,265.7
福岡,11R,4-1-5,6.75,39.3,265.5
浜名湖,7R,1-5-2,3.33,79.6,265.4
三国,10R,1-6-3,2.69,98.5,265.2
びわこ,12R,3-1-2,9.23,28.7,265.0
住之江,3R,1-2-5,8.98,29.5,264.9
戸田,2R,2-5-1,2.79,94.8,264.8
蒲郡,6R,1-2-4,5.53,47.7,264.0
下関,6R,1-2-4,11.87,22.2,263.6
常滑,2R,4-1-3,6.45,40.7,262.5
浜名湖,5R,2-1-5,2.89,90.6,261.8
徳山,1R,1-3-4,19.51,13.4,261.5
常滑,9R,1-2-4,5.24,49.9,261.4
住之江,2R,1-2-5,5.12,50.9,260.7
蒲郡,2R,1-4-3,2.72,95.8,260.5
三国,12R,2-1-3,6.06,43.0,260.5
三国,7R,2-1-5,3.50,73.9,258.6
若松,8R,2-1-5,3.63,71.2,258.5
浜名湖,12R,1-4-3,16.65,15.5,258.1
住之江,12R,1-3-4,9.92,26.0,257.9
芦屋,8R,1-3-4,3.17,81.1,257.3
戸田,6R,3-1-2,6.11,42.1,257.3
福岡,7R,3-1-2,6.51,39.5,257.2
芦屋,3R,1-2-3,6.66,38.6,257.0
住之江,4R,1-3-6,3.38,76.1,256.9
蒲郡,8R,2-1-3,4.98,51.5,256.7
下関,6R,1-2-3,3.77,67.9,255.8
若松,6R,1-4-3,3.37,75.8,255.8
下関,5R,1-3-2,6.45,39.6,255.3
びわこ,4R,4-3-1,3.08,82.8,255.0
住之江,7R,1-4-5,2.58,98.7,254.8
住之江,7R,4-1-2,4.34,58.7,254.7
蒲郡,1R,3-1-2,3.36,75.7,254.4
蒲郡,6R,1-3-5,3.64,69.8,254.4
福岡,5R,1-2-4,3.75,67.9,254.3
常滑,3R,2-3-1,7.04,36.1,254.2
戸田,9R,4-1-2,4.40,57.7,254.1
常滑,1R,1-3-4,8.44,30.1,254.1
下関,2R,1-5-2,12.21,20.8,254.0
常滑,7R,1-2-3,5.26,48.3,254.0
浜名湖,3R,4-2-3,4.29,58.9,252.5
常滑,11R,4-1-3,3.11,81.0,251.9
蒲郡,12R,1-2-3,7.51,33.5,251.7
福岡,6R,4-1-2,2.95,85.2,251.3
平和島,1R,4-3-1,2.63,95.6,251.2
三国,10R,1-6-5,2.77,90.5,251.1
芦屋,1R,1-3-5,2.68,93.6,250.6
福岡,3R,1-4-3,6.40,39.1,250.4
下関,2R,1-5-3,13.46,18.6,250.3
徳山,8R,1-6-4,6.30,39.7,250.2
蒲郡,9R,4-1-2,2.96,84.4,249.8
下関,3R,2-1-4,3.73,66.8,249.4
浜名湖,8R,2-1-4,4.54,54.9,249.3
下関,12R,4-1-3,2.89,86.2,249.1
若松,6R,1-4-2,8.28,30.0,248.5
芦屋,8R,3-1-4,3.21,77.1,247.7
下関,10R,5-1-3,3.11,79.6,247.7
戸田,7R,2-4-1,3.29,75.0,247.0
蒲郡,5R,1-3-5,5.58,44.2,246.6
福岡,6R,1-4-2,3.58,68.9,246.5
蒲郡,10R,1-4-3,11.63,21.2,246.5
住之江,6R,1-4-3,9.66,25.5,246.2
浜名湖,6R,1-3-2,2.92,84.1,245.8
蒲郡,7R,1-5-3,2.82,87.1,245.6
下関,12R,2-1-4,6.97,35.2,245.4
戸田,11R,1-2-4,15.30,16.0,244.9
常滑,11R,4-1-2,4.25,57.3,243.7
住之江,1R,1-4-2,4.01,60.8,243.5
蒲郡,9R,1-3-4,4.28,56.8,243.1
平和島,10R,1-2-4,17.72,13.7,242.7
福岡,9R,4-1-2,3.09,78.2,241.9
浜名湖,5R,1-4-2,3.28,73.6,241.7
下関,7R,3-1-5,2.45,98.7,241.5
若松,4R,5-1-4,5.35,44.9,240.1
平和島,10R,2-1-4,6.20,38.7,239.8
蒲郡,7R,1-3-2,14.52,16.5,239.6
津,7R,3-1-4,2.50,95.9,239.5
津,8R,1-3-4,3.09,77.3,239.2
三国,6R,1-4-2,7.20,33.2,239.1
浜名湖,11R,1-5-4,2.43,98.5,238.9
常滑,4R,1-5-2,4.66,51.3,238.9
下関,5R,1-3-4,9.07,26.3,238.6
蒲郡,5R,2-1-3,5.04,47.3,238.5
若松,2R,5-1-6,2.86,83.4,238.5
福岡,9R,1-4-5,2.61,91.3,238.4
住之江,6R,4-1-2,4.40,54.0,237.5
福岡,9R,1-2-5,3.25,73.0,237.4
平和島,4R,3-4-2,3.03,78.4,237.3
びわこ,8R,4-1-2,3.91,60.7,237.2
びわこ,2R,1-4-3,13.32,17.8,237.1
戸田,9R,4-2-1,5.39,43.9,236.7
徳山,8R,1-4-6,8.39,28.2,236.6
びわこ,12R,1-3-2,27.76,8.5,236.0
戸田,2R,2-1-5,6.49,36.3,235.7
びわこ,4R,3-4-1,3.03,77.7,235.6
下関,4R,4-1-2,4.12,57.0,235.0
浜名湖,5R,1-6-5,2.79,84.1,234.7
びわこ,5R,2-3-1,2.76,84.9,234.5
びわこ,5R,3-1-2,8.98,26.1,234.3
蒲郡,1R,1-2-4,4.56,51.4,234.3
戸田,11R,4-1-3,3.17,73.6,233.6
住之江,2R,4-1-2,3.28,71.0,233.2
津,11R,2-1-4,3.40,68.5,233.0
下関,5R,1-2-3,6.43,36.2,232.9
戸田,2R,2-1-3,6.94,33.5,232.6
三国,1R,4-1-3,4.65,50.0,232.4
津,9R,1-5-4,3.16,73.5,232.3
蒲郡,7R,1-4-2,5.49,42.3,232.2
福岡,4R,3-2-1,3.48,66.7,232.1
蒲郡,9R,1-4-3,7.56,30.7,232.1
芦屋,9R,4-1-2,2.81,82.4,232.0
下関,1R,3-5-1,3.66,63.3,231.4
三国,1R,1-5-4,4.60,50.3,231.3
戸田,8R,2-1-3,7.75,29.8,231.0
三国,1R,4-1-2,4.20,54.9,230.7
住之江,4R,3-1-4,5.67,40.7,230.7
常滑,10R,1-2-3,3.17,72.7,230.7
津,8R,1-2-5,5.67,40.7,230.6
浜名湖,1R,1-4-5,6.72,34.3,230.6
芦屋,11R,2-1-5,3.46,66.4,229.7
三国,5R,5-2-3,3.24,70.8,229.4
戸田,5R,4-2-1,2.35,97.3,229.1
若松,3R,1-4-3,5.70,40.2,229.0
戸田,3R,5-1-2,2.81,81.4,228.6
びわこ,2R,3-1-2,2.72,84.0,228.3
浜名湖,1R,4-1-5,3.58,63.7,228.1
戸田,11R,4-1-2,10.05,22.7,228.1
戸田,12R,2-1-4,6.91,33.0,228.0
若松,6R,1-5-4,9.13,24.9,227.3
福岡,9R,1-2-4,11.13,20.4,227.1
蒲郡,6R,3-1-2,2.44,93.1,227.1
平和島,7R,1-3-5,12.47,18.2,227.0
戸田,4R,4-1-5,2.35,96.7,227.0
常滑,9R,1-2-3,4.08,55.7,227.0
平和島,3R,3-1-2,3.05,74.3,226.9
下関,2R,3-1-5,2.72,83.2,226.3
戸田,9R,1-4-2,3.78,59.9,226.2
びわこ,5R,3-2-1,3.42,66.1,226.0
津,6R,1-5-2,2.26,99.9,225.8
芦屋,5R,3-1-2,2.89,78.1,225.8
浜名湖,9R,1-4-3,4.45,50.7,225.5
津,7R,1-4-2,9.84,22.9,225.3
若松,9R,1-3-2,20.29,11.1,225.3
若松,10R,2-1-4,4.87,46.3,225.3
蒲郡,3R,1-4-2,3.99,56.4,225.2
浜名湖,4R,2-1-4,3.88,58.0,225.1
平和島,11R,1-3-4,4.50,49.9,224.7
戸田,10R,1-3-4,9.26,24.2,224.0
下関,4R,1-5-2,4.86,46.0,223.6
三国,4R,4-2-1,3.71,60.3,223.6
びわこ,9R,3-5-1,2.87,77.7,223.1
戸田,1R,2-5-1,3.79,58.8,222.8
福岡,12R,1-5-4,4.26,52.1,222.1
平和島,10R,1-2-3,13.88,16.0,222.0
住之江,7R,1-2-5,5.52,40.2,221.9
蒲郡,9R,4-1-3,2.62,84.4,221.5
下関,11R,1-4-3,3.98,55.4,220.6
福岡,5R,2-3-1,4.64,47.5,220.6
平和島,3R,1-5-2,2.37,92.9,220.1
常滑,9R,2-3-1,2.26,97.3,219.9
戸田,1R,5-2-1,2.21,99.1,219.1
浜名湖,9R,1-5-6,3.20,68.4,218.8
浜名湖,8R,4-1-2,3.18,68.6,218.4
住之江,2R,5-1-2,2.89,75.6,218.3
戸田,8R,2-1-5,7.13,30.5,217.6
びわこ,3R,3-1-4,12.87,16.9,217.5
戸田,9R,4-2-3,3.00,72.5,217.5
蒲郡,10R,1-4-2,3.77,57.6,217.4
三国,11R,1-4-3,19.22,11.3,217.2
平和島,11R,1-4-2,19.04,11.4,217.1
住之江,9R,3-1-4,4.98,43.5,216.7
徳山,10R,5-1-3,2.40,90.3,216.6
蒲郡,3R,4-3-1,4.61,47.0,216.6
びわこ,6R,1-5-2,6.99,31.0,216.5
芦屋,8R,2-3-1,4.44,48.8,216.5
住之江,11R,3-1-5,3.78,57.2,216.3
住之江,6R,1-4-2,6.63,32.6,216.2
徳山,11R,2-3-1,3.30,65.4,215.9
常滑,3R,3-2-1,6.19,34.9,215.9
びわこ,4R,4-1-3,5.09,42.3,215.4
福岡,6R,1-4-3,2.57,83.7,215.3
びわこ,9R,1-3-2,4.67,46.1,215.2
常滑,9R,2-1-4,4.63,46.5,215.1
三国,3R,1-5-3,3.27,65.5,214.2
蒲郡,1R,1-3-4,2.58,83.0,214.1
若松,5R,4-2-1,2.38,89.9,214.1
びわこ,1R,1-5-2,2.85,75.1,213.7
津,12R,2-1-4,2.32,91.8,213.4
芦屋,2R,2-1-3,2.77,77.0,213.4
常滑,4R,3-2-1,2.64,80.7,213.3
下関,1R,3-1-2,3.72,57.3,213.2
浜名湖,7R,1-2-5,5.42,39.3,213.1
平和島,5R,4-1-5,3.79,56.2,213.0
浜名湖,1R,1-6-4,2.73,77.8,212.5
蒲郡,11R,1-4-3,7.39,28.7,212.2
浜名湖,7R,1-3-2,6.07,34.8,211.4
常滑,10R,3-1-5,5.09,41.4,210.8
戸田,1R,1-2-5,4.08,51.6,210.8
徳山,4R,5-1-2,3.57,59.1,210.8
三国,5R,5-1-3,2.70,78.1,210.6
平和島,7R,1-3-4,9.00,23.4,210.6
住之江,7R,5-2-1,2.33,90.5,210.6
びわこ,9R,3-1-5,6.34,33.2,210.5
徳山,8R,1-4-5,4.20,50.1,210.4
住之江,4R,1-2-4,2.12,99.3,210.4
福岡,4R,3-1-2,3.21,65.5,210.3
住之江,8R,1-2-3,4.97,42.3,210.2
若松,8R,1-2-5,4.33,48.5,210.0
福岡,12R,5-1-4,2.15,97.6,209.9
平和島,6R,1-3-5,2.41,87.1,209.8
平和島,7R,1-5-3,7.34,28.6,209.8
若松,5R,2-4-1,2.84,73.8,209.8
常滑,5R,1-4-2,5.51,38.0,209.5
浜名湖,8R,2-1-3,6.21,33.7,209.3
住之江,10R,3-1-4,2.94,71.2,209.3
津,11R,4-1-2,4.38,47.7,209.1
若松,11R,1-5-4,3.44,60.7,209.0
福岡,8R,1-2-3,8.39,24.9,208.9
三国,8R,1-3-6,2.51,83.0,208.7
徳山,9R,3-4-1,4.92,42.4,208.6
戸田,11R,2-1-4,5.82,35.7,207.8
戸田,12R,2-1-3,7.06,29.4,207.6
下関,7R,1-2-3,7.13,29.1,207.6
平和島,10R,1-4-2,10.31,20.1,207.2
三国,2R,1-3-2,5.74,36.1,207.2
浜名湖,6R,1-2-3,3.40,60.8,206.6
常滑,12R,4-1-3,4.44,46.5,206.5
若松,5R,1-3-2,7.48,27.6,206.5
津,9R,2-1-5,6.24,33.1,206.4
蒲郡,8R,1-2-5,7.19,28.7,206.3
住之江,10R,2-1-4,2.33,88.7,206.3
常滑,9R,4-2-1,2.63,78.3,205.6
住之江,2R,1-2-4,5.53,37.2,205.5
芦屋,5R,2-1-4,2.46,83.6,205.3
若松,1R,1-5-4,3.26,62.9,205.3
下関,1R,5-3-1,3.58,57.3,205.2
住之江,4R,1-6-3,2.25,91.3,205.1
下関,8R,1-3-4,4.33,47.3,205.0
下関,10R,5-1-2,3.22,63.6,204.9
蒲郡,10R,1-3-2,7.04,29.1,204.8
三国,5R,5-3-1,2.99,68.4,204.6
びわこ,8R,1-2-3,5.48,37.3,204.5
芦屋,3R,1-3-2,9.47,21.6,204.5
芦屋,3R,3-1-2,5.01,40.8,204.3
若松,1R,4-1-2,4.17,48.9,203.9
下関,4R,2-1-4,4.43,46.0,203.9
浜名湖,2R,1-4-2,3.80,53.6,203.8
住之江,10R,1-2-4,3.46,58.8,203.7
住之江,1R,1-2-4,2.85,71.5,203.5
下関,7R,1-4-2,2.52,80.7,203.2
若松,8R,2-1-3,11.59,17.5,202.9
下関,12R,1-4-2,10.19,19.9,202.7
下関,1R,1-5-2,3.66,55.2,202.2
福岡,1R,1-4-2,15.19,13.3,202.1
平和島,5R,1-4-5,5.74,35.2,202.0
若松,10R,3-1-2,2.36,85.3,201.7
浜名湖,10R,2-1-4,4.34,46.5,201.6
常滑,6R,5-1-3,2.42,83.3,201.3
浜名湖,6R,1-3-5,3.52,57.2,201.2
津,8R,1-3-2,5.57,36.1,201.1
三国,11R,1-4-5,4.33,46.4,201.1
戸田,3R,2-5-1,2.22,90.3,200.9
戸田,1R,2-1-5,5.50,36.5,200.6
戸田,1R,4-1-2,2.01,99.7,200.5
津,10R,1-4-5,15.66,12.8,200.4
福岡,7R,1-5-3,3.09,64.8,200.4
平和島,7R,5-1-3,2.26,88.7,200.3
津,10R,1-4-2,10.32,19.4,200.2
津,10R,1-3-4,6.99,28.6,200.0
徳山,1R,3-1-4,7.45,26.8,199.7
常滑,1R,1-2-4,2.03,98.2,199.6
住之江,9R,3-1-2,11.67,17.1,199.6
津,12R,1-4-3,7.64,26.1,199.5
浜名湖,5R,1-5-6,2.99,66.7,199.4
戸田,8R,2-5-3,3.05,65.3,199.1
浜名湖,10R,1-4-2,5.97,33.3,198.8
住之江,3R,5-1-2,6.45,30.8,198.8
三国,4R,2-1-4,2.47,80.4,198.6
びわこ,1R,1-4-2,7.58,26.2,198.6
平和島,9R,1-4-2,5.92,33.5,198.2
徳山,5R,4-1-3,2.81,70.4,198.2
津,7R,2-1-3,2.66,74.6,198.1
戸田,9R,4-3-2,2.00,98.9,197.8
びわこ,4R,3-1-4,4.89,40.4,197.6
福岡,12R,1-2-5,3.60,54.8,197.4
蒲郡,4R,1-2-3,5.56,35.5,197.3
平和島,3R,5-2-1,2.97,66.4,197.2
常滑,7R,3-1-2,10.54,18.7,197.1
びわこ,11R,2-1-4,3.40,58.0,197.1
蒲郡,11R,2-1-4,5.04,39.1,196.9
常滑,4R,1-2-3,16.11,12.2,196.6
若松,5R,2-1-4,5.89,33.4,196.6
蒲郡,8R,1-3-2,18.01,10.9,196.4
若松,12R,1-5-4,4.73,41.4,195.9
福岡,7R,1-3-6,6.73,29.1,195.7
戸田,7R,1-2-4,12.06,16.2,195.4
三国,2R,1-3-4,4.85,40.3,195.4
平和島,3R,1-3-2,2.76,70.6,195.0
津,1R,1-4-3,9.85,19.8,195.0
住之江,7R,1-2-4,7.64,25.5,194.8
若松,3R,1-3-4,3.91,49.7,194.4
下関,6R,5-1-2,3.13,62.0,194.3
戸田,12R,3-1-2,3.67,52.9,194.0
平和島,5R,1-6-4,2.79,69.4,193.9
戸田,12R,3-2-1,2.32,83.6,193.7
若松,12R,1-5-3,10.03,19.3,193.6
蒲郡,4R,2-1-5,2.72,71.1,193.4
津,10R,1-5-4,7.66,25.2,193.1
下関,6R,1-5-2,8.81,21.9,193.0
福岡,10R,1-5-2,2.96,65.2,193.0
浜名湖,9R,1-5-4,2.16,89.2,192.7
芦屋,7R,1-3-2,9.49,20.3,192.6
常滑,7R,2-3-1,2.59,74.4,192.5
浜名湖,11R,1-4-5,5.83,33.0,192.5
津,11R,4-1-5,2.32,83.0,192.5
浜名湖,6R,1-5-3,4.44,43.3,192.4
三国,9R,1-4-2,11.50,16.7,192.1
常滑,5R,1-4-3,2.34,82.1,192.1
徳山,10R,1-3-2,8.46,22.7,192.1
浜名湖,6R,1-5-4,3.29,58.3,192.0
びわこ,11R,1-5-4,3.43,55.9,191.9
蒲郡,3R,4-1-2,3.48,55.2,191.9
戸田,12R,2-4-1,2.84,67.6,191.8
