場,レース,買い目,推定確率%,オッズ(取得時),回収率%
児島,11R,1-5-2,5.57,53.3,296.8
下関,4R,1-4-3,4.97,59.5,296.0
児島,7R,4-1-3,4.01,73.8,295.9
常滑,2R,3-2-1,5.58,53.0,295.8
浜名湖,3R,1-3-4,6.16,47.9,295.2
浜名湖,9R,4-3-1,4.35,67.7,294.7
児島,9R,3-1-2,3.64,80.5,293.2
びわこ,8R,5-3-1,5.67,51.7,293.1
平和島,9R,1-4-5,12.00,24.3,291.7
唐津,5R,1-4-3,5.27,55.0,290.1
平和島,12R,3-1-2,14.84,19.5,289.4
常滑,9R,1-2-3,12.32,23.3,286.9
下関,6R,1-4-5,5.86,48.7,285.5
若松,3R,2-4-1,4.50,63.4,285.3
若松,8R,1-3-5,5.00,56.9,284.5
常滑,3R,4-1-2,6.80,41.8,284.3
平和島,1R,2-3-1,10.73,26.4,283.2
蒲郡,2R,1-2-5,3.95,71.5,282.7
常滑,8R,2-1-3,12.34,22.9,282.7
下関,7R,1-5-3,3.44,82.0,282.1
下関,9R,1-3-5,8.57,32.9,282.0
徳山,7R,1-2-4,5.62,50.1,281.4
徳山,2R,4-1-3,5.66,49.5,280.0
浜名湖,11R,1-5-2,2.91,96.1,279.7
徳山,9R,3-1-5,6.82,41.0,279.5
唐津,6R,2-1-3,2.96,94.4,279.4
蒲郡,1R,1-4-3,9.33,29.8,277.9
平和島,4R,1-5-3,5.63,49.3,277.8
平和島,7R,1-5-2,3.27,84.5,276.1
蒲郡,7R,4-1-3,5.22,52.9,276.1
浜名湖,12R,2-1-3,7.42,37.2,276.0
徳山,9R,1-5-3,13.26,20.8,275.9
常滑,10R,4-1-3,8.12,33.9,275.3
若松,2R,1-5-3,3.38,81.0,274.0
平和島,9R,1-5-2,5.66,48.4,273.9
下関,3R,1-5-4,4.78,57.3,273.7
若松,9R,1-3-2,7.20,38.0,273.6
下関,1R,1-4-2,9.12,30.0,273.5
浜名湖,3R,3-1-4,3.99,68.4,273.0
児島,6R,2-4-1,5.40,50.4,272.4
唐津,7R,2-5-1,3.58,75.9,272.1
蒲郡,8R,1-2-3,3.83,70.9,271.7
唐津,2R,3-1-2,5.29,51.2,270.8
蒲郡,6R,1-2-4,4.63,58.5,270.6
唐津,5R,4-1-2,7.80,34.7,270.5
平和島,6R,4-1-2,2.96,91.5,270.5
徳山,6R,4-2-1,4.81,56.2,270.4
下関,3R,4-1-2,3.62,74.7,270.3
浜名湖,10R,1-3-2,10.85,24.9,270.2
下関,7R,1-3-4,3.42,79.0,270.0
芦屋,8R,5-2-1,5.08,53.0,269.3
若松,12R,3-1-4,4.87,55.2,268.7
多摩川,8R,2-1-5,3.34,80.3,267.8
常滑,9R,1-3-2,7.67,34.8,267.1
びわこ,9R,4-1-2,3.05,87.6,266.8
芦屋,5R,2-1-3,4.60,58.0,266.6
平和島,5R,2-1-5,3.64,73.2,266.5
浜名湖,5R,1-2-4,3.81,69.9,266.2
若松,9R,2-1-4,3.09,86.0,265.7
唐津,8R,1-3-4,3.49,76.1,265.5
児島,3R,1-4-5,5.13,51.7,265.1
徳山,7R,2-1-3,7.20,36.8,264.8
常滑,4R,1-4-3,4.24,62.4,264.7
児島,1R,2-1-3,5.24,50.4,264.1
平和島,5R,2-3-1,2.90,90.5,262.5
びわこ,1R,3-5-1,5.21,50.3,262.1
びわこ,1R,3-1-5,12.31,21.3,262.1
児島,7R,1-4-3,10.20,25.7,262.1
下関,3R,1-2-5,5.10,51.3,261.7
芦屋,11R,2-1-5,8.06,32.4,261.1
多摩川,9R,3-1-2,2.63,99.0,260.4
蒲郡,4R,1-3-2,3.68,70.8,260.4
びわこ,8R,5-1-3,7.21,36.1,260.3
芦屋,5R,3-1-2,4.97,52.4,260.2
平和島,11R,1-2-3,11.21,23.2,260.0
平和島,6R,4-1-5,4.61,56.4,260.0
常滑,10R,1-3-4,3.68,70.5,259.7
多摩川,11R,1-3-2,18.68,13.9,259.7
若松,6R,2-1-3,6.64,39.1,259.6
児島,11R,1-2-5,5.80,44.7,259.4
浜名湖,6R,1-5-3,3.87,67.0,259.3
平和島,6R,4-5-1,3.73,69.5,259.2
下関,3R,1-2-4,5.89,44.0,259.1
蒲郡,2R,1-2-3,17.16,15.1,259.1
児島,12R,2-3-1,2.97,86.9,258.5
若松,9R,3-1-2,2.84,91.0,258.2
児島,4R,1-5-2,3.47,74.2,257.4
平和島,4R,3-1-5,4.37,58.8,257.2
児島,2R,2-1-3,10.38,24.6,255.5
若松,7R,3-4-1,3.54,72.1,255.4
平和島,8R,1-4-3,10.32,24.7,255.0
浜名湖,11R,1-3-2,6.17,41.3,255.0
若松,11R,1-5-3,4.17,61.1,254.8
下関,11R,2-1-3,4.05,62.8,254.5
徳山,5R,5-2-1,3.24,78.3,253.8
平和島,5R,1-5-2,3.05,83.1,253.3
徳山,5R,5-1-2,2.96,85.2,252.1
徳山,3R,5-1-3,3.52,71.5,251.4
常滑,3R,1-4-2,7.10,35.4,251.3
唐津,4R,2-1-3,3.75,66.9,250.8
多摩川,11R,1-3-5,4.42,56.6,250.0
若松,9R,1-4-2,4.45,55.9,248.8
若松,5R,4-1-2,3.95,63.0,248.6
浜名湖,7R,1-2-5,7.13,34.8,248.3
若松,8R,1-3-4,3.74,66.4,248.1
びわこ,2R,1-5-3,3.69,67.2,248.0
平和島,5R,2-1-3,5.07,48.8,247.3
常滑,1R,1-4-3,9.01,27.4,247.0
多摩川,5R,1-4-2,10.37,23.8,246.7
平和島,5R,3-1-2,3.05,80.6,246.0
若松,12R,3-1-2,4.31,57.0,245.5
多摩川,8R,1-2-5,5.85,41.9,245.1
蒲郡,10R,1-4-3,5.15,47.4,244.0
多摩川,1R,2-1-4,7.58,32.1,243.3
蒲郡,8R,1-5-2,4.27,56.9,243.2
芦屋,6R,4-3-5,2.64,91.8,242.7
児島,7R,1-4-6,3.44,70.5,242.4
児島,10R,1-4-3,2.96,81.8,242.1
若松,4R,1-3-5,8.25,29.3,241.6
若松,4R,5-1-3,4.05,59.6,241.6
若松,9R,1-2-4,6.76,35.7,241.5
浜名湖,6R,1-3-5,6.46,37.4,241.5
児島,10R,1-2-5,10.81,22.3,241.0
平和島,11R,1-3-2,5.82,41.4,240.8
下関,6R,5-4-1,3.06,78.5,240.2
唐津,12R,3-1-4,4.80,49.8,238.8
平和島,9R,1-4-2,7.28,32.8,238.6
児島,9R,1-4-2,3.28,72.7,238.2
下関,6R,1-5-2,3.28,72.4,237.8
平和島,4R,1-3-4,2.93,81.0,237.3
唐津,5R,4-2-1,4.91,48.2,236.8
平和島,3R,5-3-1,3.98,59.5,236.6
下関,2R,4-3-1,2.47,95.8,236.5
児島,10R,1-5-4,3.60,65.7,236.3
唐津,5R,1-4-2,8.66,27.3,236.3
若松,8R,1-5-2,2.47,94.8,234.6
若松,7R,4-2-1,2.58,91.0,234.3
児島,10R,1-5-2,7.64,30.6,233.8
下関,4R,4-1-2,5.52,42.3,233.4
浜名湖,7R,2-1-5,5.87,39.7,233.2
唐津,3R,1-4-3,2.74,85.0,232.9
唐津,8R,1-4-3,4.62,50.3,232.6
びわこ,10R,2-1-3,4.65,49.8,231.7
唐津,9R,5-1-4,3.13,73.9,231.4
びわこ,1R,3-1-4,7.34,31.5,231.3
浜名湖,12R,1-4-2,2.36,98.1,231.3
下関,5R,1-2-4,5.40,42.8,231.0
びわこ,4R,2-1-3,4.43,52.1,230.9
下関,6R,4-5-1,3.50,65.7,230.2
浜名湖,9R,4-1-3,3.01,76.4,230.1
平和島,7R,1-3-2,5.47,42.0,229.8
下関,12R,2-1-3,2.37,96.9,229.7
下関,3R,1-4-3,2.61,88.0,229.5
浜名湖,2R,4-3-1,5.03,45.5,228.8
常滑,1R,1-4-2,12.70,18.0,228.7
唐津,12R,3-1-2,5.70,40.0,228.2
下関,12R,2-1-4,3.28,69.4,227.4
びわこ,5R,2-1-3,5.24,43.4,227.3
徳山,8R,2-4-3,3.38,67.3,227.2
蒲郡,3R,1-4-2,2.60,87.1,226.8
浜名湖,3R,3-4-1,2.94,77.2,226.7
浜名湖,8R,1-5-3,3.97,57.1,226.7
下関,8R,1-4-2,3.48,65.1,226.6
蒲郡,5R,1-3-2,3.25,69.4,225.8
徳山,8R,2-4-1,8.21,27.5,225.7
蒲郡,3R,1-4-5,3.39,66.6,225.7
唐津,6R,1-4-2,3.57,63.1,225.5
若松,9R,1-3-4,2.82,80.0,225.4
徳山,3R,5-3-1,2.51,89.7,225.1
常滑,9R,2-1-5,3.73,60.2,224.7
児島,6R,2-1-4,5.77,38.9,224.6
下関,6R,2-1-4,3.41,65.7,224.1
下関,9R,3-1-5,3.74,59.8,223.6
蒲郡,1R,1-4-2,4.87,45.8,223.0
芦屋,10R,4-1-3,10.51,21.2,222.9
多摩川,6R,1-2-3,3.67,60.7,222.6
若松,5R,4-2-1,2.27,97.9,222.5
蒲郡,7R,4-1-2,4.20,52.9,222.2
唐津,4R,1-4-2,5.07,43.7,221.7
浜名湖,5R,2-1-4,3.12,71.0,221.7
多摩川,6R,1-3-2,6.38,34.7,221.5
唐津,6R,5-1-2,3.03,73.2,221.5
若松,5R,1-3-2,6.32,34.8,220.0
徳山,10R,3-2-1,9.35,23.5,219.6
下関,10R,2-1-5,6.71,32.7,219.4
多摩川,12R,3-1-2,5.62,39.0,219.2
唐津,12R,3-2-1,2.48,88.2,218.5
下関,2R,2-4-1,2.71,80.5,218.0
常滑,9R,1-4-2,2.58,84.0,217.0
若松,1R,1-3-6,4.91,44.2,216.9
若松,10R,4-1-2,2.27,95.4,216.9
常滑,4R,4-2-1,4.92,44.1,216.8
若松,12R,3-1-5,4.07,53.2,216.7
浜名湖,11R,1-2-5,5.73,37.8,216.7
多摩川,6R,1-5-4,3.79,57.1,216.4
平和島,5R,1-2-3,6.40,33.8,216.4
芦屋,2R,1-5-2,3.24,66.6,216.0
平和島,6R,4-5-3,2.24,96.2,215.4
蒲郡,3R,1-4-3,2.85,75.5,214.8
徳山,12R,2-1-4,4.33,49.6,214.7
若松,10R,1-4-3,4.75,45.1,214.2
常滑,10R,1-4-5,15.18,14.1,214.1
多摩川,12R,2-1-3,11.09,19.3,214.0
蒲郡,11R,2-1-5,2.65,80.4,213.4
下関,4R,1-6-4,2.22,96.1,213.3
下関,6R,1-5-4,4.83,44.1,213.1
平和島,8R,1-5-4,3.12,68.2,213.1
浜名湖,1R,2-1-3,5.83,36.5,212.6
びわこ,2R,1-3-2,11.37,18.7,212.6
常滑,2R,2-3-1,5.52,38.5,212.5
下関,2R,4-1-3,4.43,47.9,212.4
若松,12R,1-3-4,11.64,18.2,211.9
蒲郡,3R,1-3-4,3.54,59.6,210.8
常滑,2R,3-1-2,8.13,25.9,210.6
浜名湖,12R,1-2-4,5.31,39.6,210.4
児島,9R,1-3-4,5.98,35.2,210.3
びわこ,9R,4-1-5,2.77,76.0,210.2
徳山,3R,3-1-2,6.59,31.9,210.1
多摩川,9R,4-1-2,3.14,66.9,210.0
徳山,2R,2-1-4,3.78,55.3,209.2
蒲郡,6R,1-5-4,2.18,95.8,209.0
浜名湖,6R,2-3-1,3.05,68.5,208.8
唐津,5R,1-3-4,3.15,66.2,208.6
唐津,3R,3-1-2,6.89,30.2,208.0
唐津,4R,1-4-3,3.17,65.5,207.9
若松,6R,3-1-2,3.61,57.5,207.4
児島,10R,1-2-6,3.74,55.5,207.4
びわこ,4R,1-2-3,11.58,17.9,207.3
芦屋,4R,4-1-3,3.92,52.9,207.2
平和島,4R,5-1-3,3.12,66.4,206.9
若松,9R,1-2-3,9.75,21.2,206.6
蒲郡,5R,1-2-4,6.72,30.7,206.4
蒲郡,9R,4-1-2,2.44,84.4,206.3
多摩川,1R,1-4-2,3.77,54.7,206.2
多摩川,5R,4-1-3,4.43,46.5,206.1
下関,4R,1-3-4,3.22,64.0,205.9
浜名湖,6R,3-1-2,7.70,26.7,205.7
児島,9R,1-2-6,3.69,55.7,205.6
若松,10R,1-5-3,2.65,77.5,205.5
平和島,11R,2-1-4,5.95,34.5,205.2
下関,11R,2-1-5,2.64,77.5,204.8
唐津,3R,2-1-3,4.71,43.4,204.6
芦屋,6R,3-4-5,3.92,52.0,203.8
蒲郡,1R,1-5-3,2.18,93.3,203.7
児島,9R,1-4-6,2.53,80.5,203.4
平和島,3R,5-1-3,2.16,94.2,203.2
若松,6R,2-3-1,3.97,51.1,202.9
浜名湖,5R,5-1-2,4.47,45.3,202.6
児島,11R,2-1-4,3.07,66.0,202.4
びわこ,7R,1-5-2,2.45,82.6,202.1
びわこ,3R,3-1-2,4.15,48.7,202.0
平和島,6R,1-3-4,2.66,75.8,201.8
びわこ,11R,1-5-2,3.13,64.4,201.8
児島,2R,3-1-2,8.17,24.7,201.8
児島,6R,3-4-1,2.19,92.0,201.6
芦屋,10R,1-4-3,20.13,10.0,201.3
下関,6R,5-1-4,3.63,55.4,201.2
多摩川,5R,4-1-2,5.62,35.8,201.1
徳山,10R,3-1-2,8.38,24.0,201.1
若松,1R,1-3-4,9.65,20.8,200.8
常滑,9R,1-5-2,3.06,65.5,200.7
平和島,11R,1-2-4,15.77,12.7,200.3
唐津,8R,4-1-3,3.43,58.3,200.2
芦屋,8R,5-1-2,2.32,86.3,199.9
蒲郡,12R,4-1-3,3.46,57.7,199.5
平和島,4R,1-2-3,6.45,30.9,199.2
下関,6R,5-1-2,2.47,80.7,199.2
徳山,6R,4-2-3,2.16,91.8,198.7
若松,2R,1-3-2,3.46,57.3,198.1
若松,12R,3-1-6,2.88,68.6,197.7
びわこ,5R,4-1-2,2.33,85.0,197.6
多摩川,4R,2-1-3,2.00,98.6,197.6
浜名湖,8R,5-1-4,2.64,74.6,197.1
多摩川,6R,4-1-3,2.55,77.3,197.1
下関,7R,1-2-3,10.93,18.0,196.8
多摩川,2R,1-2-5,5.72,34.4,196.6
若松,5R,3-1-2,2.77,70.8,196.2
児島,11R,1-3-5,2.75,71.4,196.1
唐津,10R,3-1-2,8.45,23.2,196.0
児島,2R,2-1-4,1.96,99.7,195.7
若松,1R,3-1-6,3.47,56.4,195.7
多摩川,12R,1-3-2,13.98,14.0,195.7
びわこ,7R,1-2-4,2.48,78.9,195.7
徳山,5R,1-5-2,3.44,56.7,195.2
多摩川,6R,1-5-3,7.26,26.9,195.2
常滑,3R,2-1-4,3.89,50.1,194.9
蒲郡,5R,1-2-3,4.53,43.0,194.9
平和島,6R,5-4-1,2.88,67.6,194.9
唐津,8R,1-3-2,3.43,56.7,194.5
下関,10R,3-2-1,2.64,73.6,194.5
平和島,6R,1-4-5,4.17,46.6,194.3
蒲郡,10R,3-1-2,3.22,60.3,194.3
唐津,11R,2-1-4,2.97,65.3,194.2
芦屋,1R,3-1-2,3.10,62.7,194.2
児島,3R,4-1-2,2.81,69.2,194.2
浜名湖,6R,1-5-2,2.38,81.6,194.2
浜名湖,1R,1-4-2,3.47,56.0,194.1
蒲郡,4R,1-4-3,3.21,60.3,193.6
芦屋,7R,3-1-2,7.50,25.8,193.5
若松,1R,3-1-2,14.22,13.6,193.4
多摩川,9R,1-4-3,5.64,34.3,193.3
児島,11R,5-1-4,2.63,73.4,193.2
若松,10R,1-2-4,9.01,21.4,192.9
若松,5R,1-2-3,11.74,16.4,192.6
児島,8R,3-1-5,5.66,34.0,192.6
浜名湖,5R,1-5-2,6.39,30.1,192.3
徳山,1R,2-1-4,2.23,86.3,192.3
常滑,3R,4-2-1,4.67,41.1,192.0
多摩川,11R,2-1-3,2.99,64.1,191.8
若松,9R,1-2-5,2.81,68.2,191.6
びわこ,9R,1-4-2,5.13,37.3,191.5
びわこ,4R,3-1-2,6.16,31.1,191.5
唐津,6R,1-2-4,7.04,27.2,191.4
下関,10R,2-5-1,2.01,95.0,191.4
蒲郡,7R,3-1-2,3.07,62.3,191.1
浜名湖,4R,1-4-3,8.09,23.6,190.9
平和島,7R,1-2-3,5.91,32.3,190.8
びわこ,12R,3-2-1,3.57,53.5,190.7
蒲郡,6R,1-3-2,5.31,35.9,190.6
びわこ,7R,3-2-1,2.36,80.7,190.6
びわこ,5R,2-1-4,3.13,60.9,190.6
下関,7R,1-5-2,4.55,41.8,190.4
常滑,9R,1-2-4,5.21,36.5,190.2
下関,2R,1-4-3,5.67,33.5,190.0
児島,8R,1-4-3,2.49,76.2,189.7
下関,3R,2-1-4,3.62,52.4,189.6
下関,9R,2-1-5,2.58,73.4,189.5
蒲郡,10R,1-5-2,3.05,62.1,189.5
びわこ,4R,1-3-2,14.57,13.0,189.5
芦屋,10R,1-2-4,2.01,94.4,189.3
蒲郡,8R,1-2-4,3.05,62.0,188.8
浜名湖,7R,2-5-1,3.49,54.1,188.6
常滑,10R,1-5-4,5.28,35.7,188.5
徳山,3R,2-1-3,2.13,88.4,188.4
多摩川,8R,2-1-3,6.58,28.6,188.3
びわこ,5R,3-1-2,5.72,32.9,188.2
びわこ,1R,3-4-1,2.76,68.0,187.8
びわこ,2R,1-5-2,6.36,29.5,187.7
芦屋,11R,1-5-2,15.62,12.0,187.5
唐津,7R,3-2-5,2.35,79.6,187.3
常滑,3R,4-3-1,2.11,88.8,187.1
徳山,5R,2-5-1,4.09,45.7,187.0
児島,5R,1-5-4,5.18,36.1,187.0
常滑,8R,1-2-4,2.03,91.9,187.0
児島,8R,1-3-6,2.10,89.1,186.8
児島,7R,4-1-5,3.85,48.4,186.5
浜名湖,9R,3-4-1,7.67,24.3,186.4
常滑,10R,4-3-1,1.93,96.5,186.0
びわこ,9R,1-5-3,1.91,97.0,185.6
常滑,11R,2-4-1,1.99,93.1,185.5
びわこ,5R,2-3-1,2.05,90.2,185.2
児島,11R,1-2-3,3.68,50.3,185.0
常滑,11R,4-1-2,3.53,52.4,185.0
多摩川,5R,1-3-2,5.46,33.8,184.5
多摩川,11R,1-3-4,11.53,16.0,184.5
浜名湖,1R,2-1-4,1.89,97.4,184.1
若松,6R,2-1-4,4.30,42.7,183.8
下関,2R,2-1-4,3.55,51.6,183.4
常滑,4R,1-4-2,5.33,34.4,183.2
平和島,12R,1-3-2,24.09,7.6,183.0
浜名湖,4R,1-3-2,12.27,14.9,182.8
びわこ,9R,1-4-5,4.66,39.2,182.7
児島,3R,4-1-5,2.36,77.2,182.5
徳山,2R,4-3-1,1.85,98.4,182.2
唐津,5R,1-3-2,1.84,99.0,182.1
常滑,7R,1-4-2,2.49,73.0,181.5
唐津,9R,5-4-1,2.34,77.4,181.4
浜名湖,8R,1-4-3,5.12,35.4,181.3
蒲郡,6R,1-2-3,3.68,49.3,181.3
蒲郡,10R,1-3-5,13.89,13.0,180.6
浜名湖,12R,1-2-5,12.03,15.0,180.4
びわこ,10R,5-1-2,2.30,78.4,180.3
平和島,9R,1-5-6,2.00,89.8,179.9
芦屋,11R,2-5-1,2.76,65.0,179.5
蒲郡,5R,4-1-2,2.59,69.4,179.5
下関,9R,1-5-3,9.16,19.6,179.5
びわこ,12R,3-1-2,4.34,41.3,179.4
浜名湖,2R,4-1-3,3.51,51.0,179.2
下関,2R,1-3-4,4.10,43.7,179.0
唐津,5R,3-1-4,1.99,89.8,179.0
浜名湖,7R,2-1-4,3.25,55.0,178.9
常滑,11R,2-1-6,2.08,86.1,178.8
びわこ,11R,1-4-2,8.15,21.9,178.6
唐津,12R,2-3-1,2.20,81.0,178.5
浜名湖,10R,3-1-2,6.84,26.1,178.4
下関,2R,4-1-2,5.39,33.0,178.0
多摩川,11R,3-1-4,3.26,54.6,177.9
びわこ,8R,1-5-3,7.57,23.5,177.9
浜名湖,4R,1-6-3,1.94,91.4,177.7
芦屋,3R,1-2-3,6.77,26.2,177.4
浜名湖,7R,1-4-2,2.42,73.2,177.2
唐津,5R,1-2-4,6.15,28.8,177.1
芦屋,4R,4-1-5,2.93,60.3,176.9
唐津,4R,1-2-4,8.31,21.3,176.9
徳山,10R,2-3-1,8.42,21.0,176.9
多摩川,12R,3-2-1,2.53,69.9,176.9
蒲郡,2R,1-3-2,7.78,22.7,176.7
下関,12R,1-3-2,7.68,23.0,176.6
唐津,11R,3-1-2,4.25,41.6,176.6
児島,4R,1-2-5,3.17,55.7,176.6
びわこ,3R,4-1-3,2.25,78.4,176.6
児島,6R,4-2-1,6.47,27.3,176.6
浜名湖,7R,1-2-4,3.95,44.7,176.6
常滑,3R,1-2-4,5.12,34.5,176.5
児島,9R,4-1-3,1.83,96.0,175.7
若松,9R,2-1-6,2.99,58.7,175.6
若松,7R,1-4-2,3.50,50.1,175.2
平和島,1R,3-2-4,2.64,66.3,175.2
浜名湖,8R,1-3-4,3.70,47.3,175.1
平和島,5R,1-3-2,4.72,37.1,175.0
下関,10R,3-1-2,3.74,46.7,174.8
蒲郡,10R,1-5-4,1.79,97.3,174.4
児島,2R,2-3-1,3.97,43.9,174.3
児島,11R,1-3-2,3.00,58.0,173.9
びわこ,8R,5-3-4,2.10,82.4,173.4
芦屋,5R,1-5-3,2.45,70.7,173.3
若松,6R,1-4-2,2.96,58.4,173.1
びわこ,9R,1-3-4,5.71,30.3,173.0
平和島,3R,3-1-4,4.21,41.0,172.6
常滑,12R,2-3-1,1.75,98.4,172.4
児島,5R,1-5-2,5.45,31.6,172.3
若松,11R,1-4-3,6.86,25.1,172.2
蒲郡,4R,3-1-4,1.88,91.4,172.2
びわこ,4R,2-3-1,1.73,99.8,172.2
徳山,12R,1-4-3,8.44,20.4,172.2
浜名湖,1R,1-2-3,16.55,10.4,172.1
平和島,9R,4-1-2,2.68,64.3,172.1
平和島,9R,4-1-5,4.41,38.9,171.7
児島,5R,4-1-2,3.03,56.7,171.6
浜名湖,11R,1-2-3,10.72,16.0,171.5
唐津,11R,1-4-3,9.27,18.5,171.5
若松,12R,1-3-5,9.74,17.6,171.5
びわこ,8R,3-1-5,5.29,32.4,171.4
若松,7R,4-1-2,3.52,48.7,171.4
児島,4R,1-5-4,2.14,80.2,171.3
浜名湖,5R,1-2-5,8.15,21.0,171.2
若松,4R,1-3-4,3.93,43.6,171.2
