場,レース,買い目,推定確率%,オッズ(取得時),回収率%
尼崎,10R,3-2-1,10.03,72.2,724.4
住之江,5R,1-4-3,7.67,86.6,664.0
平和島,8R,1-4-3,15.72,40.9,642.9
下関,9R,1-3-4,12.58,51.0,641.6
多摩川,7R,1-2-3,12.04,50.1,603.0
多摩川,8R,2-1-4,6.06,97.0,588.2
常滑,5R,5-1-4,5.86,94.8,555.6
宮島,10R,1-4-3,7.37,72.9,536.9
常滑,11R,4-1-3,5.35,98.9,529.2
浜名湖,7R,1-3-4,11.53,42.3,487.5
三国,9R,1-3-2,8.81,54.8,482.9
住之江,6R,2-1-4,10.13,47.6,482.2
住之江,4R,1-4-2,11.49,41.7,479.1
平和島,7R,1-4-3,6.44,74.3,478.5
常滑,8R,3-1-4,5.33,88.2,469.7
多摩川,5R,1-2-3,6.80,68.8,467.6
多摩川,3R,4-1-3,5.23,86.0,449.9
住之江,8R,1-4-3,6.45,68.2,439.9
多摩川,5R,1-4-2,9.11,47.9,436.6
浜名湖,8R,4-1-3,9.04,47.9,432.9
平和島,6R,1-2-5,7.29,59.2,431.6
下関,7R,1-2-4,8.06,53.0,427.1
下関,5R,1-3-4,6.51,65.3,424.8
下関,7R,1-4-2,5.05,82.8,418.1
浜名湖,7R,1-4-3,5.69,73.2,416.6
尼崎,10R,2-3-1,10.86,37.8,410.4
下関,8R,1-4-3,7.48,54.3,406.2
多摩川,5R,1-2-4,9.32,43.3,403.8
常滑,10R,2-1-4,7.57,53.2,402.7
三国,6R,5-3-1,4.61,87.0,400.8
平和島,8R,4-1-3,11.20,35.7,399.8
平和島,5R,2-3-1,9.64,41.4,399.2
多摩川,7R,1-3-2,14.34,27.8,398.6
宮島,5R,2-3-1,4.89,81.2,397.0
浜名湖,4R,1-5-2,4.64,85.1,394.5
下関,5R,1-4-2,8.33,46.9,390.5
下関,7R,1-2-3,9.41,41.4,389.7
多摩川,2R,3-1-2,12.02,32.4,389.3
尼崎,10R,3-1-2,8.34,46.5,387.9
平和島,8R,1-4-2,12.99,29.7,385.9
平和島,7R,1-3-4,6.30,61.0,384.2
平和島,4R,1-4-2,7.33,52.2,382.8
住之江,2R,1-4-2,17.60,21.6,380.1
宮島,4R,3-1-2,5.05,75.3,380.0
宮島,9R,3-1-2,9.26,40.6,375.8
住之江,8R,4-1-3,9.31,40.1,373.2
浜名湖,4R,1-5-3,4.86,76.7,373.1
平和島,4R,4-1-2,11.14,33.4,372.1
