場,レース,買い目,推定確率%,オッズ(取得時),回収率%
丸亀,3R,2-1-4,3.99,68.8,274.4
戸田,10R,5-1-3,3.47,78.8,273.8
丸亀,10R,3-1-4,12.37,22.0,272.2
浜名湖,11R,1-2-3,5.29,51.4,271.9
大村,12R,1-4-6,5.82,46.7,271.7
宮島,10R,1-3-2,9.45,28.7,271.3
大村,8R,4-1-3,3.07,88.4,271.1
住之江,7R,1-2-3,6.52,41.6,271.0
江戸川,4R,1-4-2,7.59,35.7,270.8
宮島,6R,1-2-3,13.27,20.4,270.8
住之江,6R,2-1-4,5.53,48.9,270.7
丸亀,1R,1-4-3,5.19,52.1,270.5
戸田,9R,1-3-5,3.25,83.1,270.3
住之江,7R,1-3-2,6.05,44.7,270.2
江戸川,1R,1-4-2,6.19,43.6,269.7
住之江,10R,2-3-1,6.51,41.4,269.6
江戸川,11R,1-6-4,4.14,65.1,269.6
大村,11R,1-4-2,13.63,19.7,268.5
戸田,1R,1-5-4,2.75,97.6,268.1
鳴門,3R,2-1-4,4.35,61.6,267.9
鳴門,9R,3-1-2,6.24,42.8,267.0
尼崎,9R,2-1-4,3.61,73.7,266.0
宮島,8R,1-3-2,10.88,24.4,265.5
宮島,12R,2-1-3,4.31,61.6,265.4
多摩川,8R,4-1-6,3.20,82.9,265.0
桐生,9R,2-1-3,4.70,56.3,264.8
丸亀,1R,4-3-1,4.72,56.0,264.5
桐生,5R,3-1-2,5.34,49.4,263.6
大村,1R,5-1-3,7.77,33.9,263.5
住之江,11R,1-3-4,7.60,34.6,263.0
宮島,10R,1-2-4,2.65,98.9,262.5
桐生,2R,2-1-4,2.99,87.9,262.5
住之江,4R,4-1-3,5.15,50.9,262.2
江戸川,1R,1-2-3,3.07,85.2,261.7
鳴門,11R,1-5-2,3.90,67.0,261.4
浜名湖,8R,4-3-1,4.15,63.0,261.3
丸亀,4R,1-4-2,9.13,28.6,261.0
桐生,7R,1-2-3,6.97,37.4,260.7
宮島,12R,2-1-5,5.75,45.3,260.6
丸亀,3R,1-4-3,3.13,82.9,259.8
鳴門,1R,2-1-3,3.63,71.5,259.8
住之江,5R,1-3-2,5.77,44.9,259.0
大村,4R,1-4-5,10.27,25.2,258.8
戸田,3R,1-2-3,2.80,92.5,258.7
戸田,2R,5-1-3,2.65,97.7,258.6
戸田,9R,1-6-4,2.71,95.0,257.9
唐津,1R,1-5-4,2.70,95.3,257.7
尼崎,1R,4-3-1,3.54,72.7,257.6
桐生,11R,2-1-3,5.03,51.2,257.4
住之江,10R,2-1-4,7.38,34.9,257.4
丸亀,6R,4-1-3,4.27,60.3,257.3
鳴門,9R,4-1-2,2.60,98.7,257.0
住之江,3R,5-1-2,6.55,39.0,255.3
桐生,1R,1-2-4,5.41,47.2,255.1
鳴門,12R,2-1-4,6.02,42.4,255.1
唐津,9R,5-1-3,4.72,54.1,255.1
児島,5R,4-1-2,6.67,38.2,254.9
住之江,1R,2-1-3,4.15,61.0,253.4
大村,3R,4-3-1,5.01,50.5,253.2
大村,3R,1-3-2,3.73,67.9,253.2
桐生,6R,2-1-3,5.25,48.1,252.6
江戸川,4R,2-1-3,3.37,74.9,252.5
住之江,12R,1-2-4,7.45,33.9,252.4
江戸川,8R,1-2-6,6.59,38.2,251.8
三国,5R,1-4-3,7.40,34.0,251.7
桐生,4R,1-2-3,3.47,72.5,251.4
唐津,10R,1-5-4,7.78,32.3,251.4
唐津,6R,1-3-5,4.29,58.6,251.2
多摩川,1R,1-4-2,10.69,23.5,251.1
戸田,2R,1-5-3,4.94,50.8,251.0
浜名湖,10R,2-1-4,6.73,37.3,251.0
住之江,6R,2-4-1,2.52,99.6,250.8
児島,8R,1-4-2,3.87,64.7,250.2
児島,9R,1-4-3,7.84,31.9,250.1
多摩川,6R,5-1-4,3.52,71.1,250.0
唐津,9R,1-5-4,8.14,30.7,249.9
大村,1R,5-3-1,4.71,52.9,249.4
児島,9R,4-1-3,3.25,76.7,249.1
江戸川,4R,4-2-1,7.28,34.1,248.2
尼崎,4R,1-4-3,6.31,39.3,247.9
多摩川,11R,2-5-1,2.78,89.1,247.8
戸田,10R,1-3-5,12.90,19.2,247.7
大村,5R,1-5-3,3.61,68.6,247.6
三国,9R,1-3-2,10.32,24.0,247.6
戸田,4R,1-2-3,5.23,47.3,247.6
唐津,11R,4-1-2,8.22,30.1,247.5
唐津,4R,3-1-4,3.97,62.4,247.5
丸亀,1R,4-1-2,2.57,96.3,247.2
尼崎,10R,1-4-3,9.17,26.9,246.6
桐生,4R,2-1-3,3.00,82.2,246.3
江戸川,10R,3-1-2,10.96,22.4,245.6
浜名湖,12R,1-2-4,11.05,22.2,245.3
丸亀,9R,3-5-1,3.07,79.9,245.1
尼崎,9R,1-4-3,6.98,35.1,245.1
桐生,8R,1-2-3,10.12,24.2,244.9
三国,8R,1-2-3,3.11,78.7,244.5
桐生,6R,1-2-3,13.22,18.5,244.5
多摩川,10R,1-6-4,5.28,46.2,244.0
江戸川,2R,3-1-2,2.91,83.9,243.8
唐津,9R,1-5-3,9.13,26.7,243.8
大村,5R,1-3-5,7.20,33.8,243.3
多摩川,9R,4-1-3,4.67,52.0,242.7
住之江,1R,3-1-2,4.53,53.5,242.3
宮島,10R,3-1-4,4.03,60.0,241.9
桐生,10R,1-4-2,7.44,32.5,241.9
児島,11R,1-4-2,3.11,77.6,241.6
住之江,7R,2-1-3,6.38,37.8,241.3
浜名湖,3R,2-4-1,3.31,72.9,241.0
丸亀,1R,1-4-2,2.77,86.8,240.8
戸田,9R,1-3-2,6.66,36.1,240.5
丸亀,7R,1-3-2,8.62,27.9,240.5
浜名湖,10R,1-2-4,10.87,22.1,240.2
江戸川,10R,1-3-2,11.27,21.3,240.0
唐津,5R,1-4-3,4.41,54.3,239.4
丸亀,11R,1-5-2,6.06,39.5,239.3
大村,3R,3-1-2,3.82,62.5,238.8
多摩川,7R,2-1-4,7.27,32.8,238.5
丸亀,2R,1-2-5,3.14,76.0,238.5
丸亀,12R,4-1-3,3.52,67.7,238.4
三国,7R,3-1-2,5.23,45.6,238.4
三国,2R,1-2-5,6.29,37.8,237.8
三国,3R,1-4-3,2.90,81.8,237.0
尼崎,6R,4-1-2,11.20,21.1,236.2
児島,11R,1-2-3,11.14,21.2,236.2
多摩川,12R,2-3-1,3.77,62.5,235.8
桐生,2R,2-1-3,3.26,72.3,235.8
江戸川,5R,5-1-2,2.92,80.8,235.7
戸田,3R,1-3-4,6.31,37.3,235.5
大村,8R,3-4-1,4.78,49.1,234.9
尼崎,8R,1-5-4,11.98,19.6,234.8
尼崎,9R,1-4-2,9.95,23.6,234.8
尼崎,8R,1-5-2,4.74,49.4,234.0
唐津,7R,3-1-2,3.75,62.3,233.8
住之江,9R,4-1-3,3.07,75.9,232.9
多摩川,3R,3-1-5,2.81,82.8,232.7
江戸川,8R,2-1-4,3.02,77.1,232.6
尼崎,8R,1-4-2,5.58,41.6,232.3
桐生,5R,1-3-6,4.43,52.4,232.2
浜名湖,9R,3-1-2,5.46,42.5,232.1
住之江,4R,2-4-1,3.49,66.5,232.0
住之江,6R,1-4-2,7.45,31.1,231.6
戸田,1R,4-1-2,2.41,95.9,231.5
住之江,6R,1-3-2,3.10,74.7,231.4
浜名湖,7R,1-2-4,5.73,40.4,231.4
桐生,12R,2-1-4,7.41,31.2,231.3
住之江,12R,1-4-2,4.01,57.6,231.2
住之江,6R,1-2-3,4.79,48.2,231.1
宮島,8R,3-1-2,7.02,32.9,231.0
浜名湖,10R,1-2-3,3.94,58.6,230.8
江戸川,11R,1-5-6,5.29,43.6,230.7
宮島,12R,2-5-1,3.03,76.0,229.9
宮島,6R,2-1-3,11.61,19.8,229.9
住之江,7R,3-1-2,5.61,41.0,229.8
多摩川,12R,3-2-1,2.76,83.2,229.7
多摩川,4R,2-1-4,12.03,19.1,229.7
大村,10R,2-1-3,5.36,42.8,229.4
江戸川,1R,1-2-4,7.25,31.6,229.1
鳴門,4R,1-5-3,6.92,33.1,229.0
尼崎,12R,1-5-3,3.39,67.5,228.9
桐生,1R,4-2-1,6.37,35.9,228.7
児島,7R,1-3-4,3.61,63.4,228.6
住之江,5R,1-6-3,6.77,33.7,228.3
大村,6R,4-1-3,2.51,90.7,227.9
戸田,11R,2-1-3,2.28,100.0,227.8
江戸川,9R,1-3-4,5.25,43.3,227.5
丸亀,8R,1-4-3,10.26,22.1,226.9
桐生,9R,1-3-5,3.88,58.4,226.7
児島,9R,2-1-4,3.14,72.1,226.6
尼崎,3R,4-3-1,6.42,35.3,226.6
尼崎,10R,1-5-4,5.98,37.9,226.5
戸田,10R,1-5-2,5.27,43.0,226.4
住之江,6R,1-5-2,4.69,48.2,226.2
戸田,7R,1-3-2,16.13,14.0,225.8
鳴門,9R,3-2-1,3.78,59.8,225.8
江戸川,6R,1-4-3,10.40,21.7,225.8
浜名湖,6R,1-5-4,2.66,84.7,225.6
浜名湖,7R,2-1-4,4.58,49.2,225.6
鳴門,11R,1-2-5,7.29,30.9,225.2
住之江,12R,2-1-5,2.54,88.8,225.2
住之江,8R,4-3-2,2.27,98.9,224.8
桐生,9R,1-2-4,3.51,64.0,224.7
浜名湖,7R,4-2-1,6.98,32.2,224.6
桐生,1R,1-4-5,2.91,77.2,224.6
唐津,4R,4-1-3,3.01,74.5,224.6
桐生,6R,1-5-2,2.97,75.7,224.5
大村,4R,1-4-2,6.45,34.8,224.4
尼崎,3R,1-4-3,6.84,32.8,224.3
大村,2R,1-4-2,7.73,29.0,224.1
多摩川,7R,1-2-5,5.19,43.1,223.8
浜名湖,5R,4-1-2,2.49,89.7,223.6
丸亀,6R,1-4-3,13.29,16.8,223.3
浜名湖,1R,1-3-6,8.15,27.4,223.3
尼崎,8R,1-4-5,12.74,17.5,222.9
戸田,9R,1-6-5,2.51,88.7,222.8
江戸川,3R,1-5-2,12.29,18.1,222.4
住之江,5R,1-3-5,7.06,31.5,222.3
住之江,5R,1-3-6,7.72,28.8,222.2
児島,11R,1-4-3,3.80,58.4,222.0
宮島,3R,1-3-4,4.21,52.7,221.6
大村,2R,1-2-4,12.74,17.4,221.6
三国,10R,4-1-2,4.79,46.2,221.3
丸亀,5R,6-1-3,2.34,94.7,221.3
児島,11R,1-3-2,12.43,17.8,221.3
丸亀,9R,3-1-5,7.59,29.1,221.0
浜名湖,3R,2-1-4,4.70,46.9,220.5
児島,10R,2-1-5,2.63,83.7,220.1
江戸川,5R,1-3-2,3.13,70.3,219.7
丸亀,9R,1-5-3,4.08,53.8,219.3
住之江,4R,1-4-3,5.79,37.9,219.3
宮島,10R,1-2-3,7.61,28.8,219.1
丸亀,8R,2-1-3,2.39,91.6,219.0
三国,11R,1-5-4,6.26,35.0,219.0
桐生,7R,1-3-4,24.48,8.9,217.9
尼崎,9R,1-4-5,3.46,63.0,217.9
多摩川,6R,4-1-5,2.63,82.7,217.5
戸田,8R,1-5-2,4.58,47.4,217.3
浜名湖,6R,1-3-2,4.54,47.8,217.2
唐津,4R,4-1-2,2.32,93.6,217.2
桐生,1R,4-1-2,7.42,29.2,216.6
多摩川,11R,2-1-4,2.80,77.3,216.5
丸亀,7R,2-1-3,5.17,41.9,216.5
江戸川,9R,1-2-4,4.77,45.4,216.5
浜名湖,7R,4-1-3,2.22,97.7,216.4
鳴門,9R,2-1-3,4.90,44.1,216.1
唐津,12R,2-1-4,10.29,21.0,216.0
江戸川,12R,1-3-2,14.30,15.1,216.0
江戸川,12R,1-5-2,2.20,97.8,215.6
戸田,9R,1-2-6,5.40,39.9,215.4
唐津,4R,1-4-3,4.34,49.6,215.2
鳴門,12R,4-1-2,4.04,53.2,214.8
鳴門,3R,1-2-4,9.30,23.1,214.8
丸亀,11R,1-5-4,3.16,68.0,214.7
丸亀,2R,1-3-2,4.75,45.1,214.4
丸亀,6R,1-4-5,3.07,69.8,214.1
住之江,10R,2-1-3,12.59,17.0,214.0
唐津,2R,1-5-3,2.67,80.1,213.7
戸田,7R,1-5-3,7.94,26.9,213.6
江戸川,6R,1-4-2,15.71,13.6,213.6
住之江,9R,1-2-3,3.13,68.0,212.8
住之江,12R,1-5-2,5.75,36.9,212.3
唐津,8R,2-1-3,4.09,51.9,212.2
住之江,4R,2-1-4,3.97,53.4,212.1
戸田,3R,1-4-3,3.28,64.6,212.1
大村,7R,1-2-4,15.93,13.3,211.9
大村,8R,3-1-2,7.10,29.8,211.7
住之江,2R,1-3-2,16.53,12.8,211.6
多摩川,3R,3-1-4,4.24,49.9,211.4
丸亀,7R,1-5-2,2.26,93.4,211.4
大村,5R,3-1-4,3.17,66.6,211.3
三国,6R,1-3-4,2.67,78.8,210.8
桐生,1R,1-4-3,2.91,72.5,210.7
桐生,9R,1-3-4,3.87,54.3,210.0
桐生,5R,1-6-3,2.80,74.9,209.8
多摩川,3R,3-4-1,2.28,92.1,209.6
三国,11R,1-5-2,4.88,42.9,209.5
唐津,9R,1-5-6,3.99,52.4,209.3
鳴門,9R,1-4-2,4.13,50.6,209.0
江戸川,9R,2-1-4,3.05,68.4,208.7
尼崎,10R,1-3-4,11.08,18.8,208.3
三国,10R,3-1-2,2.20,94.6,208.3
戸田,4R,2-1-5,9.13,22.8,208.3
桐生,10R,1-4-3,5.07,41.0,207.8
江戸川,12R,1-4-2,4.28,48.5,207.5
桐生,4R,4-2-1,3.63,57.1,207.0
桐生,6R,1-2-4,4.41,46.9,206.9
江戸川,2R,1-2-5,3.67,56.3,206.6
住之江,5R,1-5-3,6.00,34.4,206.5
江戸川,7R,1-3-2,7.15,28.8,206.0
丸亀,5R,3-6-1,2.11,97.6,205.9
浜名湖,12R,2-1-4,2.24,91.9,205.9
丸亀,8R,2-1-4,2.25,91.6,205.8
江戸川,9R,3-2-1,4.09,50.2,205.4
宮島,10R,3-1-2,8.42,24.4,205.4
大村,12R,4-1-2,3.53,58.2,205.3
桐生,2R,1-4-3,8.34,24.6,205.2
住之江,7R,2-3-1,5.78,35.5,205.0
多摩川,6R,5-3-1,2.79,73.6,205.0
戸田,7R,1-3-5,11.06,18.5,204.6
三国,11R,1-5-3,5.72,35.7,204.4
江戸川,8R,2-1-3,2.61,78.3,204.2
尼崎,12R,3-1-2,5.37,38.0,204.2
戸田,11R,1-3-4,2.11,96.6,204.2
戸田,6R,5-3-1,2.57,79.4,203.7
江戸川,1R,1-5-3,2.63,77.3,203.6
三国,7R,3-4-1,2.11,96.2,203.1
多摩川,6R,5-1-3,4.51,45.0,202.9
宮島,3R,1-2-3,5.28,38.4,202.8
三国,4R,1-2-3,3.02,67.1,202.6
丸亀,10R,3-1-2,7.99,25.3,202.3
唐津,4R,1-3-4,5.10,39.6,202.0
児島,10R,4-1-2,3.03,66.6,201.7
鳴門,9R,2-3-1,3.44,58.6,201.7
戸田,2R,1-3-4,8.68,23.2,201.4
江戸川,5R,1-5-2,4.33,46.4,201.0
江戸川,9R,2-3-1,4.00,50.2,200.9
住之江,12R,1-2-5,9.99,20.1,200.8
尼崎,7R,2-4-1,2.22,90.6,200.8
桐生,11R,2-3-1,2.35,85.4,200.7
江戸川,12R,1-4-3,2.97,67.4,200.4
住之江,5R,1-3-4,3.45,58.1,200.2
児島,1R,2-1-4,5.90,33.9,200.1
江戸川,12R,3-1-2,3.04,65.9,200.1
浜名湖,7R,1-4-5,4.34,46.1,199.9
江戸川,8R,1-6-2,5.38,37.1,199.5
浜名湖,5R,1-3-6,2.86,69.8,199.5
唐津,1R,1-5-2,3.35,59.5,199.3
唐津,6R,1-4-3,4.28,46.5,199.2
尼崎,10R,1-3-5,10.65,18.7,199.2
唐津,9R,3-1-5,2.40,82.9,198.7
戸田,3R,3-1-4,8.32,23.9,198.7
戸田,1R,1-5-3,3.15,62.9,198.4
大村,5R,1-4-3,3.99,49.6,198.1
宮島,12R,3-1-2,2.10,94.3,197.9
多摩川,7R,4-2-1,2.66,74.4,197.8
鳴門,3R,1-3-4,2.10,94.0,197.7
浜名湖,4R,1-4-2,11.63,17.0,197.6
丸亀,12R,3-1-2,5.90,33.5,197.6
江戸川,1R,2-1-4,2.39,82.7,197.3
戸田,5R,1-5-4,2.06,95.9,197.2
鳴門,1R,1-3-2,13.30,14.8,196.9
桐生,4R,2-1-4,5.11,38.5,196.9
宮島,3R,3-4-1,3.47,56.7,196.6
児島,6R,3-2-1,3.99,49.2,196.5
多摩川,4R,4-1-2,5.64,34.8,196.4
鳴門,12R,2-4-1,2.28,86.1,196.1
江戸川,7R,3-1-4,5.19,37.8,196.0
浜名湖,11R,1-4-2,11.87,16.5,195.9
戸田,7R,1-5-2,5.84,33.5,195.8
江戸川,12R,1-2-4,7.28,26.9,195.8
戸田,8R,1-3-2,5.69,34.4,195.7
丸亀,1R,1-3-4,5.65,34.6,195.5
児島,3R,1-4-3,3.95,49.5,195.3
多摩川,2R,2-4-1,2.96,65.9,195.2
大村,8R,3-2-1,4.77,40.9,195.0
三国,7R,3-1-4,2.61,74.8,194.9
尼崎,7R,1-2-5,3.49,55.7,194.7
尼崎,7R,1-5-2,2.35,82.7,194.6
三国,6R,1-3-2,10.18,19.1,194.5
三国,10R,3-2-1,2.06,94.5,194.5
戸田,10R,1-4-5,2.12,91.8,194.2
住之江,7R,3-2-1,5.46,35.5,194.0
桐生,4R,1-2-5,2.90,66.7,193.7
鳴門,2R,1-4-3,2.27,85.3,193.6
浜名湖,12R,1-4-2,4.88,39.6,193.3
