場,レース,買い目,推定確率%,オッズ(取得時),回収率%
桐生,5R,1-3-2,14.62,22.8,333.2
宮島,5R,4-1-2,4.49,74.0,332.1
宮島,9R,1-3-2,7.03,47.1,331.2
若松,4R,1-4-3,4.73,69.9,330.3
江戸川,5R,1-4-2,11.13,29.6,329.5
常滑,8R,2-1-5,3.62,90.9,328.7
平和島,7R,3-1-2,10.56,31.1,328.5
芦屋,5R,1-3-5,4.17,78.6,327.5
常滑,11R,2-4-1,6.00,54.5,327.1
戸田,7R,1-3-4,3.80,85.9,326.8
芦屋,5R,1-3-2,3.89,83.9,326.5
住之江,8R,1-5-4,4.80,67.6,324.3
若松,1R,3-1-2,8.18,39.6,324.1
平和島,3R,1-3-2,7.82,41.3,323.0
浜名湖,11R,1-5-2,5.16,62.5,322.8
戸田,6R,1-2-3,8.91,36.2,322.7
江戸川,11R,1-2-3,14.93,21.5,320.9
若松,8R,2-4-1,3.65,87.4,319.2
平和島,3R,3-2-1,3.76,84.8,318.9
平和島,3R,3-1-2,4.66,68.4,318.8
尼崎,2R,1-3-2,9.71,32.8,318.6
江戸川,11R,1-3-2,24.89,12.8,318.6
鳴門,9R,1-4-3,9.56,32.9,314.5
平和島,4R,3-2-1,3.49,90.1,314.2
江戸川,7R,1-4-2,9.60,32.6,313.0
鳴門,10R,3-1-2,7.00,44.7,313.0
住之江,2R,2-1-5,9.93,31.5,312.7
平和島,8R,1-5-4,8.44,36.9,311.3
尼崎,1R,3-2-1,6.87,45.2,310.5
芦屋,11R,1-4-3,7.21,43.0,310.2
若松,11R,1-4-3,13.25,23.4,310.1
住之江,7R,2-1-4,13.04,23.7,308.9
宮島,2R,3-1-4,7.88,39.2,308.9
尼崎,2R,2-1-3,6.89,44.8,308.8
若松,6R,3-1-4,3.13,98.1,306.7
江戸川,7R,4-2-1,3.64,84.3,306.5
芦屋,6R,4-1-2,3.10,98.7,306.2
芦屋,12R,1-5-4,5.18,58.9,304.8
平和島,9R,1-4-2,16.73,18.2,304.5
戸田,11R,2-1-4,4.14,73.5,304.0
江戸川,9R,4-3-1,4.60,65.9,303.4
若松,7R,1-4-2,9.87,30.7,303.1
常滑,7R,2-1-3,6.43,47.1,302.9
浜名湖,1R,1-5-3,12.17,24.8,301.7
宮島,10R,2-4-5,3.49,86.4,301.3
桐生,4R,3-4-1,5.74,52.5,301.2
尼崎,3R,4-1-3,3.28,91.5,299.9
平和島,7R,1-2-3,20.62,14.5,299.0
鳴門,4R,1-4-2,4.58,65.2,298.8
平和島,9R,1-2-4,18.13,16.4,297.3
桐生,12R,2-1-3,6.70,44.4,297.3
江戸川,3R,1-2-4,5.34,55.6,296.7
若松,7R,1-2-4,15.20,19.5,296.5
戸田,6R,2-1-3,3.54,83.7,296.3
浜名湖,7R,2-1-4,3.66,80.7,295.7
鳴門,10R,3-2-1,3.55,83.3,295.5
鳴門,7R,1-6-2,3.12,94.4,294.7
芦屋,5R,1-4-3,11.60,25.4,294.7
桐生,12R,2-3-1,3.09,94.9,293.6
浜名湖,7R,1-2-3,9.65,30.4,293.4
常滑,7R,2-3-1,6.81,43.1,293.4
浜名湖,1R,1-3-5,13.52,21.7,293.3
芦屋,3R,1-2-3,3.83,76.6,293.0
鳴門,9R,1-4-2,14.49,20.2,292.6
浜名湖,5R,3-1-2,7.05,41.5,292.6
江戸川,4R,1-2-4,11.28,25.9,292.2
平和島,5R,2-1-3,8.82,33.1,292.0
宮島,2R,3-1-2,8.24,35.4,291.5
平和島,6R,1-3-2,4.69,61.8,290.0
唐津,8R,3-2-1,5.02,57.8,289.9
戸田,8R,1-3-5,9.17,31.6,289.9
桐生,1R,2-1-3,3.23,89.4,288.8
常滑,2R,5-2-1,6.87,41.6,285.8
唐津,5R,3-1-2,4.27,66.8,284.9
鳴門,6R,3-1-2,6.63,42.8,283.8
住之江,6R,3-1-2,5.93,47.9,283.8
常滑,8R,2-5-1,3.37,83.9,282.8
江戸川,3R,4-2-1,4.82,58.5,282.1
尼崎,3R,5-1-3,3.25,86.7,281.5
江戸川,4R,4-1-2,7.95,35.4,281.5
浜名湖,5R,1-2-3,4.54,62.0,281.2
尼崎,12R,3-2-1,3.08,91.2,281.2
江戸川,7R,4-3-1,4.47,62.7,280.4
鳴門,9R,1-4-5,10.19,27.5,280.2
芦屋,5R,1-3-4,11.48,24.4,280.2
戸田,2R,1-2-3,10.30,27.1,279.1
鳴門,2R,1-4-2,3.48,80.1,279.1
浜名湖,12R,1-4-3,13.66,20.4,278.8
若松,8R,2-1-4,8.54,32.6,278.5
住之江,2R,2-5-1,8.46,32.9,278.4
浜名湖,3R,3-1-2,3.26,85.4,278.2
唐津,6R,1-4-3,6.25,44.5,278.1
常滑,9R,4-1-3,5.49,50.7,278.1
宮島,5R,1-2-4,8.44,32.9,277.8
平和島,10R,1-4-5,10.58,26.1,276.2
常滑,5R,3-1-2,7.79,35.4,275.8
戸田,9R,5-1-2,3.32,82.9,275.5
戸田,12R,1-5-2,12.61,21.8,275.0
桐生,8R,1-3-2,5.77,47.6,274.6
浜名湖,7R,3-2-1,4.59,59.8,274.4
桐生,5R,1-2-3,12.64,21.7,274.2
江戸川,6R,2-1-5,4.82,56.9,274.1
鳴門,11R,1-5-2,4.72,58.1,274.0
平和島,6R,1-2-4,15.54,17.6,273.5
平和島,11R,1-2-5,5.23,52.2,273.2
平和島,1R,1-3-5,3.71,73.6,273.2
桐生,4R,3-1-4,12.67,21.5,272.4
尼崎,12R,2-3-1,2.93,93.0,272.2
若松,2R,2-1-4,4.75,57.3,272.1
常滑,11R,4-2-1,4.28,63.5,271.7
住之江,7R,1-2-4,9.59,28.3,271.4
宮島,8R,1-5-2,7.90,34.3,271.1
江戸川,11R,1-3-4,5.10,53.1,271.0
江戸川,7R,1-4-3,11.30,23.9,270.1
唐津,10R,3-1-4,2.87,94.2,270.0
宮島,6R,3-1-4,3.19,84.5,270.0
戸田,4R,3-1-2,5.41,49.8,269.4
唐津,5R,3-1-4,6.65,40.5,269.3
住之江,6R,3-1-4,4.79,56.1,268.8
平和島,5R,1-2-3,14.58,18.4,268.4
戸田,10R,2-5-1,7.44,36.0,267.8
尼崎,7R,1-4-2,15.98,16.7,266.9
住之江,4R,1-4-2,7.47,35.6,265.9
住之江,11R,4-1-5,4.33,61.3,265.6
宮島,7R,2-3-1,9.45,28.1,265.5
浜名湖,6R,3-2-1,6.35,41.8,265.3
戸田,3R,1-5-3,3.15,84.1,265.1
常滑,8R,2-1-4,2.79,94.8,264.9
平和島,4R,3-1-2,2.70,97.9,264.7
芦屋,1R,1-4-2,8.52,31.0,264.3
宮島,9R,1-5-3,11.42,23.1,263.7
鳴門,10R,2-3-1,3.06,86.1,263.4
住之江,8R,1-5-2,7.60,34.6,263.1
宮島,12R,1-4-3,13.26,19.8,262.5
若松,12R,1-5-3,9.08,28.8,261.4
平和島,10R,4-1-5,4.05,64.4,260.9
浜名湖,10R,3-2-1,3.83,67.8,259.5
芦屋,11R,1-3-4,8.88,29.2,259.4
常滑,11R,2-1-4,9.76,26.5,258.6
唐津,4R,2-1-4,3.29,78.3,257.9
江戸川,7R,4-1-2,8.89,29.0,257.9
桐生,1R,2-1-5,2.81,91.6,257.7
鳴門,12R,4-1-3,2.61,98.7,257.6
尼崎,7R,1-4-3,6.66,38.7,257.6
戸田,10R,5-2-1,7.15,36.0,257.5
住之江,6R,1-4-3,3.19,80.3,256.3
常滑,6R,1-2-4,5.17,49.5,255.9
桐生,3R,2-1-5,3.49,73.3,255.7
平和島,1R,3-1-4,5.45,46.8,255.0
宮島,12R,1-4-5,7.89,32.3,254.7
常滑,6R,2-1-3,2.80,91.0,254.6
平和島,6R,1-4-2,7.74,32.9,254.5
桐生,9R,2-4-1,6.24,40.8,254.5
浜名湖,8R,1-4-3,2.99,85.0,253.9
戸田,3R,4-1-3,5.73,44.3,253.8
芦屋,5R,1-2-3,2.80,90.7,253.6
常滑,1R,3-1-5,2.62,96.5,253.3
浜名湖,7R,1-3-2,7.53,33.6,252.9
宮島,1R,1-2-3,9.75,25.9,252.6
住之江,4R,4-1-2,4.62,54.6,252.4
宮島,4R,1-3-5,13.84,18.2,251.8
浜名湖,9R,2-1-5,2.80,90.0,251.7
宮島,8R,1-2-3,5.60,44.9,251.6
浜名湖,1R,1-3-2,9.76,25.7,250.9
江戸川,10R,1-4-3,6.00,41.7,250.3
桐生,2R,4-2-1,3.13,79.9,250.2
浜名湖,9R,1-2-3,10.03,24.9,249.9
常滑,2R,2-5-1,9.34,26.7,249.4
常滑,5R,1-3-6,7.39,33.5,247.5
若松,2R,4-2-1,3.58,69.1,247.5
桐生,12R,1-2-4,6.24,39.6,247.3
唐津,4R,1-4-2,3.02,81.7,247.0
尼崎,8R,1-4-2,7.48,33.0,246.9
平和島,6R,2-1-4,7.94,31.0,246.1
鳴門,3R,1-4-2,18.28,13.4,244.9
戸田,6R,1-5-3,4.32,56.5,243.9
戸田,7R,2-1-3,3.31,73.4,243.3
江戸川,9R,1-4-3,5.25,46.3,243.0
浜名湖,8R,4-1-2,10.70,22.7,243.0
住之江,4R,1-3-4,11.16,21.7,242.3
戸田,3R,3-1-5,3.22,75.1,241.8
戸田,2R,1-3-2,3.92,61.7,241.7
唐津,10R,4-1-3,7.51,32.2,241.7
平和島,9R,1-2-3,2.90,83.2,241.7
若松,3R,1-5-3,3.72,64.8,241.1
芦屋,3R,1-3-5,18.12,13.3,241.1
平和島,4R,1-2-4,2.63,91.4,240.2
江戸川,6R,3-2-1,3.67,65.3,239.6
常滑,10R,3-1-2,3.97,60.3,239.4
江戸川,2R,4-1-2,12.13,19.7,239.0
江戸川,10R,1-3-5,4.60,51.9,238.8
桐生,4R,1-3-2,7.70,31.0,238.8
芦屋,5R,1-4-2,4.01,59.4,238.3
常滑,2R,5-1-2,5.44,43.8,238.2
江戸川,7R,1-2-4,4.25,56.0,237.8
尼崎,4R,2-1-3,8.31,28.6,237.6
宮島,1R,1-3-2,4.86,48.9,237.4
住之江,9R,2-1-3,10.77,22.0,237.0
江戸川,9R,4-2-3,2.64,89.4,235.8
尼崎,6R,3-1-4,2.94,80.3,235.7
尼崎,12R,3-1-2,5.35,43.9,235.0
江戸川,6R,2-3-1,9.87,23.8,234.9
唐津,2R,1-5-3,6.56,35.8,234.9
若松,3R,4-1-5,3.49,67.2,234.7
常滑,3R,1-4-2,5.26,44.6,234.4
戸田,4R,1-3-4,3.94,59.5,234.3
浜名湖,11R,1-4-2,4.18,56.0,234.3
若松,2R,2-4-1,3.16,74.1,234.2
常滑,8R,1-2-5,2.63,89.0,234.1
平和島,4R,2-4-1,3.51,66.7,234.0
住之江,8R,5-1-2,5.06,46.2,233.8
常滑,5R,1-3-4,7.14,32.6,232.9
戸田,4R,1-3-5,7.27,32.0,232.8
宮島,9R,1-2-3,6.21,37.5,232.8
宮島,10R,5-2-1,3.39,68.7,232.6
平和島,4R,4-1-2,2.36,98.7,232.5
常滑,6R,1-5-2,2.50,92.9,232.3
住之江,7R,2-1-5,3.01,77.1,232.1
常滑,8R,2-1-3,3.72,62.3,231.9
桐生,1R,1-3-5,3.66,63.2,231.6
若松,1R,3-1-4,2.67,86.7,231.5
芦屋,9R,2-1-5,6.61,35.0,231.2
宮島,2R,4-3-1,2.54,90.8,231.0
江戸川,12R,1-5-4,3.64,63.4,230.7
戸田,9R,1-2-3,5.19,44.3,230.1
芦屋,10R,1-2-4,2.71,84.9,230.0
戸田,12R,1-5-4,3.86,59.6,229.8
唐津,12R,1-4-2,12.62,18.2,229.6
平和島,4R,2-1-3,3.49,65.7,229.6
戸田,4R,3-1-4,5.25,43.7,229.3
江戸川,8R,1-3-4,4.99,45.9,229.0
浜名湖,9R,1-5-3,7.48,30.6,229.0
戸田,8R,1-5-3,4.23,54.0,228.5
桐生,5R,1-3-4,5.66,40.3,228.0
江戸川,10R,1-6-5,3.29,69.2,228.0
平和島,12R,2-3-1,5.18,44.0,227.9
唐津,12R,4-1-2,2.54,89.6,227.4
桐生,3R,1-2-3,4.40,51.7,227.4
江戸川,5R,1-4-5,10.75,21.1,226.9
宮島,2R,1-4-3,5.14,44.1,226.7
江戸川,2R,4-2-1,13.26,17.1,226.7
住之江,12R,2-1-3,2.79,81.2,226.6
桐生,2R,2-4-1,2.74,82.5,226.3
芦屋,9R,1-2-4,10.51,21.5,226.1
戸田,8R,3-1-4,4.31,52.5,226.0
芦屋,12R,1-5-3,5.17,43.7,226.0
芦屋,8R,2-5-1,2.27,99.3,225.9
江戸川,2R,4-1-3,2.76,81.8,225.4
芦屋,7R,4-1-3,5.91,38.1,225.3
江戸川,6R,2-1-3,14.50,15.5,224.8
戸田,6R,5-1-2,3.33,67.5,224.5
浜名湖,3R,1-3-2,8.97,25.0,224.3
平和島,4R,2-3-1,3.93,57.0,224.2
常滑,1R,3-1-4,2.61,85.9,224.1
鳴門,8R,3-1-2,2.94,76.2,224.1
桐生,8R,1-4-2,3.38,66.2,224.1
浜名湖,10R,2-3-1,4.68,47.8,223.9
宮島,10R,2-1-5,6.38,35.1,223.9
浜名湖,9R,1-3-2,11.01,20.3,223.4
常滑,6R,1-3-5,2.96,75.5,223.3
尼崎,10R,3-1-2,7.42,30.1,223.2
常滑,6R,1-4-3,3.00,74.3,223.1
芦屋,10R,1-4-2,2.92,76.3,222.9
芦屋,6R,2-1-3,3.78,59.0,222.8
常滑,7R,3-2-5,2.70,82.4,222.2
芦屋,3R,1-4-3,3.09,71.9,221.9
若松,10R,2-1-4,2.75,80.6,221.7
芦屋,3R,1-3-4,5.99,36.9,221.0
宮島,10R,2-4-1,5.34,41.4,221.0
鳴門,11R,1-4-2,6.90,32.0,220.8
浜名湖,4R,1-4-3,7.07,31.2,220.6
浜名湖,2R,2-1-3,5.34,41.3,220.6
江戸川,6R,1-2-4,3.73,59.1,220.6
尼崎,5R,3-1-4,5.08,43.4,220.5
宮島,8R,5-2-1,2.75,80.2,220.4
戸田,10R,2-1-5,6.21,35.5,220.3
江戸川,12R,2-1-4,2.20,100.0,220.1
宮島,12R,4-1-5,3.48,63.2,220.1
鳴門,1R,3-1-2,3.03,72.5,219.9
若松,1R,1-3-2,18.16,12.1,219.7
若松,4R,4-1-3,3.88,56.5,219.1
桐生,7R,1-3-4,10.58,20.6,218.0
住之江,10R,2-5-3,2.82,77.1,217.6
平和島,1R,1-3-2,17.10,12.7,217.2
鳴門,10R,3-1-5,3.84,56.6,217.2
芦屋,6R,2-1-4,5.72,37.9,216.8
尼崎,6R,4-1-3,11.40,19.0,216.5
常滑,11R,2-1-5,4.43,48.8,216.1
芦屋,11R,1-4-5,5.24,41.2,215.8
宮島,7R,1-2-3,6.80,31.7,215.4
唐津,3R,3-1-2,3.51,61.4,215.4
桐生,6R,1-2-4,17.08,12.6,215.2
宮島,1R,2-1-3,3.87,55.5,215.0
若松,2R,4-1-2,6.64,32.3,214.5
江戸川,6R,2-3-4,3.12,68.7,214.5
浜名湖,9R,1-2-5,7.00,30.6,214.1
宮島,9R,1-5-2,8.53,25.1,214.0
尼崎,8R,1-5-2,5.45,39.2,213.5
戸田,7R,1-3-2,10.62,20.1,213.4
常滑,9R,3-1-4,7.23,29.5,213.3
戸田,1R,1-5-2,5.70,37.4,213.3
浜名湖,6R,2-1-3,5.10,41.8,213.2
尼崎,1R,3-1-2,12.09,17.6,212.7
戸田,8R,3-1-2,5.81,36.6,212.7
平和島,11R,2-1-5,2.61,81.4,212.7
戸田,8R,1-2-3,2.26,93.9,212.6
尼崎,8R,1-2-5,9.20,23.1,212.6
尼崎,12R,3-4-1,2.12,100.0,212.4
若松,7R,2-1-4,3.17,66.9,212.2
常滑,5R,3-1-6,3.32,63.9,212.0
浜名湖,6R,2-3-1,5.98,35.4,211.7
江戸川,5R,4-1-5,5.99,35.3,211.4
尼崎,5R,4-1-3,5.23,40.4,211.1
江戸川,10R,1-3-4,5.81,36.3,211.0
尼崎,11R,1-2-5,15.98,13.2,210.9
住之江,4R,3-1-4,5.65,37.3,210.8
若松,10R,1-2-4,10.58,19.9,210.6
住之江,1R,1-4-3,2.50,84.2,210.2
桐生,8R,1-3-4,2.63,79.8,210.0
宮島,11R,3-4-1,2.87,73.2,210.0
若松,6R,3-1-2,2.59,81.2,209.9
戸田,4R,1-3-2,4.06,51.7,209.9
芦屋,12R,1-3-5,7.00,30.0,209.9
鳴門,4R,1-2-4,5.57,37.6,209.5
平和島,10R,1-3-4,7.12,29.4,209.4
常滑,11R,2-5-1,2.17,96.6,209.2
桐生,8R,2-1-3,2.16,96.9,209.0
尼崎,12R,2-1-3,4.66,44.8,208.9
住之江,3R,1-3-2,4.08,51.0,208.3
桐生,1R,1-4-3,2.73,76.3,208.2
常滑,6R,1-3-4,3.97,52.4,208.1
戸田,2R,2-1-3,10.51,19.8,208.0
芦屋,5R,1-4-5,4.30,48.4,208.0
芦屋,6R,2-5-1,2.22,93.5,207.9
唐津,8R,1-4-3,2.20,94.5,207.6
芦屋,3R,3-1-5,6.93,29.9,207.3
浜名湖,4R,1-3-4,4.82,43.0,207.3
平和島,8R,5-1-4,2.49,83.1,207.1
浜名湖,3R,2-1-4,4.05,51.1,207.1
鳴門,12R,1-5-4,5.52,37.5,207.1
江戸川,8R,1-2-3,3.94,52.5,207.1
住之江,8R,1-4-5,2.82,73.0,206.1
常滑,9R,3-1-5,3.06,67.4,206.0
平和島,8R,1-4-3,2.83,72.6,205.8
戸田,4R,1-5-3,3.13,65.6,205.7
唐津,11R,1-5-2,2.35,87.4,205.6
戸田,4R,3-1-5,9.69,21.2,205.5
芦屋,2R,4-1-2,7.66,26.8,205.3
鳴門,7R,6-1-2,2.30,89.3,205.1
常滑,2R,2-1-5,11.32,18.1,205.0
桐生,6R,1-4-3,5.18,39.6,204.9
住之江,5R,2-1-3,3.06,66.9,204.5
住之江,6R,3-2-1,2.68,76.2,204.1
若松,5R,2-4-1,2.39,85.3,203.9
尼崎,4R,2-1-5,3.52,57.9,203.6
浜名湖,4R,1-6-4,2.40,84.7,203.4
浜名湖,1R,5-1-3,2.13,95.4,203.2
常滑,11R,2-1-3,4.29,47.3,203.0
江戸川,7R,3-4-1,2.84,71.2,202.4
平和島,3R,2-3-1,5.20,38.9,202.2
江戸川,7R,1-3-4,5.23,38.6,202.0
浜名湖,9R,5-1-3,2.86,70.7,202.0
尼崎,12R,4-1-3,2.86,70.4,201.7
芦屋,7R,1-5-3,2.83,71.3,201.5
芦屋,5R,1-2-4,2.85,70.6,201.5
戸田,4R,3-2-1,2.70,74.6,201.4
桐生,8R,1-3-5,4.82,41.7,201.1
宮島,8R,1-2-4,7.21,27.9,201.0
戸田,12R,5-1-2,3.15,63.5,200.2
浜名湖,4R,1-3-2,4.75,42.0,199.6
江戸川,5R,1-5-4,7.08,28.2,199.6
桐生,8R,1-2-3,6.76,29.5,199.5
宮島,5R,1-2-5,5.26,37.9,199.5
浜名湖,11R,2-1-5,2.77,71.9,199.3
浜名湖,4R,1-2-4,17.33,11.5,199.3
鳴門,5R,4-2-1,2.15,92.5,199.2
江戸川,4R,4-2-1,7.11,28.0,199.0
常滑,5R,1-6-3,2.25,88.3,198.8
住之江,5R,1-2-3,8.18,24.3,198.8
尼崎,9R,1-6-5,3.82,52.0,198.8
浜名湖,9R,2-1-3,4.01,49.5,198.6
常滑,2R,2-1-4,4.01,49.4,198.2
江戸川,8R,1-4-3,2.58,76.8,198.1
宮島,10R,5-2-4,2.29,86.4,198.0
桐生,9R,4-2-1,5.49,36.0,197.8
桐生,7R,1-4-2,2.26,87.3,197.7
若松,4R,1-3-4,2.24,88.0,197.5
宮島,2R,1-3-4,9.32,21.2,197.5
平和島,12R,2-1-5,2.90,68.0,197.5
芦屋,1R,1-4-3,7.31,27.0,197.3
常滑,10R,3-2-5,2.05,96.0,197.3
平和島,12R,2-1-3,6.85,28.7,196.7
芦屋,8R,2-1-3,4.82,40.8,196.7
唐津,11R,1-3-2,12.27,16.0,196.4
宮島,5R,2-1-3,2.30,85.2,196.2
平和島,2R,1-4-2,3.85,51.0,196.1
若松,4R,1-5-4,3.80,51.6,196.1
江戸川,10R,1-5-6,3.39,57.8,196.0
浜名湖,6R,1-2-3,4.79,40.9,195.8
鳴門,12R,1-4-2,11.38,17.2,195.7
鳴門,1R,2-1-3,3.05,64.0,195.5
鳴門,2R,4-1-3,8.96,21.8,195.2
住之江,3R,5-1-2,4.87,40.0,195.0
宮島,11R,3-1-5,4.16,46.9,194.9
平和島,10R,3-1-4,2.49,78.1,194.6
鳴門,4R,1-6-4,3.29,59.1,194.6
鳴門,10R,1-5-3,3.49,55.7,194.6
常滑,5R,1-3-2,17.35,11.2,194.3
住之江,7R,2-4-1,10.49,18.5,194.2
常滑,8R,3-2-1,2.45,79.3,194.1
若松,11R,4-1-3,6.80,28.5,193.7
住之江,5R,1-3-2,5.66,34.2,193.7
常滑,4R,2-1-4,2.18,88.7,193.7
尼崎,5R,3-1-2,2.99,64.8,193.7
鳴門,5R,2-1-6,2.77,69.8,193.6
