場,レース,買い目,推定確率%,オッズ(取得時),回収率%
福岡,9R,1-4-3,15.03,69.6,1045.8
福岡,12R,4-1-2,11.19,75.6,846.0
常滑,5R,1-3-2,14.40,43.4,624.9
大村,6R,4-1-2,6.97,84.2,587.0
大村,8R,2-1-3,13.88,39.7,550.9
蒲郡,3R,4-1-2,7.93,69.2,548.5
浜名湖,5R,4-1-2,7.26,74.7,542.0
唐津,7R,1-3-2,7.22,73.4,529.7
宮島,9R,1-2-4,6.46,79.8,515.7
桐生,5R,1-4-2,12.23,41.7,510.1
浜名湖,6R,1-4-2,17.96,28.1,504.6
浜名湖,8R,1-3-2,7.19,67.7,486.6
蒲郡,10R,4-1-3,5.63,85.8,482.9
尼崎,12R,3-1-5,5.40,89.0,480.6
唐津,2R,1-5-3,5.82,82.1,477.5
住之江,2R,1-2-3,9.64,49.3,475.3
唐津,9R,4-1-5,6.60,71.8,473.7
住之江,10R,1-3-2,10.84,43.3,469.3
常滑,7R,1-3-4,7.61,61.5,468.0
唐津,9R,4-1-2,5.50,84.9,466.7
浜名湖,5R,1-4-2,10.36,44.8,464.2
多摩川,6R,3-1-2,11.31,40.8,461.3
尼崎,8R,1-3-2,6.56,69.9,458.4
大村,5R,1-4-3,4.71,96.8,456.2
尼崎,12R,1-5-3,5.10,89.3,455.2
桐生,2R,1-3-2,6.80,66.8,454.0
常滑,7R,3-1-4,6.44,70.0,451.0
浜名湖,5R,4-2-1,4.51,98.8,445.7
大村,1R,3-4-1,5.98,74.2,443.5
住之江,10R,3-1-2,5.39,81.9,441.7
桐生,6R,1-4-3,16.75,26.3,440.6
福岡,8R,1-4-3,6.68,65.9,440.0
唐津,9R,4-5-1,4.80,89.8,431.2
大村,5R,1-3-5,7.56,56.4,426.1
浜名湖,6R,4-1-2,14.65,29.0,424.9
浜名湖,3R,2-1-3,7.33,57.9,424.2
芦屋,9R,1-4-3,7.42,56.9,422.0
福岡,12R,2-4-1,5.14,81.7,419.8
芦屋,3R,3-1-2,13.45,31.2,419.5
宮島,6R,1-2-4,14.90,28.1,418.6
常滑,5R,3-1-2,10.47,39.6,414.5
宮島,9R,2-1-4,6.81,60.4,411.6
蒲郡,12R,3-1-2,6.22,65.8,409.3
浜名湖,10R,3-1-2,11.02,36.9,406.8
桐生,2R,2-1-3,9.20,43.8,403.2
桐生,2R,1-2-4,6.56,61.0,400.0
大村,5R,1-3-2,4.13,96.8,399.3
