場,レース,買い目,推定確率%,オッズ(取得時),回収率%
福岡,1R,1-3-4,8.29,87.1,722.1
浜名湖,6R,2-1-4,7.75,89.1,690.5
福岡,6R,1-4-3,10.74,59.8,642.2
桐生,8R,1-5-2,8.22,75.4,620.1
福岡,6R,1-4-2,15.60,38.1,594.4
常滑,6R,3-1-6,6.77,85.7,580.4
桐生,5R,1-4-2,8.34,68.9,575.0
平和島,7R,1-3-2,21.94,25.8,566.2
浜名湖,6R,2-1-5,8.44,65.9,556.3
多摩川,4R,3-2-1,6.91,79.7,551.1
平和島,12R,2-1-3,17.75,30.0,532.4
常滑,6R,3-1-2,6.99,74.7,522.3
平和島,9R,1-2-4,8.45,61.2,517.1
多摩川,4R,2-1-3,6.95,72.5,503.7
多摩川,4R,2-3-1,6.76,74.1,500.8
多摩川,4R,3-1-2,7.33,65.1,477.5
唐津,2R,1-5-2,12.39,38.2,473.3
尼崎,7R,1-3-4,7.99,58.9,470.8
浜名湖,6R,1-2-4,6.81,68.7,467.7
唐津,2R,1-5-3,4.86,93.9,456.1
平和島,5R,2-1-4,6.09,73.9,450.4
平和島,1R,4-1-3,8.64,52.1,450.2
若松,7R,4-1-2,5.08,87.5,444.6
平和島,5R,1-2-4,5.44,81.4,442.8
平和島,3R,1-3-4,7.49,58.9,441.4
浜名湖,6R,1-2-3,5.11,85.9,439.3
平和島,8R,4-1-3,11.77,37.2,437.8
浜名湖,6R,1-2-5,7.42,58.7,435.3
平和島,3R,1-4-3,5.47,79.1,432.8
宮島,11R,1-4-2,11.57,37.3,431.7
多摩川,10R,2-1-5,4.86,87.8,426.3
常滑,6R,3-1-5,6.42,66.3,425.9
若松,10R,3-2-1,5.23,81.2,424.7
常滑,6R,1-3-4,4.93,85.7,422.9
桐生,1R,1-5-4,8.05,52.5,422.5
唐津,10R,4-1-3,7.85,53.1,417.1
福岡,6R,1-4-5,5.32,78.3,416.7
若松,3R,2-1-3,5.48,75.5,413.5
常滑,7R,2-1-3,8.04,51.4,413.5
多摩川,8R,1-2-4,13.10,31.4,411.4
多摩川,7R,2-1-3,7.01,58.6,411.0
唐津,11R,4-1-3,5.87,69.7,409.4
宮島,8R,1-2-3,8.63,47.3,408.1
桐生,4R,1-4-3,6.60,60.8,401.4
下関,6R,2-1-3,16.02,24.9,399.0
下関,3R,4-1-2,4.26,93.4,397.8
下関,5R,1-4-3,8.91,44.6,397.5
浜名湖,10R,1-3-2,6.12,64.7,396.2
平和島,12R,2-1-4,9.00,43.8,394.4
多摩川,12R,1-5-3,6.13,63.7,390.5
芦屋,6R,2-5-1,4.22,92.5,390.3
唐津,1R,1-6-3,4.56,85.1,387.7
多摩川,10R,2-1-4,4.97,77.6,385.5
福岡,9R,2-1-5,5.05,74.8,377.5
多摩川,8R,1-2-3,19.04,19.6,373.1
福岡,3R,1-2-4,4.30,86.7,372.7
多摩川,8R,2-1-3,5.57,66.6,371.1
平和島,8R,4-1-2,13.80,26.9,371.1
平和島,7R,1-2-3,10.35,35.8,370.7
桐生,4R,1-4-2,3.90,94.1,367.3
宮島,9R,1-2-3,5.64,64.7,365.2
尼崎,7R,3-1-4,7.56,48.0,363.0
多摩川,9R,3-1-2,3.74,96.9,362.8
平和島,3R,3-1-4,6.28,57.8,362.7
芦屋,8R,3-1-2,8.19,44.3,362.6
下関,4R,1-2-3,5.80,62.1,360.4
芦屋,12R,2-1-4,5.04,71.3,359.5
多摩川,4R,1-2-3,7.26,49.0,355.5
尼崎,1R,4-1-3,6.06,58.2,352.9
平和島,6R,3-2-1,3.75,94.0,352.5
桐生,3R,1-3-6,4.10,85.9,352.4
桐生,8R,5-1-2,3.59,98.0,351.3
平和島,8R,1-4-3,9.01,38.7,348.8
尼崎,2R,2-4-1,3.87,90.1,348.7
若松,8R,1-5-2,8.19,42.5,348.1
宮島,11R,1-2-4,13.48,25.7,346.4
宮島,7R,1-2-5,8.51,40.7,346.4
若松,8R,1-2-5,12.58,27.5,346.0
若松,5R,2-1-4,7.19,48.1,345.7
下関,4R,2-1-3,6.01,57.1,343.3
宮島,10R,1-2-3,9.37,36.6,342.8
平和島,12R,2-3-1,6.38,53.6,342.2
宮島,9R,1-3-2,10.72,31.9,342.0
平和島,9R,1-4-2,4.27,80.1,341.7
若松,3R,1-2-3,9.03,37.7,340.4
唐津,2R,1-5-4,4.65,73.2,340.3
芦屋,9R,2-4-1,7.26,46.8,339.6
多摩川,1R,3-1-2,7.86,43.1,338.6
若松,4R,1-5-4,3.81,88.8,338.0
平和島,8R,1-4-2,10.56,31.9,337.0
若松,3R,2-1-6,5.20,64.7,336.6
桐生,4R,1-3-4,4.79,70.0,335.3
唐津,10R,1-4-3,21.34,15.6,332.9
常滑,11R,3-2-1,4.24,78.3,331.9
若松,4R,1-4-5,3.48,95.1,330.9
桐生,4R,1-5-4,6.69,49.3,329.7
桐生,5R,1-2-4,9.16,35.9,329.0
福岡,10R,1-4-5,5.02,64.8,325.4
芦屋,6R,2-1-5,4.63,70.2,325.3
浜名湖,8R,4-1-3,5.06,64.3,325.3
尼崎,9R,1-5-4,3.98,81.0,322.1
桐生,1R,1-4-5,7.03,45.8,321.8
平和島,7R,3-1-2,14.63,22.0,321.8
下関,4R,2-4-1,4.49,71.4,320.4
常滑,10R,2-4-1,5.44,58.7,319.5
常滑,2R,2-5-1,4.42,72.1,319.0
下関,6R,2-3-1,10.01,31.8,318.4
福岡,7R,4-1-2,4.52,70.4,318.0
芦屋,8R,3-1-4,5.20,60.9,316.6
多摩川,8R,1-4-2,5.45,58.1,316.5
桐生,5R,1-4-3,5.78,54.6,315.8
桐生,1R,1-4-2,4.67,67.6,315.4
