場,レース,買い目,推定確率%,オッズ(取得時),回収率%
若松,11R,1-2-4,14.47,79.7,1153.2
江戸川,7R,1-2-4,19.65,52.0,1021.9
江戸川,6R,1-3-2,11.22,88.5,993.3
若松,6R,1-3-4,12.22,74.8,914.4
浜名湖,9R,1-2-4,8.81,100.0,881.2
浜名湖,5R,1-3-4,9.46,88.6,838.5
蒲郡,2R,3-1-2,8.86,94.6,838.1
若松,6R,1-4-3,10.80,74.8,807.9
江戸川,11R,1-3-4,12.64,63.1,797.4
徳山,12R,4-1-3,8.30,95.5,792.6
若松,7R,1-4-2,10.52,72.8,766.0
三国,4R,1-3-2,12.83,58.1,745.4
福岡,10R,1-4-2,15.93,46.6,742.2
若松,1R,3-1-2,13.19,56.2,741.5
蒲郡,4R,3-2-1,9.67,71.6,692.5
三国,4R,1-2-3,9.02,76.5,690.0
若松,4R,1-5-2,10.00,64.6,645.9
常滑,7R,4-1-3,12.46,49.8,620.7
福岡,10R,1-2-4,9.75,62.2,606.6
蒲郡,11R,1-4-2,6.38,92.0,586.7
常滑,9R,1-4-3,19.47,29.7,578.3
若松,11R,1-4-2,9.15,62.9,575.8
若松,2R,1-2-4,8.04,71.3,573.6
丸亀,6R,1-5-2,6.55,85.6,560.9
江戸川,11R,1-4-3,13.77,40.4,556.2
福岡,9R,1-6-2,5.67,95.8,543.3
若松,4R,1-2-5,7.10,76.4,542.3
江戸川,7R,2-1-4,13.50,39.6,534.7
若松,2R,2-1-3,8.90,59.4,528.8
徳山,8R,4-1-2,6.46,81.8,528.5
蒲郡,9R,2-1-5,6.63,79.5,527.5
福岡,9R,1-2-4,7.97,65.3,520.2
江戸川,11R,1-3-2,8.54,60.2,514.0
浜名湖,10R,1-4-3,8.02,63.6,510.2
丸亀,2R,1-5-2,5.26,96.6,507.7
江戸川,6R,3-1-2,16.94,29.9,506.5
蒲郡,6R,1-4-2,9.27,54.5,505.1
常滑,7R,4-2-1,5.22,95.8,500.2
下関,2R,3-4-1,5.64,88.5,499.2
芦屋,9R,5-4-1,5.85,83.9,491.0
常滑,7R,4-1-2,9.44,51.9,490.1
常滑,10R,1-3-4,7.12,67.7,481.8
浜名湖,7R,2-3-1,11.86,40.5,480.5
尼崎,12R,2-1-3,8.21,58.3,478.9
常滑,6R,1-4-3,13.86,34.4,476.9
常滑,10R,3-1-2,5.28,89.6,473.3
三国,7R,1-5-2,5.11,92.7,473.3
江戸川,9R,3-1-2,5.29,89.2,472.1
若松,2R,1-2-3,11.89,39.6,470.7
浜名湖,7R,2-1-3,10.53,44.6,469.5
江戸川,9R,1-3-4,4.69,99.9,469.0
福岡,6R,1-5-2,6.66,69.9,465.8
尼崎,10R,1-4-2,6.45,72.2,465.4
浜名湖,8R,1-4-3,8.95,50.7,453.7
福岡,3R,1-3-5,9.18,49.1,450.9
芦屋,9R,5-1-4,7.10,62.1,440.7
若松,1R,1-3-2,22.52,19.5,439.2
江戸川,5R,1-3-2,14.10,30.9,435.6
若松,1R,1-3-4,8.16,53.1,433.3
浜名湖,9R,2-1-4,7.70,56.0,431.3
丸亀,1R,2-1-5,6.56,64.6,423.9
常滑,3R,4-1-2,6.63,63.9,423.8
丸亀,5R,1-5-2,6.79,62.4,423.8
蒲郡,8R,2-1-3,4.31,96.7,416.7
芦屋,9R,4-5-1,5.44,75.9,412.6
下関,2R,3-1-2,4.66,88.5,412.5
福岡,6R,1-2-5,6.84,60.1,411.2
若松,10R,1-4-3,5.46,75.2,410.6
浜名湖,8R,2-1-4,4.40,93.0,408.9
