場,レース,買い目,推定確率%,オッズ(取得時),回収率%
戸田,9R,1-4-3,8.58,99.9,857.6
丸亀,7R,3-2-1,7.43,90.6,673.3
津,11R,2-1-3,6.50,99.1,644.4
下関,9R,1-3-2,7.02,90.6,636.1
児島,6R,1-4-2,11.45,55.2,632.1
びわこ,8R,2-1-3,13.35,46.3,618.1
三国,12R,4-1-3,7.71,78.2,603.1
戸田,6R,1-3-4,6.36,90.1,572.9
若松,4R,1-3-2,7.64,73.1,558.2
住之江,2R,4-2-1,9.63,55.7,536.3
丸亀,7R,3-1-2,11.50,43.1,495.8
津,10R,1-2-4,11.75,41.4,486.3
若松,8R,1-3-4,10.17,47.7,484.9
戸田,2R,1-3-2,11.63,41.2,479.3
戸田,9R,4-1-3,4.85,98.3,476.6
若松,8R,3-1-4,5.36,88.4,473.4
平和島,10R,3-4-1,6.82,68.9,470.1
下関,5R,1-2-3,6.40,73.0,467.5
下関,4R,1-4-2,4.84,96.4,466.4
平和島,10R,3-1-4,10.81,42.2,456.1
多摩川,8R,1-2-4,12.20,37.2,453.9
多摩川,5R,2-1-5,5.00,87.3,436.9
下関,5R,1-3-2,8.69,49.8,433.0
三国,9R,4-2-1,5.77,74.9,431.8
津,10R,1-4-2,15.18,28.4,431.1
児島,7R,1-2-5,5.19,83.1,431.0
児島,8R,1-4-3,9.33,46.1,429.9
下関,4R,1-2-4,12.78,33.6,429.5
戸田,9R,1-3-4,9.11,46.5,423.6
戸田,5R,1-3-2,11.69,36.0,420.9
津,8R,4-5-1,4.18,99.9,418.0
三国,11R,2-1-4,4.88,84.6,412.5
戸田,2R,1-2-3,13.88,29.7,412.3
住之江,2R,2-1-4,5.83,69.9,407.2
多摩川,3R,2-1-5,7.22,56.1,405.1
丸亀,4R,3-2-1,7.49,53.7,402.0
住之江,2R,1-2-4,6.13,65.4,400.9
平和島,6R,1-5-4,6.31,62.6,394.9
三国,6R,3-1-2,6.31,62.4,393.8
津,4R,4-1-2,7.48,52.2,390.3
多摩川,5R,1-2-5,5.43,71.9,390.1
住之江,5R,1-3-2,9.19,42.2,387.8
多摩川,6R,1-4-3,8.24,46.7,384.8
津,11R,3-1-2,6.67,57.3,382.3
津,8R,4-1-5,4.53,84.3,381.7
下関,5R,1-4-3,8.34,45.6,380.5
児島,9R,1-4-5,6.39,58.8,375.5
福岡,1R,4-2-1,6.60,56.8,375.0
津,10R,4-1-2,4.76,78.8,375.0
津,6R,3-1-2,5.22,71.3,372.1
多摩川,7R,2-3-1,5.13,72.0,369.3
三国,10R,4-1-5,4.47,82.4,368.6
徳山,7R,4-1-3,3.90,94.0,366.4
多摩川,1R,2-1-4,3.98,91.9,366.0
住之江,3R,1-2-4,6.74,53.8,362.8
徳山,6R,2-1-3,3.79,95.0,359.9
多摩川,1R,1-4-2,5.11,70.3,359.4
びわこ,1R,2-1-5,4.83,74.1,358.1
丸亀,2R,3-1-4,5.21,68.3,355.6
津,12R,2-1-3,4.18,84.9,355.2
びわこ,8R,2-1-4,10.58,33.5,354.5
住之江,2R,1-4-2,8.57,41.2,353.2
多摩川,3R,1-2-3,5.09,69.3,353.0
三国,10R,1-4-5,6.43,54.8,352.3
戸田,12R,1-6-5,3.64,96.3,350.8
びわこ,8R,2-1-5,4.30,81.1,348.9
下関,7R,2-1-5,3.56,97.7,347.9
丸亀,10R,1-4-3,5.26,66.1,347.4
津,6R,1-3-2,5.80,59.9,347.3
徳山,5R,4-1-3,7.07,49.0,346.6
若松,8R,3-1-2,7.94,43.4,344.6
児島,7R,2-1-5,3.42,99.0,338.7
戸田,6R,1-3-2,6.88,49.2,338.6
丸亀,2R,4-1-3,4.29,78.7,337.7
びわこ,6R,5-1-3,3.64,91.9,334.3
多摩川,8R,1-2-3,19.34,17.2,332.6
多摩川,6R,1-3-4,6.26,53.1,332.4
下関,9R,1-2-3,7.89,41.8,329.6
住之江,8R,4-1-3,6.89,47.4,326.5
児島,2R,2-1-3,4.74,67.8,321.2
津,6R,1-2-3,6.72,47.7,320.4
下関,5R,1-3-4,10.56,30.3,320.1
丸亀,4R,3-4-1,4.18,76.3,318.6
福岡,8R,2-1-5,4.24,75.0,318.3
平和島,7R,2-3-1,9.25,34.4,318.2
徳山,3R,3-1-2,6.68,47.6,318.0
住之江,9R,3-1-2,7.65,41.4,316.8
住之江,8R,4-3-1,4.05,77.8,314.9
平和島,4R,5-2-1,3.22,97.6,314.1
丸亀,4R,3-4-2,3.70,84.4,312.1
児島,8R,1-3-4,12.68,24.6,312.0
下関,12R,3-1-2,6.88,45.3,311.7
児島,6R,4-1-2,11.98,26.0,311.5
多摩川,8R,2-1-4,8.22,37.7,309.9
戸田,6R,1-2-4,7.06,43.9,309.7
住之江,5R,1-4-3,3.43,90.1,308.7
住之江,7R,1-6-2,3.51,87.9,308.4
三国,12R,3-1-4,3.82,80.8,308.3
戸田,7R,1-2-4,8.98,34.2,306.9
平和島,8R,1-2-4,7.65,40.0,306.0
津,6R,3-2-1,5.24,58.4,305.8
若松,4R,1-3-5,5.17,59.1,305.8
平和島,10R,3-1-2,6.26,48.8,305.7
児島,12R,4-1-2,3.27,93.2,304.7
児島,10R,4-1-2,3.12,97.5,304.6
戸田,3R,2-1-3,5.91,51.5,304.5
津,6R,2-1-3,6.73,45.2,304.4
児島,6R,4-2-1,5.59,54.2,303.1
児島,11R,2-1-4,5.51,55.0,303.0
丸亀,4R,2-3-1,3.97,76.3,302.6
丸亀,11R,3-1-4,4.06,74.4,302.3
戸田,5R,1-2-3,8.49,35.6,302.2
三国,10R,4-1-2,3.57,84.6,302.2
住之江,2R,4-1-2,10.45,28.9,301.9
若松,10R,2-1-3,4.13,72.7,300.0
多摩川,12R,1-4-2,10.78,27.8,299.7
戸田,9R,3-1-4,5.32,56.3,299.4
住之江,9R,3-2-1,3.61,82.8,299.3
児島,10R,4-1-3,3.44,87.0,299.0
住之江,5R,1-3-4,4.87,61.4,298.9
丸亀,7R,3-4-1,3.18,93.7,297.6
平和島,5R,1-6-3,3.70,80.5,297.5
戸田,4R,1-4-2,14.47,20.5,296.7
平和島,9R,1-2-3,8.21,36.0,295.5
福岡,5R,3-4-1,7.03,41.9,294.5
戸田,7R,2-1-4,4.52,65.1,294.3
住之江,9R,4-3-1,3.47,84.6,293.9
徳山,10R,1-5-4,4.26,68.6,292.1
多摩川,9R,1-3-2,19.31,15.1,291.5
津,12R,2-1-5,3.05,95.4,291.0
戸田,10R,2-4-1,3.14,91.8,288.4
平和島,10R,3-2-1,3.39,85.2,288.4
平和島,4R,5-1-2,5.31,54.3,288.2
若松,4R,3-1-2,3.84,75.1,288.2
多摩川,5R,1-2-3,6.17,46.6,287.5
下関,9R,1-2-4,5.21,55.0,286.7
住之江,5R,1-2-4,2.97,96.6,286.7
多摩川,4R,2-4-1,9.21,31.1,286.5
下関,10R,1-3-2,16.44,17.4,286.0
三国,4R,2-1-5,4.47,63.9,285.9
平和島,8R,1-4-3,5.14,55.5,285.0
丸亀,11R,3-1-2,4.09,69.7,284.8
徳山,6R,3-1-2,4.53,62.1,281.1
若松,8R,1-4-3,5.89,47.7,281.1
戸田,5R,3-1-4,3.79,74.1,280.6
戸田,10R,1-4-2,2.94,95.3,280.3
三国,10R,4-1-3,6.48,43.2,280.1
徳山,10R,4-1-2,5.56,50.2,279.1
平和島,11R,1-2-3,12.55,22.2,278.6
びわこ,9R,1-4-3,6.16,45.2,278.6
若松,3R,3-1-2,5.39,51.6,278.3
多摩川,3R,1-2-5,10.31,27.0,278.3
平和島,9R,1-2-5,10.38,26.8,278.2
丸亀,8R,1-4-3,10.75,25.8,277.3
児島,11R,2-1-3,8.67,32.0,277.3
津,8R,4-5-3,3.36,82.4,277.0
平和島,11R,1-3-2,17.84,15.5,276.5
多摩川,1R,1-2-4,4.93,55.9,275.7
平和島,6R,1-4-5,3.48,79.1,275.6
戸田,2R,2-1-3,4.09,67.4,275.6
戸田,4R,1-4-3,4.14,66.5,275.2
徳山,11R,4-1-2,5.36,51.3,275.0
津,6R,1-2-4,4.39,62.6,274.6
平和島,11R,2-1-3,8.53,32.2,274.6
福岡,1R,4-1-2,6.14,44.6,274.0
若松,2R,3-1-4,3.45,79.4,274.0
住之江,3R,1-4-2,5.99,45.7,273.7
平和島,10R,4-3-1,3.37,81.1,273.3
平和島,2R,1-5-2,4.76,57.4,273.2
若松,2R,3-1-2,7.01,38.9,272.9
下関,10R,2-1-3,3.00,91.0,272.6
津,1R,3-4-1,4.58,59.5,272.2
福岡,1R,2-4-1,9.09,29.9,271.8
平和島,7R,3-2-1,4.53,59.9,271.4
三国,4R,2-1-3,2.75,98.6,271.3
丸亀,4R,3-1-4,5.27,51.4,270.7
住之江,5R,1-2-3,7.82,34.6,270.7
三国,7R,1-4-2,3.74,72.2,270.3
福岡,6R,3-2-1,4.62,58.4,270.0
福岡,12R,2-1-4,5.35,50.4,269.8
戸田,5R,1-3-4,15.63,17.2,268.8
若松,11R,1-5-2,7.91,33.9,268.3
多摩川,5R,1-5-2,3.23,82.9,268.2
戸田,11R,3-1-4,3.08,87.0,267.8
徳山,8R,2-1-3,3.50,76.6,267.8
平和島,4R,2-1-5,4.07,65.8,267.6
下関,3R,4-3-1,2.84,94.1,266.9
戸田,12R,1-6-3,3.28,80.6,264.5
丸亀,2R,1-3-4,6.62,39.9,264.1
平和島,5R,1-3-6,3.47,76.1,263.9
平和島,6R,5-1-3,4.97,53.0,263.4
三国,12R,4-1-2,6.65,39.5,262.7
若松,5R,4-1-3,3.95,66.5,262.6
丸亀,1R,1-2-4,10.06,26.1,262.5
多摩川,8R,1-4-2,4.51,58.1,262.1
若松,5R,2-1-4,4.10,63.9,261.7
びわこ,10R,1-6-2,2.63,99.4,261.6
戸田,6R,1-5-4,3.97,65.8,261.0
丸亀,2R,3-4-1,3.51,74.2,260.7
平和島,12R,2-1-4,2.81,92.2,259.5
びわこ,8R,1-2-3,11.63,22.3,259.3
福岡,6R,2-3-1,5.24,49.5,259.2
若松,1R,1-4-2,6.20,41.8,259.2
多摩川,10R,1-4-3,6.47,40.0,258.9
多摩川,5R,2-5-1,2.75,94.1,258.6
平和島,7R,2-4-1,4.17,62.0,258.6
平和島,11R,2-3-1,6.66,38.8,258.3
若松,4R,3-1-5,2.60,99.2,257.9
児島,5R,2-3-1,7.42,34.6,256.9
徳山,5R,4-1-2,4.52,56.7,256.6
びわこ,8R,1-2-5,3.75,68.3,255.9
徳山,4R,1-4-2,5.41,47.3,255.9
丸亀,2R,4-3-1,3.25,78.7,255.8
多摩川,6R,1-4-2,7.22,35.3,254.9
多摩川,5R,1-2-4,2.81,90.6,254.8
戸田,11R,3-1-5,7.74,32.9,254.7
三国,6R,1-3-2,8.08,31.5,254.7
若松,4R,1-5-3,2.75,92.6,254.6
平和島,5R,1-5-3,2.71,93.9,254.4
児島,9R,1-3-4,3.35,75.5,253.2
平和島,8R,1-5-4,6.08,41.6,253.0
津,2R,3-1-4,3.63,69.7,252.9
丸亀,4R,3-2-4,4.37,57.6,251.7
若松,2R,3-2-1,4.82,52.2,251.5
丸亀,5R,1-2-4,4.83,52.0,251.4
津,1R,3-1-4,5.91,42.4,250.8
若松,4R,1-2-3,4.42,56.7,250.5
津,3R,2-5-1,3.94,63.5,250.4
戸田,10R,4-2-3,2.90,86.1,250.0
丸亀,7R,1-3-2,5.43,46.0,249.8
平和島,8R,1-2-5,3.29,75.9,249.8
下関,10R,3-1-2,7.40,33.7,249.2
平和島,2R,1-2-5,6.32,39.4,249.1
下関,8R,4-1-2,3.52,70.6,248.7
津,4R,1-4-2,14.79,16.8,248.5
三国,12R,2-1-4,3.02,82.2,248.4
下関,2R,2-3-1,4.11,60.4,248.1
平和島,3R,2-4-1,3.07,80.8,247.9
びわこ,12R,3-1-2,2.53,97.8,247.7
津,10R,2-1-4,3.35,74.0,247.6
住之江,7R,1-4-5,2.65,93.4,247.5
福岡,4R,3-1-2,5.55,44.6,247.4
びわこ,5R,2-1-3,4.04,61.2,247.4
津,9R,4-1-3,2.77,89.3,247.1
多摩川,4R,2-5-1,3.43,72.0,247.0
児島,5R,2-1-3,14.25,17.3,246.6
若松,5R,4-1-2,7.87,31.3,246.4
多摩川,8R,2-1-3,13.03,18.9,246.3
若松,7R,3-1-2,7.50,32.8,245.9
三国,12R,1-4-3,13.34,18.3,244.2
戸田,9R,1-3-2,6.07,40.2,243.9
びわこ,1R,1-5-2,4.39,55.5,243.6
福岡,4R,1-4-3,2.52,96.7,243.6
多摩川,6R,1-5-4,2.68,90.7,243.3
住之江,7R,1-5-3,4.15,58.6,243.0
津,4R,4-1-3,2.43,99.8,242.8
戸田,9R,1-4-2,5.17,46.9,242.3
津,1R,1-4-3,4.28,56.6,242.3
住之江,10R,5-1-3,3.43,70.6,242.3
平和島,9R,5-1-2,3.96,61.2,242.1
児島,10R,2-1-4,2.85,85.0,242.0
戸田,1R,1-4-2,2.97,81.3,241.8
徳山,7R,4-1-2,5.31,45.5,241.7
丸亀,10R,1-3-4,10.07,23.9,240.6
多摩川,10R,1-3-4,5.11,47.0,240.2
