date,stadium,race,combo,prob%,odds_at_scan,result_combo,hit,payout,pnl
20260707,04,8,1-4-3,3.31,54.0,2-1-5,×,0,-100
20260707,02,8,2-1-5,3.04,58.9,2-3-1,×,0,-100
20260707,24,3,1-2-5,2.03,88.1,2-5-4,×,0,-100
20260707,02,10,2-1-5,3.82,46.7,2-1-5,○,4670,4570
20260707,04,8,1-4-2,6.17,28.9,2-1-5,×,0,-100
20260707,11,4,1-3-4,10.65,16.7,4-2-6,×,0,-100
20260707,10,2,3-1-2,2.64,67.3,6-2-3,×,0,-100
20260707,04,9,4-1-2,2.63,67.4,1-4-3,×,0,-100
20260707,10,2,1-4-3,2.43,72.9,6-2-3,×,0,-100
20260707,20,12,4-1-3,2.57,68.5,1-3-2,×,0,-100
20260707,01,2,1-4-3,8.54,20.6,3-2-5,×,0,-100
20260707,10,9,1-3-6,2.56,68.8,1-5-6,×,0,-100
20260707,05,5,1-2-5,3.08,57.1,1-3-5,×,0,-100
20260707,13,12,2-1-4,6.71,26.2,1-2-4,×,0,-100
20260707,18,9,1-4-5,4.15,42.2,3-1-5,×,0,-100
20260707,04,8,1-5-4,11.15,15.7,2-1-5,×,0,-100
20260707,10,7,2-1-3,2.08,83.9,1-3-2,×,0,-100
20260707,10,3,1-3-2,25.33,6.9,1-3-2,○,690,590
20260707,04,9,3-1-4,7.63,22.9,1-4-3,×,0,-100
20260707,10,4,1-3-4,3.15,55.4,1-5-2,×,0,-100
20260707,12,10,5-1-3,3.2,54.4,1-2-5,×,0,-100
20260707,04,2,1-5-6,1.98,87.9,1-5-2,×,0,-100
20260707,04,2,1-4-3,2.92,59.6,1-5-2,×,0,-100
20260707,18,4,1-6-4,1.78,97.7,5-4-1,×,0,-100
20260707,01,1,4-2-3,2.8,62.2,2-6-4,×,0,-100
20260707,04,8,4-1-5,3.91,44.5,2-1-5,×,0,-100
20260707,18,6,5-1-2,4.54,38.3,1-5-2,×,0,-100
20260707,02,11,2-4-1,1.86,93.4,1-2-4,×,0,-100
20260707,24,11,1-3-2,10.15,17.1,1-2-4,×,0,-100
20260707,13,1,3-1-2,6.14,28.3,2-1-5,×,0,-100
20260707,04,4,1-4-3,5.37,32.3,3-4-1,×,0,-100
20260707,20,7,4-1-3,7.57,22.9,3-4-1,×,0,-100
20260707,04,4,1-3-4,8.5,20.4,3-4-1,×,0,-100
20260707,20,2,3-1-2,4.62,37.3,2-1-6,×,0,-100
20260707,04,11,2-1-4,7.24,23.8,1-2-5,×,0,-100
20260707,08,1,3-1-4,4.26,40.4,2-6-4,×,0,-100
20260707,08,12,2-1-3,5.7,30.2,1-6-2,×,0,-100
20260707,04,7,1-2-5,1.74,98.8,1-6-4,×,0,-100
20260707,04,3,4-3-2,1.84,93.5,3-4-6,×,0,-100
20260707,11,10,3-2-1,3.72,46.3,3-1-4,×,0,-100
20260707,18,3,1-4-3,4.14,41.5,6-1-4,×,0,-100
20260707,05,1,1-4-3,1.78,96.4,4-1-5,×,0,-100
20260707,12,5,1-2-5,5.63,30.5,2-1-5,×,0,-100
20260707,24,12,4-2-3,3.62,47.4,1-2-3,×,0,-100
20260707,08,3,2-3-1,2.38,71.8,1-6-2,×,0,-100
20260707,18,1,4-2-1,2.04,83.7,1-3-4,×,0,-100
20260707,11,12,1-4-2,11.24,15.2,1-3-5,×,0,-100
20260707,11,10,1-2-3,11.98,14.2,3-1-4,×,0,-100
20260707,10,1,1-5-4,3.35,50.8,3-1-6,×,0,-100
20260707,20,9,5-1-4,2.29,74.2,1-3-2,×,0,-100
20260707,08,1,1-4-2,1.76,96.7,2-6-4,×,0,-100
20260707,18,10,4-1-2,4.8,35.4,2-1-6,×,0,-100
20260707,24,12,1-2-3,3.67,46.2,1-2-3,○,2910,2810
20260707,08,4,1-4-5,6.01,28.2,1-3-5,×,0,-100
20260707,08,6,4-1-5,2.58,65.7,4-1-2,×,0,-100
20260707,08,1,1-3-4,7.84,21.6,2-6-4,×,0,-100
20260707,02,4,1-5-2,8.02,21.1,1-5-6,×,0,-100
20260707,01,4,4-1-2,2.25,75.0,2-3-4,×,0,-100
20260707,04,5,1-3-2,12.69,13.3,2-3-5,×,0,-100
20260707,11,6,4-2-3,2.26,74.6,3-2-4,×,0,-100
20260707,01,5,2-4-1,3.0,56.2,6-1-5,×,0,-100
20260707,24,11,1-5-3,5.67,29.7,1-2-4,×,0,-100
20260707,02,4,2-1-5,8.02,21.0,1-5-6,×,0,-100
20260707,11,2,5-1-2,3.38,49.7,1-4-3,×,0,-100
20260707,01,2,1-4-5,2.51,66.7,3-2-5,×,0,-100
20260707,12,9,1-4-2,7.85,21.3,1-2-3,×,0,-100
20260707,08,10,1-2-4,2.0,83.7,3-1-2,×,0,-100
20260707,10,7,2-1-4,3.93,42.5,1-3-2,×,0,-100
20260707,02,8,3-1-2,6.63,25.2,2-3-1,×,0,-100
20260707,12,6,1-4-3,5.14,32.5,1-5-2,×,0,-100
20260707,01,3,1-2-4,4.88,34.2,2-3-6,×,0,-100
20260707,01,11,3-1-2,3.59,46.3,3-1-2,○,4630,4530
20260707,04,1,3-2-1,2.53,65.9,6-2-3,×,0,-100
20260707,02,7,1-4-3,8.93,18.6,5-4-1,×,0,-100
20260707,18,9,1-4-2,3.47,47.9,3-1-5,×,0,-100
20260707,10,12,1-2-6,3.25,51.0,1-2-4,×,0,-100
20260707,13,11,1-5-3,3.56,46.6,4-5-2,×,0,-100
20260707,24,1,5-2-1,2.1,78.7,3-4-1,×,0,-100
20260707,13,10,1-4-5,3.93,42.0,1-3-6,×,0,-100
20260707,18,9,1-3-4,5.98,27.6,3-1-5,×,0,-100
20260707,08,7,1-2-6,3.06,53.9,6-4-2,×,0,-100
20260707,02,1,1-4-2,12.4,13.3,4-1-5,×,0,-100
20260707,01,5,2-5-1,3.95,41.7,6-1-5,×,0,-100
20260707,24,11,1-5-2,1.67,98.7,1-2-4,×,0,-100
20260707,04,5,1-4-3,2.84,58.0,2-3-5,×,0,-100
20260707,24,6,1-4-3,3.11,52.8,2-3-1,×,0,-100
20260707,20,1,2-3-1,1.94,84.8,2-3-4,×,0,-100
20260707,20,10,4-2-1,2.62,62.4,1-4-3,×,0,-100
20260707,05,10,4-3-1,2.26,72.2,3-1-6,×,0,-100
20260707,10,9,3-1-6,1.78,91.7,1-5-6,×,0,-100
20260707,11,6,3-2-1,8.29,19.7,3-2-4,×,0,-100
20260707,04,7,1-2-3,3.66,44.5,1-6-4,×,0,-100
20260707,13,5,1-5-3,2.45,66.3,3-1-2,×,0,-100
20260707,08,5,2-1-3,5.04,32.2,4-5-6,×,0,-100
20260707,24,9,1-4-2,5.33,30.5,1-2-3,×,0,-100
20260707,13,6,1-3-2,7.12,22.8,1-5-6,×,0,-100
20260707,08,12,2-1-5,2.03,80.0,1-6-2,×,0,-100
20260707,04,1,1-3-2,3.15,51.4,6-2-3,×,0,-100
20260707,01,2,1-2-4,3.0,54.0,3-2-5,×,0,-100
20260707,24,1,5-2-3,2.2,73.4,3-4-1,×,0,-100
20260707,02,10,2-3-1,3.28,49.3,2-1-5,×,0,-100
20260707,10,8,1-5-2,3.21,50.2,2-1-4,×,0,-100
20260707,02,1,2-1-5,1.9,84.8,4-1-5,×,0,-100
20260707,12,7,1-3-4,10.95,14.7,4-5-3,×,0,-100
20260707,01,11,2-1-3,3.43,46.9,3-1-2,×,0,-100
20260707,01,8,5-1-2,1.83,87.7,1-2-3,×,0,-100
20260707,18,10,2-4-1,7.68,20.9,2-1-6,×,0,-100
20260707,18,3,3-1-2,9.72,16.5,6-1-4,×,0,-100
20260707,18,10,2-1-4,15.86,10.1,2-1-6,×,0,-100
20260707,10,1,1-5-2,4.85,33.0,3-1-6,×,0,-100
20260707,02,8,3-2-1,2.55,62.7,2-3-1,×,0,-100
20260707,13,11,1-6-4,1.94,82.5,4-5-2,×,0,-100
20260707,11,1,1-4-5,1.62,98.8,1-5-3,×,0,-100
20260707,10,3,1-4-3,5.29,30.2,1-3-2,×,0,-100
20260707,13,11,1-5-4,4.91,32.5,4-5-2,×,0,-100
20260707,11,12,2-1-3,2.46,64.8,1-3-5,×,0,-100
20260707,11,7,2-1-4,6.2,25.7,2-3-4,×,0,-100
20260707,13,4,4-2-1,5.85,27.2,4-5-3,×,0,-100
20260707,24,2,4-1-2,1.94,82.1,1-4-3,×,0,-100
20260707,24,1,3-1-2,3.2,49.7,3-4-1,×,0,-100
20260707,10,5,1-3-2,5.45,29.2,4-1-2,×,0,-100
20260707,02,5,2-5-1,2.52,62.9,4-1-2,×,0,-100
20260707,20,12,3-4-1,1.94,81.4,1-3-2,×,0,-100
20260707,02,2,1-4-3,5.02,31.5,5-1-4,×,0,-100
20260707,11,11,2-1-4,5.06,31.2,1-6-4,×,0,-100
20260707,02,8,1-2-3,16.98,9.3,2-3-1,×,0,-100
20260707,08,4,4-5-1,3.26,48.4,1-3-5,×,0,-100
20260707,02,12,1-4-3,4.38,36.0,1-3-5,×,0,-100
20260707,11,8,1-2-4,1.87,84.1,1-2-3,×,0,-100
20260707,20,5,4-2-1,1.6,98.4,2-1-3,×,0,-100
20260707,24,3,2-1-4,2.75,57.1,2-5-4,×,0,-100
20260707,12,1,1-4-3,8.05,19.5,1-3-4,×,0,-100
20260707,24,10,3-1-2,4.16,37.7,1-3-4,×,0,-100
20260707,08,10,1-2-6,5.28,29.7,3-1-2,×,0,-100
20260707,11,8,4-3-1,7.03,22.3,1-2-3,×,0,-100
20260707,24,1,3-5-1,2.28,68.7,3-4-1,×,0,-100
20260707,11,8,4-3-2,1.57,99.8,1-2-3,×,0,-100
20260707,11,7,2-1-3,3.76,41.6,2-3-4,×,0,-100
20260707,10,10,3-1-2,5.19,30.1,3-5-1,×,0,-100
20260707,04,4,2-1-3,2.8,55.7,3-4-1,×,0,-100
20260707,18,5,1-4-5,10.54,14.8,1-3-5,×,0,-100
20260707,12,1,2-1-3,2.66,58.6,1-3-4,×,0,-100
20260707,05,7,4-1-5,1.76,88.3,4-2-5,×,0,-100
20260707,24,6,4-3-1,2.65,58.8,2-3-1,×,0,-100
20260707,24,3,2-1-5,3.03,51.2,2-5-4,×,0,-100
20260707,20,12,1-3-5,10.48,14.8,1-3-2,×,0,-100
20260707,10,11,1-3-2,3.71,41.8,6-2-1,×,0,-100
20260707,04,1,2-5-3,1.72,90.2,6-2-3,×,0,-100
20260707,13,4,3-4-1,2.28,67.8,4-5-3,×,0,-100
20260707,10,8,1-2-6,2.92,53.0,2-1-4,×,0,-100
20260707,08,5,1-4-3,3.0,51.6,4-5-6,×,0,-100
20260707,05,3,1-2-3,4.77,32.4,1-5-3,×,0,-100
20260707,01,7,1-4-5,1.77,87.4,1-3-5,×,0,-100
20260707,20,12,1-5-3,4.46,34.6,1-3-2,×,0,-100
20260707,01,1,3-1-2,3.2,48.3,2-6-4,×,0,-100
20260707,24,4,5-4-1,2.28,67.5,4-1-5,×,0,-100
20260707,08,4,1-4-3,5.64,27.3,1-3-5,×,0,-100
20260707,11,2,1-5-4,9.14,16.8,1-4-3,×,0,-100
20260707,11,3,4-1-5,1.79,85.7,1-3-4,×,0,-100
20260707,11,2,1-3-2,1.61,95.4,1-4-3,×,0,-100
20260707,01,1,4-3-2,1.78,86.3,2-6-4,×,0,-100
20260707,01,3,1-4-2,1.54,99.5,2-3-6,×,0,-100
20260707,01,9,3-1-4,12.25,12.5,3-6-4,×,0,-100
20260707,04,7,1-4-5,1.63,93.7,1-6-4,×,0,-100
20260707,02,11,1-4-3,8.84,17.3,1-2-4,×,0,-100
20260707,24,5,5-1-2,2.92,52.2,1-3-5,×,0,-100
20260707,04,1,1-3-5,1.61,94.5,6-2-3,×,0,-100
20260707,20,9,1-4-5,6.8,22.4,1-3-2,×,0,-100
20260707,18,6,2-1-5,3.92,38.9,1-5-2,×,0,-100
20260707,02,7,1-3-6,2.89,52.7,5-4-1,×,0,-100
20260707,20,8,3-1-5,2.7,56.3,2-6-1,×,0,-100
20260707,11,5,4-1-3,1.73,87.9,1-2-5,×,0,-100
20260707,12,2,1-4-2,2.63,57.8,1-2-3,×,0,-100
20260707,01,5,1-2-6,5.64,26.9,6-1-5,×,0,-100
20260707,13,6,3-1-2,1.88,80.8,1-5-6,×,0,-100
20260707,10,5,2-1-3,5.79,26.2,4-1-2,×,0,-100
20260707,18,11,1-4-2,9.3,16.3,1-4-2,○,1630,1530
20260707,02,7,1-3-4,10.23,14.8,5-4-1,×,0,-100
20260707,10,9,1-2-3,6.39,23.7,1-5-6,×,0,-100
20260707,04,12,4-2-1,2.05,74.0,1-3-2,×,0,-100
20260707,13,4,4-1-2,10.09,15.0,4-5-3,×,0,-100
20260707,24,7,1-5-4,1.91,79.1,4-1-5,×,0,-100
20260707,11,1,1-4-2,4.11,36.8,1-5-3,×,0,-100
20260707,12,5,6-1-2,1.99,76.0,2-1-5,×,0,-100
20260707,20,9,1-5-4,5.82,26.0,1-3-2,×,0,-100
20260707,05,11,1-2-3,6.09,24.8,5-3-2,×,0,-100
20260707,01,11,5-1-3,3.36,44.9,3-1-2,×,0,-100
20260707,01,1,2-1-3,8.05,18.7,2-6-4,×,0,-100
20260707,08,10,2-1-3,1.83,82.0,3-1-2,×,0,-100
20260707,04,12,2-1-4,2.4,62.5,1-3-2,×,0,-100
20260707,20,1,2-1-3,4.49,33.4,2-3-4,×,0,-100
20260707,20,10,1-2-3,2.91,51.5,1-4-3,×,0,-100
20260707,12,1,1-3-4,7.83,19.1,1-3-4,○,1910,1810
20260707,05,5,2-1-3,2.53,59.0,1-3-5,×,0,-100
20260707,04,1,3-1-2,2.48,60.3,6-2-3,×,0,-100
20260707,08,3,2-1-5,2.71,55.1,1-6-2,×,0,-100
20260707,20,2,3-4-2,5.1,29.2,2-1-6,×,0,-100
20260707,10,2,1-3-4,2.61,57.1,6-2-3,×,0,-100
20260707,10,10,2-3-1,2.73,54.4,3-5-1,×,0,-100
20260707,10,2,1-2-4,11.86,12.5,6-2-3,×,0,-100
20260707,11,12,1-5-2,5.14,28.8,1-3-5,×,0,-100
20260707,12,4,2-1-3,5.4,27.4,1-2-3,×,0,-100
20260707,01,2,3-1-4,3.89,38.0,3-2-5,×,0,-100
20260707,10,7,1-2-6,5.07,29.1,1-3-2,×,0,-100
20260707,05,4,4-1-3,1.69,87.4,2-1-6,×,0,-100
20260707,10,1,1-4-5,3.34,44.1,3-1-6,×,0,-100
20260707,04,3,3-4-1,4.59,32.1,3-4-6,×,0,-100
20260707,11,3,2-1-3,1.73,85.4,1-3-4,×,0,-100
20260707,05,5,4-2-1,1.96,75.3,1-3-5,×,0,-100
20260707,05,11,1-3-2,11.16,13.2,5-3-2,×,0,-100
20260707,20,10,4-1-2,5.04,29.2,1-4-3,×,0,-100
20260707,05,9,1-3-4,13.24,11.1,3-5-6,×,0,-100
20260707,05,7,2-1-4,9.07,16.2,4-2-5,×,0,-100
20260707,10,10,3-1-4,6.03,24.3,3-5-1,×,0,-100
20260707,02,5,2-1-5,5.43,27.0,4-1-2,×,0,-100
20260707,02,9,1-4-3,1.97,74.4,3-5-1,×,0,-100
20260707,24,3,5-4-2,2.83,51.7,2-5-4,×,0,-100
20260707,13,8,1-2-5,7.21,20.3,1-6-4,×,0,-100
20260707,01,11,2-1-5,3.19,45.8,3-1-2,×,0,-100
20260707,10,4,1-4-5,9.43,15.5,1-5-2,×,0,-100
20260707,13,11,1-2-5,8.03,18.2,4-5-2,×,0,-100
20260707,12,4,3-2-1,1.73,84.6,1-2-3,×,0,-100
20260707,24,1,3-5-2,2.41,60.7,3-4-1,×,0,-100
20260707,05,6,3-2-1,2.08,70.2,5-4-1,×,0,-100
20260707,08,9,2-1-4,10.66,13.7,6-1-2,×,0,-100
20260707,08,10,1-3-5,6.31,23.1,3-1-2,×,0,-100
20260707,24,11,1-2-3,5.85,24.9,1-2-4,×,0,-100
20260707,05,11,5-1-3,1.74,83.8,5-3-2,×,0,-100
20260707,12,2,1-2-3,8.41,17.3,1-2-3,○,1730,1630
20260707,05,9,1-4-3,6.64,21.9,3-5-6,×,0,-100
20260707,13,7,4-1-2,4.88,29.8,1-4-5,×,0,-100
20260707,11,3,1-2-5,2.15,67.7,1-3-4,×,0,-100
20260707,11,5,2-1-3,2.34,62.1,1-2-5,×,0,-100
20260707,12,2,1-2-4,4.86,29.9,1-2-3,×,0,-100
20260707,20,8,3-1-2,4.62,31.4,2-6-1,×,0,-100
20260707,13,8,4-1-5,1.76,82.1,1-6-4,×,0,-100
20260707,20,3,3-2-1,1.72,84.3,1-3-2,×,0,-100
20260707,20,11,4-1-2,2.32,62.3,1-4-3,×,0,-100
20260707,01,3,1-2-5,10.64,13.6,2-3-6,×,0,-100
20260707,18,4,1-5-3,2.84,51.0,5-4-1,×,0,-100
20260707,20,6,3-1-4,9.62,15.0,6-3-1,×,0,-100
20260707,01,1,3-2-1,5.06,28.5,2-6-4,×,0,-100
20260707,02,4,5-1-2,4.8,30.0,1-5-6,×,0,-100
20260707,08,12,1-4-2,6.23,23.1,1-6-2,×,0,-100
20260707,12,6,1-4-5,9.05,15.9,1-5-2,×,0,-100
20260707,04,2,1-2-5,3.43,41.9,1-5-2,×,0,-100
20260707,11,3,4-1-3,3.77,38.1,1-3-4,×,0,-100
20260707,10,7,1-3-6,1.51,95.2,1-3-2,×,0,-100
20260707,08,4,1-5-4,4.61,31.1,1-3-5,×,0,-100
20260707,05,3,3-1-5,4.32,33.2,1-5-3,×,0,-100
20260707,05,2,1-4-2,4.14,34.6,1-4-6,×,0,-100
20260707,08,9,4-2-1,7.05,20.3,6-1-2,×,0,-100
20260707,10,4,1-4-2,4.18,34.2,1-5-2,×,0,-100
20260707,18,7,1-3-4,4.01,35.6,3-5-4,×,0,-100
20260707,05,5,2-1-4,3.56,40.1,1-3-5,×,0,-100
20260707,11,1,1-2-3,5.92,24.1,1-5-3,×,0,-100
20260707,02,11,4-3-1,1.71,83.5,1-2-4,×,0,-100
20260707,04,12,4-1-3,3.29,43.4,1-3-2,×,0,-100
20260707,11,6,1-3-2,3.93,36.2,3-2-4,×,0,-100
20260707,10,4,1-3-2,2.31,61.6,1-5-2,×,0,-100
20260707,11,4,1-5-3,1.89,75.5,4-2-6,×,0,-100
20260707,24,8,1-2-3,15.14,9.4,2-1-5,×,0,-100
20260707,01,3,5-1-2,1.94,73.4,2-3-6,×,0,-100
20260707,11,6,3-4-1,1.48,95.8,3-2-4,×,0,-100
20260707,18,2,1-4-2,5.03,28.2,1-3-2,×,0,-100
20260707,24,5,5-3-1,2.12,67.0,1-3-5,×,0,-100
20260707,05,11,1-5-3,5.87,24.1,5-3-2,×,0,-100
20260707,04,2,4-5-1,1.53,92.2,1-5-2,×,0,-100
20260707,12,11,2-1-3,4.21,33.5,2-4-5,×,0,-100
20260707,08,8,1-2-5,4.95,28.5,2-3-6,×,0,-100
20260707,18,4,1-6-5,1.43,98.5,5-4-1,×,0,-100
20260707,08,3,1-5-2,2.53,55.7,1-6-2,×,0,-100
20260707,18,12,3-1-5,1.57,90.0,1-3-5,×,0,-100
20260707,10,3,1-3-6,5.97,23.6,1-3-2,×,0,-100
20260707,12,7,1-2-4,3.55,39.6,4-5-3,×,0,-100
20260707,01,1,2-1-4,6.04,23.3,2-6-4,×,0,-100
20260707,20,10,4-1-3,3.81,36.9,1-4-3,×,0,-100
20260707,12,1,1-3-2,8.9,15.8,1-3-4,×,0,-100
20260707,12,4,3-1-4,2.53,55.6,1-2-3,×,0,-100
20260707,18,12,1-3-6,1.76,79.8,1-3-5,×,0,-100
20260707,11,3,1-4-5,4.23,33.2,1-3-4,×,0,-100
20260707,10,3,3-1-2,7.5,18.7,1-3-2,×,0,-100
20260707,24,7,4-1-2,5.86,23.9,4-1-5,×,0,-100
20260707,24,5,3-1-2,3.37,41.6,1-3-5,×,0,-100
20260707,05,10,1-6-3,2.08,67.5,3-1-6,×,0,-100
20260707,01,9,1-3-4,12.97,10.8,3-6-4,×,0,-100
20260707,10,12,1-2-3,8.39,16.7,1-2-4,×,0,-100
20260707,20,1,3-1-2,1.52,91.6,2-3-4,×,0,-100
20260707,08,12,2-3-1,1.99,70.2,1-6-2,×,0,-100
20260707,05,4,2-4-1,5.79,24.1,2-1-6,×,0,-100
20260707,04,4,2-3-1,1.96,71.3,3-4-1,×,0,-100
20260707,04,10,1-3-2,8.21,17.0,1-4-2,×,0,-100
20260707,01,10,1-2-4,8.06,17.3,1-3-4,×,0,-100
20260707,18,7,3-4-1,6.11,22.8,3-5-4,×,0,-100
20260707,24,10,1-4-3,4.72,29.5,1-3-4,×,0,-100
20260707,11,1,4-1-2,1.43,97.3,1-5-3,×,0,-100
20260707,01,4,1-3-2,2.31,60.3,2-3-4,×,0,-100
20260707,04,11,1-6-2,3.44,40.3,1-2-5,×,0,-100
20260707,05,11,1-5-2,1.87,74.2,5-3-2,×,0,-100
20260707,10,9,3-1-4,8.56,16.2,1-5-6,×,0,-100
20260707,10,8,4-1-2,4.36,31.8,2-1-4,×,0,-100
20260707,01,12,2-1-4,3.69,37.6,1-4-2,×,0,-100
20260707,13,3,2-3-4,1.48,93.7,2-1-3,×,0,-100
20260707,13,5,4-3-1,2.61,53.2,3-1-2,×,0,-100
20260707,12,7,1-6-4,1.74,79.5,4-5-3,×,0,-100
20260707,05,5,1-5-4,2.88,48.0,1-3-5,×,0,-100
20260707,20,10,1-2-4,5.91,23.4,1-4-3,×,0,-100
20260707,05,5,1-2-4,6.65,20.8,1-3-5,×,0,-100
20260707,24,11,1-4-2,3.12,44.4,1-2-4,×,0,-100
20260707,08,12,3-2-1,1.61,85.7,1-6-2,×,0,-100
20260707,13,4,4-2-3,1.82,75.9,4-5-3,×,0,-100
20260707,20,11,1-2-4,9.46,14.6,1-4-3,×,0,-100
20260707,10,5,1-5-2,5.68,24.3,4-1-2,×,0,-100
20260707,18,2,1-4-5,10.52,13.1,1-3-2,×,0,-100
20260707,01,10,3-1-2,1.72,80.3,1-3-4,×,0,-100
20260707,18,7,4-1-5,1.76,78.3,3-5-4,×,0,-100
20260707,24,1,5-1-3,2.03,67.8,3-4-1,×,0,-100
20260707,11,4,1-4-2,3.23,42.6,4-2-6,×,0,-100
20260707,13,3,3-2-4,1.64,83.8,2-1-3,×,0,-100
20260707,12,12,1-5-2,2.8,49.1,2-3-1,×,0,-100
20260707,05,8,1-3-4,6.09,22.5,3-1-6,×,0,-100
20260707,08,2,4-1-2,3.21,42.6,3-2-1,×,0,-100
20260707,02,10,1-2-3,16.06,8.5,2-1-5,×,0,-100
20260707,01,3,1-6-2,1.5,91.3,2-3-6,×,0,-100
20260707,13,7,1-4-2,10.26,13.3,1-4-5,×,0,-100
20260707,04,4,1-2-3,5.21,26.2,3-4-1,×,0,-100
20260707,02,4,2-5-1,4.01,34.0,1-5-6,×,0,-100
20260707,05,1,1-2-5,14.97,9.1,4-1-5,×,0,-100
20260707,08,1,3-1-2,5.72,23.8,2-6-4,×,0,-100
20260707,11,10,1-2-4,2.55,53.5,3-1-4,×,0,-100
20260707,05,9,4-1-3,1.8,75.5,3-5-6,×,0,-100
20260707,05,8,3-1-2,2.34,58.1,3-1-6,×,0,-100
20260707,18,10,2-3-1,2.08,65.4,2-1-6,×,0,-100
20260707,13,8,1-4-3,2.94,46.2,1-6-4,×,0,-100
20260707,24,6,2-4-1,6.09,22.3,2-3-1,×,0,-100
20260707,10,3,1-3-4,15.24,8.9,1-3-2,×,0,-100
20260707,18,3,1-4-2,1.48,91.4,6-1-4,×,0,-100
20260707,01,4,3-4-2,2.7,50.3,2-3-4,×,0,-100
20260707,02,12,1-3-2,11.68,11.6,1-3-5,×,0,-100
20260707,10,6,2-1-3,2.22,61.0,5-1-6,×,0,-100
20260707,20,4,2-1-3,9.6,14.1,3-5-2,×,0,-100
20260707,02,9,5-1-3,3.29,41.1,3-5-1,×,0,-100
20260707,11,3,1-4-2,4.38,30.9,1-3-4,×,0,-100
20260707,02,9,3-2-1,1.57,85.9,3-5-1,×,0,-100
20260707,04,4,3-1-5,3.91,34.6,3-4-1,×,0,-100
20260707,01,3,2-1-4,4.26,31.7,2-3-6,×,0,-100
20260707,13,4,3-1-4,2.15,62.9,4-5-3,×,0,-100
20260707,01,3,1-5-2,3.86,35.0,2-3-6,×,0,-100
20260707,12,12,1-3-2,12.99,10.4,2-3-1,×,0,-100
20260707,24,2,3-1-2,3.99,33.8,1-4-3,×,0,-100
20260707,01,11,3-2-1,1.37,98.6,3-1-2,×,0,-100
20260707,12,12,3-1-4,1.41,95.8,2-3-1,×,0,-100
20260707,20,11,1-4-3,12.46,10.8,1-4-3,○,1080,980
20260707,05,8,1-2-6,2.9,46.4,3-1-6,×,0,-100
20260707,02,4,1-2-5,11.11,12.1,1-5-6,×,0,-100
20260707,08,11,4-1-5,1.49,90.0,1-2-6,×,0,-100
20260707,01,10,2-1-3,2.74,48.9,1-3-4,×,0,-100
20260707,05,4,4-2-3,2.22,60.1,2-1-6,×,0,-100
20260707,11,10,1-5-3,2.9,46.0,3-1-4,×,0,-100
20260707,04,2,1-3-5,2.59,51.6,1-5-2,×,0,-100
20260707,02,5,1-2-5,7.5,17.8,4-1-2,×,0,-100
20260707,12,10,5-1-2,3.21,41.5,1-2-5,×,0,-100
20260707,02,5,4-1-2,4.37,30.5,4-1-2,○,3050,2950
20260707,12,5,1-5-6,1.93,69.1,2-1-5,×,0,-100
20260707,24,1,3-2-5,2.71,49.2,3-4-1,×,0,-100
20260707,01,10,1-2-5,5.19,25.6,1-3-4,×,0,-100
20260707,18,3,1-2-4,1.76,75.5,6-1-4,×,0,-100
20260707,04,5,3-1-4,1.79,74.1,2-3-5,×,0,-100
20260707,10,1,1-2-4,5.53,24.0,3-1-6,×,0,-100
20260707,05,9,3-1-4,4.7,28.2,3-5-6,×,0,-100
20260707,10,8,1-2-5,6.1,21.7,2-1-4,×,0,-100
20260707,01,1,1-3-2,3.29,40.2,2-6-4,×,0,-100
20260707,12,6,5-1-4,1.66,79.5,1-5-2,×,0,-100
20260707,04,4,1-5-4,1.36,97.5,3-4-1,×,0,-100
20260707,01,1,2-3-1,7.68,17.2,2-6-4,×,0,-100
20260707,24,9,1-3-2,9.57,13.8,1-2-3,×,0,-100
20260707,20,10,1-3-2,2.63,50.2,1-4-3,×,0,-100
20260707,04,11,2-4-1,2.03,65.1,1-2-5,×,0,-100
20260707,08,10,1-4-3,1.67,79.2,3-1-2,×,0,-100
20260707,11,7,2-3-1,1.65,80.0,2-3-4,×,0,-100
20260707,11,2,1-4-3,2.75,48.0,1-4-3,○,4800,4700
20260707,04,5,1-5-3,2.43,54.2,2-3-5,×,0,-100
20260707,10,9,4-1-3,2.43,54.2,1-5-6,×,0,-100
20260707,02,7,3-1-4,2.29,57.6,5-4-1,×,0,-100
20260707,08,8,2-1-5,8.91,14.8,2-3-6,×,0,-100
20260707,12,3,1-6-3,1.68,78.6,4-6-2,×,0,-100
20260707,01,5,2-1-6,8.13,16.2,6-1-5,×,0,-100
20260707,01,4,3-2-4,3.76,35.0,2-3-4,×,0,-100
20260707,24,4,4-2-1,4.59,28.6,4-1-5,×,0,-100
20260707,02,7,1-2-4,3.66,35.9,5-4-1,×,0,-100
20260707,20,6,3-1-2,4.43,29.6,6-3-1,×,0,-100
20260707,24,3,1-2-4,1.84,71.3,2-5-4,×,0,-100
20260707,20,1,1-4-2,5.44,24.1,2-3-4,×,0,-100
20260707,11,4,3-1-2,1.73,75.7,4-2-6,×,0,-100
20260707,10,1,1-2-5,5.53,23.7,3-1-6,×,0,-100
20260707,10,2,1-5-2,2.54,51.6,6-2-3,×,0,-100
20260707,24,11,1-5-4,2.65,49.4,1-2-4,×,0,-100
20260707,20,7,4-2-1,1.5,87.4,3-4-1,×,0,-100
