場,レース,買い目,推定確率%,オッズ(取得時),回収率%
福岡,10R,1-4-2,12.12,68.4,828.9
下関,9R,1-4-2,8.85,84.9,751.0
下関,9R,1-2-4,11.42,59.0,673.7
児島,1R,3-2-1,8.41,74.8,628.7
常滑,4R,2-1-4,8.59,72.0,618.1
大村,3R,1-4-3,11.43,52.5,600.0
丸亀,7R,1-4-3,15.11,38.9,587.9
常滑,7R,1-2-5,6.21,94.2,585.3
常滑,4R,1-2-4,12.80,45.7,584.9
常滑,8R,2-3-1,8.49,66.0,560.4
児島,1R,2-3-1,9.59,57.4,550.2
丸亀,2R,1-2-5,6.88,79.8,549.4
多摩川,8R,1-4-3,7.05,77.7,547.5
福岡,10R,1-2-4,15.53,35.2,546.6
常滑,7R,1-2-4,19.50,28.0,545.9
児島,2R,3-1-2,9.45,57.5,543.6
大村,6R,2-1-4,5.45,97.6,531.6
下関,4R,1-5-2,7.47,71.0,530.5
福岡,10R,2-1-4,8.65,61.2,529.5
常滑,4R,1-4-2,7.89,67.0,528.3
下関,4R,1-2-5,6.45,81.7,527.1
福岡,8R,2-1-4,14.60,36.0,525.5
大村,10R,1-4-2,8.77,59.8,524.7
津,1R,3-1-2,10.72,47.6,510.5
常滑,2R,1-4-3,5.58,88.5,494.2
多摩川,3R,1-4-3,5.79,85.2,493.3
尼崎,12R,4-1-2,6.67,73.5,490.4
丸亀,3R,3-2-1,10.07,48.5,488.2
丸亀,1R,1-2-4,6.95,69.5,483.1
多摩川,3R,1-3-4,6.99,68.7,480.3
大村,9R,2-1-4,7.09,67.6,479.4
福岡,10R,4-1-2,6.00,79.2,475.0
福岡,12R,3-1-2,5.44,85.3,464.4
大村,6R,1-4-2,13.47,34.3,462.0
常滑,8R,2-1-4,7.81,58.8,459.3
尼崎,11R,1-5-3,7.21,63.1,455.1
大村,3R,1-3-4,7.19,62.6,449.9
常滑,7R,2-1-4,11.56,38.2,441.7
大村,7R,1-5-2,5.91,74.0,437.4
児島,9R,1-2-4,8.73,49.9,435.8
常滑,12R,4-1-3,6.45,67.4,434.9
福岡,4R,2-1-4,8.34,52.1,434.5
津,11R,3-1-2,8.19,52.5,429.9
鳴門,9R,2-1-3,12.18,34.8,424.0
下関,7R,3-1-2,4.66,90.6,421.9
児島,3R,2-1-4,4.65,90.6,421.4
丸亀,9R,1-4-3,7.28,57.8,421.0
丸亀,2R,5-1-4,4.20,99.8,419.7
児島,6R,1-4-5,6.16,67.8,417.8
福岡,6R,2-5-1,5.37,77.2,414.9
尼崎,11R,1-3-5,10.93,37.9,414.4
児島,6R,1-5-4,4.95,83.6,414.1
常滑,8R,2-1-3,9.78,42.3,413.7
尼崎,8R,2-1-4,4.31,95.8,413.3
福岡,8R,1-2-4,15.31,26.9,411.7
福岡,3R,1-3-2,16.30,25.2,410.8
児島,8R,1-4-5,8.16,50.2,409.8
常滑,9R,1-2-3,8.16,50.1,409.0
常滑,10R,2-1-3,6.08,67.0,407.5
尼崎,12R,2-1-4,6.72,60.6,407.3
児島,1R,3-1-2,8.24,49.3,406.4
多摩川,2R,2-1-3,7.91,51.0,403.5
常滑,4R,1-2-3,8.10,49.5,401.0
多摩川,7R,1-5-4,5.16,77.4,399.2
大村,10R,1-2-4,8.16,48.8,398.2
常滑,4R,2-1-3,5.43,73.2,397.8
福岡,3R,1-2-3,15.00,26.1,391.4
多摩川,3R,1-3-6,8.62,45.3,390.6
児島,12R,3-1-2,6.06,64.3,389.6
多摩川,11R,1-4-3,14.56,26.5,385.9
福岡,12R,1-3-2,14.69,26.2,384.7
常滑,11R,2-1-5,6.62,57.8,382.5
尼崎,8R,1-2-4,8.51,44.7,380.2
丸亀,3R,1-2-3,7.28,52.1,379.5
下関,4R,1-3-5,3.83,99.0,379.4
下関,6R,1-2-4,5.16,73.4,378.9
唐津,8R,3-1-4,5.82,64.4,375.0
尼崎,9R,3-1-2,5.59,67.0,374.8
大村,7R,1-2-5,7.60,49.3,374.7
多摩川,3R,1-3-2,7.18,51.9,372.6
多摩川,6R,1-2-3,4.70,79.2,372.5
津,3R,3-1-2,7.66,48.6,372.3
多摩川,3R,1-2-3,6.00,61.7,370.1
福岡,9R,3-1-5,5.80,63.5,368.6
福岡,11R,5-3-1,4.19,87.3,365.7
尼崎,8R,1-4-2,10.80,33.8,365.0
津,5R,1-4-2,12.30,29.6,364.2
丸亀,7R,4-1-3,6.30,57.7,363.8
下関,4R,1-5-3,5.06,71.9,363.7
常滑,8R,2-4-1,6.15,58.8,361.8
常滑,7R,2-1-5,3.68,98.1,361.5
児島,8R,1-5-4,6.48,55.3,358.2
鳴門,11R,3-1-2,6.46,55.4,357.9
鳴門,11R,2-1-3,6.79,52.4,355.6
下関,6R,2-1-3,3.91,90.7,354.6
下関,9R,1-4-5,5.32,66.6,354.4
津,9R,1-3-2,18.50,19.1,353.4
常滑,8R,2-4-3,4.81,73.2,351.9
丸亀,7R,1-3-4,7.79,45.2,351.9
多摩川,4R,1-5-4,4.32,81.3,350.9
多摩川,5R,1-2-3,11.42,30.7,350.5
丸亀,9R,1-3-4,11.74,29.8,349.8
津,6R,1-5-4,13.98,25.0,349.5
大村,11R,4-1-2,4.57,75.9,347.1
多摩川,6R,2-1-4,3.81,91.2,347.0
唐津,1R,1-4-3,3.83,90.5,346.9
常滑,2R,1-3-4,12.06,28.7,346.2
福岡,2R,1-2-3,9.08,38.1,346.1
多摩川,5R,1-3-4,3.89,88.7,345.0
丸亀,1R,1-4-2,4.85,71.1,345.0
丸亀,10R,3-1-2,4.68,73.2,342.4
児島,1R,2-1-3,11.45,29.9,342.2
津,12R,4-1-2,3.75,91.1,341.7
福岡,6R,2-3-1,6.37,53.4,340.3
福岡,8R,2-1-3,13.76,24.7,339.8
児島,8R,1-4-6,6.91,49.1,339.1
多摩川,6R,4-1-2,3.70,91.2,337.3
津,9R,3-1-2,4.58,73.2,335.0
丸亀,2R,1-5-2,9.70,34.4,333.5
多摩川,5R,1-3-2,10.85,30.7,333.1
大村,3R,1-4-2,8.56,38.8,332.0
大村,8R,1-2-4,12.80,25.9,331.5
常滑,6R,2-1-3,3.31,99.5,329.7
福岡,5R,3-1-4,4.78,68.8,328.9
児島,5R,1-4-5,6.22,52.8,328.5
丸亀,3R,3-1-2,8.40,39.0,327.8
下関,11R,1-2-3,4.51,72.6,327.4
鳴門,9R,2-3-1,11.90,27.5,327.3
津,2R,4-1-3,6.05,53.8,325.4
大村,8R,2-1-4,11.08,29.3,324.7
鳴門,11R,3-2-1,3.83,84.5,323.8
丸亀,3R,1-3-2,7.37,43.9,323.5
児島,9R,1-4-2,8.86,36.4,322.6
三国,11R,2-1-4,4.18,77.2,322.4
津,8R,1-5-4,9.65,33.4,322.2
多摩川,11R,1-4-5,5.09,63.2,322.0
多摩川,6R,1-4-2,9.39,34.2,321.1
唐津,5R,2-1-4,4.79,66.9,320.7
福岡,2R,1-3-2,14.57,22.0,320.6
常滑,10R,3-1-2,8.46,37.9,320.5
津,8R,5-1-4,5.90,54.3,320.2
鳴門,12R,1-5-4,7.51,42.6,319.9
津,9R,1-2-3,9.46,33.8,319.9
多摩川,6R,1-2-4,9.57,33.4,319.7
多摩川,2R,1-2-3,6.45,49.5,319.4
鳴門,12R,1-4-5,9.96,32.0,318.8
常滑,9R,1-2-5,11.36,28.0,318.1
大村,9R,1-4-2,8.23,38.6,317.8
丸亀,5R,1-2-3,11.10,28.5,316.3
福岡,6R,2-1-3,7.61,41.5,316.0
下関,11R,1-3-2,9.23,34.1,314.7
三国,5R,1-4-6,3.54,88.9,314.6
大村,2R,4-2-3,3.76,83.1,312.9
福岡,12R,2-1-3,6.51,48.0,312.7
津,11R,2-1-3,7.08,44.1,312.4
尼崎,7R,1-3-6,9.85,31.7,312.3
多摩川,1R,2-1-5,3.41,91.4,311.9
福岡,9R,1-3-5,5.80,53.8,311.9
児島,10R,3-1-2,5.47,56.9,311.4
常滑,10R,1-3-2,22.56,13.8,311.4
多摩川,5R,1-2-4,4.50,69.0,310.6
多摩川,7R,1-2-5,6.44,48.2,310.5
大村,11R,2-1-4,3.56,86.8,308.6
福岡,4R,4-1-2,4.63,66.6,308.3
丸亀,5R,2-3-1,4.06,75.6,307.3
大村,5R,1-5-4,3.76,81.7,307.2
福岡,11R,5-1-3,7.02,43.6,306.3
津,11R,3-2-1,3.78,80.9,306.2
多摩川,4R,1-4-5,3.27,93.1,304.7
尼崎,7R,1-3-5,5.30,57.4,304.3
常滑,12R,4-1-5,5.23,58.1,303.8
大村,6R,1-2-4,12.25,24.8,303.7
鳴門,11R,2-3-1,3.90,77.7,303.1
尼崎,7R,1-5-3,3.18,95.2,303.0
丸亀,5R,2-1-3,6.79,44.5,302.0
尼崎,6R,1-4-2,18.26,16.5,301.3
福岡,9R,3-5-1,3.34,89.7,299.7
唐津,10R,4-1-2,8.29,36.0,298.5
鳴門,11R,1-2-3,10.43,28.6,298.3
多摩川,2R,2-3-1,5.70,52.1,296.8
鳴門,5R,4-1-3,5.02,59.1,296.5
下関,9R,1-5-4,5.28,56.1,296.4
唐津,7R,4-1-2,3.85,77.0,296.3
常滑,11R,2-1-4,12.22,24.2,295.8
常滑,11R,1-2-5,7.97,36.9,294.2
鳴門,11R,1-3-2,10.11,29.1,294.2
丸亀,2R,2-1-5,3.68,79.8,293.8
常滑,8R,1-2-4,4.12,71.2,293.1
常滑,7R,1-4-2,12.10,24.2,292.8
丸亀,12R,1-2-3,9.23,31.7,292.6
常滑,4R,4-1-2,4.09,71.0,290.7
唐津,9R,1-4-3,5.25,55.2,290.0
丸亀,4R,2-3-1,3.82,75.5,288.7
唐津,7R,4-1-3,3.78,76.3,288.6
尼崎,7R,1-3-4,5.18,55.7,288.6
多摩川,7R,1-3-4,3.52,81.7,287.5
多摩川,3R,1-4-2,3.76,76.1,286.1
津,1R,3-1-4,12.71,22.5,285.9
多摩川,6R,1-3-4,3.42,83.6,285.9
福岡,6R,2-1-5,6.74,42.4,285.7
下関,5R,1-4-3,13.64,20.9,285.0
児島,7R,1-4-3,8.65,32.9,284.6
福岡,12R,1-2-3,16.70,17.0,283.8
児島,3R,4-1-2,4.86,58.4,283.7
鳴門,9R,1-2-3,9.50,29.8,283.0
児島,5R,4-1-3,5.54,51.1,282.9
福岡,3R,2-1-3,7.01,40.3,282.5
下関,7R,1-2-3,7.39,38.2,282.4
福岡,2R,1-5-3,3.68,76.6,282.1
児島,5R,1-4-3,9.43,29.8,281.1
尼崎,11R,3-1-5,4.83,58.0,280.1
三国,5R,1-4-2,14.90,18.7,278.5
尼崎,9R,3-1-6,7.47,37.2,277.9
多摩川,12R,1-4-2,13.82,20.1,277.7
児島,6R,1-4-3,5.49,50.6,277.6
多摩川,7R,1-2-3,4.80,57.7,276.8
唐津,12R,2-1-3,5.72,48.4,276.7
津,8R,5-1-3,3.59,77.1,276.7
丸亀,11R,2-1-4,17.83,15.5,276.4
丸亀,6R,1-5-4,14.83,18.6,275.8
大村,1R,3-1-4,9.85,28.0,275.7
大村,9R,2-1-5,3.67,75.1,275.6
児島,10R,3-2-1,3.43,80.0,274.8
常滑,6R,1-2-4,2.75,99.5,273.2
下関,4R,1-5-4,3.12,87.7,273.2
三国,8R,1-5-2,5.31,51.4,272.9
福岡,5R,4-1-3,3.88,70.3,272.7
福岡,8R,1-2-3,14.42,18.9,272.6
常滑,3R,1-4-5,3.80,71.5,272.0
大村,7R,1-5-3,5.97,45.5,271.8
唐津,3R,1-5-4,3.01,90.4,271.7
多摩川,5R,1-3-6,7.17,37.8,271.0
唐津,10R,4-2-1,4.65,58.3,270.9
唐津,1R,1-3-4,8.38,32.3,270.8
児島,8R,1-4-3,4.46,60.7,270.6
鳴門,9R,3-2-1,9.15,29.5,269.9
津,6R,1-5-3,8.79,30.7,269.9
福岡,5R,3-1-2,3.84,70.3,269.8
児島,5R,4-1-5,3.65,73.6,268.8
津,1R,3-2-1,5.69,47.2,268.6
津,11R,2-3-1,3.61,74.4,268.4
福岡,5R,1-3-4,4.73,56.4,266.9
大村,4R,4-1-3,4.25,62.8,266.7
多摩川,2R,3-1-2,3.00,88.7,266.2
常滑,3R,1-4-2,15.18,17.5,265.7
下関,12R,2-1-3,6.49,40.9,265.5
津,5R,4-1-2,6.16,43.0,265.0
津,7R,1-6-3,3.04,87.3,265.0
福岡,4R,1-4-2,6.16,43.0,264.7
丸亀,6R,1-4-5,8.83,29.7,262.3
多摩川,7R,1-5-2,5.35,49.0,262.1
常滑,1R,2-1-5,4.48,58.5,261.9
津,8R,1-5-3,5.87,44.6,261.9
唐津,10R,4-1-3,6.10,42.5,259.2
福岡,9R,1-3-4,5.76,45.0,259.1
尼崎,12R,4-2-1,3.52,73.5,259.0
多摩川,3R,1-6-4,4.87,53.2,259.0
