場,レース,買い目,推定確率%,オッズ(取得時),回収率%
児島,7R,1-3-2,12.56,75.1,943.2
桐生,4R,1-4-2,10.80,70.8,765.0
宮島,10R,3-1-2,8.91,71.5,637.1
大村,5R,1-4-3,12.42,50.1,622.4
鳴門,6R,1-2-3,6.30,98.0,617.4
桐生,5R,1-3-2,7.47,82.5,616.2
鳴門,6R,1-3-2,7.89,77.9,615.0
児島,7R,1-2-3,8.36,72.4,605.2
児島,2R,2-1-3,6.18,96.6,596.5
若松,4R,1-2-5,11.09,53.1,589.1
多摩川,10R,3-1-2,12.14,48.4,587.5
桐生,4R,4-1-2,7.46,78.2,583.5
桐生,5R,1-2-4,9.20,62.7,577.1
桐生,1R,1-4-3,9.44,58.4,551.1
児島,7R,3-1-2,10.14,52.6,533.4
大村,3R,4-1-3,9.06,58.8,532.9
宮島,10R,2-3-1,6.57,81.0,531.8
平和島,5R,2-1-4,5.45,96.9,528.5
宮島,10R,1-2-3,11.70,45.0,526.6
桐生,5R,1-2-3,12.65,41.2,521.3
多摩川,12R,5-1-3,5.83,89.1,519.5
若松,7R,1-3-4,10.31,50.3,518.8
児島,3R,3-1-2,7.56,67.6,511.4
芦屋,8R,1-4-2,5.74,88.4,507.3
児島,2R,1-2-3,5.82,86.2,502.0
大村,3R,4-1-2,8.86,56.1,496.9
平和島,11R,3-2-1,6.46,74.8,483.5
多摩川,6R,1-3-2,11.49,41.7,479.3
平和島,11R,2-3-1,6.26,76.1,476.5
児島,2R,2-1-5,7.60,62.6,475.8
桐生,4R,1-4-3,5.37,87.4,469.1
桐生,4R,1-2-4,9.15,51.2,468.5
江戸川,9R,1-4-3,12.82,36.4,466.8
若松,2R,1-4-3,5.31,83.6,444.1
若松,10R,1-4-3,15.98,27.5,439.4
宮島,10R,2-1-3,9.21,47.3,435.7
江戸川,8R,1-4-2,4.94,88.2,435.6
江戸川,6R,2-1-4,5.59,77.5,433.0
鳴門,6R,3-1-2,4.30,100.0,429.8
桐生,7R,3-1-2,8.59,49.1,421.7
江戸川,6R,1-4-2,6.47,64.0,413.9
芦屋,11R,2-4-1,5.46,75.5,412.5
若松,4R,1-5-2,9.80,42.0,411.5
大村,4R,2-1-3,5.62,73.0,410.3
江戸川,1R,1-2-4,6.56,62.2,408.1
若松,2R,1-4-2,8.58,47.5,407.7
大村,2R,4-1-2,4.40,92.2,405.4
桐生,7R,1-3-2,19.03,21.3,405.3
大村,8R,4-1-3,4.82,83.9,404.4
若松,6R,1-5-2,5.90,68.0,401.5
桐生,2R,1-3-2,16.00,25.0,399.9
桐生,8R,1-4-6,3.98,98.0,389.6
若松,4R,1-5-3,4.60,84.1,386.5
児島,7R,3-1-4,4.17,91.9,382.8
桐生,9R,1-3-2,7.38,51.8,382.3
平和島,6R,1-4-5,4.42,86.1,380.3
平和島,3R,2-4-1,10.70,34.9,373.5
児島,2R,1-2-5,7.17,52.0,372.8
平和島,3R,4-2-1,8.57,43.3,371.0
大村,1R,4-1-3,4.32,85.7,370.5
桐生,8R,1-4-3,7.54,49.0,369.5
平和島,6R,1-4-3,10.07,36.5,367.6
尼崎,2R,3-1-2,10.92,33.6,366.9
多摩川,10R,3-2-1,5.87,62.4,366.3
桐生,6R,1-2-4,11.01,33.1,364.6
芦屋,8R,1-2-4,13.01,28.0,364.3
桐生,2R,3-1-2,13.61,26.7,363.3
芦屋,11R,4-2-1,3.68,98.3,361.8
鳴門,4R,5-1-3,5.30,68.2,361.7
平和島,8R,1-4-3,13.50,26.6,359.2
江戸川,6R,1-2-4,7.39,48.2,356.0
多摩川,9R,1-2-3,19.77,18.0,355.8
多摩川,10R,1-3-2,19.64,18.1,355.5
桐生,4R,2-1-4,5.74,61.9,355.5
児島,3R,1-3-2,10.21,34.6,353.3
宮島,7R,1-2-3,4.19,83.9,351.7
若松,2R,4-1-2,7.57,46.4,351.4
鳴門,6R,1-5-2,4.27,82.2,351.4
大村,2R,4-1-5,4.22,83.3,351.2
桐生,2R,3-2-1,8.05,43.6,351.0
宮島,10R,1-3-2,11.46,30.6,350.7
平和島,11R,3-1-2,7.59,46.2,350.4
多摩川,11R,4-1-3,3.58,97.7,350.2
児島,10R,1-2-4,5.31,65.3,347.1
若松,7R,1-3-5,3.74,92.7,346.8
多摩川,10R,2-1-3,10.58,32.7,345.9
多摩川,5R,1-4-2,6.06,56.9,344.6
多摩川,8R,1-4-3,5.83,59.1,344.3
若松,3R,1-4-2,10.79,31.7,342.0
多摩川,2R,4-3-1,3.97,86.1,341.6
児島,10R,2-1-4,4.52,75.3,340.5
児島,11R,3-1-2,8.45,40.3,340.4
大村,5R,1-3-4,10.87,31.1,338.0
多摩川,10R,2-3-1,5.62,59.7,335.5
鳴門,2R,1-3-2,5.65,59.1,333.9
江戸川,6R,2-4-1,3.55,93.8,332.9
平和島,11R,2-1-3,7.02,47.3,332.0
児島,7R,3-2-1,5.28,62.8,331.8
江戸川,9R,1-3-4,7.70,42.5,327.4
若松,5R,4-1-2,11.81,27.7,327.0
若松,4R,1-3-5,3.72,87.8,326.6
多摩川,7R,1-3-2,7.30,44.7,326.4
芦屋,6R,1-2-3,8.01,40.7,326.0
大村,10R,1-3-2,12.34,26.4,325.8
桐生,9R,1-4-3,5.51,59.0,325.2
江戸川,9R,1-4-2,12.32,26.4,325.2
平和島,2R,1-3-2,3.46,94.1,325.1
桐生,11R,2-1-3,7.18,45.3,325.1
多摩川,6R,1-2-3,7.01,46.3,324.4
多摩川,6R,1-3-5,8.36,38.8,324.4
宮島,11R,1-4-3,12.65,25.6,323.8
平和島,7R,3-1-2,4.42,73.2,323.7
多摩川,9R,1-3-2,8.96,35.9,321.6
児島,3R,3-2-1,3.40,94.3,321.1
若松,1R,1-2-3,21.12,15.2,321.0
桐生,1R,1-4-2,6.20,51.5,319.5
大村,7R,1-5-2,3.79,83.8,317.8
桐生,9R,1-3-5,7.16,44.2,316.5
桐生,3R,1-2-4,5.69,55.0,313.2
若松,6R,1-2-5,5.20,60.2,313.1
多摩川,8R,1-3-2,13.67,22.9,313.0
江戸川,9R,4-1-3,6.61,47.3,312.9
児島,9R,1-4-3,7.00,44.6,312.3
児島,10R,1-4-2,3.51,88.8,311.6
若松,4R,5-1-2,4.32,72.1,311.6
大村,10R,3-1-2,3.47,89.2,309.3
若松,2R,1-4-5,4.73,65.3,309.0
江戸川,6R,4-2-1,3.25,94.9,308.9
芦屋,11R,2-1-4,11.22,27.5,308.5
江戸川,6R,4-1-2,4.49,68.6,307.7
宮島,11R,4-1-3,7.09,43.4,307.5
大村,1R,3-1-4,4.69,65.5,307.5
尼崎,6R,1-5-4,3.33,92.0,306.7
桐生,1R,1-4-5,4.90,62.2,304.9
江戸川,8R,1-2-4,7.25,42.0,304.4
平和島,5R,2-1-5,3.74,80.2,300.1
芦屋,5R,1-2-4,4.14,72.2,299.0
桐生,5R,1-2-5,7.15,41.8,299.0
児島,10R,2-1-6,3.09,96.5,298.5
多摩川,11R,3-1-4,6.90,43.2,298.2
大村,11R,2-1-4,4.10,72.6,297.9
児島,1R,1-4-3,8.02,37.1,297.4
多摩川,9R,3-1-2,3.63,81.2,294.4
若松,1R,2-1-3,10.38,28.3,293.9
児島,10R,1-2-5,4.53,64.3,291.5
児島,7R,1-3-6,3.59,81.0,290.9
多摩川,2R,4-3-2,4.61,63.0,290.7
尼崎,1R,2-3-1,3.57,81.3,290.6
児島,2R,2-5-1,4.47,65.0,290.5
宮島,2R,2-1-4,5.07,57.3,290.4
宮島,7R,4-1-2,3.84,75.4,289.9
宮島,7R,4-1-3,5.34,54.2,289.4
平和島,7R,2-1-3,5.58,51.8,289.1
桐生,8R,1-3-2,3.74,77.0,287.7
若松,10R,1-3-4,24.04,11.9,286.1
芦屋,4R,3-1-2,3.70,77.2,285.3
桐生,6R,1-4-2,10.67,26.7,285.0
若松,1R,1-2-5,3.63,78.3,284.6
尼崎,8R,1-3-2,8.28,34.3,284.0
若松,3R,1-2-4,15.78,18.0,284.0
芦屋,11R,4-1-2,3.93,72.1,283.3
若松,1R,1-3-2,12.69,22.3,283.0
尼崎,8R,2-1-3,4.38,64.6,283.0
桐生,3R,1-2-5,10.00,28.3,282.9
桐生,8R,1-2-4,4.20,67.4,282.9
平和島,7R,1-3-5,3.91,72.0,281.6
桐生,2R,1-2-3,11.62,24.2,281.2
桐生,9R,1-4-2,3.55,79.1,281.0
鳴門,10R,5-1-2,3.18,88.1,280.3
宮島,5R,1-4-5,5.11,54.7,279.7
鳴門,2R,1-2-3,7.33,38.1,279.2
多摩川,11R,1-3-5,11.28,24.7,278.6
若松,2R,1-2-4,4.25,65.3,277.4
江戸川,7R,2-5-1,3.48,79.6,277.4
江戸川,8R,2-1-4,5.42,51.1,276.8
芦屋,7R,2-1-3,2.79,98.9,276.4
若松,5R,4-2-1,9.15,30.1,275.5
桐生,2R,2-1-3,8.25,33.3,274.6
若松,11R,1-5-3,3.13,87.4,274.0
平和島,3R,2-1-4,10.83,25.3,273.9
多摩川,6R,1-5-3,4.71,58.0,272.9
平和島,6R,1-3-4,10.62,25.7,272.8
若松,2R,4-1-5,4.18,65.3,272.7
桐生,11R,2-3-1,5.29,51.4,272.1
平和島,6R,1-4-2,3.16,86.1,272.0
桐生,10R,2-1-3,11.98,22.7,271.9
鳴門,7R,3-1-2,7.19,37.8,271.7
児島,4R,4-1-3,6.09,44.6,271.6
鳴門,4R,3-1-5,4.00,67.9,271.6
多摩川,11R,1-3-4,14.84,18.3,271.5
若松,11R,1-4-2,3.09,87.4,270.3
若松,11R,1-3-2,3.99,67.7,270.0
