場,レース,買い目,推定確率%,オッズ(取得時),回収率%
平和島,8R,1-2-4,10.17,75.7,770.0
平和島,5R,1-3-5,10.85,64.1,695.6
桐生,5R,1-2-4,11.61,59.1,686.0
平和島,6R,1-3-5,9.77,69.7,681.2
住之江,1R,1-2-5,7.24,88.9,643.2
平和島,9R,1-2-4,12.58,50.1,630.4
下関,9R,1-4-3,6.41,98.1,629.1
福岡,8R,1-2-5,11.13,54.0,601.2
平和島,7R,1-3-4,7.67,76.1,583.9
住之江,8R,1-2-5,9.30,62.7,582.9
桐生,2R,4-3-1,5.97,92.7,553.3
福岡,5R,1-2-4,12.79,43.1,551.1
下関,2R,1-2-3,5.36,98.7,528.6
平和島,9R,1-4-2,7.25,72.8,527.8
下関,9R,1-2-4,6.82,76.7,523.0
浜名湖,7R,1-2-5,5.76,89.0,512.7
平和島,8R,1-4-2,16.35,31.1,508.5
常滑,8R,1-3-4,5.67,88.7,502.8
桐生,8R,1-4-2,5.44,90.2,490.7
戸田,9R,1-2-4,5.38,91.0,489.8
下関,1R,3-4-1,5.11,93.0,475.6
住之江,12R,4-1-2,9.93,47.0,466.8
常滑,5R,1-2-4,4.76,96.4,459.3
戸田,8R,2-1-4,5.27,86.4,455.3
平和島,10R,1-4-2,20.27,22.2,450.1
下関,2R,2-1-3,4.86,92.1,447.7
住之江,2R,1-4-2,6.86,64.9,445.5
常滑,7R,1-3-4,11.82,37.6,444.5
浜名湖,11R,1-4-2,8.75,50.4,440.8
桐生,3R,4-2-1,7.96,55.3,439.9
江戸川,6R,4-2-1,6.14,71.4,438.7
芦屋,9R,2-4-1,4.96,88.0,436.6
宮島,9R,1-4-3,5.68,75.0,425.6
桐生,7R,1-3-2,12.95,32.8,424.7
尼崎,9R,1-4-3,9.07,46.7,423.7
住之江,1R,5-1-2,4.37,96.3,421.3
芦屋,9R,2-1-4,11.38,36.8,418.8
桐生,2R,4-1-5,7.45,56.0,417.1
戸田,12R,3-1-2,11.68,35.7,416.9
平和島,8R,4-1-2,8.62,48.3,416.3
平和島,11R,1-4-2,20.08,20.7,415.7
大村,4R,4-1-2,8.61,48.1,414.2
平和島,5R,1-5-3,6.10,67.3,410.8
平和島,10R,1-2-4,14.24,28.4,404.4
大村,4R,2-1-4,4.25,95.1,403.9
下関,8R,4-1-3,9.81,41.1,403.2
蒲郡,11R,1-3-2,6.38,62.9,401.3
下関,8R,1-4-3,18.83,21.3,401.1
福岡,4R,4-1-2,5.18,77.3,400.8
桐生,3R,4-3-1,4.47,89.5,400.4
江戸川,5R,1-2-4,14.93,26.7,398.5
下関,9R,1-3-4,8.10,49.0,396.7
下関,4R,1-3-4,4.38,90.4,396.3
