場,レース,買い目,推定確率%,オッズ(取得時),回収率%
桐生,8R,1-4-2,9.33,89.4,833.7
住之江,4R,1-3-4,11.83,55.7,659.0
住之江,5R,1-3-2,6.85,91.7,628.1
住之江,2R,1-4-2,7.68,79.2,608.2
大村,11R,3-1-2,12.29,48.8,599.6
桐生,8R,1-2-4,8.26,72.2,596.2
住之江,2R,1-2-4,7.04,83.4,586.8
常滑,9R,2-1-4,6.93,83.7,579.9
びわこ,10R,4-1-3,10.57,54.4,575.0
芦屋,2R,1-5-4,7.77,72.8,565.9
びわこ,10R,1-4-3,14.28,38.4,548.5
尼崎,8R,1-3-4,6.14,87.7,538.9
蒲郡,7R,1-2-3,15.68,33.8,530.1
宮島,9R,1-4-3,11.93,44.4,529.8
尼崎,3R,3-1-2,5.91,86.3,510.4
住之江,6R,4-1-5,5.95,84.2,500.8
びわこ,7R,1-4-3,13.07,36.9,482.4
蒲郡,11R,1-4-2,9.99,47.1,470.7
常滑,8R,2-1-3,4.85,96.5,467.9
尼崎,10R,1-2-5,11.26,41.5,467.3
江戸川,2R,2-1-4,6.05,76.7,464.4
桐生,5R,4-1-2,5.23,88.7,463.7
住之江,8R,1-4-3,6.38,72.4,462.2
住之江,4R,1-3-2,9.18,49.5,454.6
尼崎,10R,1-5-2,5.05,88.8,448.3
桐生,2R,3-1-2,4.62,97.0,447.8
住之江,5R,1-2-3,5.09,85.6,435.9
桐生,5R,4-3-1,5.11,84.8,433.7
蒲郡,5R,2-1-3,5.20,82.9,431.3
住之江,6R,1-4-5,8.22,52.0,427.6
芦屋,11R,2-3-1,4.82,88.5,426.5
大村,4R,1-3-2,7.49,56.9,426.4
蒲郡,2R,2-4-1,7.61,55.1,419.5
多摩川,7R,1-4-3,4.46,93.6,417.9
住之江,4R,1-4-3,5.60,74.3,415.8
尼崎,3R,3-2-1,6.63,61.4,407.0
多摩川,4R,3-1-2,5.37,75.8,406.9
常滑,7R,3-1-2,4.81,84.3,405.7
江戸川,4R,4-2-1,8.65,46.6,403.0
びわこ,10R,4-3-1,5.43,74.2,402.9
蒲郡,2R,4-1-2,7.28,55.1,401.1
桐生,2R,1-3-4,5.81,68.9,400.3
多摩川,3R,2-1-4,4.02,99.6,399.9
桐生,3R,1-3-4,7.49,51.8,388.1
江戸川,2R,2-4-1,5.58,69.5,387.7
住之江,4R,3-1-4,10.61,36.4,386.1
びわこ,11R,1-4-3,8.72,44.0,383.7
大村,10R,2-1-4,6.24,61.3,382.4
尼崎,5R,1-4-2,4.69,81.5,382.1
大村,12R,1-3-2,6.62,57.4,380.2
蒲郡,1R,2-1-4,7.04,54.0,379.9
住之江,3R,1-4-2,12.24,31.0,379.4
芦屋,2R,1-5-2,4.99,75.8,378.6
住之江,7R,1-4-2,3.92,96.3,377.4
蒲郡,9R,1-5-4,4.44,85.0,377.2
蒲郡,7R,1-3-2,11.27,33.4,376.4
徳山,10R,1-4-3,8.51,43.7,371.8
大村,10R,4-1-2,6.01,61.3,368.4
桐生,5R,1-3-4,4.34,84.8,367.9
大村,11R,3-2-1,4.61,79.7,367.7
宮島,7R,4-1-2,8.40,43.4,364.6
住之江,5R,1-3-4,9.09,40.1,364.4
大村,1R,1-5-4,5.07,71.9,364.2
常滑,8R,1-2-3,6.75,53.8,363.1
桐生,9R,2-4-1,4.96,72.9,361.3
宮島,6R,4-1-2,7.29,49.4,360.4
宮島,9R,4-1-3,9.44,38.0,358.6
びわこ,7R,1-3-4,10.88,32.8,356.8
桐生,7R,1-4-3,12.20,29.2,356.3
江戸川,11R,4-1-3,5.15,68.8,354.3
徳山,8R,4-1-2,5.37,65.8,353.2
住之江,12R,3-1-2,6.45,54.7,352.7
大村,10R,1-4-2,10.98,32.1,352.5
芦屋,12R,5-1-2,4.74,74.1,351.3
桐生,5R,1-4-2,4.85,72.3,350.4
住之江,10R,1-2-5,11.85,29.5,349.6
住之江,6R,4-1-2,5.93,58.9,349.4
びわこ,9R,1-3-2,8.25,42.3,349.2
びわこ,9R,3-1-2,5.39,64.6,348.3
大村,9R,1-5-4,5.27,66.0,348.0
常滑,7R,2-1-3,8.00,43.4,347.4
江戸川,7R,3-2-1,6.47,53.7,347.3
尼崎,1R,1-2-5,11.58,29.9,346.2
芦屋,11R,2-1-4,7.67,45.0,345.3
桐生,9R,2-1-4,5.22,66.2,345.3
住之江,6R,1-4-2,8.20,42.1,345.3
宮島,9R,1-3-4,6.96,49.6,345.3
住之江,2R,1-3-2,6.30,54.6,344.0
尼崎,11R,2-1-3,10.47,32.8,343.5
徳山,10R,4-1-3,4.23,81.1,343.2
多摩川,2R,3-1-2,3.46,99.2,343.1
びわこ,8R,3-1-2,5.04,68.1,343.0
びわこ,7R,1-4-2,7.34,46.6,342.3
びわこ,8R,1-3-2,6.33,54.1,342.2
徳山,5R,2-1-3,3.94,86.8,341.7
住之江,6R,4-1-3,4.96,68.0,337.5
大村,7R,1-4-3,3.73,89.8,335.3
蒲郡,2R,4-2-1,6.80,49.2,334.6
大村,12R,1-3-5,11.53,28.9,333.1
桐生,9R,1-2-4,5.34,62.4,333.0
常滑,10R,1-2-5,15.10,22.0,332.3
大村,1R,1-4-5,3.66,90.6,331.3
住之江,7R,1-2-4,5.16,64.2,331.3
桐生,3R,1-4-3,4.54,72.6,329.7
常滑,7R,2-3-1,4.02,81.9,329.1
多摩川,10R,1-5-2,8.43,38.9,328.1
常滑,8R,3-1-2,4.57,71.8,327.8
江戸川,6R,1-3-4,3.27,99.9,326.7
びわこ,4R,1-4-3,3.48,93.7,325.8
常滑,9R,1-2-3,10.86,30.0,325.7
蒲郡,2R,1-4-2,8.59,37.8,324.7
常滑,9R,1-2-4,6.48,49.9,323.2
尼崎,2R,2-1-4,3.92,82.4,322.9
住之江,9R,1-2-5,4.87,66.3,322.8
宮島,6R,1-4-2,7.56,42.7,322.6
大村,10R,4-1-3,3.65,88.1,321.8
宮島,7R,1-4-2,8.73,36.8,321.1
芦屋,11R,2-1-3,10.33,31.0,320.2
徳山,6R,2-3-1,4.76,67.1,319.1
住之江,5R,1-2-4,3.22,98.8,318.2
常滑,4R,1-2-5,4.49,70.9,318.2
桐生,3R,1-6-3,5.58,56.7,316.6
びわこ,10R,4-1-2,3.59,88.2,316.5
蒲郡,9R,1-2-4,4.44,71.2,315.9
住之江,9R,1-4-2,4.61,68.5,315.5
尼崎,2R,1-2-4,3.16,99.1,313.6
住之江,3R,1-2-4,7.93,39.3,311.7
大村,8R,2-1-3,6.83,45.6,311.4
芦屋,12R,1-5-3,6.13,50.7,310.9
桐生,11R,3-1-2,3.91,79.2,309.5
徳山,12R,1-3-4,14.84,20.8,308.6
住之江,2R,4-1-2,3.11,99.0,308.3
常滑,7R,3-2-1,3.34,92.4,308.2
江戸川,4R,2-4-1,8.77,35.1,307.7
多摩川,5R,3-1-2,4.44,69.0,306.4
宮島,6R,1-2-4,6.57,46.5,305.7
桐生,6R,1-4-3,4.87,62.8,305.6
びわこ,10R,3-1-4,6.55,46.6,305.3
蒲郡,2R,2-1-4,9.65,31.6,305.0
蒲郡,11R,1-2-4,11.55,26.3,303.9
大村,4R,1-3-6,3.41,88.9,302.7
多摩川,7R,1-4-2,7.74,39.1,302.6
桐生,2R,3-1-4,5.66,53.4,302.4
大村,4R,1-2-5,6.38,47.4,302.2
住之江,10R,1-5-2,7.48,40.4,302.2
住之江,5R,1-6-3,5.53,54.6,302.2
江戸川,10R,3-1-2,7.86,38.4,301.9
徳山,12R,1-4-3,14.04,21.5,301.8
尼崎,3R,2-3-1,4.86,62.0,301.3
蒲郡,8R,4-1-3,3.74,80.5,301.0
常滑,12R,4-2-1,6.27,47.8,299.8
江戸川,1R,3-1-2,7.63,39.2,299.2
芦屋,12R,2-1-5,5.22,57.3,298.9
宮島,8R,2-5-1,7.25,41.1,297.8
江戸川,6R,1-6-3,4.50,66.1,297.3
多摩川,11R,1-4-2,20.35,14.6,297.1
桐生,7R,1-4-2,4.39,67.7,296.9
江戸川,2R,1-4-2,4.60,64.5,296.8
桐生,7R,1-3-4,17.75,16.7,296.5
蒲郡,5R,1-2-3,4.14,71.6,296.2
蒲郡,9R,1-5-3,4.59,64.5,296.2
宮島,9R,3-1-4,4.04,73.2,296.1
尼崎,6R,1-4-5,3.61,81.9,296.0
大村,3R,1-2-3,12.64,23.4,295.7
住之江,8R,1-3-4,15.79,18.7,295.3
芦屋,8R,5-2-4,2.95,99.9,295.1
びわこ,7R,1-2-4,4.93,59.9,295.1
江戸川,10R,3-2-1,5.94,49.7,295.0
桐生,1R,5-3-1,3.26,90.4,295.0
大村,8R,3-1-2,5.23,56.4,295.0
桐生,3R,1-3-2,5.68,51.8,294.2
桐生,6R,1-3-4,3.07,95.7,293.9
桐生,4R,3-2-1,7.71,38.1,293.7
桐生,8R,1-5-2,7.04,41.7,293.7
尼崎,5R,1-2-4,6.92,42.4,293.4
住之江,3R,1-4-3,5.63,52.0,292.9
江戸川,12R,2-1-4,7.65,38.2,292.1
蒲郡,6R,3-1-4,5.74,50.5,290.0
桐生,3R,1-3-6,8.78,33.0,289.7
徳山,7R,2-3-1,4.93,58.7,289.4
住之江,9R,1-2-4,13.64,21.2,289.2
江戸川,11R,1-5-4,4.63,62.3,288.4
江戸川,4R,4-1-2,5.69,50.6,288.1
桐生,1R,5-1-2,3.42,83.8,287.0
江戸川,2R,4-2-1,4.82,59.5,286.7
蒲郡,1R,4-1-2,4.99,57.3,286.1
大村,4R,1-2-3,10.47,27.3,285.8
びわこ,10R,1-3-4,10.49,27.2,285.3
桐生,5R,3-1-4,3.77,75.0,282.7
びわこ,10R,3-4-1,4.58,61.6,282.2
多摩川,5R,3-1-4,3.00,93.9,281.9
江戸川,3R,1-5-3,5.97,47.1,281.3
桐生,12R,1-4-2,22.23,12.6,280.1
常滑,8R,1-3-2,6.51,43.0,279.8
芦屋,9R,1-4-2,11.01,25.4,279.6
江戸川,9R,4-1-2,3.77,74.2,279.6
大村,12R,1-3-6,4.32,64.7,279.6
桐生,3R,3-1-6,5.54,50.4,279.4
尼崎,3R,3-1-5,3.96,70.5,279.3
大村,2R,3-2-1,3.43,81.3,279.2
びわこ,9R,1-3-4,5.81,48.0,279.0
宮島,9R,3-4-1,3.14,88.8,278.6
常滑,10R,1-4-2,6.19,44.8,277.2
桐生,2R,1-3-6,4.34,63.9,277.2
蒲郡,6R,1-3-5,12.57,22.0,276.6
徳山,9R,1-3-2,6.02,45.9,276.4
住之江,4R,4-1-3,3.25,84.9,276.2
江戸川,2R,4-1-2,4.34,63.7,276.2
江戸川,8R,4-1-3,4.61,59.7,275.4
桐生,7R,4-1-3,4.44,62.0,275.2
江戸川,1R,3-2-1,5.27,52.2,275.2
常滑,4R,2-1-5,5.28,52.0,274.4
宮島,6R,4-2-1,6.08,45.1,274.0
宮島,12R,3-1-2,3.07,89.2,273.4
住之江,5R,1-3-5,5.11,53.5,273.2
蒲郡,4R,4-1-3,3.23,84.4,272.9
蒲郡,1R,2-1-3,4.04,67.5,272.7
尼崎,5R,1-4-3,3.85,70.7,272.0
桐生,8R,1-4-3,5.06,53.6,271.2
桐生,3R,3-1-2,3.59,75.6,271.1
大村,4R,1-5-2,3.99,67.7,270.1
大村,3R,1-3-2,6.61,40.8,269.7
住之江,6R,1-4-3,6.86,39.3,269.6
常滑,10R,2-1-5,4.51,59.7,269.1
びわこ,1R,1-5-3,3.13,85.6,268.3
常滑,6R,1-5-2,2.84,94.5,268.2
常滑,7R,1-3-2,8.03,33.3,267.4
宮島,7R,1-4-3,8.79,30.4,267.3
江戸川,2R,1-2-4,5.55,48.1,267.0
常滑,7R,1-2-3,11.09,24.0,266.2
徳山,6R,1-3-2,6.91,38.5,266.0
びわこ,12R,3-1-2,3.70,71.2,263.2
芦屋,5R,1-4-3,3.53,74.2,262.1
江戸川,11R,4-1-2,4.01,65.4,262.1
びわこ,4R,1-4-2,4.53,57.7,261.5
住之江,12R,1-3-4,9.18,28.4,260.7
大村,1R,5-1-4,3.73,69.9,260.6
宮島,9R,4-3-1,4.27,61.0,260.5
常滑,5R,1-2-4,8.83,29.5,260.4
江戸川,6R,1-3-2,6.61,39.4,260.4
常滑,4R,4-1-2,3.82,68.1,260.3
徳山,10R,1-3-4,16.45,15.8,260.0
常滑,2R,3-1-4,2.68,96.6,258.9
宮島,7R,4-2-1,3.99,64.7,258.2
徳山,9R,4-1-2,3.83,67.3,258.0
常滑,9R,2-1-3,11.61,22.2,257.8
多摩川,7R,1-5-2,7.88,32.7,257.6
芦屋,6R,2-5-1,2.90,88.6,257.4
大村,2R,2-3-1,3.17,81.3,257.4
住之江,2R,1-2-3,6.17,41.7,257.1
芦屋,9R,1-5-2,2.66,96.8,257.0
桐生,1R,1-5-3,3.29,78.1,256.6
多摩川,1R,2-3-1,2.68,95.7,256.4
江戸川,10R,3-1-4,4.09,62.6,256.1
尼崎,3R,2-1-3,3.04,84.1,256.0
徳山,3R,4-1-2,7.57,33.8,255.7
芦屋,9R,2-1-4,4.70,54.4,255.6
常滑,8R,3-2-1,3.10,82.3,255.2
びわこ,9R,3-1-4,3.80,67.1,254.7
江戸川,12R,2-1-5,7.32,34.5,252.6
徳山,10R,4-3-1,2.84,88.7,251.8
桐生,12R,2-1-4,3.71,67.9,251.7
常滑,4R,2-1-4,15.62,16.1,251.5
蒲郡,3R,1-3-4,3.89,64.7,251.5
びわこ,9R,1-4-3,3.04,82.7,251.4
多摩川,7R,1-3-4,4.57,54.9,251.1
住之江,1R,1-4-2,6.11,41.1,251.0
宮島,4R,3-2-1,7.48,33.4,249.8
住之江,5R,1-4-3,7.38,33.8,249.3
宮島,10R,1-3-4,6.00,41.4,248.4
常滑,5R,1-4-2,8.15,30.4,247.9
宮島,10R,2-1-3,2.76,89.8,247.8
多摩川,6R,1-5-3,3.09,80.0,247.5
芦屋,1R,3-1-2,4.77,51.8,247.2
蒲郡,3R,3-1-4,3.92,62.9,246.8
芦屋,12R,1-5-2,9.63,25.6,246.5
徳山,8R,4-2-1,2.87,85.7,246.3
大村,4R,2-1-3,2.76,88.9,245.8
尼崎,3R,1-3-2,4.03,61.0,245.6
桐生,3R,3-1-4,4.73,51.8,245.1
桐生,1R,3-5-1,2.49,98.2,244.9
多摩川,8R,2-1-4,3.28,74.6,244.9
住之江,9R,2-1-4,13.76,17.8,244.8
尼崎,9R,4-1-3,5.64,43.4,244.8
桐生,8R,1-3-2,2.87,85.3,244.6
江戸川,3R,5-3-1,3.19,76.7,244.6
多摩川,4R,1-6-3,2.47,98.9,244.3
芦屋,5R,1-5-3,5.88,41.5,244.2
びわこ,3R,4-1-2,2.45,99.7,244.0
びわこ,11R,1-3-6,2.80,86.9,243.6
宮島,6R,2-1-4,5.75,42.3,243.1
大村,5R,2-1-5,3.80,63.9,242.8
芦屋,12R,2-1-3,3.70,65.6,242.6
大村,8R,1-3-2,12.12,20.0,242.4
徳山,7R,3-1-2,2.48,97.7,242.3
宮島,5R,1-2-5,5.51,43.9,241.7
宮島,5R,1-2-4,2.52,95.8,241.4
住之江,10R,2-1-5,4.02,60.0,241.3
江戸川,8R,1-4-3,9.45,25.5,241.1
桐生,12R,4-1-2,10.85,22.2,240.8
宮島,9R,1-4-2,6.74,35.7,240.7
大村,12R,1-3-4,9.74,24.7,240.5
住之江,5R,1-3-6,7.31,32.9,240.4
桐生,11R,3-2-1,2.58,93.0,240.2
多摩川,10R,1-2-5,14.82,16.2,240.1
桐生,4R,2-1-3,8.47,28.3,239.8
宮島,7R,4-1-3,8.47,28.3,239.6
宮島,2R,1-4-3,8.52,28.1,239.5
大村,9R,1-5-2,5.48,43.7,239.5
蒲郡,8R,2-1-4,3.87,61.8,239.3
住之江,12R,1-4-3,4.52,52.9,238.8
江戸川,7R,3-1-2,6.27,38.0,238.2
多摩川,6R,1-3-5,4.54,52.3,237.7
尼崎,4R,2-1-3,7.74,30.7,237.6
江戸川,3R,3-1-4,3.63,65.4,237.5
常滑,5R,2-1-4,5.85,40.6,237.4
宮島,8R,2-1-5,8.68,27.3,236.9
びわこ,8R,3-2-1,3.42,69.3,236.7
徳山,9R,2-1-3,5.66,41.8,236.4
宮島,11R,1-5-3,8.95,26.4,236.4
宮島,8R,2-3-1,4.03,58.6,236.2
芦屋,11R,2-4-1,3.35,70.5,236.0
びわこ,10R,1-4-5,2.75,85.9,235.8
江戸川,11R,1-4-5,7.88,29.9,235.7
