場,レース,買い目,推定確率%,オッズ(取得時),回収率%
若松,6R,1-3-4,12.07,82.8,999.0
多摩川,12R,1-4-2,14.72,61.1,899.4
戸田,4R,1-2-4,8.05,96.3,774.8
津,6R,1-2-4,13.22,54.9,725.5
福岡,3R,1-3-2,13.37,52.1,696.3
鳴門,9R,1-4-2,9.39,74.0,694.5
多摩川,7R,1-4-3,8.12,85.0,690.0
びわこ,9R,1-2-4,10.52,60.9,640.6
丸亀,9R,1-4-2,9.79,62.1,608.1
戸田,4R,2-1-5,6.79,89.2,605.4
福岡,4R,1-2-4,11.83,50.6,598.8
戸田,4R,2-1-4,8.66,68.8,596.0
鳴門,9R,4-1-2,8.58,69.3,594.7
福岡,10R,4-1-3,6.08,96.5,587.1
若松,4R,1-3-4,16.88,34.5,582.3
戸田,3R,1-2-5,5.96,96.7,575.9
若松,6R,3-1-2,8.24,69.7,574.1
尼崎,1R,1-4-2,8.15,70.2,572.2
多摩川,2R,2-1-3,6.55,87.1,570.7
津,6R,1-4-2,9.70,57.8,560.8
若松,2R,1-4-2,7.49,74.4,557.4
びわこ,8R,1-3-2,6.53,83.6,546.2
三国,9R,2-1-3,7.46,70.5,526.2
びわこ,5R,1-4-3,6.56,79.0,518.0
戸田,9R,1-3-4,12.11,42.7,516.9
宮島,7R,2-4-3,5.50,91.7,504.3
多摩川,5R,1-2-4,9.16,54.6,500.2
丸亀,9R,1-2-4,13.40,37.2,498.4
住之江,9R,3-1-2,8.29,60.0,497.6
多摩川,8R,1-5-4,5.73,85.9,492.5
尼崎,5R,1-4-3,20.36,23.8,484.7
多摩川,9R,1-4-3,5.36,89.8,481.6
多摩川,5R,1-4-2,5.03,95.6,480.6
三国,11R,1-5-2,12.71,37.8,480.5
多摩川,2R,2-4-1,5.20,90.9,473.1
多摩川,3R,2-4-1,9.17,51.5,472.2
尼崎,8R,2-1-3,10.30,45.8,471.6
多摩川,9R,1-4-2,9.71,48.4,469.8
びわこ,6R,1-3-2,11.79,39.7,468.2
福岡,10R,4-1-2,6.27,74.7,468.1
三国,9R,1-3-2,10.06,45.8,460.8
戸田,3R,2-1-5,6.95,66.1,459.6
住之江,7R,1-3-4,10.69,42.6,455.3
住之江,5R,1-3-4,5.65,79.6,450.1
福岡,3R,3-1-2,8.61,52.1,448.4
鳴門,7R,1-2-4,6.30,70.8,446.4
びわこ,7R,1-3-2,7.40,60.2,445.3
住之江,7R,1-4-3,10.44,42.6,444.7
尼崎,7R,1-3-2,16.00,27.7,443.1
住之江,5R,1-3-2,11.43,38.6,441.3
住之江,3R,1-4-2,5.35,82.3,440.3
丸亀,6R,1-3-2,14.92,29.5,440.3
多摩川,1R,4-1-2,4.74,92.5,438.3
住之江,12R,4-1-2,4.82,90.7,437.4
鳴門,9R,1-2-4,4.81,90.5,435.3
津,10R,1-5-3,6.39,68.1,435.3
戸田,9R,1-4-3,5.06,85.5,432.9
びわこ,10R,1-5-4,4.90,88.4,432.9
徳山,10R,3-4-1,4.64,93.2,432.7
多摩川,5R,2-1-4,6.74,63.7,429.4
津,4R,1-6-4,4.84,88.3,427.0
若松,3R,1-2-5,4.65,91.5,425.6
若松,10R,1-2-4,5.20,81.8,425.0
徳山,7R,1-4-3,11.09,38.3,424.8
尼崎,1R,1-2-4,5.75,73.8,424.4
尼崎,5R,1-4-2,6.59,64.3,423.8
住之江,12R,1-4-2,16.74,25.1,420.1
住之江,5R,2-1-3,4.61,91.0,419.1
若松,6R,1-3-2,10.73,39.0,418.4
大村,9R,4-1-2,6.38,65.4,417.0
大村,4R,5-1-4,6.14,67.9,417.0
びわこ,4R,2-3-1,6.35,64.7,410.8
多摩川,3R,4-2-1,8.15,50.2,409.2
戸田,9R,1-3-2,9.26,44.1,408.5
びわこ,10R,1-2-4,5.88,69.4,407.9
津,10R,1-5-2,5.97,68.1,406.9
びわこ,6R,1-2-4,7.08,57.4,406.4
三国,9R,1-2-3,9.09,44.6,405.3
福岡,4R,2-1-4,7.57,53.2,402.7
津,6R,4-1-2,6.39,63.0,402.5
福岡,6R,2-1-4,3.99,99.8,398.5
多摩川,4R,1-2-5,4.13,95.8,396.1
宮島,1R,1-5-2,6.66,59.2,394.5
尼崎,8R,1-2-3,13.09,29.6,387.5
びわこ,7R,3-1-2,12.01,32.2,386.9
住之江,8R,1-4-5,4.42,87.1,385.3
若松,1R,1-6-3,5.14,74.5,383.0
津,7R,4-1-2,8.08,47.3,382.3
大村,4R,1-5-4,8.25,46.2,381.2
徳山,10R,3-1-2,3.91,97.3,380.4
尼崎,9R,1-4-2,9.88,38.5,380.2
住之江,6R,1-3-2,10.04,37.8,379.4
丸亀,3R,4-3-1,4.45,85.1,378.8
若松,8R,2-1-4,6.84,55.3,378.5
多摩川,9R,1-2-4,8.12,46.6,378.5
多摩川,12R,1-4-3,10.27,36.8,378.0
鳴門,7R,1-4-2,6.96,54.1,376.4
福岡,8R,1-3-2,9.25,40.4,373.8
津,2R,1-5-2,8.05,46.4,373.4
宮島,9R,1-3-4,7.27,51.3,373.1
宮島,4R,4-1-3,4.28,87.0,372.2
津,9R,1-3-2,9.30,40.0,372.1
尼崎,12R,4-1-3,6.00,62.0,372.0
三国,11R,1-5-4,5.10,72.9,371.5
若松,3R,1-5-3,9.91,37.4,370.7
若松,9R,5-1-3,4.11,90.1,370.7
住之江,9R,3-2-1,3.97,92.7,367.7
鳴門,7R,2-1-4,4.69,78.3,367.2
三国,4R,3-1-2,3.97,92.1,365.6
宮島,4R,4-3-1,4.17,87.0,362.7
住之江,10R,2-1-4,6.33,57.2,361.9
鳴門,8R,1-2-4,4.75,76.1,361.7
大村,9R,4-2-1,5.20,69.1,359.3
徳山,10R,1-4-3,4.42,81.1,358.3
津,9R,3-1-2,4.85,73.3,355.9
びわこ,4R,2-1-3,5.84,60.9,355.8
徳山,5R,1-4-3,6.56,54.2,355.3
多摩川,9R,1-3-4,3.67,96.8,355.2
びわこ,8R,3-1-2,5.09,69.7,354.5
徳山,2R,1-6-3,4.61,76.8,353.8
尼崎,3R,2-1-5,8.66,40.8,353.4
福岡,10R,4-1-5,5.34,66.1,353.0
津,4R,1-6-3,3.83,92.1,352.6
徳山,11R,3-1-2,3.72,94.5,351.6
住之江,2R,2-1-5,9.07,38.6,349.9
若松,2R,1-2-4,10.68,32.7,349.1
多摩川,1R,4-1-3,4.41,78.9,347.7
多摩川,2R,3-1-2,3.49,99.5,347.4
びわこ,5R,1-3-4,16.34,21.2,346.5
大村,1R,2-1-4,6.20,55.8,345.7
鳴門,12R,1-2-6,9.90,34.9,345.6
大村,9R,1-4-2,8.38,41.2,345.4
大村,4R,1-5-3,5.51,62.5,344.3
多摩川,4R,3-1-2,6.94,49.6,344.0
鳴門,11R,1-2-5,7.48,45.9,343.3
津,10R,1-2-5,7.03,48.6,341.6
宮島,4R,3-4-1,4.45,76.6,341.2
津,3R,3-2-1,5.58,61.1,340.8
津,2R,1-2-5,8.71,38.6,336.1
三国,8R,2-4-1,4.23,79.5,335.9
鳴門,3R,1-5-3,3.45,97.3,335.3
びわこ,6R,1-4-2,4.54,73.8,335.0
びわこ,7R,3-2-1,11.69,28.6,334.4
多摩川,3R,2-1-4,7.49,44.5,333.1
若松,8R,1-4-2,4.60,72.3,332.7
多摩川,1R,4-3-1,3.53,94.2,332.7
尼崎,11R,2-1-3,4.53,73.2,331.7
津,3R,1-3-2,7.17,46.2,331.2
丸亀,7R,1-3-2,8.74,37.9,331.1
戸田,4R,2-4-1,5.13,64.2,329.3
三国,10R,3-2-1,3.74,87.7,327.9
徳山,10R,3-1-4,5.92,55.4,327.8
びわこ,4R,2-3-4,3.80,86.3,327.6
津,12R,2-1-4,4.14,79.0,326.9
住之江,11R,3-1-2,10.19,31.8,324.0
びわこ,12R,1-4-5,5.73,56.4,323.4
津,3R,3-1-2,7.93,40.7,322.8
三国,8R,2-1-3,3.44,93.9,322.5
尼崎,8R,2-1-4,13.58,23.7,321.9
鳴門,7R,2-4-1,3.58,89.8,321.3
若松,9R,1-3-4,6.59,48.5,319.6
鳴門,11R,1-2-4,15.25,20.9,318.8
多摩川,5R,2-1-3,4.78,66.5,318.0
大村,2R,1-2-5,5.26,60.1,316.3
宮島,7R,2-3-4,4.97,63.5,315.9
鳴門,10R,3-1-2,3.43,91.6,314.6
住之江,10R,2-1-3,9.85,31.8,313.4
若松,3R,1-3-5,6.09,51.4,312.8
三国,11R,1-5-3,8.23,37.8,311.0
福岡,10R,4-1-6,3.22,96.5,311.0
丸亀,9R,4-1-2,3.61,86.0,310.8
若松,10R,1-3-2,9.50,32.7,310.7
多摩川,12R,4-1-2,4.14,74.9,310.1
若松,5R,1-4-3,4.04,76.5,309.3
若松,7R,4-1-3,5.93,52.0,308.2
津,9R,2-1-3,11.95,25.8,308.2
津,2R,1-4-2,3.26,94.5,308.1
若松,3R,1-5-4,5.23,58.8,307.3
若松,6R,3-4-1,3.24,94.7,306.9
多摩川,2R,3-2-1,4.84,63.3,306.6
若松,6R,3-1-4,9.26,33.1,306.6
多摩川,3R,4-1-2,5.77,52.9,305.0
若松,8R,1-2-4,11.38,26.8,305.0
福岡,1R,2-1-4,6.04,50.3,303.6
鳴門,7R,4-1-2,5.53,54.9,303.5
津,6R,4-2-1,4.80,63.0,302.5
戸田,8R,1-4-3,3.27,92.5,302.5
若松,10R,1-3-4,7.71,39.2,302.3
戸田,10R,1-4-3,3.86,78.0,301.4
福岡,8R,3-1-2,6.78,44.4,300.9
多摩川,8R,1-2-5,18.40,16.3,299.9
大村,10R,4-1-3,4.60,65.1,299.5
丸亀,10R,2-1-3,3.64,82.2,299.3
徳山,8R,2-4-1,3.99,75.0,299.2
尼崎,9R,1-3-2,5.23,57.2,298.9
住之江,4R,3-1-2,5.61,53.2,298.7
鳴門,6R,3-1-4,10.70,27.9,298.4
鳴門,1R,2-1-3,4.21,70.6,297.4
戸田,3R,1-2-3,9.68,30.7,297.3
福岡,8R,1-3-5,3.00,98.7,296.3
戸田,4R,4-1-2,3.13,94.4,295.5
宮島,10R,2-1-5,3.12,94.1,293.7
宮島,6R,3-1-2,4.42,66.4,293.5
三国,9R,3-1-2,8.83,33.2,293.1
多摩川,2R,2-3-1,6.43,45.4,291.9
宮島,9R,1-4-3,5.69,51.3,291.8
若松,10R,1-2-3,8.33,35.0,291.5
津,9R,3-2-1,3.30,88.0,290.7
丸亀,11R,4-1-2,5.16,56.3,290.5
津,11R,1-5-4,7.03,41.3,290.2
尼崎,5R,1-3-4,13.55,21.4,289.9
尼崎,9R,2-1-4,5.79,50.1,289.9
びわこ,9R,1-2-3,15.28,18.9,288.8
尼崎,7R,2-1-3,7.33,39.4,288.6
住之江,8R,1-4-2,5.91,48.7,287.8
多摩川,11R,1-4-2,3.73,76.9,286.9
若松,4R,1-3-5,7.93,36.1,286.2
若松,4R,1-3-2,13.69,20.9,286.0
鳴門,8R,2-1-4,4.35,65.6,285.4
若松,5R,1-4-2,20.51,13.9,285.0
戸田,3R,1-2-4,3.48,81.6,284.3
丸亀,10R,1-2-3,12.81,22.2,284.3
多摩川,8R,1-5-2,18.31,15.5,283.9
津,7R,1-4-2,10.70,26.5,283.5
びわこ,6R,3-1-2,5.67,50.0,283.4
鳴門,9R,1-4-3,10.11,28.0,283.2
大村,7R,1-3-4,9.27,30.5,282.8
鳴門,12R,1-6-2,5.76,48.9,281.8
鳴門,12R,1-2-3,12.85,21.9,281.4
鳴門,8R,1-2-5,3.78,74.5,281.3
尼崎,6R,1-4-2,21.94,12.8,280.9
福岡,3R,2-1-3,3.27,85.8,280.9
びわこ,2R,4-1-3,6.66,42.2,280.8
住之江,4R,1-3-4,4.99,56.2,280.6
若松,9R,1-3-2,5.20,54.0,280.6
三国,10R,2-3-1,5.13,54.5,279.5
多摩川,10R,3-1-4,4.29,64.9,278.2
大村,1R,1-4-2,3.15,88.3,277.9
大村,6R,1-4-2,8.99,30.9,277.6
丸亀,6R,3-1-2,10.91,25.4,277.0
宮島,7R,4-2-3,3.52,78.6,276.9
福岡,12R,4-1-3,3.21,86.2,276.4
徳山,7R,1-4-2,13.17,20.9,275.3
三国,3R,1-4-3,5.64,48.7,274.5
若松,7R,1-2-4,6.84,40.1,274.3
戸田,10R,1-5-3,5.86,46.8,274.2
徳山,8R,3-2-1,4.52,60.6,273.9
福岡,10R,1-4-5,7.43,36.7,272.6
住之江,3R,4-1-5,3.68,74.1,272.5
びわこ,8R,1-2-4,3.36,80.9,272.2
びわこ,12R,1-4-2,4.11,66.1,271.9
福岡,6R,1-4-2,10.26,26.5,271.8
丸亀,1R,1-2-4,3.25,83.5,271.5
尼崎,12R,4-1-2,5.37,50.5,271.2
丸亀,8R,2-1-4,3.07,88.1,270.9
津,2R,1-4-5,2.87,94.5,270.7
多摩川,8R,1-5-3,3.73,72.5,270.6
びわこ,8R,1-2-3,8.31,32.5,270.2
宮島,9R,1-4-5,4.10,65.7,269.2
多摩川,2R,4-2-1,3.73,72.1,269.2
大村,7R,1-4-3,5.12,52.5,268.7
住之江,9R,2-3-1,3.89,68.9,267.8
若松,10R,3-1-2,3.00,89.2,267.8
びわこ,11R,1-4-2,7.89,33.9,267.5
多摩川,4R,1-3-2,10.55,25.3,266.9
丸亀,1R,1-4-5,4.30,62.1,266.7
びわこ,7R,2-3-1,7.09,37.5,266.0
大村,3R,1-4-3,11.61,22.9,265.8
多摩川,10R,4-1-3,4.74,56.1,265.8
戸田,9R,3-1-2,6.79,39.1,265.4
びわこ,9R,1-4-2,4.18,63.5,265.4
三国,6R,1-5-2,3.11,85.3,265.4
鳴門,6R,3-4-1,4.28,62.0,265.3
尼崎,2R,4-1-3,5.23,50.5,264.2
大村,6R,1-3-4,2.96,89.2,263.9
丸亀,10R,1-3-2,16.28,16.2,263.8
戸田,4R,4-2-1,3.39,77.7,263.4
住之江,12R,2-1-4,3.22,81.9,263.3
大村,11R,4-2-1,3.72,70.8,263.2
大村,4R,5-4-1,3.20,82.1,263.0
福岡,3R,3-2-1,2.86,91.7,262.5
びわこ,3R,3-2-1,3.64,72.0,262.0
尼崎,12R,4-2-1,2.63,99.4,261.3
徳山,12R,1-5-3,2.83,91.7,259.8
福岡,7R,1-4-2,5.53,46.9,259.2
びわこ,12R,1-5-4,8.99,28.8,259.0
戸田,11R,1-4-2,8.10,31.9,258.4
徳山,5R,1-3-2,13.95,18.5,258.1
戸田,3R,2-5-1,3.15,81.6,257.4
鳴門,10R,3-2-1,2.81,91.6,257.1
丸亀,11R,1-4-2,11.74,21.9,257.1
三国,10R,2-1-3,6.22,41.3,257.0
福岡,9R,1-4-2,19.62,13.1,257.0
多摩川,4R,1-2-3,13.39,19.1,255.8
びわこ,10R,1-4-2,6.43,39.7,255.2
鳴門,8R,2-4-1,3.07,83.1,255.0
多摩川,6R,4-1-2,4.83,52.7,254.8
鳴門,3R,1-4-3,4.39,57.9,254.4
びわこ,11R,1-2-4,4.43,57.4,254.2
若松,5R,4-1-2,6.09,41.7,253.9
戸田,2R,1-2-4,4.66,54.4,253.7
住之江,11R,3-1-4,3.85,65.9,253.5
丸亀,9R,2-1-4,5.67,44.7,253.5
大村,11R,4-1-2,4.55,55.6,253.2
徳山,5R,1-2-3,6.60,38.3,252.9
津,2R,2-1-5,6.00,42.1,252.8
鳴門,12R,2-1-3,3.72,68.0,252.6
住之江,3R,4-1-3,8.36,30.2,252.6
大村,1R,1-2-4,8.95,28.2,252.3
若松,4R,3-1-2,3.81,66.3,252.3
津,3R,2-3-1,3.98,63.3,252.1
住之江,10R,2-1-5,5.21,48.4,252.0
びわこ,4R,2-4-3,2.92,86.3,252.0
多摩川,10R,1-2-4,5.72,44.0,251.8
宮島,8R,1-2-4,2.73,92.0,251.2
宮島,4R,3-1-4,4.98,50.4,251.1
尼崎,9R,1-2-4,11.15,22.5,250.8
尼崎,6R,4-1-2,6.61,37.9,250.6
戸田,9R,3-1-4,8.87,28.2,250.2
若松,3R,1-4-5,2.73,91.5,250.1
徳山,1R,1-2-4,3.20,77.8,249.2
若松,3R,5-1-3,5.75,43.3,249.0
若松,1R,1-3-6,9.32,26.7,248.9
びわこ,7R,2-1-3,3.91,63.6,248.6
鳴門,6R,1-4-3,3.24,76.8,248.5
びわこ,5R,1-3-2,12.55,19.8,248.5
多摩川,8R,1-4-5,3.64,68.2,248.3
福岡,9R,1-2-4,17.04,14.5,247.1
丸亀,2R,1-2-4,3.12,79.3,247.0
鳴門,9R,2-4-1,2.65,93.0,246.8
若松,7R,4-1-2,4.03,61.1,246.5
戸田,12R,3-2-1,5.54,44.4,246.1
戸田,2R,1-4-2,3.73,66.0,246.1
多摩川,1R,1-4-3,3.63,67.9,246.1
宮島,11R,4-2-1,6.54,37.6,246.0
三国,8R,2-3-1,2.50,98.4,246.0
丸亀,7R,3-1-2,7.47,32.9,245.9
丸亀,4R,1-2-5,8.29,29.6,245.4
尼崎,2R,1-4-3,7.62,32.2,245.2
若松,5R,2-1-4,7.76,31.6,245.1
福岡,3R,1-4-3,5.43,45.0,244.4
丸亀,3R,1-4-2,2.87,85.1,244.1
徳山,2R,1-6-4,3.32,73.4,243.6
丸亀,10R,3-1-2,5.05,48.2,243.4
戸田,5R,1-2-3,3.12,78.1,243.4
津,3R,2-1-3,3.56,68.4,243.2
宮島,10R,3-2-1,5.84,41.6,242.8
多摩川,2R,1-4-2,2.90,83.6,242.8
びわこ,4R,3-2-1,3.75,64.7,242.3
丸亀,12R,2-1-4,3.82,63.4,242.0
宮島,3R,1-4-3,4.11,58.9,241.9
住之江,5R,1-2-3,9.87,24.5,241.8
丸亀,7R,1-2-3,4.44,54.4,241.6
宮島,4R,1-4-3,4.67,51.7,241.4
大村,4R,1-3-5,3.47,69.6,241.3
宮島,3R,1-3-4,5.94,40.6,241.3
津,9R,1-2-3,16.95,14.2,240.8
津,2R,1-2-4,4.56,52.7,240.5
三国,3R,3-1-2,7.11,33.8,240.2
福岡,10R,1-4-2,8.72,27.5,239.7
戸田,1R,1-4-3,5.94,40.3,239.6
福岡,2R,3-1-2,3.35,71.6,239.5
若松,2R,1-2-3,7.31,32.7,239.2
戸田,4R,2-5-1,3.72,64.2,238.8
鳴門,8R,1-3-2,2.67,89.4,238.7
多摩川,7R,4-1-2,3.51,68.0,238.5
戸田,1R,1-3-2,13.85,17.2,238.2
尼崎,8R,2-1-5,4.61,51.7,238.2
戸田,1R,1-3-4,13.52,17.6,237.9
戸田,5R,1-4-3,4.71,50.5,237.7
津,2R,5-1-2,5.29,44.9,237.5
徳山,5R,1-3-4,13.87,17.1,237.2
福岡,12R,3-1-2,7.57,31.3,237.1
尼崎,5R,1-3-2,2.63,90.2,236.8
宮島,6R,1-3-2,5.42,43.7,236.7
宮島,8R,3-2-1,7.33,32.3,236.6
三国,10R,2-4-1,3.55,66.6,236.5
鳴門,3R,1-4-2,3.33,71.0,236.4
戸田,12R,2-3-1,7.07,33.4,236.0
津,6R,1-3-2,2.42,97.3,235.7
住之江,10R,2-3-1,3.64,64.6,235.4
戸田,3R,2-1-3,11.31,20.8,235.2
大村,5R,1-5-2,2.69,87.5,235.2
福岡,6R,1-4-3,7.53,31.2,235.0
宮島,7R,3-2-4,2.99,78.6,234.9
若松,10R,1-3-6,5.27,44.6,234.9
戸田,7R,1-4-5,5.05,46.5,234.8
福岡,12R,3-1-4,7.72,30.4,234.6
宮島,3R,1-4-2,2.58,90.7,234.2
尼崎,7R,3-1-2,11.09,21.1,234.0
尼崎,7R,1-2-3,12.18,19.2,233.9
大村,11R,3-2-1,2.75,85.1,233.8
若松,12R,3-1-2,7.80,29.9,233.3
丸亀,3R,3-4-1,3.66,63.8,233.2
三国,3R,3-1-4,4.69,49.7,233.0
津,9R,1-5-2,3.44,67.7,232.8
若松,7R,3-1-4,4.47,52.0,232.3
福岡,8R,3-2-1,3.40,68.3,232.2
住之江,6R,2-1-4,2.86,81.1,231.6
多摩川,10R,1-3-5,3.56,64.9,231.3
鳴門,12R,2-1-6,2.86,80.8,231.3
鳴門,11R,1-4-2,7.66,30.2,231.3
尼崎,5R,1-2-4,3.05,75.5,230.5
福岡,10R,1-4-3,8.46,27.2,230.2
びわこ,6R,1-3-4,4.60,50.0,229.9
津,5R,3-1-2,2.99,76.7,229.5
丸亀,3R,4-1-3,4.94,46.4,229.4
三国,12R,3-1-2,4.93,46.5,229.2
若松,11R,1-6-4,3.46,66.2,229.1
戸田,5R,1-5-4,2.98,76.9,229.0
住之江,7R,1-2-4,2.89,79.2,228.8
津,5R,2-1-3,2.41,94.8,228.6
若松,1R,6-1-3,2.42,94.4,228.5
福岡,4R,2-4-1,2.47,92.5,228.0
若松,11R,1-4-3,3.66,62.1,227.4
多摩川,9R,1-4-6,4.16,54.7,227.3
徳山,8R,2-3-1,8.70,26.1,227.0
戸田,10R,1-3-2,19.40,11.7,227.0
津,8R,2-4-1,3.32,68.4,227.0
丸亀,1R,4-1-3,3.27,69.2,226.2
福岡,2R,3-2-1,3.16,71.6,226.1
びわこ,8R,3-2-1,4.59,49.2,225.6
徳山,6R,1-3-2,5.47,41.2,225.5
福岡,10R,1-4-6,4.48,50.3,225.5
若松,6R,1-2-3,4.76,47.3,225.0
戸田,10R,1-3-5,10.18,22.1,225.0
多摩川,1R,1-4-2,3.90,57.7,224.9
宮島,1R,1-2-5,11.02,20.4,224.9
戸田,6R,2-3-1,2.64,84.9,224.5
福岡,2R,1-3-2,3.80,59.1,224.4
三国,11R,1-2-5,13.20,17.0,224.3
多摩川,11R,3-1-2,2.65,84.6,224.1
徳山,7R,1-3-4,8.02,27.9,223.9
三国,3R,1-3-4,10.49,21.3,223.5
丸亀,9R,1-3-2,4.39,50.8,223.3
