場,レース,買い目,推定確率%,オッズ(取得時),回収率%
尼崎,5R,1-2-4,11.64,92.2,1073.4
大村,7R,2-1-4,20.50,48.1,986.3
平和島,6R,1-4-3,8.52,89.6,763.4
若松,4R,4-3-1,7.17,97.3,697.9
多摩川,12R,2-1-5,9.49,71.2,675.8
平和島,6R,1-3-4,9.83,67.0,658.5
若松,4R,4-1-3,9.86,60.1,592.3
宮島,10R,3-2-1,9.61,58.1,558.4
平和島,6R,1-3-5,11.15,49.1,547.4
桐生,7R,3-1-2,10.40,52.5,546.0
児島,11R,1-5-4,8.12,65.5,531.9
鳴門,10R,4-1-2,6.32,83.6,528.3
大村,7R,2-4-1,6.50,79.4,515.9
児島,8R,1-4-3,13.13,39.1,513.5
若松,8R,3-1-2,9.03,56.6,511.0
桐生,1R,1-2-4,8.57,57.2,489.9
若松,3R,1-2-3,8.58,55.2,473.7
多摩川,9R,1-3-2,18.93,24.3,460.0
大村,12R,2-1-5,4.68,97.5,455.9
若松,3R,1-3-2,10.49,43.3,454.3
児島,2R,3-1-2,11.90,37.7,448.7
児島,8R,1-4-2,15.71,27.9,438.3
びわこ,9R,4-1-3,8.49,51.2,434.6
鳴門,10R,1-4-2,7.28,59.4,432.5
大村,9R,2-1-4,9.06,47.7,432.2
鳴門,12R,1-2-4,12.79,33.6,429.7
児島,2R,3-2-1,8.50,50.5,429.1
尼崎,11R,3-1-4,4.78,89.5,427.6
桐生,4R,3-4-1,5.95,70.9,421.9
大村,5R,3-1-4,7.07,57.3,405.1
宮島,6R,4-1-3,4.91,82.2,404.0
大村,11R,2-4-3,4.23,95.0,401.6
児島,10R,1-3-2,4.68,85.6,400.7
桐生,4R,3-1-4,8.82,45.3,399.8
児島,8R,1-3-4,7.00,56.6,396.5
児島,8R,1-4-5,11.15,35.1,391.3
児島,4R,2-1-4,4.31,90.5,390.2
児島,7R,5-2-1,5.26,74.2,390.0
児島,11R,1-4-5,10.35,37.3,386.0
児島,8R,1-2-4,8.83,43.1,380.5
鳴門,11R,1-2-4,4.47,85.1,380.3
児島,4R,4-1-2,4.12,92.2,379.8
大村,12R,1-5-2,13.08,28.8,376.8
大村,7R,2-1-3,7.90,47.4,374.3
鳴門,10R,4-2-1,4.97,75.2,373.6
若松,4R,1-4-3,6.50,56.8,369.4
平和島,2R,5-1-3,6.37,57.8,368.4
多摩川,12R,1-2-5,10.02,36.7,367.8
児島,8R,1-5-4,5.71,64.3,366.8
若松,10R,1-5-4,5.28,68.7,362.5
鳴門,8R,4-1-3,5.65,63.3,357.8
平和島,3R,1-5-3,7.14,49.9,356.1
桐生,5R,1-4-2,3.84,92.3,354.6
桐生,1R,1-4-2,13.98,25.3,353.6
児島,2R,1-3-2,9.20,38.1,350.6
若松,6R,1-2-4,4.37,80.0,349.8
