場,レース,買い目,推定確率%,オッズ(取得時),回収率%
唐津,9R,1-2-4,3.99,89.2,356.2
若松,11R,2-1-5,10.04,35.4,355.3
福岡,9R,4-1-3,4.06,87.4,354.5
若松,3R,1-4-3,6.72,52.7,354.1
丸亀,8R,1-3-4,4.10,86.3,354.1
平和島,5R,1-3-4,5.36,66.0,353.9
下関,4R,2-1-4,14.50,24.1,349.5
丸亀,4R,2-1-5,4.74,73.4,347.9
児島,5R,1-2-3,7.21,48.2,347.6
平和島,5R,1-4-2,9.92,35.0,347.2
若松,2R,4-2-1,5.67,61.2,347.1
福岡,12R,3-2-1,4.22,82.3,347.0
若松,3R,1-5-4,8.03,43.1,346.1
福岡,6R,1-2-4,5.13,67.3,345.4
徳山,12R,4-1-2,3.84,89.8,345.3
平和島,6R,1-2-5,9.33,36.6,341.6
徳山,11R,1-4-5,7.51,45.3,340.0
唐津,12R,3-2-1,3.72,91.4,339.9
唐津,7R,1-4-3,7.16,47.4,339.6
福岡,9R,1-3-4,12.32,27.5,338.8
びわこ,2R,1-5-3,5.29,63.8,337.7
児島,8R,3-1-4,5.83,57.7,336.2
若松,3R,1-4-5,10.63,31.6,336.0
平和島,9R,1-2-3,8.76,38.2,334.8
児島,4R,1-2-3,4.42,75.6,334.2
若松,10R,2-3-1,5.41,61.6,333.0
福岡,8R,1-3-4,6.10,54.1,330.2
福岡,6R,1-3-4,10.82,30.4,329.0
児島,2R,1-3-2,9.69,33.9,328.5
丸亀,1R,3-1-2,3.47,94.5,327.8
若松,1R,1-4-2,9.52,34.4,327.5
徳山,10R,4-1-3,5.26,61.9,325.4
若松,2R,2-1-3,6.55,49.6,324.6
下関,3R,3-1-2,4.48,72.3,323.9
徳山,8R,4-1-3,4.61,70.0,322.7
児島,7R,1-3-2,8.83,36.5,322.2
若松,11R,2-1-3,5.10,62.9,321.0
大村,11R,3-1-2,4.26,75.4,321.0
三国,9R,2-1-4,4.98,64.3,320.1
下関,12R,3-1-4,4.04,79.0,318.9
宮島,11R,4-1-2,5.51,57.8,318.8
児島,8R,3-4-1,3.23,98.5,318.6
下関,3R,1-2-3,7.51,42.4,318.3
丸亀,2R,4-3-1,7.45,42.7,318.3
丸亀,10R,1-3-2,3.62,87.7,317.8
びわこ,11R,1-5-4,4.74,66.7,316.1
唐津,7R,1-3-4,11.66,27.1,316.0
下関,8R,2-1-3,3.82,82.7,316.0
大村,7R,1-4-2,7.65,41.3,315.8
大村,5R,1-2-4,4.02,78.0,313.4
大村,3R,1-4-5,3.85,81.4,313.2
丸亀,2R,1-4-3,6.53,47.9,312.8
下関,10R,3-1-2,3.46,90.1,312.0
宮島,12R,4-1-6,3.23,96.4,311.8
若松,5R,4-1-2,9.12,34.1,310.9
宮島,8R,1-2-4,6.72,46.2,310.2
平和島,5R,4-1-2,4.44,69.9,310.0
若松,2R,4-1-2,4.46,69.4,309.8
若松,9R,3-2-1,3.23,96.0,309.7
丸亀,3R,1-2-5,6.88,45.0,309.7
平和島,11R,3-1-2,4.15,74.6,309.5
下関,2R,1-4-2,3.56,86.8,309.4
丸亀,9R,3-1-2,5.51,56.1,309.4
大村,12R,2-1-4,6.04,51.2,309.2
大村,8R,1-5-4,16.36,18.9,309.1
徳山,1R,2-1-4,4.30,71.8,308.7
びわこ,5R,2-3-1,12.30,25.1,308.7
宮島,10R,5-1-2,3.09,99.8,308.4
児島,7R,1-2-3,7.29,42.2,307.7
平和島,1R,1-5-2,7.88,39.0,307.2
児島,5R,2-1-4,3.70,83.1,307.2
児島,4R,2-1-3,3.57,86.1,307.1
下関,8R,3-2-1,5.03,60.9,306.6
宮島,12R,3-4-1,4.85,63.2,306.6
徳山,8R,4-1-2,4.88,62.7,305.9
三国,10R,4-1-3,6.28,48.5,304.5
下関,7R,1-3-5,11.53,26.4,304.4
唐津,7R,4-1-3,5.12,59.4,304.2
びわこ,3R,3-1-2,7.36,41.3,304.0
宮島,9R,1-2-3,6.89,44.1,303.8
唐津,8R,3-1-5,3.18,95.3,303.4
下関,11R,1-4-3,11.06,27.4,303.1
児島,7R,2-1-3,5.88,51.3,301.6
宮島,8R,1-2-5,13.40,22.5,301.5
丸亀,12R,3-2-1,5.33,56.5,301.0
福岡,2R,2-1-4,3.71,80.6,299.3
下関,8R,1-2-3,6.44,46.3,298.2
唐津,12R,2-4-1,3.30,90.2,297.6
徳山,7R,3-1-2,3.52,84.3,297.0
下関,6R,1-4-2,10.91,27.2,296.7
丸亀,3R,1-4-2,10.15,29.2,296.5
福岡,4R,1-4-2,3.77,78.5,295.7
若松,7R,2-1-5,3.24,91.1,295.3
若松,11R,2-3-1,3.38,87.2,294.9
徳山,4R,4-1-2,3.12,94.2,294.0
びわこ,8R,1-5-2,4.87,60.2,293.3
福岡,9R,1-4-2,4.73,61.9,293.0
下関,10R,3-1-4,8.52,34.4,293.0
びわこ,8R,2-1-3,3.55,82.3,292.0
三国,2R,1-2-5,3.05,95.8,291.9
福岡,3R,1-2-3,5.19,56.0,290.5
下関,12R,3-1-2,3.33,87.3,290.5
びわこ,5R,3-2-1,6.56,44.3,290.5
若松,8R,1-2-4,9.67,30.0,290.2
徳山,11R,1-4-2,15.52,18.7,290.2
福岡,2R,1-4-2,6.53,44.4,289.9
若松,3R,4-1-5,6.73,43.1,289.9
大村,1R,3-1-2,5.60,51.8,289.9
宮島,9R,4-1-2,3.57,80.8,288.2
宮島,6R,1-3-5,4.82,59.7,287.5
平和島,3R,5-1-4,4.29,66.9,287.0
児島,7R,2-3-1,5.29,54.3,287.0
児島,4R,1-2-4,5.46,52.5,286.4
宮島,7R,1-2-4,7.85,36.4,285.9
丸亀,7R,1-4-2,3.47,82.1,285.2
若松,6R,2-1-4,3.46,82.5,285.2
唐津,8R,1-3-2,5.22,54.6,285.1
三国,7R,3-1-2,4.42,64.5,285.1
児島,2R,1-4-3,3.59,79.4,285.1
児島,2R,3-1-2,3.71,76.5,284.0
福岡,2R,1-3-4,5.18,54.8,284.0
若松,9R,3-4-2,2.94,96.0,282.7
下関,11R,1-4-5,4.85,58.1,282.0
福岡,11R,1-5-4,3.72,75.8,282.0
徳山,6R,3-1-2,5.70,49.4,281.8
丸亀,5R,3-1-4,3.24,86.5,280.6
丸亀,6R,3-1-2,3.74,74.9,280.4
大村,2R,2-1-4,4.28,65.3,279.8
宮島,6R,1-4-3,14.64,19.1,279.7
福岡,3R,2-1-4,2.94,95.0,279.2
丸亀,4R,5-2-1,3.74,74.6,279.2
三国,8R,4-3-2,2.94,94.9,278.9
丸亀,10R,2-1-3,3.12,89.4,278.7
びわこ,4R,3-1-2,4.36,63.9,278.4
平和島,3R,5-1-2,2.80,99.3,278.1
下関,6R,1-2-4,12.68,21.9,277.7
宮島,4R,3-4-1,2.80,99.2,277.6
唐津,4R,2-1-3,4.77,58.1,277.4
宮島,11R,2-1-4,14.99,18.5,277.4
宮島,3R,4-1-3,4.45,62.2,276.9
福岡,8R,1-5-3,3.41,81.2,276.8
大村,12R,1-4-2,8.28,33.4,276.5
びわこ,10R,4-1-2,8.00,34.5,275.9
宮島,9R,2-1-6,3.58,77.0,275.9
宮島,8R,2-1-3,3.54,77.9,275.7
若松,4R,1-3-2,6.11,45.1,275.4
徳山,3R,3-1-2,4.89,56.3,275.4
三国,11R,4-3-1,3.47,79.3,275.2
丸亀,10R,1-2-3,8.96,30.6,274.3
宮島,4R,1-4-3,17.92,15.3,274.1
宮島,7R,1-2-5,8.28,33.0,273.2
びわこ,10R,4-3-1,4.54,60.2,273.2
三国,5R,1-5-4,2.84,96.1,272.9
児島,12R,1-4-2,6.93,39.4,272.9
宮島,9R,1-4-2,6.96,38.9,270.6
若松,2R,2-4-1,8.83,30.6,270.3
児島,7R,3-1-2,8.10,33.3,269.6
唐津,11R,2-3-1,2.94,91.5,269.2
びわこ,8R,3-1-2,2.99,89.9,268.7
下関,12R,4-1-3,4.12,65.1,268.1
唐津,11R,2-1-3,6.09,44.0,268.1
児島,5R,3-1-2,2.78,96.5,267.9
丸亀,5R,4-1-3,8.61,31.1,267.7
丸亀,2R,1-3-4,7.12,37.6,267.6
児島,12R,1-2-5,4.68,57.0,267.0
児島,2R,1-3-4,6.48,41.2,266.8
若松,1R,1-2-4,9.56,27.8,265.8
福岡,10R,1-2-5,6.71,39.6,265.8
児島,1R,2-1-4,3.81,69.6,265.3
福岡,4R,1-3-2,7.47,35.5,265.0
唐津,12R,2-1-3,6.24,42.4,264.5
下関,6R,1-3-2,5.50,48.0,263.9
若松,5R,4-2-1,4.48,58.6,262.6
若松,11R,2-1-4,2.89,90.6,262.3
下関,1R,1-4-6,6.16,42.5,261.7
三国,1R,2-1-3,5.05,51.7,261.3
福岡,2R,1-2-4,5.66,46.0,260.6
丸亀,11R,2-1-4,3.95,65.9,260.4
大村,7R,2-1-3,4.40,59.1,260.2
若松,9R,3-5-2,3.61,72.0,260.1
児島,7R,3-2-1,6.01,43.2,259.7
福岡,11R,1-2-4,4.61,56.3,259.4
下関,11R,1-4-2,12.18,21.3,259.4
唐津,9R,1-3-4,3.24,80.1,259.3
びわこ,5R,2-5-1,3.13,82.8,259.2
下関,3R,1-3-4,4.43,58.5,259.2
大村,5R,1-3-2,10.35,25.0,258.8
大村,2R,1-2-4,3.96,65.3,258.7
若松,1R,1-4-3,8.74,29.6,258.7
児島,2R,1-2-3,5.92,43.5,257.7
びわこ,4R,3-2-1,3.08,83.4,257.2
丸亀,7R,2-1-4,3.44,74.6,256.9
福岡,6R,4-1-3,6.23,41.2,256.7
児島,12R,4-1-2,2.97,86.5,256.6
徳山,1R,2-1-3,2.92,87.9,256.5
丸亀,11R,1-2-5,9.79,26.2,256.4
唐津,9R,3-1-2,4.24,60.4,256.4
下関,9R,2-4-1,4.14,61.9,256.3
丸亀,3R,4-1-2,5.07,50.5,256.0
びわこ,3R,2-1-3,6.92,36.9,255.5
びわこ,12R,1-5-3,11.17,22.8,254.6
丸亀,2R,3-1-4,7.74,32.7,253.1
びわこ,5R,2-1-3,14.11,17.9,252.6
丸亀,5R,3-4-1,3.07,81.9,251.4
平和島,1R,5-1-2,3.85,65.1,250.8
福岡,5R,2-4-1,11.25,22.3,250.8
若松,3R,1-4-2,3.17,79.1,250.6
三国,9R,1-2-4,3.64,68.8,250.5
福岡,7R,1-2-4,9.08,27.5,249.8
若松,4R,1-3-4,2.66,93.8,249.7
三国,11R,4-1-3,2.67,93.4,249.7
徳山,4R,3-1-2,2.51,99.3,248.9
平和島,8R,1-4-5,6.46,38.5,248.7
三国,2R,1-4-2,7.50,33.1,248.4
児島,8R,1-3-4,7.43,33.4,248.3
三国,10R,4-3-1,6.01,41.2,247.6
福岡,12R,2-3-4,3.10,79.7,247.3
福岡,12R,2-4-1,3.30,75.0,247.3
福岡,12R,2-3-1,7.46,33.0,246.1
下関,12R,1-4-3,6.00,41.0,245.8
唐津,9R,3-1-4,2.69,91.0,245.1
若松,2R,1-2-4,10.84,22.6,245.1
びわこ,11R,1-4-5,4.81,50.9,244.7
三国,8R,4-2-3,4.75,51.5,244.5
びわこ,9R,5-1-2,4.77,51.3,244.5
宮島,3R,4-1-2,2.81,86.6,243.6
児島,8R,1-4-3,5.38,45.2,243.2
福岡,12R,2-5-3,2.57,94.8,243.2
びわこ,6R,4-1-5,3.93,61.9,243.1
宮島,6R,1-5-3,3.21,75.6,242.7
福岡,3R,1-4-2,2.44,99.3,242.3
福岡,12R,2-5-1,3.38,71.7,242.2
児島,6R,3-1-2,4.06,59.5,241.8
三国,1R,2-1-4,3.01,80.3,241.7
大村,1R,2-1-3,3.07,78.8,241.7
児島,5R,1-3-2,3.90,61.8,241.1
丸亀,7R,1-2-5,3.62,66.6,241.1
児島,10R,2-1-5,3.24,74.4,240.7
びわこ,9R,1-5-2,10.89,22.1,240.6
平和島,7R,1-5-3,4.35,55.1,239.8
児島,5R,2-1-5,7.35,32.6,239.5
徳山,8R,3-1-4,2.52,94.9,238.8
児島,12R,2-1-3,4.53,52.6,238.3
徳山,12R,1-4-3,6.22,38.2,237.7
大村,8R,5-1-4,3.80,62.6,237.6
唐津,9R,3-2-1,3.64,65.2,237.5
三国,2R,3-1-2,2.87,82.7,237.4
徳山,9R,4-1-3,2.42,97.9,237.3
児島,1R,2-1-3,3.31,71.6,236.7
平和島,5R,1-2-4,8.69,27.2,236.5
丸亀,12R,2-1-5,4.00,59.0,236.1
福岡,8R,1-2-5,5.58,42.3,236.1
平和島,9R,1-2-5,5.38,43.9,236.1
下関,9R,1-4-2,15.99,14.7,235.0
徳山,7R,1-3-5,2.57,91.5,234.9
平和島,8R,1-4-2,8.66,27.1,234.7
唐津,7R,1-3-5,2.57,91.4,234.5
福岡,8R,1-4-3,4.93,47.5,234.4
福岡,4R,1-3-5,3.11,75.4,234.4
児島,7R,1-2-4,2.84,82.6,234.3
三国,9R,2-4-1,5.85,40.0,234.2
丸亀,9R,1-3-2,24.38,9.6,234.0
びわこ,3R,3-2-4,3.36,69.5,233.7
大村,7R,1-4-3,4.66,50.0,233.0
徳山,4R,1-4-2,5.64,41.3,233.0
福岡,2R,4-1-2,4.69,49.6,232.7
児島,6R,5-1-3,3.11,74.8,232.3
大村,3R,1-5-4,2.85,81.4,231.9
大村,4R,1-4-5,2.41,96.0,231.8
児島,11R,1-3-5,7.78,29.8,231.7
福岡,5R,2-1-4,10.38,22.3,231.4
福岡,3R,2-1-3,4.87,47.5,231.3
児島,3R,4-1-3,7.77,29.7,230.6
大村,8R,1-5-3,6.26,36.8,230.5
平和島,6R,2-1-4,2.71,85.0,230.4
唐津,9R,2-3-1,3.85,59.8,230.1
児島,11R,4-1-3,3.03,75.8,229.3
児島,11R,1-5-4,2.79,82.2,229.3
若松,11R,2-3-5,2.63,87.2,229.2
丸亀,11R,1-2-4,9.54,24.0,229.0
丸亀,7R,1-2-4,5.94,38.5,228.8
丸亀,1R,1-3-4,2.62,87.2,228.6
びわこ,3R,2-3-4,3.27,69.8,228.6
福岡,5R,4-2-3,3.16,72.3,228.3
徳山,12R,3-1-4,3.72,61.3,228.2
下関,9R,1-4-3,4.91,46.4,228.0
びわこ,9R,1-4-2,3.56,64.1,228.0
平和島,2R,1-5-4,3.04,75.0,227.9
丸亀,11R,1-5-2,4.70,48.5,227.8
下関,6R,4-1-2,3.39,67.2,227.6
若松,1R,1-5-4,2.76,82.3,227.5
宮島,3R,3-1-4,4.45,51.0,227.1
唐津,5R,4-1-3,4.58,49.5,226.9
平和島,8R,1-5-2,9.18,24.6,225.7
唐津,4R,2-1-4,2.61,86.5,225.7
福岡,7R,1-5-2,3.09,73.1,225.7
宮島,8R,1-4-2,3.31,68.2,225.5
びわこ,9R,1-2-4,6.18,36.5,225.4
びわこ,12R,1-5-4,3.44,65.5,225.1
大村,5R,1-2-3,6.96,32.3,225.0
平和島,1R,1-2-5,5.77,39.0,224.9
宮島,6R,3-1-4,2.38,94.5,224.9
福岡,9R,3-1-4,6.05,37.1,224.5
丸亀,1R,3-2-1,2.38,94.5,224.5
児島,4R,1-2-5,7.10,31.6,224.4
若松,1R,1-3-4,8.42,26.6,223.9
びわこ,7R,2-3-1,3.31,67.7,223.9
児島,4R,1-4-2,3.68,60.8,223.8
児島,2R,1-5-3,5.97,37.5,223.8
丸亀,2R,1-4-2,2.49,89.8,223.5
宮島,6R,1-5-4,3.09,72.4,223.5
下関,3R,1-4-3,3.82,58.5,223.4
平和島,6R,1-5-2,3.49,64.0,223.4
大村,4R,1-3-4,2.75,81.2,223.3
唐津,2R,1-2-4,3.93,56.8,223.1
三国,12R,1-5-3,6.92,32.1,222.2
宮島,9R,4-2-1,2.47,89.5,221.4
平和島,1R,2-1-5,2.40,92.2,221.2
丸亀,2R,3-2-1,2.33,94.6,220.7
大村,11R,1-2-3,5.78,38.1,220.4
平和島,9R,1-2-6,4.82,45.7,220.4
平和島,7R,1-2-3,3.91,56.3,220.3
唐津,4R,2-3-1,2.99,73.5,220.1
福岡,1R,1-4-2,5.06,43.5,220.0
徳山,11R,1-4-3,12.93,17.0,219.7
丸亀,2R,3-1-2,3.32,66.0,219.4
児島,5R,1-2-5,6.72,32.6,219.1
福岡,2R,4-1-3,4.41,49.6,218.7
福岡,10R,1-2-4,10.32,21.2,218.7
若松,7R,1-5-2,10.29,21.2,218.1
若松,11R,2-5-1,8.57,25.4,217.7
平和島,8R,1-5-3,4.15,52.4,217.3
福岡,8R,1-5-2,3.91,55.6,217.1
唐津,12R,4-1-2,2.78,78.2,217.1
若松,3R,1-5-3,3.20,67.8,217.1
徳山,10R,3-1-4,2.79,77.8,216.8
三国,10R,4-1-2,2.42,89.5,216.5
児島,9R,1-4-2,17.74,12.2,216.4
福岡,3R,2-3-1,4.35,49.6,216.0
三国,9R,2-1-5,2.27,94.8,215.1
徳山,10R,1-3-4,4.98,43.2,215.1
福岡,2R,1-4-5,2.58,83.2,215.0
徳山,9R,3-1-4,2.51,85.4,214.7
児島,5R,1-2-4,3.38,63.4,214.4
びわこ,1R,3-4-1,3.85,55.7,214.4
宮島,3R,1-4-2,6.21,34.5,214.1
下関,1R,4-1-3,3.45,62.0,214.0
三国,7R,3-4-1,2.54,84.2,213.7
丸亀,4R,2-5-1,4.79,44.6,213.4
丸亀,1R,2-1-3,3.86,55.3,213.2
三国,12R,3-1-2,3.31,64.3,213.1
丸亀,1R,1-3-5,3.67,58.1,213.0
下関,4R,1-4-2,5.88,36.2,213.0
大村,8R,1-4-2,5.45,39.1,212.9
びわこ,4R,1-4-3,4.78,44.5,212.6
びわこ,9R,2-1-5,7.11,29.9,212.6
唐津,7R,3-1-4,11.34,18.7,212.0
福岡,12R,2-1-3,8.72,24.3,212.0
びわこ,6R,1-4-5,4.85,43.7,211.8
宮島,1R,1-4-3,6.39,33.1,211.6
三国,11R,3-1-4,5.18,40.8,211.5
徳山,4R,4-2-1,2.48,85.1,211.2
下関,7R,3-1-5,4.08,51.7,211.1
大村,3R,4-1-5,2.25,93.9,210.9
下関,9R,4-1-3,3.86,54.6,210.8
丸亀,9R,2-1-3,4.88,43.2,210.7
唐津,12R,3-1-2,4.02,52.3,210.4
下関,3R,2-3-1,2.91,72.3,210.4
三国,9R,1-4-2,2.91,72.1,209.5
下関,7R,1-5-3,12.89,16.2,208.9
三国,4R,2-3-1,2.90,72.0,208.5
唐津,2R,2-1-4,2.60,80.0,207.9
福岡,4R,1-2-4,3.75,55.4,207.8
徳山,7R,3-1-5,2.20,94.3,207.7
徳山,12R,3-1-2,2.40,86.2,207.3
児島,6R,3-1-5,7.58,27.3,206.9
宮島,3R,1-2-3,5.07,40.8,206.8
宮島,6R,4-1-3,2.31,89.5,206.7
唐津,7R,1-3-2,5.04,40.9,206.3
福岡,2R,2-4-1,2.56,80.6,206.3
児島,3R,4-1-6,2.40,86.0,206.2
びわこ,7R,2-1-5,2.22,92.6,205.6
平和島,9R,1-4-3,2.97,69.1,205.3
下関,1R,1-6-4,3.66,56.0,204.9
丸亀,1R,1-3-2,5.06,40.5,204.8
福岡,5R,2-1-3,6.76,30.3,204.8
下関,3R,1-2-4,5.33,38.4,204.7
下関,2R,2-1-5,3.86,53.0,204.7
宮島,10R,3-1-2,2.36,86.5,204.4
宮島,3R,1-3-2,6.21,32.9,204.3
平和島,4R,3-1-2,4.64,44.0,204.3
唐津,10R,1-4-3,12.20,16.7,203.8
大村,6R,4-1-3,2.15,94.8,203.7
平和島,9R,1-6-2,4.13,49.2,203.4
大村,9R,1-3-4,3.19,63.4,202.5
びわこ,10R,4-1-3,4.99,40.6,202.4
丸亀,9R,1-2-3,22.15,9.1,201.5
唐津,8R,1-2-3,5.40,37.3,201.4
宮島,12R,4-1-5,2.33,86.3,201.3
徳山,1R,3-1-2,2.20,91.3,201.1
宮島,7R,4-1-2,2.02,99.2,200.4
びわこ,9R,1-2-5,14.31,14.0,200.3
平和島,8R,1-2-5,10.54,19.0,200.2
宮島,10R,1-5-3,5.45,36.7,199.8
福岡,4R,3-1-4,4.66,42.8,199.6
丸亀,5R,1-3-4,5.00,39.9,199.6
若松,8R,1-2-6,3.08,64.8,199.5
下関,3R,1-2-5,2.92,68.3,199.2
宮島,2R,3-1-4,2.71,73.4,199.1
宮島,4R,1-3-4,13.15,15.1,198.5
丸亀,12R,3-1-2,5.45,36.4,198.5
下関,3R,2-1-4,3.54,55.9,198.0
福岡,2R,2-1-3,2.68,73.7,197.5
児島,7R,1-4-2,2.18,90.5,197.4
唐津,11R,3-2-1,2.68,73.7,197.2
三国,4R,2-1-3,5.44,36.2,197.0
びわこ,9R,2-1-4,3.07,64.1,196.7
児島,3R,1-3-4,5.71,34.4,196.6
唐津,8R,2-1-5,3.62,54.3,196.6
下関,5R,1-2-4,12.43,15.8,196.4
若松,5R,2-1-4,5.75,34.1,196.2
若松,8R,2-1-4,3.82,51.3,196.1
びわこ,10R,2-3-4,2.26,86.5,195.6
下関,5R,1-2-3,8.85,22.1,195.5
大村,11R,3-1-4,5.18,37.7,195.3
唐津,5R,1-6-3,2.33,83.7,195.1
児島,3R,4-1-2,3.85,50.7,195.0
三国,7R,2-3-1,2.16,90.1,195.0
平和島,3R,1-5-4,5.06,38.5,194.9
下関,7R,1-5-4,7.79,25.0,194.7
宮島,8R,1-5-2,7.72,25.2,194.6
大村,9R,2-1-3,3.32,58.5,194.5
児島,2R,1-5-2,2.22,87.3,194.2
下関,11R,1-3-5,3.34,58.1,194.2
宮島,5R,2-1-3,2.27,85.5,193.8
三国,6R,2-1-5,2.12,91.6,193.8
福岡,9R,1-3-6,1.96,99.1,193.8
三国,11R,3-4-1,4.69,41.3,193.7
びわこ,5R,2-1-5,5.20,37.2,193.5
大村,11R,1-4-2,1.94,99.7,193.5
福岡,4R,3-1-2,4.62,41.9,193.4
児島,2R,1-3-5,9.75,19.8,193.0
丸亀,11R,1-2-3,15.81,12.2,192.9
平和島,6R,2-1-5,3.15,61.1,192.7
唐津,4R,1-2-3,4.47,43.1,192.6
丸亀,8R,1-3-2,16.31,11.8,192.5
若松,4R,1-6-2,3.47,55.4,192.3
唐津,4R,1-3-2,2.62,73.4,192.3
児島,6R,1-3-5,17.80,10.8,192.2
下関,1R,4-1-2,3.10,62.0,192.1
宮島,3R,1-2-4,5.07,37.9,192.0
若松,7R,1-2-4,5.58,34.4,191.9
若松,7R,1-4-2,4.21,45.5,191.7
丸亀,3R,2-1-4,5.29,36.2,191.5
徳山,6R,1-3-2,9.70,19.7,191.2
唐津,9R,2-1-3,4.84,39.5,191.1
若松,5R,4-1-5,1.95,97.8,191.0
福岡,4R,1-5-3,1.93,99.2,191.0
福岡,11R,1-4-6,2.04,93.8,191.0
下関,9R,1-4-5,3.90,48.9,190.9
児島,11R,1-5-3,5.42,35.2,190.7
下関,9R,4-2-1,5.54,34.4,190.7
唐津,12R,2-1-4,5.02,38.0,190.6
児島,11R,1-4-5,2.80,68.0,190.4
福岡,2R,4-2-1,2.80,67.8,190.1
平和島,11R,2-3-5,2.13,89.3,189.9
福岡,8R,1-4-5,2.05,92.8,189.8
徳山,6R,1-2-3,6.24,30.4,189.7
宮島,3R,1-4-3,9.82,19.3,189.6
宮島,9R,1-2-5,3.55,53.4,189.5
平和島,7R,1-3-6,2.58,73.3,189.5
平和島,3R,5-4-1,2.86,66.2,189.4
三国,9R,2-1-3,2.14,88.3,189.3
