場,レース,買い目,推定確率%,オッズ(取得時),回収率%
平和島,8R,1-6-4,2.85,99.5,283.2
大村,9R,3-1-2,8.04,35.2,282.9
下関,4R,2-4-1,4.20,67.3,282.6
鳴門,10R,4-1-3,3.48,81.2,282.6
鳴門,10R,4-3-2,3.82,74.0,282.4
戸田,12R,1-3-5,3.65,77.2,282.0
住之江,8R,1-2-3,11.36,24.8,281.6
徳山,11R,4-1-3,5.83,48.3,281.6
戸田,8R,1-5-2,5.82,48.3,281.0
徳山,10R,3-1-4,7.43,37.8,280.9
住之江,6R,1-3-2,9.06,31.0,280.8
徳山,6R,1-5-4,3.25,85.9,279.0
平和島,5R,4-1-2,3.05,91.2,278.5
下関,6R,1-3-4,6.02,46.2,278.1
住之江,7R,3-2-1,3.38,82.2,277.9
三国,10R,2-1-3,3.36,82.2,276.5
宮島,2R,2-1-5,5.52,50.0,276.1
津,2R,4-3-1,3.48,79.3,276.0
若松,9R,1-4-3,12.24,22.5,275.4
若松,6R,1-4-2,9.55,28.8,275.1
大村,8R,1-3-4,2.89,94.8,273.9
徳山,10R,3-2-1,2.90,94.5,273.7
徳山,10R,3-4-1,4.38,62.5,273.6
若松,5R,2-1-4,4.77,57.3,273.2
鳴門,12R,4-1-3,5.22,52.2,272.6
津,5R,1-2-4,10.90,24.8,270.2
平和島,9R,1-2-3,12.28,22.0,270.1
大村,7R,3-2-1,6.10,44.2,269.7
徳山,9R,5-1-3,2.82,95.5,269.4
戸田,5R,1-3-4,5.50,49.0,269.3
宮島,2R,2-3-1,7.52,35.8,269.1
下関,6R,1-4-2,6.83,39.3,268.4
宮島,6R,2-1-5,2.99,89.8,268.3
住之江,5R,1-2-4,4.43,60.5,268.2
下関,9R,1-5-3,3.37,79.4,267.5
徳山,8R,1-5-4,3.58,74.6,266.9
平和島,3R,1-6-2,6.22,42.9,266.6
若松,7R,3-1-2,11.59,23.0,266.5
宮島,10R,4-1-2,3.15,84.6,266.4
徳山,9R,1-5-3,6.19,43.0,266.0
三国,6R,4-1-2,2.80,95.0,266.0
三国,11R,3-4-5,3.10,85.9,265.9
三国,10R,1-3-2,12.87,20.6,265.1
丸亀,9R,1-2-4,10.86,24.4,264.9
平和島,7R,2-1-5,3.36,78.8,264.7
戸田,12R,1-5-3,5.08,52.0,264.0
住之江,7R,3-4-1,4.17,63.2,263.6
若松,3R,1-3-2,3.16,83.4,263.5
三国,12R,3-1-2,4.26,61.8,263.0
丸亀,6R,4-1-2,2.83,92.7,262.4
丸亀,12R,2-1-3,8.28,31.6,261.6
住之江,10R,1-4-3,6.18,42.3,261.5
津,9R,3-1-5,3.49,74.9,261.1
若松,7R,1-3-2,10.43,24.9,259.7
鳴門,1R,4-1-3,3.21,81.0,259.6
三国,5R,1-2-3,9.26,28.0,259.2
宮島,7R,4-1-3,3.69,70.1,259.0
津,7R,2-1-3,3.11,83.3,258.8
津,12R,2-1-5,5.96,43.4,258.8
丸亀,9R,1-4-2,9.74,26.3,256.1
鳴門,6R,4-1-2,3.73,68.6,255.8
宮島,9R,1-4-3,16.37,15.6,255.4
下関,7R,2-1-4,3.62,70.6,255.3
平和島,9R,1-2-4,13.28,19.2,254.9
大村,8R,2-4-1,3.77,67.7,254.9
住之江,2R,1-2-5,8.27,30.8,254.8
平和島,11R,1-4-3,10.68,23.8,254.1
津,9R,1-3-4,3.63,69.7,253.4
宮島,10R,2-1-3,3.47,72.9,253.1
三国,9R,1-5-2,3.07,82.3,252.3
大村,3R,3-1-2,3.63,69.5,252.2
平和島,2R,1-5-4,9.17,27.5,252.1
平和島,1R,5-2-1,5.35,47.0,251.6
住之江,11R,4-1-3,3.05,82.4,251.5
津,5R,1-4-2,12.33,20.4,251.5
戸田,4R,3-2-1,9.09,27.6,251.0
下関,3R,4-1-5,10.11,24.7,249.7
戸田,2R,1-2-5,6.06,41.2,249.5
宮島,8R,1-5-4,2.57,96.9,249.4
宮島,3R,1-4-2,3.23,77.0,248.8
若松,7R,3-2-1,5.79,42.9,248.4
徳山,7R,4-1-6,3.47,71.5,248.3
宮島,3R,1-4-5,5.81,42.7,248.3
平和島,3R,1-2-6,4.48,55.4,248.1
戸田,4R,2-3-1,9.92,25.0,248.1
下関,1R,4-1-2,3.54,70.1,247.8
戸田,8R,1-2-4,2.51,98.7,247.6
戸田,8R,3-1-2,2.89,85.7,247.5
宮島,10R,2-1-5,2.92,84.6,247.3
鳴門,5R,5-2-1,4.96,49.8,247.0
戸田,5R,1-4-3,10.32,23.9,246.7
鳴門,4R,1-2-3,6.65,37.1,246.6
三国,7R,1-3-4,5.37,45.9,246.4
津,7R,3-1-4,4.66,52.8,246.0
大村,11R,1-4-2,8.88,27.7,245.9
住之江,7R,3-1-2,2.84,86.5,245.7
若松,5R,1-4-3,5.43,45.2,245.3
三国,1R,1-4-2,6.36,38.5,244.7
丸亀,7R,3-2-1,4.88,50.1,244.6
住之江,1R,4-1-2,3.76,65.0,244.5
平和島,11R,3-1-2,2.75,88.8,243.9
下関,5R,1-3-5,4.90,49.8,243.8
津,3R,4-3-1,2.91,83.6,243.0
徳山,3R,3-1-2,3.08,78.5,241.7
津,3R,3-4-1,3.23,74.6,241.3
大村,6R,1-2-5,8.92,26.9,239.9
丸亀,8R,2-1-3,6.83,35.1,239.8
住之江,10R,1-3-2,5.93,40.4,239.7
若松,5R,4-1-2,3.90,61.3,239.3
津,11R,1-4-3,3.83,62.4,238.8
宮島,10R,3-1-2,2.43,98.2,238.7
丸亀,4R,3-1-2,10.96,21.7,237.8
宮島,12R,2-1-3,4.30,55.3,237.7
若松,9R,1-5-3,2.79,85.0,237.6
津,11R,1-5-2,4.16,56.9,236.5
津,12R,1-5-2,6.26,37.8,236.5
徳山,4R,1-4-2,11.82,20.0,236.4
三国,10R,1-3-4,4.03,58.6,236.2
大村,11R,1-2-5,6.08,38.8,236.0
住之江,5R,1-4-2,2.95,80.0,236.0
徳山,8R,1-5-2,6.23,37.8,235.6
宮島,2R,3-1-2,4.00,58.8,235.4
津,4R,1-2-3,6.48,36.2,234.4
宮島,8R,1-5-3,8.19,28.6,234.1
津,8R,2-1-4,3.74,62.4,233.7
住之江,4R,4-3-1,2.36,98.8,233.3
丸亀,4R,2-3-1,3.22,72.3,233.1
若松,9R,1-2-3,8.24,28.3,233.1
三国,11R,5-3-4,2.41,96.5,233.0
宮島,9R,4-1-2,4.52,51.5,233.0
丸亀,2R,1-4-3,5.61,41.5,232.9
丸亀,4R,1-2-3,8.40,27.7,232.7
津,11R,1-5-4,3.45,67.4,232.6
平和島,9R,2-1-3,4.76,48.9,232.5
大村,6R,2-1-5,3.41,68.0,232.0
鳴門,10R,2-4-1,6.64,34.9,231.7
津,9R,1-5-2,5.27,43.9,231.2
徳山,10R,4-1-3,3.98,58.1,231.1
丸亀,7R,3-1-2,6.53,35.4,231.1
平和島,9R,1-2-5,12.55,18.4,230.9
丸亀,5R,1-3-5,8.83,26.1,230.5
鳴門,10R,1-4-3,2.63,87.7,230.4
宮島,6R,1-2-5,5.21,44.2,230.3
津,6R,4-2-1,7.83,29.4,230.3
平和島,5R,4-5-1,2.68,85.9,230.2
下関,3R,1-4-3,5.74,40.1,230.0
住之江,3R,3-2-1,2.34,98.2,229.8
戸田,5R,3-1-4,3.47,66.1,229.4
宮島,8R,3-1-5,4.12,55.6,229.3
宮島,9R,4-1-3,6.76,33.9,229.1
平和島,9R,2-1-4,5.14,44.4,228.3
戸田,6R,2-1-5,3.05,74.7,228.1
丸亀,6R,4-2-1,2.46,92.7,228.0
下関,5R,3-1-5,3.79,60.2,228.0
三国,5R,1-3-2,6.55,34.8,227.8
戸田,5R,1-2-4,3.23,70.4,227.7
下関,4R,1-2-4,10.39,21.9,227.5
津,8R,1-4-2,4.05,56.1,227.3
平和島,1R,2-5-1,5.99,37.9,227.0
平和島,9R,2-1-5,4.86,46.5,226.0
三国,7R,2-1-4,2.83,79.8,225.9
下関,8R,4-1-2,4.72,47.9,225.9
三国,3R,1-5-3,3.23,69.9,225.9
津,3R,3-5-1,2.97,76.0,225.8
若松,8R,1-4-2,6.90,32.7,225.5
戸田,2R,2-1-3,5.57,40.5,225.4
鳴門,5R,5-1-2,5.74,39.2,225.1
宮島,9R,1-2-4,6.62,33.9,224.5
大村,7R,2-3-1,6.16,36.4,224.3
徳山,1R,2-3-1,3.84,58.4,224.3
宮島,9R,1-4-2,10.96,20.4,223.6
住之江,10R,3-1-4,8.97,24.9,223.3
三国,5R,1-2-5,3.29,67.4,221.9
住之江,1R,4-2-5,2.49,88.9,221.5
若松,6R,1-2-4,6.15,36.0,221.3
徳山,12R,4-1-3,3.48,63.6,221.2
平和島,4R,3-4-1,6.19,35.7,221.0
鳴門,10R,4-2-3,5.31,41.6,220.9
住之江,6R,2-1-3,12.07,18.3,220.9
住之江,2R,1-5-2,11.03,20.0,220.6
三国,10R,1-5-3,5.85,37.6,220.0
戸田,5R,4-1-3,9.62,22.8,219.3
下関,7R,1-2-4,5.73,38.2,218.9
戸田,8R,2-1-3,6.16,35.5,218.6
平和島,5R,2-4-1,2.32,94.0,218.3
若松,10R,4-1-5,2.81,77.6,218.2
大村,10R,1-5-2,11.53,18.9,218.0
住之江,4R,3-1-2,2.43,89.3,217.4
平和島,8R,1-2-5,3.57,60.8,216.9
宮島,11R,1-6-3,6.02,36.0,216.5
若松,1R,4-1-2,5.16,41.9,216.3
下関,3R,1-4-5,8.43,25.6,215.9
住之江,12R,5-1-3,4.11,52.5,215.6
宮島,11R,1-6-4,3.04,70.7,215.2
鳴門,11R,1-4-2,7.97,27.0,215.2
住之江,4R,4-1-2,2.52,85.3,214.8
住之江,6R,3-2-1,8.26,26.0,214.7
平和島,1R,5-1-2,6.63,32.3,214.3
徳山,9R,1-4-3,5.79,37.0,214.2
大村,6R,1-5-2,10.81,19.8,214.1
大村,9R,4-1-3,3.69,58.0,214.1
下関,12R,3-1-2,2.21,96.7,213.6
平和島,2R,5-1-3,3.52,60.6,213.5
戸田,12R,1-3-4,3.10,68.7,213.3
三国,12R,1-3-2,12.60,16.9,212.9
鳴門,6R,4-3-1,2.67,79.8,212.9
宮島,8R,3-1-2,3.04,69.8,212.4
津,10R,3-1-4,3.39,62.5,212.1
大村,3R,1-2-4,5.36,39.5,211.8
平和島,11R,1-3-4,11.75,18.0,211.5
丸亀,3R,3-1-2,2.73,77.4,211.4
下関,2R,1-3-4,9.22,22.9,211.1
三国,6R,4-1-3,2.54,83.1,211.0
丸亀,6R,2-3-1,2.48,85.0,210.6
戸田,11R,1-2-4,10.13,20.8,210.6
鳴門,11R,1-2-4,6.85,30.7,210.4
大村,8R,4-1-3,3.11,67.7,210.3
大村,8R,1-2-4,12.00,17.5,210.0
大村,11R,1-2-4,17.93,11.7,209.8
津,9R,5-1-3,4.05,51.8,209.7
大村,3R,2-1-3,13.34,15.7,209.4
戸田,11R,2-1-4,2.57,81.2,209.1
津,7R,1-2-3,3.76,55.5,208.8
徳山,7R,4-1-2,8.60,24.2,208.2
住之江,12R,3-1-4,2.71,76.8,208.2
戸田,3R,1-5-3,2.55,81.6,207.9
丸亀,10R,2-1-5,4.82,43.1,207.7
津,11R,1-3-2,3.40,61.0,207.5
大村,9R,4-3-1,4.62,44.8,207.0
三国,9R,5-1-2,3.41,60.7,206.9
鳴門,5R,5-3-1,3.57,58.0,206.8
三国,11R,4-3-2,2.57,80.4,206.6
平和島,4R,3-2-1,3.09,66.7,206.4
住之江,2R,2-1-5,4.66,44.3,206.4
鳴門,9R,1-2-3,4.87,42.3,205.8
丸亀,1R,5-1-3,2.46,83.6,205.7
三国,2R,4-1-2,2.76,74.5,205.7
丸亀,9R,4-1-2,3.69,55.7,205.5
平和島,2R,1-5-3,4.88,42.1,205.3
徳山,12R,4-3-1,2.23,92.1,205.1
鳴門,7R,1-4-3,14.75,13.9,205.0
大村,7R,3-1-2,9.89,20.7,204.7
徳山,1R,1-3-4,6.84,29.9,204.4
戸田,6R,1-5-2,2.48,82.4,204.3
丸亀,8R,4-1-2,2.82,72.4,204.3
住之江,12R,5-3-1,2.04,99.9,204.1
戸田,2R,1-5-2,4.00,50.9,203.8
徳山,9R,1-5-4,3.65,55.7,203.5
戸田,3R,1-2-4,2.81,72.1,202.9
若松,4R,4-3-1,6.04,33.6,202.8
戸田,2R,1-2-3,16.22,12.5,202.8
津,4R,2-1-3,5.30,38.2,202.6
鳴門,11R,1-2-3,6.80,29.8,202.6
若松,5R,1-3-2,6.25,32.4,202.4
戸田,3R,1-3-4,5.81,34.8,202.3
戸田,6R,1-2-6,8.79,23.0,202.2
徳山,3R,1-5-2,4.06,49.8,202.1
住之江,6R,1-2-3,11.68,17.3,202.0
戸田,9R,3-1-4,2.44,82.5,201.6
津,2R,1-4-3,5.38,37.4,201.2
津,8R,2-4-3,2.42,83.2,201.0
住之江,3R,2-1-6,2.45,81.8,200.7
下関,2R,4-3-1,2.07,96.8,200.4
平和島,2R,1-5-2,7.98,25.1,200.3
下関,1R,1-3-4,5.53,36.2,200.3
鳴門,2R,4-2-1,4.31,46.4,200.0
戸田,6R,2-1-4,7.73,25.8,199.4
宮島,7R,3-1-2,2.13,93.5,199.4
三国,6R,1-4-2,2.99,66.6,199.1
戸田,2R,2-1-5,2.08,95.8,199.1
住之江,3R,2-3-1,2.56,77.5,198.6
大村,10R,1-5-4,2.84,69.9,198.5
下関,8R,1-4-2,12.87,15.4,198.2
鳴門,5R,5-1-3,4.56,43.4,198.0
下関,2R,2-1-3,3.07,64.5,197.7
宮島,7R,1-4-3,7.85,25.2,197.7
徳山,9R,1-3-5,7.87,25.1,197.6
若松,8R,2-1-4,4.71,41.9,197.5
津,11R,4-1-2,3.32,59.5,197.3
宮島,2R,2-1-4,3.02,65.3,197.3
平和島,2R,5-1-4,6.62,29.8,197.3
津,7R,1-3-6,2.27,86.7,197.1
宮島,6R,1-4-2,10.53,18.7,197.0
鳴門,11R,1-4-3,10.99,17.9,196.8
鳴門,1R,3-1-4,5.03,39.1,196.7
下関,6R,1-4-3,11.63,16.9,196.5
三国,6R,4-2-1,2.78,70.6,196.4
住之江,10R,1-3-4,14.21,13.8,196.1
丸亀,10R,1-2-4,11.87,16.5,195.9
鳴門,2R,3-2-4,2.40,81.4,195.8
丸亀,9R,1-2-5,4.08,47.9,195.6
丸亀,5R,3-1-4,3.65,53.6,195.5
平和島,8R,6-1-2,2.14,91.2,195.0
宮島,5R,1-5-3,3.37,57.9,195.0
大村,5R,2-1-3,17.88,10.9,194.9
下関,9R,2-1-3,2.98,65.3,194.8
下関,7R,1-4-2,2.48,78.5,194.7
宮島,7R,4-1-5,2.36,82.5,194.7
三国,11R,3-5-4,2.61,74.7,194.6
戸田,7R,2-1-3,2.04,95.3,194.6
津,6R,2-1-3,2.04,95.4,194.6
下関,1R,3-4-1,3.13,62.1,194.4
鳴門,3R,1-2-6,4.37,44.5,194.3
若松,12R,2-3-1,2.66,72.8,193.9
徳山,9R,1-3-2,5.05,38.3,193.5
津,8R,1-2-4,3.70,52.2,193.4
丸亀,11R,1-5-4,3.56,54.3,193.2
大村,3R,2-3-1,8.94,21.6,193.1
若松,3R,3-4-1,2.06,93.8,193.0
宮島,4R,1-5-4,2.61,73.8,192.9
津,9R,1-2-5,3.62,53.2,192.8
津,12R,2-1-4,6.83,28.2,192.6
津,12R,2-1-3,2.43,79.1,192.2
住之江,12R,3-1-5,6.15,31.2,192.0
住之江,1R,4-1-5,5.26,36.5,192.0
鳴門,9R,1-2-5,3.14,61.0,191.8
若松,1R,3-1-4,3.00,64.0,191.7
平和島,1R,2-1-5,8.88,21.6,191.7
平和島,8R,1-2-6,4.78,40.1,191.6
若松,6R,1-4-3,6.92,27.6,191.0
三国,11R,4-5-3,3.01,63.4,190.9
若松,7R,4-3-1,2.60,73.2,190.4
下関,6R,4-1-6,5.14,37.0,190.2
住之江,12R,3-1-2,3.16,60.1,190.0
丸亀,1R,2-1-3,3.08,61.7,189.9
戸田,5R,4-3-1,4.75,39.9,189.5
丸亀,1R,2-5-3,2.05,92.5,189.2
徳山,11R,1-4-3,7.39,25.6,189.2
若松,3R,1-4-6,3.15,60.0,189.0
徳山,3R,2-3-1,1.97,95.9,188.8
下関,1R,4-2-1,2.43,77.7,188.7
大村,12R,1-2-3,7.83,24.1,188.7
下関,11R,3-1-4,2.57,73.4,188.4
戸田,11R,1-5-2,5.14,36.6,188.3
丸亀,11R,1-5-3,5.52,34.1,188.3
下関,12R,1-2-3,11.77,16.0,188.3
鳴門,6R,4-2-1,3.66,51.5,188.3
三国,10R,1-2-5,3.21,58.6,188.2
丸亀,6R,1-2-5,7.02,26.8,188.1
津,12R,1-2-5,15.41,12.2,188.0
宮島,11R,1-4-3,3.63,51.7,187.5
丸亀,6R,2-1-3,6.44,29.1,187.3
戸田,5R,1-4-2,6.83,27.4,187.3
三国,4R,4-1-3,4.98,37.5,186.9
下関,8R,1-2-4,11.58,16.1,186.5
三国,11R,4-5-1,2.08,89.6,186.4
戸田,8R,2-3-1,2.17,85.7,186.3
住之江,12R,1-4-3,3.05,60.9,185.9
宮島,12R,1-4-2,5.40,34.4,185.8
鳴門,11R,1-3-2,7.87,23.6,185.8
宮島,9R,2-1-4,2.19,84.7,185.5
津,7R,3-1-6,2.31,80.3,185.5
鳴門,4R,2-1-5,2.12,87.5,185.5
三国,4R,4-1-2,5.96,31.1,185.4
徳山,4R,1-4-6,4.88,37.9,185.1
住之江,2R,1-5-4,4.57,40.5,185.0
津,9R,1-4-5,3.29,56.2,184.9
住之江,6R,2-3-1,9.78,18.9,184.8
平和島,6R,1-3-2,8.71,21.2,184.7
住之江,5R,2-1-4,2.06,89.6,184.5
津,3R,3-1-4,3.50,52.7,184.3
宮島,6R,2-1-3,3.64,50.6,184.3
大村,10R,5-1-2,5.37,34.3,184.1
鳴門,11R,4-1-3,3.30,55.6,183.3
徳山,4R,1-2-6,5.35,34.2,182.9
若松,4R,4-1-3,6.60,27.7,182.8
下関,2R,3-1-2,5.67,32.2,182.7
鳴門,4R,1-5-2,6.07,30.1,182.6
三国,1R,1-4-3,2.35,77.6,182.3
平和島,8R,1-2-3,3.25,56.1,182.2
住之江,6R,3-1-2,7.91,23.0,181.9
津,10R,2-1-4,1.87,97.3,181.6
戸田,5R,3-4-1,3.22,56.3,181.2
平和島,2R,5-1-2,5.76,31.4,181.0
平和島,9R,1-2-6,3.51,51.5,180.9
平和島,4R,2-3-1,1.99,91.1,180.9
若松,12R,3-1-2,4.97,36.4,180.8
若松,12R,3-2-1,2.79,64.8,180.7
若松,8R,2-1-3,6.00,30.1,180.7
戸田,11R,1-2-5,9.21,19.6,180.5
大村,2R,1-3-2,1.85,97.7,180.5
丸亀,9R,1-3-2,1.95,92.2,180.2
戸田,7R,1-5-4,4.06,44.4,180.1
若松,1R,1-2-4,9.95,18.1,180.1
津,1R,4-1-2,7.26,24.8,180.0
丸亀,12R,1-3-2,10.04,17.9,179.8
津,10R,3-1-2,5.62,32.0,179.7
住之江,4R,2-4-1,3.44,52.1,179.4
大村,4R,4-1-3,4.92,36.4,179.1
丸亀,3R,2-1-3,2.19,81.5,178.7
丸亀,7R,1-3-2,11.30,15.8,178.5
徳山,12R,2-1-3,1.98,90.3,178.5
丸亀,9R,2-1-4,4.32,41.3,178.5
大村,12R,1-3-2,8.54,20.9,178.4
宮島,7R,3-1-5,2.42,73.8,178.4
宮島,4R,2-1-5,2.24,79.5,178.3
平和島,5R,2-4-5,2.02,88.4,178.2
若松,11R,1-2-5,2.39,74.6,178.1
若松,4R,1-3-2,2.84,62.5,177.8
若松,1R,2-1-4,5.48,32.4,177.7
三国,2R,1-4-2,7.19,24.7,177.5
津,3R,5-3-4,2.23,79.4,177.3
丸亀,4R,3-2-1,4.37,40.6,177.3
徳山,11R,1-3-4,5.81,30.5,177.3
丸亀,5R,5-1-3,2.64,67.0,177.2
大村,12R,3-1-5,2.56,69.2,177.2
徳山,9R,1-3-4,7.50,23.6,177.0
