場,レース,買い目,推定確率%,オッズ(取得時),回収率%
平和島,4R,1-4-3,9.86,90.2,889.2
若松,6R,4-2-1,8.40,90.1,756.5
下関,1R,2-1-4,13.01,56.8,739.0
福岡,5R,1-3-2,10.02,73.5,736.8
戸田,5R,1-2-4,7.48,97.8,732.0
戸田,5R,1-4-2,12.33,59.0,727.2
蒲郡,6R,1-4-3,8.38,84.7,709.9
大村,10R,4-1-3,8.91,79.6,709.4
戸田,8R,1-2-3,14.26,47.2,673.0
大村,2R,2-4-1,11.90,54.6,649.8
平和島,5R,1-4-3,6.99,92.8,648.4
江戸川,11R,1-2-4,19.26,33.1,637.5
戸田,8R,1-3-2,13.19,48.1,634.6
平和島,7R,3-1-2,16.34,38.4,627.6
平和島,4R,1-4-5,7.86,79.4,624.0
福岡,4R,4-1-3,11.33,52.0,589.4
平和島,8R,1-2-4,7.89,74.5,588.0
平和島,2R,1-2-3,18.55,31.5,584.2
福岡,5R,1-2-3,13.90,41.8,580.8
下関,1R,1-2-4,15.30,37.9,579.8
平和島,5R,4-1-3,6.80,85.0,578.0
下関,5R,1-3-4,8.84,65.0,574.7
平和島,8R,1-4-2,15.80,36.1,570.4
大村,7R,1-4-3,21.53,25.6,551.1
芦屋,8R,1-3-2,13.80,39.8,549.3
福岡,4R,1-4-3,7.82,70.0,547.2
平和島,4R,1-4-2,7.69,70.9,545.1
戸田,2R,2-1-4,7.37,73.7,543.1
平和島,4R,4-1-3,5.74,94.5,542.6
平和島,5R,1-3-4,6.55,81.6,534.5
江戸川,8R,1-2-4,6.87,77.1,529.7
平和島,11R,1-2-5,9.90,52.5,519.7
平和島,7R,1-3-2,13.21,38.4,507.1
福岡,9R,1-4-2,11.00,45.1,496.0
江戸川,9R,1-4-2,5.79,83.6,483.7
福岡,5R,3-1-2,5.07,94.2,477.9
福岡,6R,4-1-2,12.02,39.4,473.6
唐津,8R,2-1-3,5.51,84.2,463.6
戸田,4R,1-4-2,12.49,37.1,463.5
蒲郡,6R,1-4-5,8.83,52.4,462.8
福岡,6R,1-4-2,12.17,38.0,462.5
戸田,5R,1-3-4,6.80,67.6,459.9
蒲郡,1R,1-3-5,9.97,46.0,458.7
