場,レース,買い目,推定確率%,オッズ(取得時),回収率%
宮島,7R,1-4-3,13.51,73.3,990.5
桐生,5R,1-4-2,9.59,79.7,764.0
三国,11R,4-1-3,9.66,77.1,744.8
若松,9R,1-4-2,11.14,61.6,686.4
宮島,2R,3-1-2,11.31,54.0,610.8
桐生,3R,4-1-3,6.25,96.6,604.1
蒲郡,9R,1-4-2,6.10,98.5,600.7
平和島,6R,1-4-3,7.00,81.7,572.2
尼崎,10R,2-3-1,6.55,85.2,558.3
戸田,10R,1-3-2,7.14,77.8,555.3
津,11R,2-1-3,9.16,60.5,553.9
蒲郡,6R,2-1-3,7.60,72.8,553.6
桐生,7R,1-3-2,14.56,37.8,550.4
戸田,12R,1-2-5,13.39,40.6,543.8
戸田,11R,1-4-2,11.30,47.9,541.2
蒲郡,6R,1-2-3,6.24,83.3,519.5
戸田,8R,1-2-3,9.50,54.1,514.0
若松,4R,1-4-3,5.53,91.9,508.4
福岡,10R,1-2-5,5.64,89.7,506.0
びわこ,10R,1-3-4,9.91,50.2,497.6
宮島,7R,1-4-2,5.80,85.0,492.8
宮島,7R,1-3-4,12.22,40.2,491.1
徳山,6R,2-1-4,10.88,44.2,480.9
住之江,10R,4-1-2,7.93,60.2,477.6
桐生,9R,2-3-1,8.76,53.0,464.0
住之江,3R,2-1-3,5.48,84.6,463.3
平和島,6R,1-3-4,6.67,68.4,456.4
平和島,5R,1-4-3,9.20,49.6,456.3
戸田,10R,1-2-3,5.90,76.6,451.6
徳山,5R,1-3-4,5.74,73.7,422.9
桐生,7R,1-4-3,4.38,96.1,421.4
びわこ,8R,1-2-4,7.42,56.8,421.3
江戸川,8R,1-2-4,16.14,26.1,421.3
若松,2R,1-5-4,7.72,54.3,419.4
徳山,9R,3-1-2,4.93,85.1,419.4
若松,3R,1-5-3,9.14,45.5,415.9
福岡,9R,3-2-1,5.96,69.6,414.7
住之江,8R,1-4-3,8.36,49.6,414.6
三国,11R,4-3-1,7.58,54.6,414.1
戸田,11R,1-4-3,8.97,45.6,409.0
戸田,8R,2-1-3,14.25,28.2,401.8
住之江,5R,1-2-4,10.94,36.7,401.6
桐生,6R,1-4-3,4.26,94.0,400.5
尼崎,2R,1-5-3,4.03,99.3,400.4
津,5R,3-1-2,4.96,80.6,399.9
